,Back_9_Par_3_Scoring_Average_RANK THIS WEEK,Back_9_Par_3_Scoring_Average_RANK LAST WEEK,Back_9_Par_3_Scoring_Average_PLAYER NAME,Back_9_Par_3_Scoring_Average_ROUNDS,Back_9_Par_3_Scoring_Average_AVG,Back_9_Par_3_Scoring_Average_TOTAL STROKES,Back_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Mike Reid,76,2.9,424,146
1,T2,T2,Tom Lehman,71,2.92,394,135
2,T2,T2,Tiger Woods,82,2.92,423,145
3,4,4,Bob Tway,91,2.93,530,181
4,5,5,Jeff Sluman,113,2.94,646,220
5,6,6,Stewart Cink,98,2.95,554,188
6,T7,T7,Robert Allenby,98,2.96,548,185
7,T7,T7,Brad Faxon,98,2.96,572,193
8,T7,T7,Shaun Micheel,94,2.96,556,188
9,T7,T7,Hal Sutton,93,2.96,515,174
10,T7,T7,Esteban Toledo,113,2.96,675,228
11,T7,T7,Scott Verplank,106,2.96,625,211
12,13,13,Fred Funk,110,2.97,656,221
13,T14,T14,Jay Don Blake,95,2.98,561,188
14,T14,T14,Fred Couples,71,2.98,423,142
15,T14,T14,Jim Furyk,98,2.98,546,183
16,T14,T14,Franklin Langham,95,2.98,548,184
17,T14,T14,Jesper Parnevik,71,2.98,385,129
18,T19,T19,Jason Buha,82,2.99,500,167
19,T19,T19,Greg Chalmers,96,2.99,553,185
20,T19,T19,K.J. Choi,92,2.99,542,181
21,T19,T19,Ernie Els,74,2.99,383,128
22,T19,T19,Robert Gamez,76,2.99,464,155
23,T19,T19,Bill Glasson,93,2.99,566,189
24,T19,T19,Matt Gogel,86,2.99,521,174
25,T19,T19,Mike Hulbert,82,2.99,497,166
26,T19,T19,Lee Janzen,92,2.99,554,185
27,T19,T19,Rocco Mediate,79,2.99,437,146
28,T19,T19,Frank Nobilo,98,2.99,575,192
29,T19,T19,Craig Spence,89,2.99,520,174
30,T31,T31,Joel Edwards,99,3.0,607,202
31,T31,T31,Sergio Garcia,59,3.0,303,101
32,T31,T31,Brent Geiberger,79,3.0,441,147
33,T31,T31,John Huston,81,3.0,489,163
34,T31,T31,Blaine McCallister,104,3.0,633,211
35,T31,T31,Tom Pernice Jr.,98,3.0,570,190
36,T31,T31,Tommy Tolles,60,3.0,378,126
37,T31,T31,Jay Williamson,105,3.0,625,208
38,T39,T39,Paul Azinger,73,3.01,425,141
39,T39,T39,Tom Byrum,91,3.01,536,178
40,T39,T39,Mark Calcavecchia,99,3.01,548,182
