,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,82,33.89,2576,76
1,2,2,Phil Mickelson,85,34.46,2757,80
2,3,3,David Duval,73,34.51,2312,67
3,4,4,Nick Price,63,34.6,2145,62
4,5,5,Jesper Parnevik,71,34.72,2361,68
5,6,6,Stuart Appleby,86,34.75,2815,81
6,7,7,Kirk Triplett,101,34.78,3374,97
7,8,8,Davis Love III,98,34.79,3201,92
8,9,9,Brandel Chamblee,72,34.81,2437,70
9,10,10,Scott Hoch,108,34.83,3622,104
10,11,11,Mike Weir,102,34.84,3345,96
11,T12,T12,Stewart Cink,98,34.85,3311,95
12,T12,T12,Vijay Singh,97,34.85,3206,92
13,14,14,Hal Sutton,93,34.87,3103,89
14,15,15,Steve Flesch,123,34.88,4220,121
15,16,16,Mark Calcavecchia,99,34.89,3210,92
16,T17,T17,Greg Chalmers,96,34.91,3212,92
17,T17,T17,Ernie Els,74,34.91,2374,68
18,19,19,Kenny Perry,76,34.93,2655,76
19,20,20,Paul Azinger,73,34.94,2516,72
20,21,21,Scott Verplank,106,34.95,3705,106
21,22,22,Chris Perry,109,34.98,3673,105
22,23,23,David Toms,113,35.02,3817,109
23,T24,T24,Chris DiMarco,118,35.04,3994,114
24,T24,T24,Kevin Sutherland,98,35.04,3294,94
25,26,26,Bob May,95,35.05,3190,91
26,27,27,Joel Edwards,99,35.06,3471,99
27,28,28,Jim Furyk,98,35.07,3332,95
28,29,29,Jay Williamson,105,35.1,3580,102
29,T30,T30,Loren Roberts,87,35.12,3020,86
30,T30,T30,Paul Stankowski,77,35.12,2564,73
31,T32,T32,Scott Dunlap,106,35.14,3725,106
32,T32,T32,Brett Quigley,63,35.14,2214,63
33,34,34,Blaine McCallister,104,35.15,3656,104
34,35,35,Rocco Mediate,79,35.16,2672,76
35,T36,T36,Carlos Franco,85,35.17,2954,84
36,T36,T36,Greg Kraft,106,35.17,3728,106
37,38,38,Bill Glasson,93,35.18,3272,93
38,T39,T39,Joe Durant,94,35.21,3310,94
