,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,82,3.9,1609,413
1,2,2,Mark Calcavecchia,99,3.94,1957,497
2,T3,T3,Stuart Appleby,86,3.95,1733,439
3,T3,T3,Steve Flesch,123,3.95,2558,648
4,T3,T3,Nick Price,63,3.95,1323,335
5,T6,T6,Chris DiMarco,118,3.96,2409,608
6,T6,T6,David Duval,73,3.96,1449,366
7,T6,T6,Davis Love III,98,3.96,1977,499
8,T6,T6,David Toms,113,3.96,2306,582
9,T6,T6,Mike Weir,102,3.96,2049,518
10,T11,T11,Greg Chalmers,96,3.97,1942,489
11,T11,T11,Stewart Cink,98,3.97,2060,519
12,T11,T11,Scott Dunlap,106,3.97,2251,567
13,T11,T11,Joel Edwards,99,3.97,2068,521
14,T11,T11,Phil Mickelson,85,3.97,1726,435
15,T11,T11,Jesper Parnevik,71,3.97,1497,377
16,T11,T11,Chris Perry,109,3.97,2167,546
17,T11,T11,Vijay Singh,97,3.97,1971,497
18,T11,T11,Scott Verplank,106,3.97,2268,572
19,T20,T20,Brandel Chamblee,72,3.98,1475,371
20,T20,T20,Ernie Els,74,3.98,1464,368
21,T20,T20,Bob Estes,68,3.98,1348,339
22,T20,T20,Scott Hoch,108,3.98,2136,537
23,T20,T20,Blaine McCallister,104,3.98,2135,536
24,T20,T20,Paul Stankowski,77,3.98,1521,382
25,T20,T20,Kevin Sutherland,98,3.98,2011,505
26,T20,T20,Grant Waite,85,3.98,1730,435
27,T28,T28,Paul Azinger,73,3.99,1555,390
28,T28,T28,Joe Durant,94,3.99,1938,486
29,T28,T28,Greg Kraft,106,3.99,2212,555
30,T28,T28,Rocco Mediate,79,3.99,1635,410
31,T28,T28,Chris Riley,98,3.99,1953,489
32,T28,T28,Loren Roberts,87,3.99,1870,469
33,T28,T28,Hal Sutton,93,3.99,1938,486
34,T35,T35,John Cook,90,4.0,1858,464
35,T35,T35,Brent Geiberger,79,4.0,1591,398
36,T35,T35,Bill Glasson,93,4.0,1882,471
37,T35,T35,Tom Lehman,71,4.0,1516,379
38,T35,T35,Justin Leonard,98,4.0,2041,510
39,T35,T35,Jeff Maggert,86,4.0,1762,441
40,T35,T35,Larry Mize,71,4.0,1421,355
41,T35,T35,David Peoples,99,4.0,2055,514
42,T35,T35,Kirk Triplett,101,4.0,2135,534
43,T35,T35,Jay Williamson,105,4.0,2137,534
44,T45,T45,Tommy Armour III,91,4.01,1895,472
45,T45,T45,Tom Byrum,91,4.01,1878,468
46,T45,T45,Jim Furyk,98,4.01,2076,518
47,T45,T45,Dudley Hart,74,4.01,1537,383
48,T45,T45,Tim Herron,96,4.01,2026,505
49,T45,T45,Bob May,95,4.01,1971,492
50,T45,T45,Jerry Smith,104,4.01,2109,526
51,T52,T52,Dan Forsman,88,4.02,1827,455
52,T52,T52,Carlos Franco,85,4.02,1802,448
53,T52,T52,Harrison Frazar,72,4.02,1497,372
54,T52,T52,Brian Gay,101,4.02,2050,510
55,T52,T52,Skip Kendall,114,4.02,2334,581
56,T52,T52,Steve Lowery,107,4.02,2193,545
57,T52,T52,Andrew Magee,78,4.02,1542,384
58,T52,T52,Sean Murphy,102,4.02,2089,520
59,T52,T52,Craig Parry,73,4.02,1487,370
60,T52,T52,Brett Quigley,63,4.02,1338,333
61,T52,T52,Tom Scherrer,104,4.02,2142,533
62,T52,T52,Jeff Sluman,113,4.02,2395,596
63,T52,T52,Duffy Waldorf,80,4.02,1624,404
64,T65,T65,Stephen Ames,99,4.03,2027,503
65,T65,T65,Craig Barlow,98,4.03,2039,506
66,T65,T65,Cameron Beckman,81,4.03,1713,425
67,T65,T65,Jim Carter,96,4.03,2032,504
68,T65,T65,Michael Clark II,84,4.03,1628,404
69,T65,T65,Glen Day,93,4.03,1954,485
70,T65,T65,Brad Elder,110,4.03,2301,571
71,T65,T65,Fred Funk,110,4.03,2323,576
72,T65,T65,Paul Goydos,99,4.03,2085,517
73,T65,T65,John Huston,81,4.03,1751,435
74,T65,T65,Lee Janzen,92,4.03,1958,486
75,T65,T65,Jonathan Kaye,115,4.03,2340,581
76,T65,T65,Franklin Langham,95,4.03,1904,473
77,T65,T65,J.L. Lewis,104,4.03,2188,543
78,T65,T65,Joe Ogilvie,95,4.03,1876,466
79,T65,T65,Kenny Perry,76,4.03,1570,390
80,T65,T65,David Sutherland,109,4.03,2239,556
81,T65,T65,Brian Watts,89,4.03,1865,463
82,T83,T83,Billy Andrade,89,4.04,1817,450
83,T83,T83,Rich Beem,84,4.04,1700,421
84,T83,T83,Notah Begay III,82,4.04,1734,429
85,T83,T83,Fred Couples,71,4.04,1504,372
86,T83,T83,Rick Fehr,73,4.04,1485,368
87,T83,T83,J.P. Hayes,91,4.04,1860,460
88,T83,T83,Gabriel Hjertstedt,86,4.04,1759,435
89,T83,T83,Len Mattiace,107,4.04,2322,575
90,T83,T83,Scott McCarron,100,4.04,2050,507
91,T83,T83,Steve Pate,97,4.04,1981,490
92,T83,T83,Craig Perks,82,4.04,1696,420
93,T83,T83,Tom Pernice Jr.,98,4.04,2022,501
94,T83,T83,"Dave Stockton, Jr.",89,4.04,1783,441
95,T83,T83,Esteban Toledo,113,4.04,2345,580
96,T83,T83,Mark Wiebe,95,4.04,1956,484
97,T98,T98,Fulton Allem,77,4.05,1596,394
98,T98,T98,Ronnie Black,82,4.05,1637,404
99,T98,T98,Russ Cochran,71,4.05,1473,364
100,T98,T98,Doug Dunakey,83,4.05,1662,410
101,T98,T98,Brad Faxon,98,4.05,1976,488
102,T98,T98,Robert Gamez,76,4.05,1618,400
103,T98,T98,Steve Gotsche,91,4.05,1865,460
104,T98,T98,Peter Jacobsen,65,4.05,1370,338
105,T98,T98,Pete Jordan,102,4.05,2109,521
106,T98,T98,Frank Lickliter II,107,4.05,2238,553
