,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,82,4.37,1158,265
1,2,2,Robert Allenby,98,4.5,1356,301
2,3,3,Phil Mickelson,85,4.52,1211,268
3,4,4,David Duval,73,4.54,1017,224
4,5,5,Davis Love III,98,4.55,1411,310
5,T6,T6,Carl Paulson,105,4.56,1661,364
6,T6,T6,Rory Sabbatini,85,4.56,1358,298
7,T8,T8,Paul Azinger,73,4.57,1093,239
8,T8,T8,Fred Couples,71,4.57,1152,252
9,T8,T8,Jesper Parnevik,71,4.57,992,217
10,T11,T11,Ernie Els,74,4.58,1008,220
11,T11,T11,Kenny Perry,76,4.58,1311,286
12,T11,T11,Grant Waite,85,4.58,1387,303
13,T14,T14,Steve Flesch,123,4.59,1917,418
14,T14,T14,Sergio Garcia,59,4.59,822,179
15,T14,T14,Steve Lowery,107,4.59,1647,359
16,T17,T17,Robert Gamez,76,4.6,1218,265
17,T17,T17,Bob May,95,4.6,1403,305
18,T17,T17,Scott McCarron,100,4.6,1611,350
19,T17,T17,Vijay Singh,97,4.6,1420,309
20,T21,T21,Stephen Ames,99,4.61,1541,334
21,T21,T21,Greg Chalmers,96,4.61,1452,315
22,T21,T21,Jerry Kelly,111,4.61,1818,394
23,T21,T21,Chris Riley,98,4.61,1470,319
24,T21,T21,Paul Stankowski,77,4.61,1227,266
25,T26,T26,Harrison Frazar,72,4.62,1141,247
26,T26,T26,Nick Price,63,4.62,943,204
27,T28,T28,Stuart Appleby,86,4.63,1232,266
28,T28,T28,Brandel Chamblee,72,4.63,1135,245
29,T28,T28,Brian Henninger,93,4.63,1432,309
30,T28,T28,Skip Kendall,114,4.63,1862,402
31,T28,T28,Chris Perry,109,4.63,1777,384
32,T28,T28,Mike Weir,102,4.63,1515,327
33,T34,T34,Woody Austin,104,4.64,1684,363
34,T34,T34,Doug Barron,85,4.64,1309,282
35,T34,T34,Glen Day,93,4.64,1531,330
36,T34,T34,Brad Faxon,98,4.64,1648,355
37,T34,T34,J.L. Lewis,104,4.64,1647,355
38,T34,T34,Joe Ogilvie,95,4.64,1488,321
39,T34,T34,David Peoples,99,4.64,1600,345
40,T34,T34,Hal Sutton,93,4.64,1410,304
41,T42,T42,Olin Browne,103,4.65,1601,344
42,T42,T42,Chris DiMarco,118,4.65,1848,397
43,T42,T42,Joel Edwards,99,4.65,1604,345
44,T42,T42,Steve Elkington,59,4.65,889,191
45,T42,T42,Scott Hoch,108,4.65,1730,372
46,T42,T42,Jonathan Kaye,115,4.65,1833,394
47,T42,T42,Shaun Micheel,94,4.65,1507,324
48,T42,T42,Tom Pernice Jr.,98,4.65,1608,346
49,T42,T42,Jeff Sluman,113,4.65,1805,388
50,T42,T42,Jean Van de Velde,70,4.65,1103,237
51,T52,T52,Robert Damron,93,4.66,1501,322
52,T52,T52,Scott Dunlap,106,4.66,1663,357
53,T52,T52,Jim Furyk,98,4.66,1448,311
54,T52,T52,Bill Glasson,93,4.66,1599,343
55,T52,T52,Jimmy Green,85,4.66,1366,293
56,T52,T52,John Huston,81,4.66,1189,255
57,T52,T52,Shigeki Maruyama,88,4.66,1313,282
58,T52,T52,Len Mattiace,107,4.66,1686,362
59,T52,T52,Kirk Triplett,101,4.66,1462,314
60,T61,T61,Cameron Beckman,81,4.67,1298,278
61,T61,T61,Notah Begay III,82,4.67,1143,245
62,T61,T61,Michael Bradley,73,4.67,1246,267
63,T61,T61,Stewart Cink,98,4.67,1425,305
64,T61,T61,Fred Funk,110,4.67,1757,376
65,T61,T61,Gabriel Hjertstedt,86,4.67,1372,294
66,T61,T61,Franklin Langham,95,4.67,1538,329
67,T61,T61,Frank Lickliter II,107,4.67,1710,366
68,T61,T61,Dennis Paulson,82,4.67,1381,296
69,T61,T61,Jay Williamson,105,4.67,1649,353
70,T71,T71,Mark Brooks,91,4.68,1427,305
71,T71,T71,Mark Calcavecchia,99,4.68,1471,314
72,T71,T71,Barry Cheesman,96,4.68,1522,325
73,T71,T71,Jay Delsing,97,4.68,1550,331
74,T71,T71,Brian Gay,101,4.68,1652,353
75,T71,T71,Mathew Goggin,91,4.68,1544,330
76,T71,T71,Peter Jacobsen,65,4.68,1057,226
77,T71,T71,David Toms,113,4.68,1758,376
78,T71,T71,Scott Verplank,106,4.68,1722,368
79,T80,T80,Craig Barlow,98,4.69,1557,332
80,T80,T80,Dan Forsman,88,4.69,1459,311
81,T80,T80,Carlos Franco,85,4.69,1303,278
82,T80,T80,Robin Freeman,98,4.69,1566,334
83,T80,T80,Dudley Hart,74,4.69,1215,259
84,T80,T80,J.P. Hayes,91,4.69,1528,326
85,T80,T80,Brandt Jobe,91,4.69,1459,311
86,T80,T80,Neal Lancaster,99,4.69,1537,328
87,T80,T80,Justin Leonard,98,4.69,1455,310
88,T80,T80,Casey Martin,90,4.69,1450,309
89,T80,T80,Blaine McCallister,104,4.69,1718,366
90,T80,T80,Rocco Mediate,79,4.69,1262,269
