,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,34.26,651,19
1,2,2,Greg Kraft,34.38,997,29
2,3,3,Phil Mickelson,34.52,725,21
3,4,4,Ernie Els,34.53,587,17
4,5,5,Nick Price,34.59,588,17
5,6,6,Davis Love III,34.71,833,24
6,7,7,Tom Lehman,34.79,661,19
7,8,8,Brett Quigley,34.81,731,21
8,9,9,Loren Roberts,34.87,802,23
9,T10,T10,Tom Byrum,34.88,907,26
10,T10,T10,Mark Calcavecchia,34.88,907,26
11,T10,T10,David Duval,34.88,593,17
12,T10,T10,Bob May,34.88,872,25
13,T10,T10,Vijay Singh,34.88,837,24
14,15,15,Jesper Parnevik,34.89,628,18
15,16,16,Carlos Franco,34.91,803,23
16,17,17,Blaine McCallister,34.93,1048,30
17,18,18,Stuart Appleby,34.95,769,22
18,19,19,Robin Freeman,34.97,1084,31
19,T20,T20,Brandel Chamblee,35.0,700,20
20,T20,T20,Brent Geiberger,35.0,770,22
21,T20,T20,Hal Sutton,35.0,840,24
22,T23,T23,Jim Furyk,35.04,841,24
23,T23,T23,Mike Weir,35.04,911,26
24,T23,T23,Mark Wiebe,35.04,946,27
25,T26,T26,Paul Azinger,35.05,666,19
26,T26,T26,Kenny Perry,35.05,701,20
27,T26,T26,Jean Van de Velde,35.05,736,21
28,29,29,Joel Edwards,35.07,1017,29
29,T30,T30,Scott Hoch,35.11,983,28
30,T30,T30,Scott Verplank,35.11,983,28
31,32,32,Bill Glasson,35.12,913,26
32,T33,T33,Craig Parry,35.15,703,20
33,T33,T33,Kirk Triplett,35.15,949,27
34,T35,T35,Chris DiMarco,35.16,1125,32
35,T35,T35,Steve Flesch,35.16,1090,31
36,T35,T35,Skip Kendall,35.16,1090,31
37,T38,T38,Lee Janzen,35.23,916,26
38,T38,T38,Rocco Mediate,35.23,775,22
39,T38,T38,Jerry Smith,35.23,1092,31
40,41,41,Paul Goydos,35.24,1022,29
41,42,42,David Toms,35.28,1023,29
42,T43,T43,Len Mattiace,35.29,1094,31
43,T43,T43,Paul Stankowski,35.29,741,21
