,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,33.26,632,19
1,2,2,Mark Calcavecchia,34.35,687,20
2,3,3,Phil Mickelson,34.37,653,19
3,T4,T4,Jeff Maggert,34.38,550,16
4,T4,T4,Kirk Triplett,34.38,722,21
5,6,6,Nick Price,34.43,482,14
6,7,7,Davis Love III,34.52,725,21
7,8,8,Tommy Armour III,34.56,553,16
8,9,9,Mike Weir,34.59,761,22
9,10,10,Stewart Cink,34.61,796,23
10,11,11,Jesper Parnevik,34.63,554,16
11,T12,T12,Joel Edwards,34.67,728,21
12,T12,T12,Scott Hoch,34.67,832,24
13,T14,T14,Jonathan Kaye,34.7,798,23
14,T14,T14,Jay Williamson,34.7,694,20
15,16,16,Greg Chalmers,34.72,625,18
16,17,17,Bob Tway,34.73,521,15
17,T18,T18,Andrew Magee,34.75,417,12
18,T18,T18,Duffy Waldorf,34.75,556,16
19,20,20,Scott Dunlap,34.78,800,23
20,T21,T21,Chris Perry,34.79,835,24
21,T21,T21,Jeff Sluman,34.79,835,24
22,23,23,Chip Beck,34.8,174,5
23,T24,T24,David Duval,34.82,592,17
24,T24,T24,J.L. Lewis,34.82,766,22
25,T26,T26,Steve Flesch,34.83,1010,29
26,T26,T26,Kenny Perry,34.83,627,18
27,28,28,Glen Day,34.84,662,19
28,29,29,Harrison Frazar,34.85,453,13
29,30,30,Steve Lowery,34.87,802,23
30,T31,T31,Stephen Ames,34.89,663,19
31,T31,T31,Stuart Appleby,34.89,663,19
32,33,33,Mathew Goggin,34.92,454,13
33,T34,T34,Cameron Beckman,34.93,524,15
34,T34,T34,Jay Haas,34.93,524,15
35,T34,T34,Paul Stankowski,34.93,524,15
36,37,37,Fred Couples,34.94,559,16
37,38,38,Robert Damron,34.95,664,19
38,T39,T39,Jerry Kelly,34.96,839,24
39,T39,T39,David Toms,34.96,909,26
40,T41,T41,Billy Andrade,35.0,455,13
41,T41,T41,Brandel Chamblee,35.0,490,14
42,T41,T41,Barry Cheesman,35.0,455,13
43,T41,T41,Michael Clark II,35.0,455,13
44,T41,T41,Paul Curry,35.0,245,7
45,T41,T41,Paul Goydos,35.0,700,20
46,T41,T41,J.P. Hayes,35.0,665,19
47,T41,T41,Tim Herron,35.0,700,20
48,T41,T41,Casey Martin,35.0,560,16
49,50,50,Carlos Franco,35.05,666,19
50,T51,T51,John Huston,35.06,631,18
51,T51,T51,Brian Watts,35.06,631,18
52,53,53,Dicky Pride,35.07,491,14
53,T54,T54,Gary Nicklaus,35.08,456,13
54,T54,T54,Tommy Tolles,35.08,421,12
55,T56,T56,Tom Byrum,35.11,632,18
56,T56,T56,Tom Pernice Jr.,35.11,632,18
57,T58,T58,Len Mattiace,35.13,808,23
58,T58,T58,Rocco Mediate,35.13,562,16
59,T58,T58,Mike Reid,35.13,527,15
60,T61,T61,Blaine McCallister,35.14,773,22
61,T61,T61,Hal Sutton,35.14,738,21
62,T63,T63,Loren Roberts,35.15,703,20
63,T63,T63,Jerry Smith,35.15,703,20
64,65,65,Frank Lickliter II,35.17,809,23
65,T66,T66,John Cook,35.18,598,17
66,T66,T66,Robert Gamez,35.18,387,11
67,T66,T66,Joe Ozaki,35.18,387,11
68,69,69,Chris Riley,35.19,739,21
69,T70,T70,Chris DiMarco,35.2,880,25
70,T70,T70,Jim McGovern,35.2,352,10
71,T72,T72,Jim Carter,35.21,669,19
72,T72,T72,Brian Gay,35.21,669,19
73,74,74,David Sutherland,35.22,810,23
74,T75,T75,Dan Forsman,35.24,599,17
75,T75,T75,Scott Verplank,35.24,881,25
76,T77,T77,Emlyn Aubrey,35.25,282,8
77,T77,T77,Woody Austin,35.25,705,20
78,T77,T77,Notah Begay III,35.25,564,16
79,T77,T77,Bob Friend,35.25,564,16
80,T77,T77,Shaun Micheel,35.25,564,16
81,T77,T77,Rory Sabbatini,35.25,564,16
82,83,83,John Daly,35.27,388,11
83,T84,T84,Ronnie Black,35.29,494,14
84,T84,T84,Mark Brooks,35.29,600,17
85,T84,T84,Trevor Dodds,35.29,494,14
86,T84,T84,Dudley Hart,35.29,494,14
87,T84,T84,Joe Ogilvie,35.29,600,17
88,T89,T89,Jim Furyk,35.3,812,23
89,T89,T89,Scott McCarron,35.3,706,20
90,91,91,Rich Beem,35.31,459,13
91,T92,T92,Shigeki Maruyama,35.32,671,19
92,T92,T92,Vijay Singh,35.32,777,22
93,T94,T94,Doug Barron,35.33,530,15
94,T94,T94,Brad Elder,35.33,742,21
95,T94,T94,Kelly Gibson,35.33,424,12
96,T94,T94,Larry Mize,35.33,530,15
97,T94,T94,"Dave Stockton, Jr.",35.33,530,15
98,T99,T99,Ernie Els,35.35,601,17
99,T99,T99,Steve Pate,35.35,707,20
