,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,33.79,642,19
1,2,2,David Duval,34.06,579,17
2,3,3,Kenny Perry,34.2,684,20
3,4,4,Vijay Singh,34.46,827,24
4,5,5,Brandel Chamblee,34.5,690,20
5,6,6,Steve Flesch,34.52,1070,31
6,T7,T7,Phil Mickelson,34.57,726,21
7,T7,T7,Jay Williamson,34.57,1037,30
8,9,9,Mike Weir,34.6,865,25
9,10,10,Paul Azinger,34.63,658,19
10,11,11,Kevin Sutherland,34.65,901,26
11,12,12,Jesper Parnevik,34.67,624,18
12,T13,T13,Peter Jacobsen,34.76,730,21
13,T13,T13,Bob May,34.76,869,25
14,T15,T15,Joe Durant,34.79,974,28
15,T15,T15,Davis Love III,34.79,835,24
16,T15,T15,Scott McCarron,34.79,1009,29
17,T15,T15,Hal Sutton,34.79,835,24
18,19,19,Scott Dunlap,34.8,1044,30
19,20,20,Bill Glasson,34.85,906,26
20,21,21,Scott Hoch,34.86,976,28
21,22,22,Robert Allenby,34.92,873,25
22,23,23,Chris Riley,34.93,943,27
23,T24,T24,Stuart Appleby,34.95,769,22
24,T24,T24,Duffy Waldorf,34.95,734,21
25,T26,T26,Greg Chalmers,34.96,944,27
26,T26,T26,Stewart Cink,34.96,874,25
27,T26,T26,Glen Day,34.96,944,27
28,T26,T26,Frank Nobilo,34.96,944,27
29,30,30,Chris DiMarco,34.97,1119,32
30,T31,T31,Ernie Els,35.0,595,17
31,T31,T31,Fred Funk,35.0,1050,30
32,T31,T31,Jim Furyk,35.0,840,24
33,T31,T31,Steve Jones,35.0,700,20
34,T31,T31,Steve Lowery,35.0,1015,29
35,T31,T31,Larry Mize,35.0,700,20
36,T31,T31,Jeff Sluman,35.0,1050,30
37,T31,T31,Scott Verplank,35.0,980,28
38,T31,T31,Grant Waite,35.0,840,24
39,T40,T40,Stephen Ames,35.03,1016,29
40,T40,T40,Carl Paulson,35.03,1121,32
41,42,42,Kirk Triplett,35.04,946,27
42,43,43,Bob Estes,35.05,666,19
43,T44,T44,Tom Lehman,35.06,631,18
44,T44,T44,Tom Scherrer,35.06,1087,31
45,46,46,Mark Wiebe,35.08,912,26
46,T47,T47,Tom Pernice Jr.,35.1,1088,31
47,T47,T47,David Toms,35.1,1018,29
48,T49,T49,Fred Couples,35.11,632,18
49,T49,T49,David Peoples,35.11,983,28
50,51,51,Nick Price,35.12,597,17
51,T52,T52,Olin Browne,35.14,1019,29
52,T52,T52,John Huston,35.14,773,22
53,T54,T54,Craig Barlow,35.17,1020,29
54,T54,T54,Greg Kraft,35.17,1020,29
55,56,56,Blaine McCallister,35.2,1056,30
56,57,57,Joe Ogilvie,35.21,1021,29
57,58,58,Jerry Kelly,35.22,1127,32
58,T59,T59,Skip Kendall,35.23,1092,31
59,T59,T59,Frank Lickliter II,35.23,1057,30
60,T59,T59,Brian Watts,35.23,916,26
61,62,62,Chris Perry,35.24,1022,29
62,63,63,Andrew Magee,35.25,846,24
63,T64,T64,Harrison Frazar,35.26,811,23
64,T64,T64,Bradley Hughes,35.26,1093,31
65,66,66,Sean Murphy,35.29,1200,34
66,67,67,Rocco Mediate,35.3,706,20
67,68,68,Joel Edwards,35.31,1024,29
68,69,69,J.P. Hayes,35.32,883,25
69,70,70,Gary Nicklaus,35.34,1025,29
70,T71,T71,Notah Begay III,35.35,813,23
71,T71,T71,Steve Pate,35.35,919,26
72,73,73,Jeff Maggert,35.36,884,25
73,74,74,Tim Herron,35.37,955,27
74,T75,T75,Mark Calcavecchia,35.38,920,26
75,T75,T75,Dudley Hart,35.38,743,21
76,T75,T75,Esteban Toledo,35.38,1203,34
77,78,78,Craig Stadler,35.4,708,20
78,79,79,Brent Geiberger,35.41,779,22
79,80,80,Woody Austin,35.42,1098,31
80,T81,T81,J.L. Lewis,35.43,992,28
81,T81,T81,Brett Quigley,35.43,744,21
82,T81,T81,Loren Roberts,35.43,815,23
83,T84,T84,Robert Damron,35.44,957,27
84,T84,T84,Gabriel Hjertstedt,35.44,957,27
85,T84,T84,Franklin Langham,35.44,957,27
86,T84,T84,Billy Mayfair,35.44,957,27
87,T88,T88,Steve Gotsche,35.45,1099,31
88,T88,T88,Pete Jordan,35.45,1099,31
89,T88,T88,Len Mattiace,35.45,1099,31
90,91,91,Jimmy Green,35.46,922,26
91,92,92,Jonathan Kaye,35.47,1135,32
92,T93,T93,Fulton Allem,35.48,816,23
93,T93,T93,Dan Forsman,35.48,958,27
94,T93,T93,Paul Stankowski,35.48,745,21
95,T93,T93,Bob Tway,35.48,1029,29
96,T97,T97,Mike Brisky,35.5,1065,30
97,T97,T97,Nick Faldo,35.5,497,14
98,T97,T97,Rick Fehr,35.5,781,22
99,T97,T97,Brandt Jobe,35.5,1065,30
100,101,101,Glen Hnatiuk,35.52,1030,29
101,T102,T102,Brad Faxon,35.54,995,28
102,T102,T102,Robert Gamez,35.54,924,26
103,T102,T102,Rory Sabbatini,35.54,853,24
104,105,105,Bob Friend,35.55,1102,31
105,T106,T106,Ben Bates,35.56,1209,34
