,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Jesper Parnevik,71,19.92,52,261
1,2,2,Tiger Woods,82,19.8,58,293
2,3,3,Mike Reid,76,18.97,55,290
3,4,4,Fred Funk,110,18.0,79,439
4,5,5,Phil Mickelson,85,17.83,56,314
5,6,6,Stephen Ames,99,17.66,68,385
6,7,7,Hal Sutton,93,17.14,60,350
7,8,8,Bob Tway,91,17.09,61,357
8,9,9,Mike Springer,83,16.92,56,331
9,10,10,Brad Faxon,98,16.62,64,385
10,11,11,Fred Couples,71,16.55,46,278
11,12,12,Brad Elder,110,16.52,74,448
12,13,13,Sergio Garcia,59,16.42,33,201
13,14,14,Esteban Toledo,113,16.37,74,452
14,15,15,"Dave Stockton, Jr.",89,16.29,58,356
15,16,16,Jim Furyk,98,16.26,60,369
16,17,17,Perry Moss,53,16.13,35,217
17,18,18,Jay Don Blake,95,16.04,60,374
18,19,19,Shaun Micheel,94,15.95,59,370
19,20,20,Tommy Tolles,60,15.85,39,246
20,21,21,Blaine McCallister,104,15.84,67,423
21,22,22,Frank Nobilo,98,15.63,60,384
22,23,23,Jason Buha,82,15.62,52,333
23,24,24,Joe Durant,94,15.58,60,385
24,25,25,Steve Gotsche,91,15.51,56,361
25,26,26,Dicky Pride,98,15.49,59,381
26,27,27,Jay Williamson,105,15.38,64,416
27,28,28,Joey Sindelar,88,15.36,53,345
28,29,29,Tom Scherrer,104,15.35,62,404
29,30,30,Kevin Sutherland,98,15.34,58,378
30,T31,T31,Stewart Cink,98,15.24,57,374
31,T31,T31,Tom Lehman,71,15.24,41,269
32,T31,T31,Kevin Wentworth,83,15.24,50,328
33,34,34,Rick Fehr,73,15.22,44,289
34,35,35,Robert Gamez,76,15.21,47,309
35,36,36,Nick Price,63,15.16,37,244
36,37,37,Bob Burns,91,15.15,55,363
37,38,38,Franklin Langham,95,15.14,56,370
38,39,39,J.L. Lewis,104,15.12,62,410
39,40,40,Jeff Sluman,113,15.07,66,438
40,41,41,Steve Jones,75,15.05,42,279
41,42,42,Tom Pernice Jr.,98,15.03,58,386
42,43,43,Rory Sabbatini,85,14.97,50,334
43,44,44,Scott Verplank,106,14.96,63,421
44,45,45,J.P. Hayes,91,14.92,54,362
45,46,46,Jonathan Kaye,115,14.89,67,450
46,47,47,Frank Lickliter II,107,14.88,64,430
47,48,48,Duffy Waldorf,80,14.86,44,296
48,49,49,Skip Kendall,114,14.85,68,458
49,T50,T50,Brent Geiberger,79,14.81,44,297
50,T50,T50,Craig Stadler,70,14.81,40,270
51,52,52,Paul Goydos,99,14.8,58,392
52,53,53,Robert Damron,93,14.78,55,372
53,54,54,Tim Herron,96,14.75,55,373
54,55,55,Corey Pavin,74,14.67,44,300
55,T56,T56,Scott Hoch,108,14.66,62,423
56,T56,T56,Kirk Triplett,101,14.66,56,382
