,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,69.11,1313,19
1,2,2,Phil Mickelson,69.62,1462,21
2,3,3,Davis Love III,69.63,1671,24
3,4,4,Kenny Perry,69.65,1393,20
4,5,5,Ernie Els,69.76,1186,17
5,6,6,Jim Furyk,69.79,1675,24
6,7,7,Bob May,69.92,1748,25
7,8,8,Vijay Singh,69.96,1679,24
8,9,9,Tom Byrum,70.12,1823,26
9,10,10,Greg Kraft,70.17,2035,29
10,11,11,Steve Flesch,70.23,2177,31
11,12,12,Paul Azinger,70.26,1335,19
12,T13,T13,David Duval,70.29,1195,17
13,T13,T13,Hal Sutton,70.29,1687,24
14,15,15,Bill Glasson,70.38,1830,26
15,T16,T16,Scott Hoch,70.39,1971,28
16,T16,T16,Loren Roberts,70.39,1619,23
17,T16,T16,Scott Verplank,70.39,1971,28
18,19,19,Skip Kendall,70.42,2183,31
19,20,20,Grant Waite,70.52,1763,25
20,21,21,Nick Price,70.53,1199,17
21,22,22,Chris Riley,70.56,1905,27
22,23,23,Jean Van de Velde,70.57,1482,21
23,24,24,Len Mattiace,70.58,2188,31
24,25,25,Paul Goydos,70.59,2047,29
25,26,26,Blaine McCallister,70.63,2119,30
26,T27,T27,Joe Durant,70.64,1978,28
27,T27,T27,David Peoples,70.64,1978,28
28,29,29,Justin Leonard,70.65,1837,26
29,T30,T30,Joel Edwards,70.69,2050,29
30,T30,T30,Lee Janzen,70.69,1838,26
31,32,32,Robin Freeman,70.71,2192,31
32,33,33,Stuart Appleby,70.73,1556,22
33,34,34,Carlos Franco,70.74,1627,23
34,T35,T35,Mark Calcavecchia,70.77,1840,26
35,T35,T35,Frank Lickliter II,70.77,2123,30
36,37,37,Chris DiMarco,70.78,2265,32
37,T38,T38,Steve Lowery,70.79,2053,29
38,T38,T38,David Toms,70.79,2053,29
39,40,40,Robert Allenby,70.8,1770,25
40,41,41,Mark Wiebe,70.81,1912,27
41,42,42,Esteban Toledo,70.85,2409,34
42,43,43,Stephen Ames,70.86,2055,29
43,44,44,J.P. Hayes,70.88,1772,25
44,T45,T45,Greg Chalmers,70.89,1914,27
45,T45,T45,Dan Forsman,70.89,1914,27
46,T47,T47,Jesper Parnevik,70.94,1277,18
47,T47,T47,Carl Paulson,70.94,2270,32
48,49,49,Kevin Sutherland,70.96,1845,26
49,T50,T50,Rick Fehr,71.0,1633,23
50,T50,T50,Fred Funk,71.0,2201,31
51,T50,T50,Tom Lehman,71.0,1349,19
52,T50,T50,Frank Nobilo,71.0,1917,27
53,T50,T50,Paul Stankowski,71.0,1491,21
54,55,55,David Sutherland,71.03,2202,31
55,56,56,Jimmy Green,71.04,1847,26
56,57,57,John Huston,71.05,1563,22
57,T58,T58,John Cook,71.07,1919,27
58,T58,T58,Tim Herron,71.07,1919,27
59,T58,T58,Kirk Triplett,71.07,1919,27
60,T61,T61,Doug Barron,71.08,1848,26
61,T61,T61,Mike Sposa,71.08,1848,26
62,63,63,Brian Gay,71.09,2275,32
63,64,64,Glen Hnatiuk,71.1,2062,29
64,65,65,Casey Martin,71.11,1991,28
65,T66,T66,Jonathan Kaye,71.12,2347,33
66,T66,T66,Mike Weir,71.12,1849,26
67,T68,T68,Mark Brooks,71.14,1992,28
68,T68,T68,Chris Perry,71.14,2063,29
69,T70,T70,Woody Austin,71.16,2206,31
70,T70,T70,Jeff Sluman,71.16,2206,31
71,72,72,Brad Faxon,71.18,1993,28
72,T73,T73,Cameron Beckman,71.19,1851,26
73,T73,T73,Brett Quigley,71.19,1495,21
74,T73,T73,Jerry Smith,71.19,2207,31
75,T73,T73,Duffy Waldorf,71.19,1495,21
76,77,77,Brandel Chamblee,71.2,1424,20
77,78,78,Fred Couples,71.22,1282,18
78,T79,T79,Pete Jordan,71.23,2208,31
79,T79,T79,Neal Lancaster,71.23,2137,30
80,T79,T79,Steve Pate,71.23,1852,26
81,T82,T82,Craig Barlow,71.24,2066,29
82,T82,T82,Stewart Cink,71.24,1781,25
