,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Perry Moss,33.67,202,6
1,2,2,Tiger Woods,34.16,649,19
2,3,3,P.H. Horgan III,34.43,241,7
3,T4,T4,Brett Quigley,34.5,345,10
4,T4,T4,Esteban Toledo,34.5,690,20
5,T4,T4,Kirk Triplett,34.5,690,20
6,7,7,Mathew Goggin,34.58,415,12
7,8,8,John Cook,34.63,554,16
8,9,9,Chris DiMarco,34.67,832,24
9,T10,T10,Robert Damron,34.71,590,17
10,T10,T10,Franklin Langham,34.71,590,17
11,12,12,Glen Day,34.72,625,18
12,T13,T13,Paul Azinger,34.75,556,16
13,T13,T13,Michael Clark II,34.75,417,12
14,T13,T13,Tom Lehman,34.75,556,16
15,16,16,Stewart Cink,34.76,730,21
16,17,17,Justin Leonard,34.79,661,19
17,18,18,Jay Don Blake,34.82,592,17
18,19,19,Carl Paulson,34.84,662,19
19,20,20,Glen Hnatiuk,34.87,523,15
20,T21,T21,Fred Couples,34.88,558,16
21,T21,T21,Kenny Perry,34.88,593,17
22,T23,T23,Bob Estes,34.92,419,12
23,T23,T23,Mike Reid,34.92,454,13
24,25,25,Doug Barron,34.93,524,15
25,26,26,Davis Love III,34.95,734,21
26,T27,T27,Jim Carter,35.0,630,18
27,T27,T27,Brad Faxon,35.0,665,19
28,T27,T27,Rick Fehr,35.0,420,12
29,T27,T27,Edward Fryatt,35.0,560,16
30,T27,T27,John Huston,35.0,595,17
31,T27,T27,Pete Jordan,35.0,665,19
32,T27,T27,Jeff Maggert,35.0,525,15
33,T27,T27,Nick Price,35.0,490,14
34,35,35,Scott Verplank,35.04,841,24
35,36,36,David Sutherland,35.05,736,21
36,37,37,Greg Chalmers,35.06,631,18
37,38,38,Andrew Magee,35.08,421,12
38,T39,T39,Bob May,35.1,702,20
