,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,1,1,Tiger Woods,82,19.0
1,2,2,Phil Mickelson,85,18.0
2,3,3,Rory Sabbatini,85,17.0
3,T4,T4,Chris DiMarco,118,16.0
4,T4,T4,Steve Flesch,123,16.0
5,6,6,Chris Perry,109,14.0
6,T7,T7,Paul Azinger,73,12.0
7,T7,T7,Brad Elder,110,12.0
8,T7,T7,Bill Glasson,93,12.0
9,T7,T7,Davis Love III,98,12.0
10,T7,T7,Gary Nicklaus,84,12.0
11,T12,T12,Edward Fryatt,101,11.0
12,T12,T12,Carl Paulson,105,11.0
13,T12,T12,David Peoples,99,11.0
14,T15,T15,Woody Austin,104,10.0
15,T15,T15,Bob Burns,91,10.0
16,T15,T15,Greg Chalmers,96,10.0
17,T15,T15,Harrison Frazar,72,10.0
18,T15,T15,Mathew Goggin,91,10.0
19,T15,T15,Steve Lowery,107,10.0
20,T15,T15,Hal Sutton,93,10.0
21,T22,T22,Robert Allenby,98,9.0
22,T22,T22,Stuart Appleby,86,9.0
23,T22,T22,Michael Bradley,73,9.0
24,T22,T22,Scott Dunlap,106,9.0
25,T22,T22,Robert Gamez,76,9.0
26,T22,T22,Bradley Hughes,93,9.0
27,T22,T22,Brandt Jobe,91,9.0
28,T22,T22,Skip Kendall,114,9.0
29,T22,T22,Greg Kraft,106,9.0
30,T22,T22,Justin Leonard,98,9.0
31,T22,T22,Scott McCarron,100,9.0
32,T22,T22,David Morland IV,88,9.0
33,T22,T22,Dennis Paulson,82,9.0
34,T22,T22,Tom Pernice Jr.,98,9.0
35,T22,T22,Craig Stadler,70,9.0
36,T22,T22,Ted Tryba,112,9.0
37,T22,T22,Grant Waite,85,9.0
38,T39,T39,Craig Barlow,98,8.0
39,T39,T39,Jim Carter,96,8.0
40,T39,T39,Bobby Cochran,78,8.0
41,T39,T39,Robert Damron,93,8.0
42,T39,T39,Jay Delsing,97,8.0
43,T39,T39,Carlos Franco,85,8.0
44,T39,T39,Sergio Garcia,59,8.0
45,T39,T39,Matt Gogel,86,8.0
46,T39,T39,J.P. Hayes,91,8.0
47,T39,T39,Andrew Magee,78,8.0
48,T39,T39,Len Mattiace,107,8.0
49,T39,T39,Bob May,95,8.0
50,T39,T39,Billy Mayfair,93,8.0
