,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,82,3.93,1560,397
1,2,2,Steve Flesch,123,3.94,2500,634
2,T3,T3,Phil Mickelson,85,3.95,1671,423
3,T3,T3,Kenny Perry,76,3.95,1493,378
4,T5,T5,Justin Leonard,98,3.96,1919,484
5,T5,T5,Steve Lowery,107,3.96,2168,547
6,T7,T7,Russ Cochran,71,3.97,1446,364
7,T7,T7,Ernie Els,74,3.97,1493,376
8,T7,T7,Edward Fryatt,101,3.97,2019,508
9,T7,T7,Loren Roberts,87,3.97,1894,477
10,T11,T11,Joe Durant,94,3.98,1979,497
11,T11,T11,Davis Love III,98,3.98,1932,485
12,T11,T11,David Peoples,99,3.98,2069,520
13,T14,T14,Paul Azinger,73,3.99,1541,386
14,T14,T14,John Huston,81,3.99,1712,429
15,T16,T16,Robert Damron,93,4.0,1874,468
16,T16,T16,Paul Goydos,99,4.0,2044,511
17,T16,T16,Dudley Hart,74,4.0,1516,379
18,T16,T16,Jonathan Kaye,115,4.0,2366,591
19,T16,T16,Franklin Langham,95,4.0,1865,466
20,T16,T16,Shigeki Maruyama,88,4.0,1800,450
21,T16,T16,Larry Mize,71,4.0,1436,359
22,T16,T16,Kevin Sutherland,98,4.0,1941,485
23,T16,T16,Kirk Triplett,101,4.0,2065,516
24,T16,T16,Scott Verplank,106,4.0,2190,547
25,T26,T26,Billy Andrade,89,4.01,1786,445
26,T26,T26,Doug Barron,85,4.01,1729,431
27,T26,T26,John Cook,90,4.01,1842,459
28,T26,T26,Fred Couples,71,4.01,1437,358
29,T26,T26,Glen Hnatiuk,94,4.01,1890,471
30,T26,T26,Frank Lickliter II,107,4.01,2169,541
31,T26,T26,Len Mattiace,107,4.01,2227,556
32,T26,T26,Blaine McCallister,104,4.01,2193,547
33,T26,T26,Jim McGovern,55,4.01,1095,273
34,T26,T26,Sean Murphy,102,4.01,2089,521
35,T26,T26,Chris Perry,109,4.01,2148,536
36,T26,T26,David Toms,113,4.01,2301,574
37,T26,T26,Jean Van de Velde,70,4.01,1422,355
38,T39,T39,Tom Byrum,91,4.02,1920,478
39,T39,T39,Greg Chalmers,96,4.02,1942,483
40,T39,T39,Chris DiMarco,118,4.02,2368,589
41,T39,T39,Scott Dunlap,106,4.02,2247,559
42,T39,T39,David Duval,73,4.02,1438,358
43,T39,T39,Jim Furyk,98,4.02,2058,512
44,T39,T39,Bill Glasson,93,4.02,1935,481
45,T39,T39,Lee Janzen,92,4.02,1881,468
46,T39,T39,Pete Jordan,102,4.02,2181,543
47,T39,T39,Jerry Kelly,111,4.02,2322,577
48,T39,T39,Greg Kraft,106,4.02,2216,551
49,T39,T39,Bob May,95,4.02,1930,480
50,T39,T39,Paul Stankowski,77,4.02,1495,372
51,T39,T39,Grant Waite,85,4.02,1781,443
