,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
54,55,55,Lee Janzen,92,41.69,133,319
55,56,56,Notah Begay III,82,41.63,102,245
56,57,57,Woody Austin,104,41.6,151,363
57,58,58,Chris DiMarco,118,41.56,165,397
58,59,59,Brian Henninger,93,41.42,128,309
59,60,60,Scott Hoch,108,41.4,154,372
60,61,61,Steve Elkington,59,41.36,79,191
61,62,62,Robin Freeman,98,41.32,138,334
62,63,63,Robert Damron,93,41.3,133,322
63,64,64,Franklin Langham,95,41.03,135,329
64,65,65,Chris Perry,109,40.89,157,384
65,66,66,Dan Forsman,88,40.84,127,311
66,67,67,Shaun Micheel,94,40.74,132,324
67,68,68,Frank Lickliter II,107,40.71,149,366
68,69,69,Olin Browne,103,40.7,140,344
69,70,70,Mark Brooks,91,40.66,124,305
70,71,71,Joel Edwards,99,40.58,140,345
71,T72,T72,David Morland IV,88,40.45,125,309
72,T72,T72,Bob Tway,91,40.45,125,309
73,74,74,Stewart Cink,98,40.33,123,305
74,75,75,Jay Williamson,105,40.23,142,353
75,76,76,Michael Bradley,73,40.07,107,267
76,77,77,Bill Glasson,93,39.94,137,343
77,78,78,Kelly Gibson,84,39.93,117,293
78,79,79,Joe Ogilvie,95,39.88,128,321
79,80,80,Tim Herron,96,39.81,123,309
80,81,81,Scott Dunlap,106,39.78,142,357
81,T82,T82,Jeff Sluman,113,39.69,154,388
82,T82,T82,Ted Tryba,112,39.69,152,383
83,84,84,Brian Gay,101,39.38,139,353
84,85,85,Craig Stadler,70,39.33,94,239
85,86,86,J.P. Hayes,91,39.26,128,326
86,87,87,Cameron Beckman,81,39.21,109,278
87,88,88,Craig Barlow,98,39.16,130,332
88,89,89,Jim Furyk,98,38.91,121,311
89,90,90,Len Mattiace,107,38.67,140,362
90,91,91,Perry Moss,53,38.62,73,189
91,92,92,Jay Don Blake,95,38.58,125,324
92,93,93,Charles Raulerson,98,38.55,133,345
93,94,94,Steve Jones,75,38.52,94,244
94,95,95,Michael Clark II,84,38.41,111,289
95,96,96,Gary Nicklaus,84,38.25,109,285
96,97,97,Bob Burns,91,38.19,118,309
97,98,98,Brad Elder,110,38.13,151,396
98,99,99,Jim McGovern,55,38.1,72,189
99,100,100,Doug Dunakey,83,38.06,110,289
100,T101,T101,Bradley Hughes,93,37.97,120,316
101,T101,T101,Loren Roberts,87,37.97,101,266
102,103,103,Kevin Sutherland,98,37.96,123,324
103,104,104,Bob Friend,96,37.93,121,319
104,T105,T105,Rocco Mediate,79,37.92,102,269
105,T105,T105,Frank Nobilo,98,37.92,124,327
106,107,107,Billy Mayfair,93,37.82,118,312
107,T108,T108,Neal Lancaster,99,37.8,124,328
108,T108,T108,Duffy Waldorf,80,37.8,96,254
109,110,110,Steve Stricker,63,37.79,82,217
110,111,111,Scott Verplank,106,37.77,139,368
111,112,112,Tom Scherrer,104,37.75,134,355
112,113,113,Craig Parry,73,37.72,86,228
113,114,114,Brent Geiberger,79,37.64,99,263
114,115,115,Mike Brisky,89,37.62,114,303
115,116,116,Casey Martin,90,37.54,116,309
116,117,117,Dudley Hart,74,37.45,97,259
117,118,118,Ronnie Black,82,37.41,107,286
118,119,119,Russ Cochran,71,37.35,96,257
119,120,120,Tommy Armour III,91,37.34,115,308
120,121,121,David Sutherland,109,37.08,142,383
121,T122,T122,Aaron Bengoechea,75,37.07,96,259
122,T122,T122,Brett Quigley,63,37.07,76,205
123,124,124,Jerry Smith,104,37.01,131,354
124,T125,T125,Bobby Cochran,78,36.98,98,265
125,T125,T125,Edward Fryatt,101,36.98,125,338
126,127,127,Jeff Gove,86,36.95,109,295
127,128,128,Chip Beck,51,36.69,62,169
128,129,129,K.J. Choi,92,36.68,117,319
129,130,130,Blaine McCallister,104,36.61,134,366
130,131,131,Jay Delsing,97,36.56,121,331
131,132,132,Andrew Magee,78,36.47,97,266
132,133,133,Mike Springer,83,36.46,105,288
133,134,134,Fred Funk,110,36.44,137,376
134,135,135,Greg Kraft,106,36.41,134,368
135,136,136,Jim Carter,96,36.14,116,321
136,137,137,Mike Sposa,73,36.11,91,252
137,138,138,Tom Purtzer,58,36.08,70,194
138,139,139,Mark O'Meara,61,36.07,66,183
139,140,140,Rick Fehr,73,36.03,89,247
140,141,141,Glen Hnatiuk,94,35.85,114,318
141,T142,T142,Tom Byrum,91,35.81,106,296
142,T142,T142,Justin Leonard,98,35.81,111,310
143,T144,T144,Tom Lehman,71,35.75,79,221
144,T144,T144,Tommy Tolles,60,35.75,79,221
145,146,146,Joey Sindelar,88,35.71,110,308
146,147,147,Billy Andrade,89,35.55,107,301
147,148,148,Dicky Pride,98,35.47,116,327
148,149,149,Paul Curry,64,35.34,82,232
149,T150,T150,Pete Jordan,102,35.29,126,357
150,T150,T150,John Rollins,72,35.29,90,255
151,152,152,Ben Bates,107,35.18,127,361
152,T153,T153,Rich Beem,84,34.84,100,287
153,T153,T153,Jeff Maggert,86,34.84,100,287
154,T155,T155,Brad Fabel,88,34.8,111,319
155,T155,T155,Mark Wiebe,95,34.8,111,319
156,157,157,Craig Spence,89,34.78,104,299
157,158,158,Matt Gogel,86,34.77,105,302
158,159,159,Trevor Dodds,86,34.67,104,300
159,160,160,Jay Haas,80,34.64,97,280
160,161,161,Jason Caron,77,34.48,90,261
161,162,162,Sean Murphy,102,34.38,121,352
162,163,163,John Cook,90,34.32,104,303
163,164,164,Kevin Wentworth,83,34.13,100,293
164,165,165,Paul Goydos,99,34.05,111,326
165,166,166,Bob Estes,68,33.81,71,210
166,T167,T167,Bob Heintz,87,33.77,102,302
167,T167,T167,Steve Pate,97,33.77,104,308
168,169,169,Steve Gotsche,91,33.75,107,317
169,170,170,Joe Ozaki,55,33.51,64,191
170,171,171,Fulton Allem,77,32.96,88,267
171,172,172,Corey Pavin,74,32.81,83,253
172,173,173,"Dave Stockton, Jr.",89,32.8,102,311
173,174,174,Joe Durant,94,32.72,106,324
174,175,175,Brian Watts,89,32.69,102,312
175,176,176,Craig Perks,82,32.54,96,295
176,177,177,Bart Bryant,73,32.27,81,251
177,178,178,Larry Mize,71,32.26,80,248
178,179,179,John Maginnes,99,31.43,110,350
179,180,180,David Frost,65,31.0,62,200
180,181,181,Mike Hulbert,82,30.96,87,281
181,182,182,Ryan Howison,83,30.51,90,295
182,183,183,Esteban Toledo,113,30.47,117,384
183,184,184,Eric Booker,87,30.36,92,303
184,185,185,P.H. Horgan III,65,30.04,67,223
185,186,186,Nolan Henke,79,29.48,79,268
186,187,187,Keith Nolan,57,29.47,61,207
187,188,188,Nick Faldo,51,28.66,47,164
188,189,189,Emlyn Aubrey,68,28.57,66,231
189,190,190,Omar Uresti,94,28.53,95,333
190,191,191,Scott Gump,108,27.61,98,355
191,192,192,Jason Buha,82,27.56,78,283
192,193,193,Craig Bowden,54,27.18,53,195
193,194,194,Steve Hart,72,26.94,66,245
194,195,195,Mike Reid,76,26.58,63,237
