,Front_9_Lowest_Round_RANK THIS WEEK,Front_9_Lowest_Round_RANK LAST WEEK,Front_9_Lowest_Round_PLAYER NAME,Front_9_Lowest_Round_LOW RND
0,T1,T1,Paul Azinger,29
1,T1,T1,Barry Cheesman,29
2,T1,T1,Chris DiMarco,29
3,T1,T1,Edward Fryatt,29
4,T1,T1,Steve Gotsche,29
5,T1,T1,David Howser,29
6,T1,T1,Jerry Kelly,29
7,T1,T1,Greg Kraft,29
8,T1,T1,Tom Lehman,29
9,T1,T1,Rocco Mediate,29
10,T1,T1,Tom Scherrer,29
11,T1,T1,Paul Stankowski,29
12,T1,T1,Brian Watts,29
13,T14,T14,Stephen Ames,30
14,T14,T14,Ben Bates,30
15,T14,T14,Cameron Beckman,30
16,T14,T14,Danny Briggs,30
17,T14,T14,Mike Brisky,30
18,T14,T14,Mark Calcavecchia,30
19,T14,T14,Brandel Chamblee,30
20,T14,T14,Stewart Cink,30
21,T14,T14,Russ Cochran,30
22,T14,T14,Joe Durant,30
23,T14,T14,Brad Elder,30
24,T14,T14,Brad Faxon,30
25,T14,T14,Steve Flesch,30
26,T14,T14,David Frost,30
27,T14,T14,Keiichiro Fukabori,30
28,T14,T14,Kelly Gibson,30
29,T14,T14,Mathew Goggin,30
30,T14,T14,Paul Goydos,30
31,T14,T14,Mathias Grönberg,30
32,T14,T14,Joey Gullion,30
33,T14,T14,J.P. Hayes,30
34,T14,T14,Scott Hoch,30
35,T14,T14,Charles Howell III,30
36,T14,T14,Ryan Howison,30
37,T14,T14,Bradley Hughes,30
38,T14,T14,Peter Jacobsen,30
39,T14,T14,Jonathan Kaye,30
40,T14,T14,Skip Kendall,30
41,T14,T14,Frank Lickliter II,30
42,T14,T14,Steve Lowery,30
43,T14,T14,Sandy Lyle,30
44,T14,T14,Casey Martin,30
45,T14,T14,Shaun Micheel,30
46,T14,T14,David Morland IV,30
47,T14,T14,Jesper Parnevik,30
48,T14,T14,Carl Paulson,30
49,T14,T14,Chris Perry,30
50,T14,T14,Kenny Perry,30
51,T14,T14,Nick Price,30
52,T14,T14,John Rollins,30
53,T14,T14,Rory Sabbatini,30
54,T14,T14,Jeff Sluman,30
55,T14,T14,Craig Spence,30
56,T14,T14,Mike Springer,30
57,T14,T14,Kevin Sutherland,30
58,T14,T14,Kirk Triplett,30
59,T14,T14,Bob Tway,30
60,T14,T14,Duffy Waldorf,30
61,T14,T14,Mike Weir,30
62,T14,T14,Tiger Woods,30
63,T14,T14,Richard Zokol,30
64,T65,T65,Robert Allenby,31
65,T65,T65,Billy Andrade,31
66,T65,T65,Stuart Appleby,31
67,T65,T65,Tommy Armour III,31
68,T65,T65,Emlyn Aubrey,31
69,T65,T65,Woody Austin,31
70,T65,T65,Craig Barlow,31
71,T65,T65,Andy Bean,31
72,T65,T65,Chip Beck,31
73,T65,T65,Rich Beem,31
74,T65,T65,Notah Begay III,31
75,T65,T65,Ronnie Black,31
76,T65,T65,Jay Don Blake,31
77,T65,T65,Michael Bradley,31
78,T65,T65,Olin Browne,31
79,T65,T65,Bart Bryant,31
80,T65,T65,Bob Burns,31
81,T65,T65,Tom Byrum,31
82,T65,T65,Ángel Cabrera,31
83,T65,T65,Jim Carter,31
84,T65,T65,K.J. Choi,31
85,T65,T65,Michael Clark II,31
86,T65,T65,Bobby Cochran,31
87,T65,T65,Robert Damron,31
88,T65,T65,Glen Day,31
89,T65,T65,Doug Dunakey,31
90,T65,T65,Scott Dunlap,31
91,T65,T65,David Duval,31
92,T65,T65,Paul Eales,31
93,T65,T65,Joel Edwards,31
94,T65,T65,Ernie Els,31
95,T65,T65,Bob Estes,31
96,T65,T65,Dan Forsman,31
97,T65,T65,Carlos Franco,31
98,T65,T65,Harrison Frazar,31
99,T65,T65,Robin Freeman,31
100,T65,T65,Fred Funk,31
101,T65,T65,Jim Furyk,31
102,T65,T65,"Jim Gallagher, Jr.",31
103,T65,T65,Robert Gamez,31
104,T65,T65,Ian Garbutt,31
105,T65,T65,Sergio Garcia,31
106,T65,T65,Brian Gay,31
107,T65,T65,Brent Geiberger,31
108,T65,T65,Bob Gilder,31
109,T65,T65,Bill Glasson,31
110,T65,T65,Matt Gogel,31
111,T65,T65,Jeff Gove,31
112,T65,T65,Wayne Grady,31
113,T65,T65,Jay Haas,31
114,T65,T65,Donnie Hammond,31
115,T65,T65,Padraig Harrington,31
116,T65,T65,Steve Hart,31
117,T65,T65,Dudley Hart,31
118,T65,T65,Bob Heintz,31
119,T65,T65,Nolan Henke,31
120,T65,T65,Brian Henninger,31
121,T65,T65,Gabriel Hjertstedt,31
122,T65,T65,P.H. Horgan III,31
123,T65,T65,Kazuhiko Hosokawa,31
124,T65,T65,John Huston,31
125,T65,T65,Hale Irwin,31
126,T65,T65,Miguel Angel Jiménez,31
127,T65,T65,Brandt Jobe,31
128,T65,T65,Steve Jones,31
129,T65,T65,Pete Jordan,31
130,T65,T65,Neal Lancaster,31
131,T65,T65,Franklin Langham,31
132,T65,T65,Justin Leonard,31
133,T65,T65,J.L. Lewis,31
134,T65,T65,Bruce Lietzke,31
135,T65,T65,Davis Love III,31
136,T65,T65,Andrew Magee,31
137,T65,T65,Jeff Maggert,31
138,T65,T65,John Maginnes,31
139,T65,T65,Len Mattiace,31
140,T65,T65,Bob May,31
141,T65,T65,Billy Mayfair,31
142,T65,T65,Blaine McCallister,31
143,T65,T65,Scott McCarron,31
144,T65,T65,Jim McGovern,31
145,T65,T65,Phil Mickelson,31
146,T65,T65,Larry Mize,31
147,T65,T65,Sean Murphy,31
148,T65,T65,Gary Nicklaus,31
149,T65,T65,Mark O'Meara,31
150,T65,T65,Joe Ozaki,31
151,T65,T65,Craig Parry,31
152,T65,T65,Steve Pate,31
153,T65,T65,Dennis Paulson,31
154,T65,T65,Corey Pavin,31
155,T65,T65,David Peoples,31
156,T65,T65,Craig Perks,31
157,T65,T65,Tom Pernice Jr.,31
158,T65,T65,Brett Quigley,31
159,T65,T65,Charles Raulerson,31
160,T65,T65,Mike Reid,31
161,T65,T65,Chris Riley,31
162,T65,T65,Loren Roberts,31
163,T65,T65,Jarmo Sandelin,31
164,T65,T65,Brent Schwarzrock,31
165,T65,T65,Vijay Singh,31
166,T65,T65,Jerry Smith,31
167,T65,T65,"Dave Stockton, Jr.",31
168,T65,T65,Steve Stricker,31
169,T65,T65,David Sutherland,31
170,T65,T65,Hal Sutton,31
171,T65,T65,Esteban Toledo,31
172,T65,T65,Tommy Tolles,31
173,T65,T65,David Toms,31
174,T65,T65,Omar Uresti,31
175,T65,T65,Jean Van de Velde,31
176,T65,T65,Grant Waite,31
177,T65,T65,Kevin Wentworth,31
178,T65,T65,Lee Westwood,31
179,T65,T65,Brett Wetterich,31
180,T65,T65,Mark Wiebe,31
181,T65,T65,Jay Williamson,31
182,T65,T65,Willie Wood,31
183,T184,T184,Fulton Allem,32
184,T184,T184,Jeremy Anderson,32
185,T184,T184,Perry Arthur,32
186,T184,T184,Doug Barron,32
187,T184,T184,Aaron Bengoechea,32
188,T184,T184,"David Berganio, Jr.",32
189,T184,T184,Thomas Bjørn,32
190,T184,T184,Phil Blackmar,32
191,T184,T184,Eric Booker,32
192,T184,T184,Craig Bowden,32
193,T184,T184,Mark Brooks,32
194,T184,T184,Jason Buha,32
195,T184,T184,Curt Byrum,32
196,T184,T184,Jason Caron,32
197,T184,T184,Greg Chalmers,32
198,T184,T184,Brian Claar,32
199,T184,T184,Bobby Clampett,32
200,T184,T184,Andrew Coltart,32
201,T184,T184,John Cook,32
202,T184,T184,Fred Couples,32
203,T184,T184,Paul Curry,32
204,T184,T184,John Daly,32
205,T184,T184,Marco Dawson,32
206,T184,T184,Jay Delsing,32
207,T184,T184,Trevor Dodds,32
208,T184,T184,Mike Donald,32
209,T184,T184,R.W. Eaks,32
210,T184,T184,David Edwards,32
211,T184,T184,Steve Elkington,32
212,T184,T184,Brad Fabel,32
213,T184,T184,Nick Faldo,32
214,T184,T184,Rick Fehr,32
215,T184,T184,Keith Fergus,32
216,T184,T184,Ed Fiori,32
217,T184,T184,Will Frantz,32
218,T184,T184,Bob Friend,32
219,T184,T184,Retief Goosen,32
220,T184,T184,Jimmy Green,32
221,T184,T184,Scott Gump,32
222,T184,T184,Dan Halldorson,32
223,T184,T184,Tim Herron,32
224,T184,T184,Glen Hnatiuk,32
225,T184,T184,Mike Hulbert,32
226,T184,T184,Lee Janzen,32
227,T184,T184,Tom Kite,32
228,T184,T184,Hank Kuehne,32
229,T184,T184,Bernhard Langer,32
230,T184,T184,Shigeki Maruyama,32
231,T184,T184,Dick Mast,32
232,T184,T184,Frank Nobilo,32
233,T184,T184,Keith Nolan,32
234,T184,T184,Greg Norman,32
235,T184,T184,Joe Ogilvie,32
236,T184,T184,David Ogrin,32
237,T184,T184,José María Olazábal,32
238,T184,T184,Dan Pohl,32
239,T184,T184,Phillip Price,32
240,T184,T184,Dicky Pride,32
241,T184,T184,Ted Purdy,32
242,T184,T184,Tom Purtzer,32
243,T184,T184,John Restino,32
244,T184,T184,Larry Rinker,32
245,T184,T184,Dean Robertson,32
246,T184,T184,Clarence Rose,32
247,T184,T184,Gene Sauers,32
248,T184,T184,Stephen Sear,32
249,T184,T184,Peter Senior,32
250,T184,T184,Joey Sindelar,32
251,T184,T184,Mike Sposa,32
252,T184,T184,Craig Stadler,32
253,T184,T184,Mike Standly,32
254,T184,T184,Curtis Strange,32
255,T184,T184,Hidemichi Tanaka,32
256,T184,T184,Ted Tryba,32
257,T184,T184,Stan Utley,32
258,T184,T184,Scott Verplank,32
259,T184,T184,Tom Watson,32
260,T184,T184,Mark Wilson,32
261,T184,T184,Manny Zerman,32
262,T184,T184,Fuzzy Zoeller,32
263,T264,T264,Lionel Alexandre,33
264,T264,T264,Steven Alker,33
265,T264,T264,Michael Allen,33
266,T264,T264,Dave Barr,33
267,T264,T264,Todd Barranger,33
268,T264,T264,Guy Boros,33
269,T264,T264,Desvonde Botes,33
270,T264,T264,Brad Bryant,33
271,T264,T264,Michael Campbell,33
272,T264,T264,Mark Carnevale,33
273,T264,T264,Darren Clarke,33
274,T264,T264,Keith Clearwater,33
275,T264,T264,José Coceres,33
276,T264,T264,Erik Compton,33
277,T264,T264,Paul Earnest,33
278,T264,T264,John Ehrgott,33
279,T264,T264,Darren Fichardt,33
280,T264,T264,Todd Fischer,33
281,T264,T264,Jeff Freeman,33
282,T264,T264,Pierre Fulke,33
283,T264,T264,Jeff Gallagher,33
284,T264,T264,Paul Gow,33
285,T264,T264,Gary Hallberg,33
286,T264,T264,Kevin Hayashi,33
287,T264,T264,Mark Hayes,33
288,T264,T264,Mike Heinen,33
289,T264,T264,Nic Henning,33
290,T264,T264,Charley Hoffman,33
291,T264,T264,John Inman,33
292,T264,T264,Toshi Izawa,33
293,T264,T264,Per-Ulrik Johansson,33
294,T264,T264,Bobby Kalinowski,33
295,T264,T264,Michael Kirk,33
296,T264,T264,Brian Kontak,33
297,T264,T264,Maarten Lafeber,33
298,T264,T264,Paul Lawrie,33
299,T264,T264,Hunter Mahan,33
300,T264,T264,Paul McGinley,33
301,T264,T264,Colin Montgomerie,33
302,T264,T264,Jarrod Moseley,33
303,T264,T264,Perry Moss,33
304,T264,T264,"Pat Nanney, Jr.",33
305,T264,T264,Jack Nicklaus,33
306,T264,T264,Mike Nicolette,33
307,T264,T264,Christy O'Connor,33
308,T264,T264,Nick O'Hern,33
309,T264,T264,Gary Orr,33
310,T264,T264,Lucas Parsons,33
311,T264,T264,Don Pooley,33
312,T264,T264,Lee Porter,33
313,T264,T264,Sam Randolph,33
314,T264,T264,Jack Renner,33
315,T264,T264,Eduardo Romero,33
316,T264,T264,Steve Scott,33
317,T264,T264,Adam Scott,33
318,T264,T264,Patrik Sjöland,33
319,T264,T264,Dave Spengler,33
320,T264,T264,Mike Sullivan,33
321,T264,T264,Jim Sullivan,33
322,T264,T264,Taichi Teshima,33
323,T264,T264,Chris Tidland,33
324,T264,T264,Jason Tyska,33
325,T264,T264,Bobby Wadkins,33
326,T264,T264,D.A. Weibring,33
327,T264,T264,Jeff Williams,33
328,T264,T264,Brent Winston,33
329,T264,T264,Kaname Yokoo,33
330,T264,T264,Tsuyoshi Yoneyama,33
331,T332,T332,Carl Alexander,34
332,T332,T332,Aaron Baddeley,34
333,T332,T332,Jorge Benedetti,34
334,T332,T332,Gordon Brand Jr.,34
335,T332,T332,"Michael Burke, Jr.",34
336,T332,T332,George Burns,34
337,T332,T332,Alex Cejka,34
338,T332,T332,Jon Chaffee,34
339,T332,T332,Bob Charles,34
340,T332,T332,Michael Christie,34
341,T332,T332,Michael Combs,34
342,T332,T332,Jeff Coston,34
343,T332,T332,Rett Crowder,34
344,T332,T332,Ben Curtis,34
345,T332,T332,Chip Deason,34
346,T332,T332,Clark Dennis,34
347,T332,T332,Ryan Dillon,34
348,T332,T332,Dave Eichelberger,34
349,T332,T332,Raymond Floyd,34
350,T332,T332,Angel Franco,34
351,T332,T332,Bobby Gage,34
352,T332,T332,Derek Gillespie,34
353,T332,T332,David Gossett,34
354,T332,T332,Ken Green,34
355,T332,T332,Hunter Haas,34
356,T332,T332,Rick Hartmann,34
357,T332,T332,Morris Hatalsky,34
358,T332,T332,Brian Hull,34
359,T332,T332,Mikko Ilonen,34
360,T332,T332,Yasuharu Imano,34
361,T332,T332,David Ishii,34
362,T332,T332,Barry Jaeckel,34
363,T332,T332,Kevin Johnson,34
364,T332,T332,Simon Khan,34
365,T332,T332,Joel Kribel,34
366,T332,T332,Stephen Leaney,34
367,T332,T332,Ian Leggatt,34
368,T332,T332,Wayne Levi,34
369,T332,T332,Edward Loar,34
370,T332,T332,Paul Marantz,34
371,T332,T332,Wes Martin,34
372,T332,T332,Joey Maxon,34
373,T332,T332,James McClean,34
374,T332,T332,Parker McLachlin,34
375,T332,T332,Rob McMillan,34
376,T332,T332,Mark McNulty,34
377,T332,T332,Yoshinori Mizumaki,34
378,T332,T332,Bryce Molder,34
379,T332,T332,Nick Napoleon,34
380,T332,T332,Greg Owen,34
381,T332,T332,Arnold Palmer,34
382,T332,T332,Ian Poulter,34
383,T332,T332,Jeff Quinney,34
384,T332,T332,Jake Reeves,34
385,T332,T332,Anthony Rodriguez,34
386,T332,T332,Charlie Rymer,34
387,T332,T332,Byron Schlagenhauf,34
388,T332,T332,Ted Schulz,34
389,T332,T332,Jim Schuman,34
390,T332,T332,Tom Sieckmann,34
391,T332,T332,Todd Smith,34
392,T332,T332,Bruce Smith,34
393,T332,T332,Tim Thelen,34
394,T332,T332,Robert Thompson,34
395,T332,T332,Mario Tiziani,34
396,T332,T332,Katsuyoshi Tomori,34
397,T332,T332,Chris Toulson,34
398,T332,T332,Greg Twiggs,34
399,T332,T332,Lanny Wadkins,34
400,T332,T332,Scott Watson,34
401,T332,T332,Wei-tze Yeh,34
402,T332,T332,Ian Woosnam,34
403,T332,T332,Steven Young,34
404,T405,T405,Tommy Aaron,35
405,T405,T405,Seve Ballesteros,35
406,T405,T405,Ricky Barnes,35
407,T405,T405,John Bermel,35
408,T405,T405,John Bickerton,35
409,T405,T405,James Blair,35
410,T405,T405,Bob Borowicz,35
411,T405,T405,Jeff Brehaut,35
412,T405,T405,Jamie Broce,35
413,T405,T405,Jimmie Brothers,35
414,T405,T405,Jeff Budd,35
415,T405,T405,Jonathan Byrd,35
416,T405,T405,José Manuel Carriles,35
417,T405,T405,Ben Crenshaw,35
418,T405,T405,Joe Daley,35
419,T405,T405,Brian Davis,35
420,T405,T405,Frank Dobbs,35
421,T405,T405,Luke Donald,35
422,T405,T405,Tim Dunlavey,35
423,T405,T405,Simon Dyson,35
424,T405,T405,Gary Emerson,35
425,T405,T405,Tom Eubank,35
426,T405,T405,Marc Farry,35
427,T405,T405,Matt Filipowicz,35
428,T405,T405,Bob Gaus,35
429,T405,T405,Philip Golding,35
430,T405,T405,Terry Hatch,35
431,T405,T405,Wes Heffernan,35
432,T405,T405,Tommy Hines,35
