,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
42,43,43,John Senden,26,"$88,261","$2,294,811"
43,44,44,Anders Hansen,7,"$88,152","$617,066"
44,45,45,Adam Hadwin,5,"$88,150","$440,752"
45,46,46,J.B. Holmes,16,"$87,411","$1,398,583"
46,47,47,Rickie Fowler,24,"$86,861","$2,084,681"
47,48,48,Bo Van Pelt,27,"$86,835","$2,344,545"
48,49,49,Steve Marino,23,"$85,872","$1,975,076"
49,50,50,Chez Reavie,27,"$84,632","$2,285,066"
50,51,51,Thomas Bjørn,5,"$83,897","$419,489"
51,52,52,Charles Howell III,30,"$83,640","$2,509,223"
52,53,53,Zach Johnson,23,"$81,756","$1,880,405"
53,54,54,Scott Verplank,15,"$79,611","$1,194,177"
54,55,55,Lucas Glover,23,"$79,275","$1,823,327"
55,56,56,D.A. Points,26,"$78,236","$2,034,155"
56,57,57,Ryan Palmer,24,"$77,105","$1,850,530"
57,58,58,Spencer Levin,31,"$74,839","$2,320,037"
58,59,59,Fred Couples,5,"$74,216","$371,080"
59,60,60,Jhonattan Vegas,25,"$74,176","$1,854,414"
60,61,61,Tiger Woods,9,"$73,359","$660,238"
61,62,62,Brendan Steele,27,"$73,196","$1,976,309"
62,63,63,Ben Crane,23,"$73,025","$1,679,594"
63,64,64,Bryce Molder,27,"$72,516","$1,957,944"
64,65,65,Scott Stallings,28,"$69,898","$1,957,161"
65,66,66,Harrison Frazar,19,"$69,592","$1,322,266"
66,67,67,George McNeill,21,"$69,433","$1,458,109"
67,68,68,Johan Edfors,2,"$68,077","$136,155"
68,69,69,Graeme McDowell,16,"$68,056","$1,088,898"
69,70,70,Chris Kirk,28,"$67,058","$1,877,626"
70,71,71,Tommy Gainey,34,"$63,946","$2,174,191"
71,72,72,Simon Dyson,3,"$61,944","$185,832"
72,73,73,Sean O'Hair,24,"$61,831","$1,483,947"
73,74,74,Andres Romero,22,"$59,687","$1,313,133"
74,75,75,Jim Furyk,26,"$58,834","$1,529,690"
75,76,76,Brandt Jobe,28,"$58,205","$1,629,763"
76,77,77,Robert Allenby,25,"$58,102","$1,452,567"
77,78,78,Tom Pernice Jr.,12,"$57,915","$694,980"
78,79,79,Robert Garrigus,26,"$57,843","$1,503,922"
79,80,80,Carl Pettersson,27,"$57,063","$1,540,722"
80,81,81,Robert Rock,2,"$56,378","$112,756"
81,82,82,Jerry Kelly,26,"$55,838","$1,451,797"
82,83,83,Jimmy Walker,24,"$55,689","$1,336,555"
83,84,84,Paul Goydos,25,"$55,413","$1,385,327"
84,85,85,Kyle Stanley,28,"$54,416","$1,523,657"
85,86,86,Scott Piercy,23,"$54,389","$1,250,957"
86,87,87,Charley Hoffman,27,"$54,170","$1,462,590"
87,88,88,Pat Perez,24,"$53,968","$1,295,253"
88,89,89,Peter Lonard,2,"$53,152","$106,305"
89,90,90,Kevin Chappell,26,"$51,524","$1,339,639"
90,91,91,John Rollins,27,"$50,761","$1,370,566"
91,92,92,Do-Hoon Kim,1,"$50,436","$50,436"
92,93,93,Kevin Streelman,26,"$50,000","$1,300,005"
93,94,94,Retief Goosen,16,"$49,772","$796,360"
94,95,95,Jeff Overton,26,"$49,652","$1,290,961"
95,96,96,Briny Baird,19,"$49,593","$942,285"
96,97,97,Bob Estes,12,"$49,508","$594,104"
97,98,98,Camilo Villegas,25,"$49,276","$1,231,917"
98,99,99,Johnson Wagner,25,"$48,982","$1,224,555"
99,100,100,Davis Love III,22,"$48,013","$1,056,299"
100,101,101,Louis Oosthuizen,15,"$47,864","$717,965"
101,102,102,Charlie Wi,25,"$47,539","$1,188,493"
102,103,103,Trevor Immelman,25,"$46,624","$1,165,603"
103,104,104,Kris Blanks,29,"$46,552","$1,350,010"
104,105,105,Ian Poulter,16,"$46,245","$739,925"
105,106,106,Alvaro Quiros,8,"$45,445","$363,567"
106,107,107,Ernie Els,21,"$45,184","$948,872"
107,108,108,Padraig Harrington,18,"$44,602","$802,839"
108,109,109,Brian Gay,26,"$44,520","$1,157,525"
109,110,110,Chris Couch,21,"$43,928","$922,495"
110,111,111,Brian Davis,30,"$43,600","$1,308,008"
111,112,112,Tom Gillis,19,"$42,849","$814,147"
112,113,113,Mathias Grönberg,1,"$42,000","$42,000"
113,114,114,Anthony Kim,26,"$41,763","$1,085,845"
114,115,115,Cameron Tringale,32,"$41,493","$1,327,807"
115,116,116,Brendon de Jonge,30,"$41,377","$1,241,325"
116,117,117,Ricky Barnes,23,"$41,373","$951,586"
117,118,118,Stewart Cink,22,"$41,325","$909,162"
118,119,119,Paul Casey,15,"$39,359","$590,386"
119,120,120,Chris Stroud,28,"$39,160","$1,096,498"
120,121,121,Michael Bradley,24,"$38,997","$935,934"
121,122,122,Brett Wetterich,8,"$38,438","$307,504"
122,123,123,Chad Campbell,29,"$38,069","$1,104,023"
123,124,124,Michael Thompson,25,"$37,410","$935,265"
124,125,125,Ángel Cabrera,17,"$36,945","$628,079"
125,126,126,Justin Leonard,26,"$36,652","$952,962"
126,127,127,Peter Hanson,12,"$36,585","$439,030"
127,T128,T128,Gary Boyd,1,"$36,301","$36,301"
128,T128,T128,Simon Khan,1,"$36,301","$36,301"
129,130,130,Tom Lehman,5,"$35,612","$178,062"
130,131,131,Marco Dawson,3,"$34,802","$104,406"
131,132,132,Hunter Haas,30,"$34,666","$1,039,986"
132,133,133,Martin Kaymer,10,"$34,420","$344,208"
133,134,134,Ryuji Imada,29,"$34,148","$990,318"
134,135,135,Marc Leishman,27,"$33,938","$916,329"
135,136,136,Troy Matteson,28,"$33,821","$946,989"
136,137,137,John Merrick,21,"$33,561","$704,788"
137,138,138,Sung Kang,21,"$33,446","$702,382"
138,139,139,David Hearn,26,"$33,425","$869,071"
139,140,140,Edoardo Molinari,12,"$33,143","$397,724"
140,141,141,Tim Herron,28,"$32,469","$909,134"
141,142,142,Nick O'Hern,29,"$32,421","$940,224"
142,143,143,Blake Adams,34,"$32,369","$1,100,558"
143,144,144,K.T. Kim,9,"$32,367","$291,309"
144,145,145,Rod Pampling,21,"$31,846","$668,767"
145,146,146,J.J. Henry,28,"$31,192","$873,377"
146,147,147,James Driscoll,24,"$30,875","$741,009"
147,148,148,Roland Thatcher,22,"$30,289","$666,371"
148,149,149,Joe Ogilvie,24,"$30,286","$726,866"
149,150,150,Greg Chalmers,28,"$29,721","$832,190"
150,151,151,David Mathis,25,"$28,616","$715,404"
151,152,152,Kevin Stadler,27,"$28,450","$768,172"
152,153,153,Matt McQuillan,21,"$27,758","$582,932"
153,154,154,Stuart Appleby,24,"$27,381","$657,150"
154,155,155,Billy Mayfair,29,"$26,916","$780,577"
155,156,156,Heath Slocum,29,"$26,455","$767,216"
156,157,157,Kevin Sutherland,11,"$26,335","$289,692"
157,158,158,Stephen Ames,22,"$24,890","$547,588"
158,159,159,Josh Teater,31,"$24,816","$769,324"
159,160,160,Chris DiMarco,31,"$24,578","$761,931"
160,161,161,Shane Bertsch,20,"$24,429","$488,584"
161,162,162,Cameron Percy,12,"$24,193","$290,319"
162,163,163,Matt Jones,25,"$24,095","$602,392"
163,164,164,Tom Watson,3,"$24,022","$72,066"
164,165,165,Arjun Atwal,29,"$23,801","$690,236"
165,166,166,Grégory Havret,3,"$23,669","$71,007"
166,T167,T167,Floris De Vries,1,"$23,555","$23,555"
167,T167,T167,Richard McEvoy,1,"$23,555","$23,555"
168,169,169,José Manuel Lara,1,"$23,525","$23,525"
169,170,170,Matt Bettencourt,30,"$23,084","$692,544"
170,171,171,Bobby Gates,29,"$22,990","$666,734"
171,172,172,Pablo Larrazabal,3,"$22,878","$68,634"
172,173,173,Bill Lunde,28,"$22,841","$639,548"
173,174,174,Richard Green,4,"$22,587","$90,351"
174,175,175,D.J. Trahan,30,"$22,272","$668,165"
175,176,176,Steven Bowditch,28,"$22,192","$621,377"
176,177,177,Steve Flesch,27,"$22,023","$594,621"
177,178,178,Garrett Willis,24,"$21,932","$526,390"
178,179,179,Henrik Stenson,15,"$21,853","$327,798"
179,180,180,Billy Horschel,25,"$21,320","$533,023"
180,181,181,Matt Every,5,"$21,024","$105,121"
181,182,182,Ross Fisher,8,"$20,423","$163,384"
182,T183,T183,Matthew Millar,1,"$19,845","$19,845"
183,T183,T183,Seung-Yul Noh,6,"$19,845","$119,070"
184,185,185,Scott McCarron,22,"$19,830","$436,269"
185,186,186,Marcel Siem,1,"$19,763","$19,763"
186,187,187,Woody Austin,18,"$19,669","$354,042"
187,188,188,Hiroyuki Fujita,7,"$19,542","$136,800"
188,189,189,Paul Lawrie,1,"$19,441","$19,441"
189,190,190,Michael Putnam,21,"$18,971","$398,399"
190,191,191,Miguel Angel Jiménez,7,"$18,960","$132,723"
191,192,192,Kenneth Ferrie,1,"$18,877","$18,877"
192,193,193,Jason Bohn,22,"$18,724","$411,943"
193,194,194,Jung-gon Hwang,1,"$18,715","$18,715"
194,195,195,Sangmoon Bae,2,"$18,675","$37,351"
195,196,196,Aron Price,18,"$18,516","$333,290"
196,197,197,Ben Curtis,23,"$18,411","$423,466"
197,198,198,Dean Wilson,22,"$18,241","$401,314"
198,199,199,Cameron Beckman,25,"$18,203","$455,085"
199,200,200,Jim Renner,22,"$17,861","$392,945"
200,201,201,Josh Broadaway,1,"$17,356","$17,356"
201,202,202,Morgan Hoffmann,4,"$17,282","$69,131"
202,T203,T203,Christo Greyling,1,"$17,178","$17,178"
203,T203,T203,Kenichi Kuboya,1,"$17,178","$17,178"
204,205,205,David Duval,24,"$16,693","$400,654"
205,206,206,Matteo Manassero,8,"$16,660","$133,283"
206,207,207,William McGirt,32,"$16,654","$532,932"
207,208,208,Sam Saunders,8,"$16,565","$132,525"
208,209,209,Wes Heffernan,1,"$16,539","$16,539"
209,210,210,Alex Cejka,21,"$16,423","$344,901"
210,211,211,Alex Noren,4,"$16,177","$64,708"
211,212,212,Mathew Goggin,1,"$16,157","$16,157"
212,213,213,Erick Justesen,1,"$16,087","$16,087"
213,214,214,Erik Compton,6,"$15,923","$95,541"
214,215,215,Chris Riley,25,"$15,888","$397,203"
215,216,216,Steve Pate,1,"$15,750","$15,750"
216,217,217,Vaughn Taylor,27,"$15,700","$423,907"
217,218,218,Marc Turnesa,20,"$14,970","$299,405"
218,219,219,Tim Petrovic,29,"$14,759","$428,011"
219,220,220,Fabián Gómez,26,"$14,681","$381,730"
220,221,221,Kent Jones,25,"$14,424","$360,623"
221,222,222,Francesco Molinari,11,"$14,398","$158,387"
222,223,223,Ryo Ishikawa,10,"$14,363","$143,636"
223,224,224,Joe Durant,25,"$14,351","$358,790"
224,225,225,Zack Miller,30,"$14,244","$427,340"
225,226,226,Kirk Triplett,8,"$13,885","$111,080"
226,227,227,Bio Kim,25,"$13,823","$345,588"
227,228,228,Tag Ridings,28,"$13,666","$382,669"
228,229,229,Ben Martin,25,"$13,603","$340,080"
229,230,230,Troy Kelly,1,"$13,542","$13,542"
230,231,231,Will MacKenzie,14,"$13,456","$188,393"
231,232,232,Steve Allan,1,"$13,380","$13,380"
232,233,233,Michael Letzig,13,"$13,074","$169,973"
233,234,234,Nick Price,1,"$12,996","$12,996"
234,235,235,Justin Hicks,23,"$12,390","$284,990"
235,236,236,Boo Weekley,23,"$12,153","$279,530"
236,237,237,Paul Stankowski,24,"$12,092","$290,211"
237,238,238,Frank Lickliter II,12,"$12,013","$144,160"
238,239,239,Nathan Green,26,"$12,004","$312,109"
239,240,240,John Mallinger,15,"$11,966","$179,497"
240,241,241,Michael Connell,26,"$11,898","$309,361"
241,242,242,Grégory Bourdy,2,"$11,777","$23,555"
242,243,243,Steve Lowery,2,"$11,762","$23,525"
243,244,244,Derek Lamely,26,"$11,582","$301,145"
244,245,245,John Daly,18,"$11,553","$207,963"
245,246,246,Chad Collins,16,"$11,469","$183,509"
246,247,247,Lee Janzen,19,"$11,420","$216,992"
247,248,248,Will Claxton,1,"$11,275","$11,275"
248,T249,T249,Julián Etulain,1,"$11,261","$11,261"
249,T249,T249,Sal Spallone,1,"$11,261","$11,261"
250,251,251,Kevin Kisner,24,"$11,257","$270,170"
251,252,252,Colt Knost,27,"$10,993","$296,817"
252,253,253,Jarrod Lyle,29,"$10,946","$317,458"
253,254,254,Andre Stolz,2,"$10,797","$21,594"
254,255,255,Corey Pavin,4,"$10,594","$42,376"
255,256,256,Robert Damron,3,"$10,590","$31,770"
256,257,257,Daniel Summerhays,29,"$10,410","$301,899"
257,258,258,Tom Byrum,1,"$10,404","$10,404"
258,259,259,Michio Matsumura,1,"$10,395","$10,395"
259,260,260,Steve Elkington,17,"$10,366","$176,225"
260,261,261,Brad Fritsch,1,"$10,348","$10,348"
261,262,262,Fredrik Andersson Hed,2,"$10,285","$20,571"
262,263,263,Chris Tidland,12,"$10,248","$122,984"
263,264,264,Alexandre Rocha,22,"$10,228","$225,025"
264,265,265,Dustin Risdon,1,"$10,192","$10,192"
265,266,266,Todd Hamilton,11,"$10,189","$112,082"
266,267,267,Alex Prugh,29,"$10,071","$292,069"
267,268,268,Scott Gutschewski,23,"$9,989","$229,758"
268,269,269,Jeff Quinney,14,"$9,970","$139,582"
269,270,270,Craig Barlow,5,"$9,937","$49,688"
270,271,271,Joost Luiten,2,"$9,922","$19,845"
271,272,272,J.P. Hayes,19,"$9,829","$186,769"
272,273,273,Peter Tomasulo,12,"$9,651","$115,816"
273,274,274,Charles Warren,10,"$9,642","$96,422"
274,275,275,Richard Johnson,23,"$9,221","$212,105"
275,276,276,Jim Herman,22,"$8,947","$196,844"
276,277,277,Andres Gonzales,21,"$8,897","$186,846"
277,278,278,Drew Weaver,2,"$8,866","$17,732"
278,279,279,Alejandro Cañizares,2,"$8,734","$17,469"
279,280,280,Jason Gore,6,"$8,548","$51,290"
280,281,281,Kenny Perry,13,"$8,475","$110,176"
281,282,282,Michael Allen,5,"$8,468","$42,343"
282,283,283,Richard Scott,1,"$8,400","$8,400"
283,284,284,D.J. Brigman,23,"$8,325","$191,491"
284,285,285,Guy Boros,1,"$8,172","$8,172"
285,286,286,Dicky Pride,8,"$8,026","$64,213"
286,287,287,Yuta Ikeda,9,"$7,960","$71,646"
287,288,288,WC Liang,2,"$7,796","$15,592"
288,289,289,Daniel Chopra,2,"$7,705","$15,411"
289,290,290,Shaun Micheel,27,"$7,646","$206,450"
290,291,291,Greg Kraft,1,"$7,350","$7,350"
291,292,292,Joseph Bramlett,25,"$7,149","$178,727"
292,293,293,J.L. Lewis,1,"$7,056","$7,056"
293,294,294,Dave Schultz,1,"$7,035","$7,035"
294,295,295,Brian Bateman,1,"$6,984","$6,984"
295,296,296,Stephen Gallacher,3,"$6,857","$20,571"
296,297,297,Patrick Reed,3,"$6,686","$20,058"
297,298,298,Troy Merritt,23,"$6,585","$151,474"
298,299,299,Nate Smith,24,"$6,450","$154,814"
299,300,300,Rich Beem,21,"$6,439","$135,225"
300,301,301,Martin Piller,23,"$6,128","$140,957"
301,302,302,Mark O'Meara,3,"$6,080","$18,240"
302,303,303,Rocco Mediate,23,"$5,926","$136,298"
303,304,304,Mark Calcavecchia,6,"$5,821","$34,929"
304,305,305,Will Strickler,19,"$5,738","$109,030"
305,306,306,Brett Quigley,10,"$5,682","$56,825"
306,307,307,Jeff Maggert,18,"$5,615","$101,080"
307,308,308,Jonathan Kaye,2,"$5,416","$10,833"
308,309,309,Mark Hensby,6,"$5,373","$32,241"
309,310,310,Graham DeLaet,2,"$5,236","$10,472"
310,311,311,Garth Mulroy,4,"$5,200","$20,800"
311,312,312,Fran Quinn,10,"$4,719","$47,198"
312,313,313,Jay Williamson,6,"$4,565","$27,395"
313,314,314,Mike Small,6,"$4,525","$27,152"
314,315,315,Duffy Waldorf,14,"$4,373","$61,233"
315,316,316,Todd Fischer,3,"$4,300","$12,900"
316,317,317,Jeff Klauk,8,"$4,295","$34,363"
317,318,318,Billy Hurley III,3,"$4,260","$12,780"
318,319,319,Matt Weibring,5,"$4,029","$20,148"
319,320,320,Jamie Lovemark,9,"$3,854","$34,692"
320,321,321,Jesper Parnevik,10,"$3,773","$37,739"
321,322,322,Omar Uresti,5,"$3,669","$18,349"
322,323,323,Robert Gamez,9,"$3,502","$31,522"
323,324,324,Chris Baryla,20,"$3,400","$68,000"
324,325,325,Bob May,2,"$3,345","$6,690"
325,326,326,Joe Affrunti,6,"$3,139","$18,837"
326,327,327,Craig Bowden,4,"$2,965","$11,863"
327,328,328,Alex Aragon,2,"$2,880","$5,760"
328,329,329,Carl Paulson,11,"$2,720","$29,922"
329,330,330,Michael Sim,19,"$2,494","$47,403"
330,331,331,Ted Purdy,6,"$2,470","$14,820"
331,332,332,Skip Kendall,6,"$1,990","$11,940"
332,333,333,Fred Funk,7,"$1,697","$11,880"
333,334,334,Notah Begay III,4,"$1,672","$6,690"
334,335,335,Mike Weir,15,"$1,554","$23,312"
335,336,336,Mark Brooks,5,"$1,497","$7,488"
336,337,337,Scott Gordon,19,"$1,490","$28,311"
337,338,338,José María Olazábal,6,"$1,055","$6,330"
