,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,T1,T1,Keegan Bradley,28,2.0
1,T1,T1,Luke Donald,19,2.0
2,T1,T1,Webb Simpson,26,2.0
3,T1,T1,Steve Stricker,19,2.0
4,T1,T1,Nick Watney,22,2.0
5,T1,T1,Bubba Watson,22,2.0
6,T1,T1,Mark Wilson,26,2.0
7,T8,T8,Aaron Baddeley,22,1.0
8,T8,T8,Michael Bradley,24,1.0
9,T8,T8,Jonathan Byrd,26,1.0
10,T8,T8,K.J. Choi,22,1.0
11,T8,T8,Darren Clarke,3,1.0
12,T8,T8,Ben Crane,23,1.0
13,T8,T8,Harrison Frazar,19,1.0
14,T8,T8,Lucas Glover,23,1.0
15,T8,T8,Bill Haas,26,1.0
16,T8,T8,Freddie Jacobson,25,1.0
17,T8,T8,Dustin Johnson,21,1.0
18,T8,T8,Chris Kirk,28,1.0
19,T8,T8,Martin Laird,23,1.0
20,T8,T8,Rory McIlroy,10,1.0
21,T8,T8,Phil Mickelson,21,1.0
22,T8,T8,Bryce Molder,27,1.0
23,T8,T8,Kevin Na,26,1.0
24,T8,T8,Sean O'Hair,24,1.0
25,T8,T8,Scott Piercy,23,1.0
26,T8,T8,D.A. Points,26,1.0
27,T8,T8,Justin Rose,23,1.0
28,T8,T8,Rory Sabbatini,24,1.0
29,T8,T8,Charl Schwartzel,15,1.0
30,T8,T8,Adam Scott,18,1.0
31,T8,T8,Brandt Snedeker,26,1.0
32,T8,T8,Scott Stallings,28,1.0
33,T8,T8,Brendan Steele,27,1.0
34,T8,T8,David Toms,23,1.0
35,T8,T8,Jhonattan Vegas,25,1.0
36,T8,T8,Johnson Wagner,25,1.0
37,T8,T8,Gary Woodland,25,1.0
38,T39,T39,Pablo Acuna,0,
39,T39,T39,Brad Adamonis,1,
40,T39,T39,Blake Adams,34,
41,T39,T39,Joe Affrunti,6,
42,T39,T39,Thomas Aiken,4,
43,T39,T39,Lonny Alexander,1,
44,T39,T39,Steve Allan,1,
45,T39,T39,Fulton Allem,2,
46,T39,T39,Michael Allen,5,
47,T39,T39,Robert Allenby,25,
48,T39,T39,Jason Allred,0,
49,T39,T39,Benjamín Alvarado,1,
50,T39,T39,Max Alverio,1,
51,T39,T39,Stephen Ames,22,
52,T39,T39,Fredrik Andersson Hed,2,
53,T39,T39,Stuart Anderson,0,
54,T39,T39,Josh Anderson,1,
55,T39,T39,Mark Anderson,1,
56,T39,T39,Brian Anderson,0,
57,T39,T39,Billy Andrade,3,
58,T39,T39,Kiradech Aphibarnrat,0,
59,T39,T39,Stuart Appleby,24,
60,T39,T39,Alex Aragon,2,
61,T39,T39,Tommy Armour III,0,
62,T39,T39,Michael Arnaud,1,
63,T39,T39,Ashun Wu,0,
64,T39,T39,Arjun Atwal,29,
65,T39,T39,Woody Austin,18,
66,T39,T39,Eric Axley,2,
67,T39,T39,Sangmoon Bae,2,
68,T39,T39,Briny Baird,19,
69,T39,T39,Daniel Balin,1,
70,T39,T39,Hampton Ballard,0,
71,T39,T39,Michael Barbosa,1,
72,T39,T39,Rich Barcelo,1,
73,T39,T39,Justin Bardgett,1,
74,T39,T39,Andy Bare,0,
75,T39,T39,Craig Barlow,5,
76,T39,T39,Ricky Barnes,23,
77,T39,T39,Kurt Barnes,1,
78,T39,T39,Scott Barr,1,
79,T39,T39,Doug Barron,0,
80,T39,T39,Chris Baryla,20,
81,T39,T39,Brian Bateman,1,
82,T39,T39,Andy Bean,1,
83,T39,T39,Cameron Beckman,25,
84,T39,T39,Rich Beem,21,
85,T39,T39,Notah Begay III,4,
86,T39,T39,Benoit Beisser,0,
87,T39,T39,Charlie Beljan,0,
88,T39,T39,Camilo Benedetti,0,
89,T39,T39,Brad Benjamin,1,
90,T39,T39,Shane Bertsch,20,
91,T39,T39,Matt Bettencourt,30,
92,T39,T39,Tommy Biershenk,0,
93,T39,T39,Bryan Bigley,1,
94,T39,T39,Lucas Bjerregaard,1,
95,T39,T39,Thomas Bjørn,5,
96,T39,T39,Bennett Blakeman,1,
97,T39,T39,Adam Bland,0,
98,T39,T39,Kris Blanks,29,
99,T39,T39,Jason Bohn,22,
100,T39,T39,Guy Boros,1,
101,T39,T39,Grégory Bourdy,2,
102,T39,T39,Craig Bowden,4,
103,T39,T39,Steven Bowditch,28,
104,T39,T39,Gary Boyd,1,
105,T39,T39,David Bradshaw,2,
106,T39,T39,Joseph Bramlett,25,
107,T39,T39,Christian Brand,1,
108,T39,T39,Jimmy Brandt,0,
109,T39,T39,Markus Brier,1,
110,T39,T39,D.J. Brigman,23,
111,T39,T39,Ben Briscoe,0,
112,T39,T39,Josh Broadaway,1,
113,T39,T39,Mark Brooks,5,
114,T39,T39,Olin Browne,1,
115,T39,T39,Dan Buchner,0,
116,T39,T39,Dave Bunker,1,
117,T39,T39,Bob Burns,1,
118,T39,T39,Zack Byrd,1,
119,T39,T39,Tom Byrum,1,
120,T39,T39,Ángel Cabrera,17,
121,T39,T39,Federico Cabrera,1,
122,T39,T39,Brian Cairns,1,
123,T39,T39,Mark Calcavecchia,6,
124,T39,T39,Chad Campbell,29,
125,T39,T39,Michael Campbell,1,
126,T39,T39,Todd Camplin,2,
127,T39,T39,Rafael Campos,1,
128,T39,T39,Alejandro Cañizares,2,
129,T39,T39,Patrick Cantlay,5,
130,T39,T39,Mark Carnevale,1,
131,T39,T39,Alex Carpenter,1,
132,T39,T39,Jim Carter,1,
133,T39,T39,Paul Casey,15,
134,T39,T39,Roberto Castro,0,
135,T39,T39,Bud Cauley,8,
136,T39,T39,Alex Cejka,21,
137,T39,T39,Greg Chalmers,28,
138,T39,T39,Kevin Chappell,26,
139,T39,T39,SSP Chawrasia,1,
140,T39,T39,Danny Chia,0,
141,T39,T39,John Chin,0,
142,T39,T39,Albin Choi,1,
143,T39,T39,Phillip Choi,1,
144,T39,T39,Daniel Chopra,2,
145,T39,T39,David Chung,2,
146,T39,T39,Stewart Cink,22,
147,T39,T39,Michael Clark II,1,
148,T39,T39,Tim Clark,4,
149,T39,T39,Paul Claxton,0,
150,T39,T39,Will Claxton,1,
151,T39,T39,Keith Clearwater,1,
152,T39,T39,Tommy Cocha,1,
153,T39,T39,Alex Coe,0,
154,T39,T39,George Coetzee,1,
155,T39,T39,Chad Collins,16,
156,T39,T39,Nicolas Colsaerts,1,
157,T39,T39,Erik Compton,6,
158,T39,T39,Michael Connell,26,
159,T39,T39,John Cook,1,
160,T39,T39,Javier Cordova,1,
161,T39,T39,Lee Corfield,1,
162,T39,T39,Jeff Corr,0,
163,T39,T39,Jeff Coston,1,
164,T39,T39,Chris Couch,21,
165,T39,T39,Fred Couples,5,
166,T39,T39,Paula Creamer,0,
167,T39,T39,Ben Crenshaw,1,
168,T39,T39,Ben Curtis,23,
169,T39,T39,Jeff Cuzzort,0,
170,T39,T39,Adilson da Silva,0,
171,T39,T39,John Daly,18,
172,T39,T39,Robert Damron,3,
173,T39,T39,Steve Dartnall,1,
174,T39,T39,Matt Davidson,0,
175,T39,T39,Rhys Davies,2,
176,T39,T39,Brian Davis,30,
177,T39,T39,Marco Dawson,3,
178,T39,T39,Glen Day,2,
179,T39,T39,Jason Day,21,
180,T39,T39,Brendon de Jonge,30,
181,T39,T39,Floris De Vries,1,
182,T39,T39,Stuart Deane,1,
183,T39,T39,Chip Deason,0,
184,T39,T39,Christopher DeForest,2,
185,T39,T39,Graham DeLaet,2,
186,T39,T39,Johnny DelPrete,0,
187,T39,T39,Robert-Jan Derksen,0,
188,T39,T39,Bubba Dickerson,1,
189,T39,T39,Chris DiMarco,31,
190,T39,T39,Robert Dinwiddie,1,
191,T39,T39,Do-Hoon Kim,1,
192,T39,T39,Will Dodson,0,
193,T39,T39,Jamie Donaldson,1,
194,T39,T39,Sean Dougherty,1,
195,T39,T39,James Driscoll,24,
196,T39,T39,Jason Dufner,23,
197,T39,T39,Brian Duncan,0,
198,T39,T39,Scott Dunlap,0,
199,T39,T39,Joe Durant,25,
200,T39,T39,David Duval,24,
201,T39,T39,Simon Dyson,3,
202,T39,T39,Johan Edfors,2,
203,T39,T39,Reid Edstrom,0,
204,T39,T39,Simon Edwards,1,
205,T39,T39,Matthew Edwards,1,
206,T39,T39,Dave Eichelberger,1,
207,T39,T39,Steve Elkington,17,
208,T39,T39,John Ellis,2,
209,T39,T39,Ernie Els,21,
210,T39,T39,Harris English,0,
211,T39,T39,Chris Epperson,1,
212,T39,T39,Scott Erdmann,1,
213,T39,T39,Bob Estes,12,
214,T39,T39,Julián Etulain,1,
215,T39,T39,Mitch Evanecz,1,
216,T39,T39,Matt Every,5,
217,T39,T39,Nick Faldo,0,
218,T39,T39,Matt Fast,1,
219,T39,T39,Derek Fathauer,0,
220,T39,T39,Brad Faxon,12,
221,T39,T39,Kenneth Ferrie,1,
222,T39,T39,Jon Fiedler,2,
223,T39,T39,Tony Finau,1,
224,T39,T39,Todd Fischer,3,
225,T39,T39,Ross Fisher,8,
226,T39,T39,Steve Flesch,27,
227,T39,T39,Martin Flores,2,
228,T39,T39,Erik Flores,1,
229,T39,T39,Dan Forsman,1,
230,T39,T39,Rickie Fowler,24,
231,T39,T39,Carlos Franco,3,
232,T39,T39,Garrett Frank,1,
233,T39,T39,Marcus Fraser,1,
234,T39,T39,Robin Freeman,1,
235,T39,T39,Jeff Freeman,1,
236,T39,T39,Brad Fritsch,1,
237,T39,T39,David Frost,1,
238,T39,T39,Hiroyuki Fujita,7,
239,T39,T39,Fred Funk,7,
240,T39,T39,Jim Furyk,26,
241,T39,T39,Tommy Gainey,34,
242,T39,T39,Stephen Gallacher,3,
243,T39,T39,Robert Gamez,9,
244,T39,T39,Stephen Gangluff,0,
245,T39,T39,Sergio Garcia,16,
246,T39,T39,Federico Garcia,1,
247,T39,T39,Robert Garrigus,26,
248,T39,T39,Bobby Gates,29,
249,T39,T39,Brian Gay,26,
250,T39,T39,Elliot Gealy,1,
251,T39,T39,Brendan Gielow,0,
252,T39,T39,Tom Gillis,19,
253,T39,T39,Mitch Gillis,0,
254,T39,T39,David Gleeson,0,
255,T39,T39,Mathew Goggin,1,
256,T39,T39,Fabián Gómez,26,
257,T39,T39,Andres Gonzales,21,
258,T39,T39,Retief Goosen,16,
259,T39,T39,Scott Gordon,19,
260,T39,T39,Jason Gore,6,
261,T39,T39,Jeff Gove,0,
262,T39,T39,Paul Goydos,25,
263,T39,T39,Richard Green,4,
264,T39,T39,Nathan Green,26,
265,T39,T39,Christo Greyling,1,
266,T39,T39,Lanto Griffin,2,
267,T39,T39,Mathias Grönberg,1,
268,T39,T39,Scott Gutschewski,23,
269,T39,T39,Jay Haas,0,
270,T39,T39,Hunter Haas,30,
271,T39,T39,Josh Habig,1,
272,T39,T39,Adam Hadwin,5,
273,T39,T39,Paul Haley II,0,
274,T39,T39,Todd Hamilton,11,
275,T39,T39,Travis Hampshire,1,
276,T39,T39,Anders Hansen,7,
277,T39,T39,Peter Hanson,12,
278,T39,T39,Brian Harman,0,
279,T39,T39,Matt Harmon,0,
