,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
72,T58,T58,Robert Karlsson,18,3,,1.0,
73,T58,T58,Steve Marino,23,3,,2.0,
74,T58,T58,Graeme McDowell,16,3,,,1.0
75,T58,T58,Matt McQuillan,21,3,,,1.0
76,T58,T58,Ryan Palmer,24,3,,1.0,
77,T58,T58,Scott Piercy,23,3,1.0,,
78,T58,T58,D.A. Points,26,3,1.0,,
79,T58,T58,Rory Sabbatini,24,3,1.0,,1.0
80,T58,T58,Charl Schwartzel,15,3,1.0,,
81,T58,T58,John Senden,26,3,,1.0,
82,T58,T58,Brendan Steele,27,3,1.0,,
83,T58,T58,Jhonattan Vegas,25,3,1.0,,1.0
84,T58,T58,Scott Verplank,15,3,,1.0,
85,T58,T58,Bubba Watson,22,3,2.0,,
86,T58,T58,Lee Westwood,10,3,,,1.0
87,T88,T88,Stephen Ames,22,2,,,1.0
88,T88,T88,Ricky Barnes,23,2,,,
89,T88,T88,Shane Bertsch,20,2,,,
90,T88,T88,Matt Bettencourt,30,2,,,
91,T88,T88,Bud Cauley,8,2,,,1.0
92,T88,T88,Greg Chalmers,28,2,,,
93,T88,T88,Brian Davis,30,2,,,
94,T88,T88,James Driscoll,24,2,,,
95,T88,T88,Tom Gillis,19,2,,,1.0
96,T88,T88,Adam Hadwin,5,2,,,
97,T88,T88,Anders Hansen,7,2,,,2.0
98,T88,T88,Charley Hoffman,27,2,,1.0,
99,T88,T88,Billy Horschel,25,2,,,
100,T88,T88,Ryuji Imada,29,2,,,2.0
101,T88,T88,Trevor Immelman,25,2,,,
102,T88,T88,Sung Kang,21,2,,,1.0
103,T88,T88,K.T. Kim,9,2,,,
104,T88,T88,Anthony Kim,26,2,,,
105,T88,T88,Marc Leishman,27,2,,,1.0
106,T88,T88,Davis Love III,22,2,,,
107,T88,T88,Troy Matteson,28,2,,1.0,
108,T88,T88,Billy Mayfair,29,2,,,
109,T88,T88,Louis Oosthuizen,15,2,,,
110,T88,T88,Rod Pampling,21,2,,,
111,T88,T88,Tom Pernice Jr.,12,2,,1.0,1.0
112,T88,T88,Jim Renner,22,2,,,
113,T88,T88,Scott Stallings,28,2,1.0,,1.0
114,T88,T88,Chris Stroud,28,2,,,
115,T88,T88,Josh Teater,31,2,,,
116,T88,T88,Roland Thatcher,22,2,,,
117,T88,T88,Michael Thompson,25,2,,,1.0
118,T88,T88,Tiger Woods,9,2,,,
119,T120,T120,Stuart Appleby,24,1,,,
120,T120,T120,Arjun Atwal,29,1,,,
121,T120,T120,Woody Austin,18,1,,,
122,T120,T120,Thomas Bjørn,5,1,,,
123,T120,T120,Steven Bowditch,28,1,,,
124,T120,T120,Michael Bradley,24,1,1.0,,
125,T120,T120,Chad Campbell,29,1,,,
126,T120,T120,Patrick Cantlay,5,1,,,
127,T120,T120,Paul Casey,15,1,,,
128,T120,T120,Stewart Cink,22,1,,,
129,T120,T120,Tim Clark,4,1,,1.0,
130,T120,T120,Darren Clarke,3,1,1.0,,
131,T120,T120,John Cook,1,1,,,1.0
132,T120,T120,Fred Couples,5,1,,,
133,T120,T120,John Daly,18,1,,,
134,T120,T120,David Duval,24,1,,,
135,T120,T120,Simon Dyson,3,1,,,
136,T120,T120,Steve Elkington,17,1,,,
137,T120,T120,Ernie Els,21,1,,,
138,T120,T120,Bob Estes,12,1,,1.0,
139,T120,T120,Steve Flesch,27,1,,,1.0
140,T120,T120,Harrison Frazar,19,1,1.0,,
141,T120,T120,Hiroyuki Fujita,7,1,,,
142,T120,T120,Lucas Glover,23,1,1.0,,
143,T120,T120,Fabián Gómez,26,1,,,
144,T120,T120,Retief Goosen,16,1,,,1.0
145,T120,T120,Peter Hanson,12,1,,,
146,T120,T120,J.J. Henry,28,1,,,
147,T120,T120,Ryo Ishikawa,10,1,,,
148,T120,T120,Raphael Jacquelin,2,1,,,
149,T120,T120,Miguel Angel Jiménez,7,1,,,
150,T120,T120,Matt Jones,25,1,,,
151,T120,T120,Martin Kaymer,10,1,,1.0,
152,T120,T120,Justin Leonard,26,1,,1.0,
153,T120,T120,Michael Letzig,13,1,,,
154,T120,T120,Peter Lonard,2,1,,,
155,T120,T120,Jarrod Lyle,29,1,,,
156,T120,T120,Matteo Manassero,8,1,,,
157,T120,T120,Ben Martin,25,1,,,
158,T120,T120,Shigeki Maruyama,2,1,,,
159,T120,T120,David Mathis,25,1,,,
160,T120,T120,Scott McCarron,22,1,,,
161,T120,T120,John Merrick,21,1,,,
162,T120,T120,Zack Miller,30,1,,,
163,T120,T120,Francesco Molinari,11,1,,,1.0
164,T120,T120,Sean O'Hair,24,1,1.0,,
165,T120,T120,Joe Ogilvie,24,1,,,1.0
166,T120,T120,Cameron Percy,12,1,,,
167,T120,T120,Ian Poulter,16,1,,,
168,T120,T120,Alvaro Quiros,8,1,,,
169,T120,T120,Chris Riley,25,1,,,
170,T120,T120,Kevin Stadler,27,1,,,
171,T120,T120,Chris Tidland,12,1,,,
172,T120,T120,D.J. Trahan,30,1,,,
173,T120,T120,Marc Turnesa,20,1,,,
174,T120,T120,Johnson Wagner,25,1,1.0,,
175,T120,T120,Charlie Wi,25,1,,1.0,
176,T120,T120,Garrett Willis,24,1,,,
