,Driving_Pct._260-280_All_Drives_RANK THIS WEEK,Driving_Pct._260-280_All_Drives_RANK LAST WEEK,Driving_Pct._260-280_All_Drives_PLAYER NAME,Driving_Pct._260-280_All_Drives_ROUNDS,Driving_Pct._260-280_All_Drives_%,Driving_Pct._260-280_All_Drives_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._260-280_All_Drives_RELATIVE TO PAR
0,1,1,Jerry Kelly,84,41.59,423,1017,-0.047
1,2,2,Heath Slocum,93,41.41,434,1048,-0.016
2,3,3,Tim Clark,60,41.4,289,698,-0.059
3,4,4,Gavin Coles,72,40.15,320,797,-0.047
4,5,5,Justin Leonard,79,39.96,378,946,+0.003
5,6,6,Colt Knost,79,39.64,371,936,+0.043
6,7,7,Nick O'Hern,78,39.45,374,948,-0.016
7,8,8,Ben Curtis,62,39.14,263,672,-0.019
8,9,9,Brian Gay,91,38.58,419,1086,-0.021
9,10,10,Zach Johnson,95,38.06,392,1030,-0.041
10,11,11,Chris DiMarco,83,38.02,381,1002,-0.018
11,12,12,Stephen Ames,54,38.01,206,542,+0.097
12,13,13,Tom Pernice Jr.,62,37.93,275,725,+0.036
13,14,14,Dicky Pride,62,37.9,260,686,+0.031
14,15,15,Mark Wilson,84,37.89,360,950,-0.061
15,16,16,Patrick Sheehan,58,37.66,232,616,+0.091
16,17,17,Brian Davis,91,37.6,414,1101,-0.051
17,18,18,Billy Hurley III,70,37.34,298,798,+0.070
18,19,19,Luke Donald,63,37.28,249,668,-0.112
19,20,20,Jason Bohn,81,37.25,342,918,-0.018
20,21,21,David Toms,60,37.13,228,614,-0.061
21,22,22,John Mallinger,74,36.64,321,876,-0.016
22,23,23,Tommy Biershenk,74,36.42,295,810,+0.115
23,24,24,Rocco Mediate,70,36.09,292,809,E
24,25,25,Kyle Thompson,51,35.98,186,517,+0.075
25,26,26,David Mathis,83,35.93,346,963,+0.014
26,T27,T27,Scott Dunlap,57,35.71,230,644,+0.035
27,T27,T27,Graeme McDowell,55,35.71,190,532,+0.021
28,29,29,Ryuji Imada,78,35.41,341,963,+0.029
29,30,30,Matt Kuchar,86,35.19,323,918,-0.105
30,31,31,Alexandre Rocha,62,35.0,245,700,+0.041
31,32,32,Jim Furyk,85,34.66,314,906,-0.089
32,33,33,Richard Lee,71,34.63,276,797,-0.040
33,34,34,Kevin Na,80,34.58,314,908,+0.006
34,35,35,Steve Wheatcroft,56,34.52,203,588,-0.064
35,36,36,Brendon Todd,78,34.51,303,878,+0.116
36,37,37,Bryce Molder,83,34.44,342,993,-0.041
37,38,38,Billy Mayfair,90,34.25,373,1089,+0.078
38,39,39,Jeff Maggert,83,34.1,371,1088,+0.040
39,40,40,Greg Chalmers,88,33.97,355,1045,-0.014
40,41,41,Gary Christian,91,33.94,355,1046,+0.048
41,42,42,"Ted Potter, Jr.",77,33.8,288,852,-0.003
42,43,43,Y.E. Yang,64,33.78,227,672,+0.053
43,44,44,Cameron Beckman,81,33.75,325,963,+0.012
44,45,45,Ken Duke,104,33.41,419,1254,-0.060
45,46,46,Arjun Atwal,79,33.08,304,919,+0.063
46,47,47,Bob Estes,78,32.67,296,906,+0.020
47,48,48,Russell Knox,72,32.31,253,783,+0.016
48,49,49,Vaughn Taylor,81,32.18,288,895,+0.052
49,50,50,Chris Stroud,86,32.13,337,1049,+0.024
50,51,51,Spencer Levin,81,32.1,296,922,+0.064
51,52,52,Chez Reavie,83,32.03,294,918,-0.007
52,53,53,Stuart Appleby,75,31.97,290,907,+0.014
53,54,54,David Hearn,95,31.9,392,1229,+0.010
54,55,55,Jonas Blixt,72,31.84,285,895,-0.007
55,56,56,Nathan Green,73,31.58,252,798,-0.028
56,57,57,Robert Allenby,76,31.41,289,920,+0.097
57,58,58,William McGirt,96,31.36,345,1100,-0.043
58,59,59,Charlie Wi,86,30.81,313,1016,+0.016
59,60,60,Johnson Wagner,88,30.68,327,1066,+0.006
60,61,61,K.J. Choi,71,30.48,239,784,-0.008
61,62,62,Kyle Reifers,86,30.39,313,1030,E
62,63,63,Sung Kang,75,30.24,261,863,+0.157
63,64,64,Ben Crane,73,30.23,263,870,+0.072
64,65,65,Rod Pampling,88,30.22,291,963,+0.034
65,66,66,Matt Bettencourt,80,30.11,252,837,+0.087
66,67,67,Brendon de Jonge,115,29.92,426,1424,-0.033
67,68,68,D.A. Points,88,29.73,333,1120,-0.054
68,69,69,Marco Dawson,60,29.44,189,642,+0.153
69,T70,T70,Kris Blanks,65,29.34,245,835,+0.086
70,T70,T70,Chad Campbell,84,29.34,299,1019,-0.017
71,72,72,Ian Poulter,57,29.32,156,532,-0.019
72,73,73,Freddie Jacobson,61,29.22,180,616,+0.044
73,74,74,Michael Thompson,80,28.43,257,904,+0.039
74,T75,T75,Blake Adams,107,28.34,348,1228,+0.049
75,T75,T75,George McNeill,85,28.34,280,988,+0.096
76,77,77,Justin Rose,69,28.32,209,738,-0.033
77,78,78,Bill Lunde,83,28.3,264,933,-0.015
78,79,79,Kevin Kisner,69,28.11,208,740,E
79,80,80,Mathew Goggin,65,28.09,216,769,+0.116
80,81,81,Brian Harman,101,27.93,343,1228,+0.003
81,82,82,Stewart Cink,71,27.79,209,752,+0.029
82,T83,T83,Tom Gillis,75,27.78,267,961,+0.071
83,T83,T83,Derek Lamely,64,27.78,217,781,+0.046
84,85,85,D.J. Trahan,73,27.75,240,865,+0.108
85,86,86,J.J. Henry,93,27.7,274,989,-0.007
86,87,87,Brandt Snedeker,81,27.65,250,904,-0.012
87,T88,T88,Matt Every,80,27.52,246,894,-0.004
88,T88,T88,Daniel Summerhays,81,27.52,262,952,+0.046
89,90,90,Steve Stricker,73,27.37,208,760,-0.053
90,91,91,Hunter Haas,69,27.1,197,727,+0.051
91,92,92,Ricky Barnes,92,26.96,309,1146,+0.120
92,93,93,James Driscoll,83,26.82,261,973,+0.061
93,94,94,Roland Thatcher,55,26.79,165,616,+0.133
94,95,95,Padraig Harrington,67,26.68,167,626,-0.054
95,96,96,Kevin Stadler,85,26.43,259,980,-0.004
96,97,97,Will Claxton,99,26.42,317,1200,-0.035
97,98,98,Tim Herron,88,26.39,280,1061,+0.057
98,T99,T99,Roberto Castro,92,26.34,276,1048,+0.022
99,T99,T99,J.J. Killeen,101,26.34,309,1173,+0.068
100,101,101,Ryan Moore,89,26.28,297,1130,+0.017
101,102,102,John Huh,99,25.93,308,1188,+0.058
102,103,103,Michael Bradley,63,25.88,199,769,+0.101
103,104,104,Robert Karlsson,54,25.78,148,574,+0.081
104,105,105,Henrik Stenson,51,25.68,151,588,+0.026
105,106,106,Chris Kirk,93,25.67,306,1192,-0.007
106,107,107,Miguel Angel Carballo,73,25.63,204,796,+0.103
107,108,108,Hunter Mahan,88,25.45,228,896,+0.039
108,109,109,Danny Lee,74,25.0,206,824,+0.015
109,T110,T110,Trevor Immelman,76,24.84,198,797,+0.045
110,T110,T110,Garth Mulroy,59,24.84,160,644,+0.069
111,T112,T112,Sangmoon Bae,81,24.75,196,792,+0.061
112,T112,T112,Kevin Chappell,91,24.75,248,1002,+0.065
113,114,114,Billy Horschel,63,24.7,166,672,+0.048
114,115,115,Charley Hoffman,88,24.65,261,1059,+0.077
115,T116,T116,Jason Dufner,83,24.61,219,890,-0.023
116,T116,T116,Brendan Steele,77,24.61,221,898,+0.095
117,118,118,Ernie Els,80,24.5,222,906,-0.036
118,119,119,Greg Owen,90,24.49,263,1074,+0.076
119,120,120,Boo Weekley,74,24.44,198,810,-0.005
120,121,121,Matt Jones,53,23.94,147,614,-0.034
121,122,122,Webb Simpson,77,23.92,221,924,-0.050
122,123,123,Bud Cauley,99,23.9,303,1268,+0.020
123,124,124,Geoff Ogilvy,73,23.89,183,766,+0.093
124,125,125,Jonathan Byrd,69,23.85,187,784,+0.021
125,126,126,Andres Romero,68,23.67,178,752,+0.253
126,127,127,John Rollins,81,23.64,234,990,+0.017
127,128,128,Lee Westwood,60,23.57,132,560,-0.098
128,129,129,Bo Van Pelt,84,23.56,213,904,-0.061
129,130,130,Camilo Villegas,79,23.48,239,1018,+0.038
130,131,131,Cameron Tringale,88,23.41,251,1072,+0.147
131,132,132,Marc Leishman,84,23.4,248,1060,+0.081
132,133,133,Scott Brown,65,23.21,165,711,+0.164
133,T134,T134,Rickie Fowler,84,23.05,213,924,+0.085
134,T134,T134,Brandt Jobe,57,23.05,145,629,+0.097
135,136,136,Harris English,98,22.98,279,1214,-0.025
136,T137,T137,Jeff Overton,101,22.93,294,1282,+0.027
137,T137,T137,Kevin Streelman,89,22.93,246,1073,+0.106
138,139,139,Pat Perez,81,22.92,220,960,+0.050
139,T140,T140,Carl Pettersson,92,22.85,255,1116,+0.012
140,T140,T140,John Senden,81,22.85,197,862,+0.036
141,142,142,Phil Mickelson,79,22.79,191,838,+0.037
142,143,143,Mark Anderson,75,22.72,194,854,+0.062
143,144,144,Stephen Gangluff,57,22.63,136,601,+0.037
144,145,145,John Merrick,83,22.59,227,1005,+0.070
145,146,146,Vijay Singh,99,22.39,253,1130,+0.032
146,147,147,Rory Sabbatini,84,22.27,224,1006,+0.004
147,148,148,Davis Love III,64,22.25,162,728,-0.049
148,149,149,Chris Couch,61,22.24,167,751,+0.030
149,150,150,Ryo Ishikawa,54,21.9,113,516,+0.168
150,151,151,Tommy Gainey,98,21.88,275,1257,+0.131
151,152,152,Charl Schwartzel,56,21.68,121,558,-0.025
152,153,153,Bill Haas,79,20.68,177,856,-0.034
153,154,154,Martin Flores,95,20.42,234,1146,+0.021
154,155,155,Martin Laird,77,20.37,154,756,+0.039
155,156,156,Sean O'Hair,84,20.36,217,1066,+0.106
156,157,157,Charles Howell III,98,20.35,219,1076,+0.059
157,158,158,Bobby Gates,87,20.19,214,1060,+0.140
158,159,159,Jimmy Walker,101,19.87,252,1268,-0.024
159,160,160,Erik Compton,81,19.8,177,894,+0.147
160,161,161,Aaron Baddeley,73,19.77,153,774,+0.065
161,162,162,Nick Watney,97,19.55,208,1064,-0.005
162,163,163,Sergio Garcia,57,19.44,119,612,+0.042
163,164,164,Edward Loar,59,19.27,116,602,+0.034
164,165,165,Daniel Chopra,55,19.1,115,602,+0.035
165,166,166,Ángel Cabrera,54,18.99,98,516,+0.143
166,167,167,Gary Woodland,70,18.87,140,742,+0.057
167,168,168,Josh Teater,97,18.65,216,1158,+0.120
168,169,169,Graham DeLaet,79,18.55,184,992,+0.054
169,170,170,Louis Oosthuizen,65,18.48,126,682,+0.056
170,171,171,Tiger Woods,69,18.3,123,672,-0.073
171,172,172,Jason Kokrak,79,17.65,170,963,+0.153
172,173,173,Troy Kelly,68,17.56,125,712,+0.240
173,174,174,Scott Stallings,78,17.3,165,954,+0.024
174,175,175,Seung-Yul Noh,105,17.27,205,1187,+0.059
175,176,176,Adam Scott,59,16.9,97,574,E
176,177,177,Keegan Bradley,90,16.63,166,998,-0.012
177,178,178,Harrison Frazar,56,16.44,111,675,+0.027
178,179,179,Troy Matteson,100,16.42,190,1157,+0.100
179,180,180,Kyle Stanley,86,15.93,156,979,+0.096
180,181,181,Scott Piercy,95,15.63,188,1203,-0.011
181,182,182,Robert Garrigus,89,15.24,157,1030,+0.064
182,183,183,Jhonattan Vegas,77,15.1,146,967,+0.048
183,184,184,Ryan Palmer,81,14.9,148,993,+0.155
184,185,185,Jason Day,57,14.07,92,654,+0.120
185,186,186,J.B. Holmes,90,13.83,151,1092,+0.086
186,187,187,Rory McIlroy,60,13.04,73,560,-0.151
187,188,188,Dustin Johnson,70,12.69,94,741,+0.011
188,189,189,Charlie Beljan,61,11.67,70,600,+0.043
189,190,190,John Daly,50,11.17,59,528,+0.220
190,191,191,Bubba Watson,68,8.5,61,718,-0.016
