,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
72,T47,T47,Lee Westwood,60,6.3,251.5,40,7.0,3.9
73,T47,T47,Tiger Woods,69,6.3,219.1,35,7.3,4.3
74,T75,T75,Robert Allenby,76,6.2,324.1,52,7.4,2.1
75,T75,T75,Mark Anderson,75,6.2,274.0,44,7.4,2.2
76,T75,T75,Kevin Chappell,91,6.2,414.1,67,7.5,3.1
77,T75,T75,Daniel Chopra,55,6.2,230.6,37,7.5,2.7
78,T75,T75,John Daly,50,6.2,161.3,26,7.3,3.5
79,T75,T75,Brendon de Jonge,115,6.2,520.5,84,7.1,1.4
80,T75,T75,Harris English,98,6.2,463.8,75,7.3,2.9
81,T75,T75,Martin Flores,95,6.2,379.0,61,7.8,4.5
82,T75,T75,Sergio Garcia,57,6.2,271.7,44,7.3,3.5
83,T75,T75,Mathew Goggin,65,6.2,299.5,48,7.6,3.2
84,T75,T75,Ryo Ishikawa,54,6.2,148.2,24,7.6,1.3
85,T75,T75,Brandt Jobe,57,6.2,197.1,32,7.1,4.6
86,T75,T75,Dustin Johnson,70,6.2,212.1,34,7.6,1.9
87,T75,T75,Jerry Kelly,84,6.2,437.3,71,7.0,3.4
88,T75,T75,Richard Lee,71,6.2,278.6,45,7.5,2.8
89,T75,T75,Rocco Mediate,70,6.2,334.8,54,7.1,4.0
90,T75,T75,Bryce Molder,83,6.2,392.5,63,7.4,3.0
91,T75,T75,Andres Romero,68,6.2,292.0,47,7.4,4.3
92,T75,T75,Justin Rose,69,6.2,290.3,47,7.2,4.1
93,T75,T75,Vijay Singh,99,6.2,407.7,66,7.4,3.1
94,T75,T75,Scott Stallings,78,6.2,352.0,57,7.5,3.0
95,T75,T75,Vaughn Taylor,81,6.2,327.5,53,7.2,4.2
96,T75,T75,Brendon Todd,78,6.2,322.4,52,7.4,4.2
97,T75,T75,Jimmy Walker,101,6.2,402.0,65,7.4,2.9
98,T99,T99,Tommy Biershenk,74,6.1,315.7,52,7.3,0.8
99,T99,T99,Jason Bohn,81,6.1,358.2,59,6.9,1.5
100,T99,T99,Scott Brown,65,6.1,256.2,42,7.0,3.6
101,T99,T99,Stewart Cink,71,6.1,227.1,37,8.2,3.2
102,T99,T99,Erik Compton,81,6.1,309.2,51,7.3,0.6
103,T99,T99,Matt Every,80,6.1,319.2,52,7.4,3.5
104,T99,T99,J.J. Henry,93,6.1,284.4,47,7.0,3.8
105,T99,T99,Tim Herron,88,6.1,420.5,69,7.3,1.7
106,T99,T99,Zach Johnson,95,6.1,418.0,68,7.2,4.2
107,T99,T99,Colt Knost,79,6.1,374.1,61,6.9,3.7
108,T99,T99,Derek Lamely,64,6.1,298.8,49,7.1,4.0
109,T99,T99,John Merrick,83,6.1,361.7,59,7.1,3.9
110,T99,T99,Ryan Moore,89,6.1,464.7,76,7.1,4.5
111,T99,T99,Sean O'Hair,84,6.1,374.6,61,7.3,3.9
112,T99,T99,Greg Owen,90,6.1,347.2,57,7.5,1.7
113,T99,T99,Heath Slocum,93,6.1,406.9,67,6.9,3.7
114,T99,T99,Steve Stricker,73,6.1,281.6,46,7.2,0.7
115,T99,T99,Roland Thatcher,55,6.1,214.7,35,7.1,3.6
116,T117,T117,Arjun Atwal,79,6.0,340.8,57,7.5,1.3
117,T117,T117,Chad Campbell,84,6.0,403.8,67,7.3,4.3
118,T117,T117,Miguel Angel Carballo,73,6.0,271.7,45,7.7,3.5
119,T117,T117,Brian Davis,91,6.0,449.6,75,6.9,2.7
120,T117,T117,Marco Dawson,60,6.0,232.7,39,6.9,2.3
121,T117,T117,James Driscoll,83,6.0,350.4,58,7.1,2.4
122,T117,T117,Jason Dufner,83,6.0,373.4,62,7.6,2.4
123,T117,T117,Bob Estes,78,6.0,308.0,51,7.0,4.9
124,T117,T117,Tommy Gainey,98,6.0,484.2,81,7.0,2.8
125,T117,T117,Brian Gay,91,6.0,428.2,71,7.3,4.5
126,T117,T117,Freddie Jacobson,61,6.0,220.3,37,6.8,4.9
127,T117,T117,Matt Jones,53,6.0,216.3,36,7.4,0.5
128,T117,T117,Sung Kang,75,6.0,295.5,49,7.2,1.7
129,T117,T117,Matt Kuchar,86,6.0,409.1,68,6.8,3.2
130,T117,T117,Danny Lee,74,6.0,287.6,48,7.0,2.7
131,T117,T117,Jeff Maggert,83,6.0,405.8,68,6.8,4.3
132,T117,T117,John Mallinger,74,6.0,350.8,58,6.7,4.1
133,T117,T117,Graeme McDowell,55,6.0,235.5,39,7.0,5.0
134,T117,T117,Rod Pampling,88,6.0,364.8,61,6.9,3.1
135,T117,T117,Tom Pernice Jr.,62,6.0,290.2,48,7.2,3.3
136,T117,T117,Alexandre Rocha,62,6.0,268.6,45,6.7,3.6
137,T117,T117,Charl Schwartzel,56,6.0,198.5,33,7.2,3.8
138,T117,T117,Chris Stroud,86,6.0,380.4,63,7.4,2.8
139,T117,T117,Daniel Summerhays,81,6.0,352.5,59,7.1,1.7
140,T117,T117,Johnson Wagner,88,6.0,415.8,69,6.9,2.0
141,T117,T117,Steve Wheatcroft,56,6.0,216.2,36,7.1,1.1
142,T117,T117,Charlie Wi,86,6.0,354.4,59,7.1,1.9
143,T117,T117,Gary Woodland,70,6.0,235.1,39,7.5,3.6
144,T145,T145,Blake Adams,107,5.9,318.6,54,7.2,4.2
145,T145,T145,Stuart Appleby,75,5.9,326.5,55,6.9,4.1
146,T145,T145,Sangmoon Bae,81,5.9,329.4,56,7.3,2.3
147,T145,T145,Matt Bettencourt,80,5.9,257.5,44,7.4,1.8
148,T145,T145,Michael Bradley,63,5.9,194.8,33,7.3,2.9
149,T145,T145,Greg Chalmers,88,5.9,421.3,72,6.8,3.0
150,T145,T145,K.J. Choi,71,5.9,281.4,48,6.9,2.3
151,T145,T145,Gary Christian,91,5.9,328.3,56,6.7,3.7
152,T145,T145,Tim Clark,60,5.9,277.4,47,6.6,4.3
153,T145,T145,Will Claxton,99,5.9,450.0,76,6.9,3.6
154,T145,T145,Chris DiMarco,83,5.9,350.0,59,7.1,0.7
155,T145,T145,Ken Duke,104,5.9,455.8,77,7.0,4.4
156,T145,T145,Jim Furyk,85,5.9,340.3,58,6.7,3.8
157,T145,T145,Tom Gillis,75,5.9,384.1,65,6.9,3.5
158,T145,T145,John Huh,99,5.9,459.9,78,7.2,2.9
159,T145,T145,Ryuji Imada,78,5.9,316.6,54,7.2,1.4
160,T145,T145,Troy Kelly,68,5.9,241.0,41,7.0,0.8
161,T145,T145,David Mathis,83,5.9,346.4,59,6.8,1.8
162,T145,T145,William McGirt,96,5.9,445.2,75,7.4,2.7
163,T145,T145,D.A. Points,88,5.9,408.3,69,7.0,1.9
164,T145,T145,"Ted Potter, Jr.",77,5.9,326.4,55,6.8,4.5
165,T145,T145,Rory Sabbatini,84,5.9,389.6,66,6.9,3.9
166,T145,T145,Boo Weekley,74,5.9,308.8,52,6.7,3.3
167,T145,T145,Y.E. Yang,64,5.9,225.4,38,6.8,2.4
168,T169,T169,Stephen Ames,54,5.8,168.7,29,6.7,5.0
169,T169,T169,Cameron Beckman,81,5.8,363.0,63,6.8,2.8
170,T169,T169,Scott Dunlap,57,5.8,237.3,41,6.9,3.8
171,T169,T169,Stephen Gangluff,57,5.8,207.9,36,7.2,1.7
172,T169,T169,Brian Harman,101,5.8,495.9,85,7.1,3.2
173,T169,T169,Billy Hurley III,70,5.8,276.3,48,7.2,2.1
174,T169,T169,J.J. Killeen,101,5.8,352.1,61,7.2,3.4
175,T169,T169,Russell Knox,72,5.8,289.7,50,7.0,2.3
176,T169,T169,Spencer Levin,81,5.8,316.4,55,7.1,0.7
177,T169,T169,Carl Pettersson,92,5.8,432.2,74,6.9,2.5
178,T169,T169,Kyle Thompson,51,5.8,179.6,31,6.7,1.8
179,T169,T169,David Toms,60,5.8,224.6,39,6.7,3.3
180,T169,T169,D.J. Trahan,73,5.8,277.9,48,7.1,4.1
181,T182,T182,Ricky Barnes,92,5.7,396.4,69,7.0,1.8
182,T182,T182,Nathan Green,73,5.7,237.8,42,6.9,3.3
183,T182,T182,Jason Kokrak,79,5.7,319.9,56,7.5,0.7
184,T182,T182,Justin Leonard,79,5.7,308.4,54,6.7,3.9
185,T182,T182,Patrick Sheehan,58,5.7,194.2,34,6.8,2.4
186,T187,T187,Hunter Haas,69,5.6,253.0,45,7.1,1.9
187,T187,T187,Trevor Immelman,76,5.6,275.7,49,6.7,1.7
188,T187,T187,Nick O'Hern,78,5.6,291.5,52,7.0,3.3
189,T187,T187,Camilo Villegas,79,5.6,376.0,67,7.0,0.8
190,191,191,Gavin Coles,72,5.5,253.2,46,6.3,2.5
