,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
30,31,31,John Huh,99,0.391,33.219,85
31,32,32,Chris Couch,61,0.377,20.378,54
32,33,33,Martin Laird,77,0.374,20.21,54
33,34,34,Charl Schwartzel,56,0.35600000000000004,14.227,40
34,T35,T35,Seung-Yul Noh,105,0.355,30.166999999999998,85
35,T35,T35,Justin Rose,69,0.355,18.813,53
36,37,37,Kevin Stadler,85,0.35100000000000003,24.572,70
37,38,38,Sergio Garcia,57,0.34600000000000003,15.215,44
38,39,39,Henrik Stenson,51,0.34299999999999997,14.402000000000001,42
39,40,40,Brian Harman,101,0.337,29.631,88
40,41,41,Greg Owen,90,0.336,25.836,77
41,42,42,Charley Hoffman,88,0.33399999999999996,25.388,76
42,43,43,Bobby Gates,87,0.331,25.168000000000003,76
43,44,44,Gary Woodland,70,0.32,16.972,53
44,45,45,Jeff Maggert,83,0.287,22.381,78
45,46,46,Harris English,98,0.28600000000000003,24.844,87
46,47,47,Tim Clark,60,0.285,14.25,50
47,T48,T48,John Daly,50,0.272,10.343,38
48,T48,T48,Ernie Els,80,0.272,17.687,65
49,50,50,Sean O'Hair,84,0.255,19.416,76
50,51,51,Heath Slocum,93,0.248,18.631,75
51,52,52,Rory Sabbatini,84,0.247,17.805999999999997,72
52,53,53,Roberto Castro,92,0.244,18.317,75
53,54,54,Blake Adams,107,0.237,20.843000000000004,88
54,55,55,Kevin Chappell,91,0.228,16.427,72
55,56,56,Jim Furyk,85,0.225,14.613,65
56,57,57,Webb Simpson,77,0.222,14.636,66
57,58,58,Erik Compton,81,0.215,13.728,64
58,59,59,Tom Gillis,75,0.207,14.285,69
59,60,60,Davis Love III,64,0.20600000000000002,10.709000000000001,52
60,61,61,John Merrick,83,0.20199999999999999,14.537,72
61,62,62,Daniel Summerhays,81,0.2,13.607000000000001,68
62,T63,T63,Ángel Cabrera,54,0.198,7.32,37
63,T63,T63,Brandt Jobe,57,0.198,8.902999999999999,45
64,65,65,Cameron Tringale,88,0.195,15.020999999999999,77
65,66,66,Padraig Harrington,67,0.193,8.669,45
66,67,67,Kris Blanks,65,0.192,11.517000000000001,60
67,68,68,Ian Poulter,57,0.18600000000000003,7.07,38
68,69,69,Brendon de Jonge,115,0.185,18.822,102
69,T70,T70,Scott Brown,65,0.17,8.689,51
70,T70,T70,Gary Christian,91,0.17,12.716,75
71,72,72,Ryan Moore,89,0.163,13.234000000000002,81
72,73,73,Geoff Ogilvy,73,0.158,8.674,55
73,74,74,Tim Herron,88,0.152,11.559000000000001,76
74,75,75,David Toms,60,0.131,5.763999999999999,44
75,76,76,Chez Reavie,83,0.125,8.255,66
76,77,77,Hunter Haas,69,0.12300000000000001,6.3839999999999995,52
77,78,78,Jason Day,57,0.121,5.669,47
78,79,79,Steve Stricker,73,0.11599999999999999,6.257000000000001,54
79,80,80,Zach Johnson,95,0.11199999999999999,8.27,74
80,T81,T81,Matt Kuchar,86,0.11,7.285,66
81,T81,T81,Kevin Streelman,89,0.11,8.443,77
82,T83,T83,Harrison Frazar,56,0.10800000000000001,5.1979999999999995,48
83,T83,T83,Mathew Goggin,65,0.10800000000000001,5.9670000000000005,55
84,T85,T85,Kevin Kisner,69,0.106,5.61,53
85,T85,T85,Richard Lee,71,0.106,6.015,57
86,87,87,Ben Crane,73,0.102,6.343,62
87,88,88,Pat Perez,81,0.099,6.84,69
88,89,89,Charles Howell III,98,0.098,7.561,77
89,90,90,D.J. Trahan,73,0.08800000000000001,5.446000000000001,62
90,91,91,Brendan Steele,77,0.084,5.3629999999999995,64
91,T92,T92,Billy Mayfair,90,0.08,6.244,78
92,T92,T92,Camilo Villegas,79,0.08,5.812,73
93,94,94,Martin Flores,95,0.077,6.294,82
94,95,95,Sangmoon Bae,81,0.069,3.957,57
95,96,96,D.A. Points,88,0.067,5.398,80
96,97,97,Bud Cauley,99,0.065,5.936,91
97,98,98,K.J. Choi,71,0.064,3.577,56
98,99,99,Scott Dunlap,57,0.062,2.864,46
99,100,100,Rod Pampling,88,0.061,4.195,69
100,101,101,Edward Loar,59,0.059000000000000004,2.535,43
101,102,102,Kyle Reifers,86,0.055999999999999994,4.143,74
102,103,103,Bill Lunde,83,0.052000000000000005,3.48,67
103,104,104,J.J. Henry,93,0.051,3.592,71
104,105,105,Russell Knox,72,0.049,2.739,56
105,106,106,Carl Pettersson,92,0.040999999999999995,3.252,80
106,107,107,Chris Kirk,93,0.032,2.725,85
107,108,108,Ken Duke,104,0.019,1.726,90
108,109,109,Steve Wheatcroft,56,0.001,0.053,42
109,110,110,Stuart Appleby,75,-0.003,-0.193,65
110,111,111,Garth Mulroy,59,-0.004,-0.2,46
111,T112,T112,Brian Davis,91,-0.012,-0.98,79
112,T112,T112,Jhonattan Vegas,77,-0.012,-0.8009999999999999,69
113,114,114,Nick Watney,97,-0.016,-1.186,76
114,115,115,Jerry Kelly,84,-0.018000000000000002,-1.288,73
115,116,116,David Hearn,95,-0.022000000000000002,-1.899,88
116,117,117,Johnson Wagner,88,-0.027000000000000003,-2.055,76
117,T118,T118,Chad Campbell,84,-0.04,-2.89,73
118,T118,T118,Robert Karlsson,54,-0.04,-1.6480000000000001,41
119,120,120,Miguel Angel Carballo,73,-0.042,-2.378,57
120,T121,T121,Ben Curtis,62,-0.044000000000000004,-2.1,48
121,T121,T121,Jason Kokrak,79,-0.044000000000000004,-3.0410000000000004,69
122,123,123,Matt Every,80,-0.051,-3.28,64
123,124,124,J.J. Killeen,101,-0.063,-5.272,84
124,125,125,Troy Matteson,100,-0.066,-5.454,83
125,126,126,Freddie Jacobson,61,-0.071,-3.1260000000000003,44
126,127,127,Alexandre Rocha,62,-0.083,-4.136,50
127,128,128,John Mallinger,74,-0.086,-5.388999999999999,63
128,129,129,William McGirt,96,-0.092,-7.244,79
129,130,130,Jonas Blixt,72,-0.1,-6.377000000000001,64
130,131,131,Phil Mickelson,79,-0.10300000000000001,-6.207000000000001,60
131,132,132,Rocco Mediate,70,-0.106,-6.156000000000001,58
132,T133,T133,Aaron Baddeley,73,-0.10800000000000001,-5.945,55
133,T133,T133,Tommy Gainey,98,-0.10800000000000001,-9.737,90
134,135,135,Jason Bohn,81,-0.11,-7.249,66
135,136,136,Y.E. Yang,64,-0.11800000000000001,-5.682,48
136,137,137,Arjun Atwal,79,-0.132,-8.71,66
137,138,138,Trevor Immelman,76,-0.14,-7.9670000000000005,57
138,139,139,George McNeill,85,-0.149,-10.591,71
139,140,140,Roland Thatcher,55,-0.156,-6.858,44
140,141,141,Luke Donald,63,-0.188,-9.03,48
141,142,142,"Ted Potter, Jr.",77,-0.191,-11.657,61
142,143,143,Matt Jones,53,-0.192,-8.429,44
143,144,144,Charlie Wi,86,-0.19699999999999998,-14.398,73
144,145,145,Ryo Ishikawa,54,-0.19899999999999998,-7.355,37
145,146,146,Danny Lee,74,-0.20199999999999999,-11.905999999999999,59
146,147,147,David Mathis,83,-0.203,-14.0,69
147,148,148,Kyle Thompson,51,-0.204,-7.537999999999999,37
148,149,149,Spencer Levin,81,-0.207,-13.64,66
149,150,150,Marc Leishman,84,-0.209,-15.899000000000001,76
150,151,151,Troy Kelly,68,-0.21100000000000002,-10.762,51
151,152,152,Andres Romero,68,-0.21600000000000003,-11.652000000000001,54
152,153,153,Mark Anderson,75,-0.217,-13.208,61
153,154,154,Jonathan Byrd,69,-0.22,-12.333,56
154,155,155,Cameron Beckman,81,-0.226,-15.619000000000002,69
155,156,156,Chris Stroud,86,-0.23600000000000002,-17.723,75
156,157,157,Jimmy Walker,101,-0.243,-22.156999999999996,91
157,T158,T158,Kevin Na,80,-0.255,-16.586,65
158,T158,T158,Mark Wilson,84,-0.255,-17.340999999999998,68
159,160,160,Brandt Snedeker,81,-0.276,-17.939,65
160,161,161,Stephen Ames,54,-0.27699999999999997,-10.809000000000001,39
161,162,162,Dicky Pride,62,-0.287,-14.07,49
162,163,163,Ricky Barnes,92,-0.29,-23.74,82
163,164,164,Vaughn Taylor,81,-0.327,-20.913,64
164,165,165,Greg Chalmers,88,-0.335,-25.134,75
165,166,166,Brian Gay,91,-0.364,-28.375999999999998,78
166,167,167,Chris DiMarco,83,-0.371,-26.699,72
167,168,168,Michael Thompson,80,-0.375,-24.391,65
168,169,169,Justin Leonard,79,-0.401,-27.24,68
169,170,170,Robert Allenby,76,-0.449,-29.663,66
170,171,171,Bob Estes,78,-0.45399999999999996,-29.521,65
171,172,172,Patrick Sheehan,58,-0.46799999999999997,-20.613000000000003,44
172,173,173,Nathan Green,73,-0.479,-27.318,57
173,174,174,Stewart Cink,71,-0.485,-26.174,54
174,175,175,Daniel Chopra,55,-0.489,-21.024,43
175,176,176,James Driscoll,83,-0.525,-36.735,70
176,177,177,Tommy Biershenk,74,-0.551,-31.964000000000002,58
177,178,178,Matt Bettencourt,80,-0.5579999999999999,-33.488,60
178,179,179,Colt Knost,79,-0.5660000000000001,-37.942,67
179,180,180,Brendon Todd,78,-0.57,-35.903,63
180,181,181,Marco Dawson,60,-0.606,-27.875999999999998,46
181,182,182,Sung Kang,75,-0.628,-38.918,62
182,183,183,Bryce Molder,83,-0.632,-44.88,71
183,184,184,Gavin Coles,72,-0.6759999999999999,-38.525,57
184,185,185,Derek Lamely,64,-0.754,-42.203,56
185,186,186,Nick O'Hern,78,-0.86,-58.494,68
186,187,187,Ryuji Imada,78,-0.919,-63.427,69
187,188,188,Tom Pernice Jr.,62,-0.9209999999999999,-47.89,52
188,189,189,Stephen Gangluff,57,-0.932,-40.09,43
189,190,190,Billy Hurley III,70,-0.9670000000000001,-55.126000000000005,57
190,191,191,Michael Bradley,63,-1.146,-63.02,55
