,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,Bubba Watson,68,63.79,458,718,-0.26
1,2,2,J.B. Holmes,90,54.3,593,1092,-0.153
2,3,3,Dustin Johnson,70,54.25,402,741,-0.187
3,4,4,Rory McIlroy,60,51.79,290,560,-0.252
4,5,5,Charlie Beljan,61,50.5,303,600,-0.125
5,6,6,Robert Garrigus,89,49.71,512,1030,-0.201
6,7,7,John Daly,50,49.05,259,528,-0.135
7,8,8,Gary Woodland,70,46.77,347,742,-0.161
8,9,9,Jason Day,57,46.18,302,654,-0.152
9,10,10,Kyle Stanley,86,46.17,452,979,-0.168
10,11,11,Ryan Palmer,81,46.02,457,993,-0.158
11,12,12,Adam Scott,59,45.82,263,574,-0.16
12,13,13,Scott Piercy,95,45.05,542,1203,-0.205
13,14,14,Keegan Bradley,90,43.39,433,998,-0.136
14,15,15,Scott Stallings,78,41.82,399,954,-0.095
15,16,16,Jhonattan Vegas,77,41.78,404,967,-0.094
16,17,17,Tiger Woods,69,39.58,266,672,-0.218
17,18,18,Josh Teater,97,39.38,456,1158,-0.18600000000000003
18,19,19,Jason Kokrak,79,39.04,376,963,-0.114
19,20,20,Martin Laird,77,39.02,295,756,-0.207
20,21,21,Sean O'Hair,84,38.93,415,1066,-0.188
21,22,22,Seung-Yul Noh,105,38.75,460,1187,-0.133
22,23,23,Harrison Frazar,56,38.52,260,675,-0.096
23,24,24,Edward Loar,59,38.21,230,602,-0.07400000000000001
24,25,25,Graham DeLaet,79,38.1,378,992,-0.159
25,26,26,Troy Matteson,100,37.86,438,1157,-0.105
26,27,27,Troy Kelly,68,37.22,265,712,-0.121
27,28,28,Bobby Gates,87,36.42,386,1060,-0.127
28,29,29,Louis Oosthuizen,65,36.36,248,682,-0.198
29,30,30,Ángel Cabrera,54,36.24,187,516,-0.16
30,31,31,Martin Flores,95,36.21,415,1146,-0.157
31,32,32,Harris English,98,35.58,432,1214,-0.111
32,33,33,Charles Howell III,98,33.64,362,1076,-0.22899999999999998
33,34,34,Daniel Chopra,55,33.55,202,602,-0.139
34,35,35,Aaron Baddeley,73,33.33,258,774,-0.205
35,36,36,Phil Mickelson,79,32.94,276,838,-0.21
36,37,37,Nick Watney,97,32.71,348,1064,-0.21
37,38,38,Chris Couch,61,32.62,245,751,-0.131
38,39,39,Lee Westwood,60,32.32,181,560,-0.138
39,40,40,Davis Love III,64,32.28,235,728,-0.11900000000000001
40,41,41,Erik Compton,81,32.1,287,894,-0.129
41,42,42,Vijay Singh,99,31.59,357,1130,-0.213
42,43,43,Carl Pettersson,92,31.54,352,1116,-0.185
43,44,44,Charley Hoffman,88,31.44,333,1059,-0.159
44,45,45,John Rollins,81,30.81,305,990,-0.16699999999999998
45,46,46,Jimmy Walker,101,30.76,390,1268,-0.159
46,47,47,Boo Weekley,74,30.62,248,810,-0.09300000000000001
47,48,48,Rickie Fowler,84,30.52,282,924,-0.149
48,49,49,Sergio Garcia,57,30.39,186,612,-0.253
49,50,50,Bo Van Pelt,84,30.09,272,904,-0.151
50,51,51,Kevin Chappell,91,30.04,301,1002,-0.163
51,52,52,Tommy Gainey,98,29.75,374,1257,-0.08800000000000001
52,53,53,Mark Anderson,75,29.63,253,854,-0.087
53,54,54,Greg Owen,90,29.61,318,1074,-0.16399999999999998
54,55,55,Bill Haas,79,29.32,251,856,-0.21899999999999997
55,56,56,Charl Schwartzel,56,28.67,160,558,-0.20600000000000002
56,57,57,Jason Dufner,83,28.65,255,890,-0.2
57,58,58,Jeff Overton,101,28.0,359,1282,-0.195
58,59,59,Scott Brown,65,27.85,198,711,-0.16699999999999998
59,60,60,Ryo Ishikawa,54,27.71,143,516,-0.126
60,61,61,Matt Jones,53,27.69,170,614,-0.094
61,62,62,Ernie Els,80,27.59,250,906,-0.128
62,63,63,Andres Romero,68,27.53,207,752,-0.184
63,64,64,Garth Mulroy,59,27.48,177,644,-0.158
64,65,65,Jonathan Byrd,69,27.42,215,784,-0.214
65,66,66,John Senden,81,27.26,235,862,-0.196
66,67,67,Brandt Jobe,57,26.87,169,629,-0.124
67,68,68,Robert Karlsson,54,26.66,153,574,-0.131
68,69,69,Kevin Streelman,89,26.65,286,1073,-0.157
69,70,70,Marc Leishman,84,26.42,280,1060,-0.193
70,71,71,Daniel Summerhays,81,25.74,245,952,-0.106
71,72,72,Chris Kirk,93,25.67,306,1192,-0.209
72,73,73,D.J. Trahan,73,25.43,220,865,-0.141
73,74,74,Rory Sabbatini,84,25.35,255,1006,-0.188
74,75,75,Webb Simpson,77,25.22,233,924,-0.27899999999999997
75,76,76,Hunter Mahan,88,25.11,225,896,-0.11599999999999999
76,77,77,Bill Lunde,83,25.08,234,933,-0.141
77,78,78,Camilo Villegas,79,25.05,255,1018,-0.192
78,T79,T79,Bud Cauley,99,25.0,317,1268,-0.21100000000000002
79,T79,T79,Billy Horschel,63,25.0,168,672,-0.17300000000000001
80,T79,T79,Kevin Stadler,85,25.0,245,980,-0.139
81,82,82,Steve Stricker,73,24.87,189,760,-0.249
82,83,83,Stephen Gangluff,57,24.13,145,601,-0.083
83,84,84,Brian Harman,101,24.1,296,1228,-0.18600000000000003
84,85,85,John Merrick,83,24.08,242,1005,-0.215
85,86,86,Roland Thatcher,55,24.03,148,616,-0.122
86,87,87,Stewart Cink,71,23.94,180,752,-0.094
87,88,88,Sangmoon Bae,81,23.86,189,792,-0.14300000000000002
88,T89,T89,Pat Perez,81,23.44,225,960,-0.244
89,T89,T89,Justin Rose,69,23.44,173,738,-0.20800000000000002
90,91,91,Brendan Steele,77,23.39,210,898,-0.214
91,92,92,J.J. Killeen,101,23.27,273,1173,-0.187
92,93,93,Cameron Tringale,88,23.13,248,1072,-0.242
93,94,94,Will Claxton,99,23.0,276,1200,-0.17800000000000002
94,95,95,Trevor Immelman,76,22.96,183,797,-0.131
95,96,96,James Driscoll,83,22.92,223,973,-0.14800000000000002
96,97,97,Roberto Castro,92,22.9,240,1048,-0.163
97,98,98,Danny Lee,74,22.82,188,824,-0.133
98,99,99,Derek Lamely,64,22.79,178,781,-0.039
99,100,100,Miguel Angel Carballo,73,22.61,180,796,-0.067
100,101,101,Henrik Stenson,51,22.45,132,588,-0.212
101,102,102,Chad Campbell,84,22.37,228,1019,-0.10099999999999999
102,103,103,Geoff Ogilvy,73,22.32,171,766,-0.158
103,104,104,Kyle Reifers,86,22.23,229,1030,-0.122
104,105,105,Freddie Jacobson,61,22.08,136,616,-0.096
105,106,106,Mathew Goggin,65,21.59,166,769,-0.187
106,107,107,Tim Herron,88,21.58,229,1061,-0.179
107,108,108,K.J. Choi,71,21.3,167,784,-0.18600000000000003
108,109,109,Padraig Harrington,67,21.25,133,626,-0.14300000000000002
109,110,110,Kevin Kisner,69,21.22,157,740,-0.127
110,111,111,Ben Crane,73,20.8,181,870,-0.298
111,112,112,John Huh,99,20.79,247,1188,-0.21899999999999997
112,113,113,Tommy Biershenk,74,20.74,168,810,-0.17300000000000001
113,114,114,Tom Gillis,75,20.71,199,961,-0.106
114,115,115,Ricky Barnes,92,20.68,237,1146,-0.165
115,116,116,Blake Adams,107,20.6,253,1228,-0.20199999999999999
116,117,117,Johnson Wagner,88,20.36,217,1066,-0.184
117,118,118,Brendon de Jonge,115,20.29,289,1424,-0.166
118,119,119,Matt Bettencourt,80,20.19,169,837,-0.107
119,120,120,J.J. Henry,93,20.12,199,989,-0.095
120,121,121,George McNeill,85,19.74,195,988,-0.262
121,122,122,Billy Mayfair,90,19.65,214,1089,-0.145
122,123,123,Rod Pampling,88,19.63,189,963,-0.16899999999999998
123,124,124,Hunter Haas,69,19.39,141,727,-0.142
124,125,125,Matt Every,80,19.24,172,894,-0.209
125,126,126,Brandt Snedeker,81,18.81,170,904,-0.19399999999999998
126,127,127,Spencer Levin,81,18.76,173,922,-0.156
127,128,128,Jonas Blixt,72,18.55,166,895,-0.34299999999999997
128,129,129,Robert Allenby,76,18.15,167,920,-0.096
129,130,130,Ryan Moore,89,18.14,205,1130,-0.166
130,131,131,Ian Poulter,57,18.05,96,532,-0.146
131,132,132,D.A. Points,88,17.68,198,1120,-0.172
132,133,133,David Hearn,95,17.58,216,1229,-0.24100000000000002
133,134,134,Steve Wheatcroft,56,17.52,103,588,-0.078
134,135,135,Y.E. Yang,64,17.41,117,672,-0.154
135,136,136,"Ted Potter, Jr.",77,17.37,148,852,-0.054000000000000006
136,137,137,Matt Kuchar,86,17.1,157,918,-0.045
137,138,138,Michael Bradley,63,17.04,131,769,-0.099
138,139,139,Richard Lee,71,16.81,134,797,-0.11199999999999999
139,140,140,Jeff Maggert,83,16.64,181,1088,-0.182
140,141,141,Cameron Beckman,81,16.61,160,963,-0.055999999999999994
141,142,142,William McGirt,96,16.55,182,1100,-0.17
142,143,143,Kris Blanks,65,16.53,138,835,-0.21
143,144,144,Russell Knox,72,16.48,129,783,-0.217
144,145,145,Chris Stroud,86,16.3,171,1049,-0.175
145,146,146,Charlie Wi,86,16.24,165,1016,-0.17600000000000002
146,147,147,Arjun Atwal,79,16.0,147,919,-0.136
147,148,148,Nathan Green,73,15.91,127,798,-0.22
148,149,149,Chez Reavie,83,15.8,145,918,-0.138
149,150,150,Graeme McDowell,55,15.79,84,532,-0.23800000000000002
150,151,151,Vaughn Taylor,81,15.53,139,895,-0.187
151,152,152,Alexandre Rocha,62,15.14,106,700,-0.17
152,153,153,Kevin Na,80,14.98,136,908,-0.272
153,154,154,Marco Dawson,60,14.95,96,642,-0.156
154,155,155,Brendon Todd,78,14.58,128,878,-0.109
155,156,156,Bob Estes,78,14.57,132,906,-0.098
156,157,157,Stuart Appleby,75,14.44,131,907,-0.145
157,158,158,Sung Kang,75,14.14,122,863,-0.12300000000000001
158,159,159,Kyle Thompson,51,13.54,70,517,0.057
159,160,160,Scott Dunlap,57,13.2,85,644,-0.071
160,161,161,Gary Christian,91,13.19,138,1046,-0.10099999999999999
161,162,162,Michael Thompson,80,13.16,119,904,-0.168
162,163,163,Dicky Pride,62,13.12,90,686,-0.21100000000000002
163,164,164,Rocco Mediate,70,12.61,102,809,-0.16699999999999998
164,165,165,Ken Duke,104,12.6,158,1254,-0.24100000000000002
165,166,166,Stephen Ames,54,12.36,67,542,-0.179
166,167,167,Zach Johnson,95,12.33,127,1030,-0.17300000000000001
167,168,168,Jim Furyk,85,12.25,111,906,-0.252
168,169,169,David Toms,60,12.21,75,614,-0.107
169,170,170,Greg Chalmers,88,12.15,127,1045,-0.205
170,171,171,Jason Bohn,81,11.87,109,918,-0.156
171,172,172,Patrick Sheehan,58,11.85,73,616,-0.027000000000000003
172,173,173,Tim Clark,60,11.46,80,698,-0.1
173,174,174,Luke Donald,63,11.23,75,668,-0.17300000000000001
174,175,175,Justin Leonard,79,11.21,106,946,-0.113
175,176,176,Bryce Molder,83,10.88,108,993,-0.231
176,177,177,Ryuji Imada,78,10.49,101,963,-0.11900000000000001
177,178,178,David Mathis,83,10.38,100,963,-0.18
178,179,179,Heath Slocum,93,10.11,106,1048,-0.132
179,180,180,John Mallinger,74,10.05,88,876,-0.193
180,181,181,Brian Davis,91,9.9,109,1101,-0.156
181,182,182,Mark Wilson,84,9.68,92,950,-0.228
182,183,183,Brian Gay,91,9.67,105,1086,-0.086
183,184,184,Ben Curtis,62,8.78,59,672,-0.11900000000000001
184,185,185,Billy Hurley III,70,7.89,63,798,-0.14300000000000002
185,186,186,Tom Pernice Jr.,62,7.86,57,725,-0.158
186,187,187,Colt Knost,79,6.94,65,936,-0.062
