,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,Colt Knost,79,46.0,69,150,-0.16
1,2,2,Patrick Sheehan,58,45.19,47,104,+0.06
2,3,3,Justin Leonard,79,44.52,65,146,-0.05
3,4,4,Ben Curtis,62,44.23,46,104,-0.04
4,5,5,Luke Donald,63,43.75,42,96,-0.10
5,6,6,Nick O'Hern,78,43.24,64,148,+0.06
6,7,7,Zach Johnson,95,42.95,67,156,-0.04
7,8,8,Chris DiMarco,83,41.14,65,158,-0.03
8,9,9,Alexandre Rocha,62,41.07,46,112,+0.11
9,10,10,Ryuji Imada,78,40.79,62,152,+0.10
10,11,11,Dicky Pride,62,40.74,44,108,-0.11
11,12,12,Brian Davis,91,40.59,69,170,+0.07
12,13,13,Stephen Ames,54,40.22,37,92,+0.14
13,14,14,Heath Slocum,93,40.0,68,170,+0.03
14,15,15,Bryce Molder,83,38.96,60,154,-0.05
15,16,16,Tom Pernice Jr.,62,38.79,45,116,+0.04
16,17,17,Tommy Biershenk,74,38.64,51,132,+0.16
17,18,18,Brian Gay,91,38.51,67,174,-0.13
18,19,19,David Toms,60,38.04,35,92,-0.26
19,20,20,Greg Chalmers,88,37.97,60,158,-0.03
20,21,21,Chez Reavie,83,37.67,55,146,+0.05
21,T22,T22,Jim Furyk,85,37.5,51,136,-0.02
22,T22,T22,Jerry Kelly,84,37.5,60,160,-0.07
23,24,24,Mark Wilson,84,37.14,52,140,-0.10
24,25,25,Gavin Coles,72,37.12,49,132,-0.08
25,26,26,David Mathis,83,36.67,55,150,+0.09
26,27,27,"Ted Potter, Jr.",77,36.57,49,134,+0.04
27,28,28,Ken Duke,104,36.46,70,192,-0.09
28,29,29,Richard Lee,71,36.15,47,130,-0.02
29,T30,T30,Tim Clark,60,36.0,36,100,-0.11
30,T30,T30,Spencer Levin,81,36.0,54,150,-0.04
31,32,32,Brendon Todd,78,35.0,49,140,E
32,33,33,Jason Bohn,81,33.8,48,142,E
33,T34,T34,Bob Estes,78,33.57,47,140,-0.06
34,T34,T34,John Mallinger,74,33.57,47,140,-0.06
35,36,36,Michael Thompson,80,33.33,48,144,-0.06
36,37,37,Jeff Maggert,83,33.13,55,166,-0.05
37,38,38,Cameron Beckman,81,33.12,51,154,+0.06
38,39,39,Matt Kuchar,86,33.09,45,136,-0.07
39,40,40,Gary Christian,91,32.94,56,170,+0.11
40,41,41,Kris Blanks,65,32.81,42,128,+0.12
41,42,42,Russell Knox,72,32.58,43,132,+0.05
42,43,43,Y.E. Yang,64,32.0,32,100,+0.06
43,44,44,Stuart Appleby,75,31.69,45,142,-0.20
44,45,45,Graeme McDowell,55,31.58,24,76,E
45,46,46,Scott Dunlap,57,31.37,32,102,+0.06
46,47,47,Vaughn Taylor,81,31.33,47,150,-0.04
47,T48,T48,Robert Allenby,76,31.25,45,144,+0.18
48,T48,T48,Charlie Wi,86,31.25,50,160,+0.12
49,50,50,Kevin Na,80,31.16,43,138,+0.12
50,51,51,Billy Hurley III,70,31.06,41,132,+0.10
51,52,52,Chris Stroud,86,30.95,52,168,-0.02
52,53,53,Arjun Atwal,79,30.82,45,146,+0.27
53,54,54,Matt Every,80,30.56,44,144,-0.09
54,55,55,Tom Gillis,75,30.0,45,150,+0.04
55,56,56,Billy Mayfair,90,29.65,51,172,-0.14
56,57,57,Kevin Kisner,69,29.51,36,122,+0.08
57,58,58,K.J. Choi,71,29.46,33,112,+0.06
58,59,59,Brendon de Jonge,115,29.44,63,214,-0.10
59,60,60,Nathan Green,73,29.23,38,130,+0.05
60,61,61,Steve Wheatcroft,56,29.0,29,100,E
61,62,62,Rod Pampling,88,28.95,44,152,+0.05
62,63,63,Kyle Reifers,86,28.66,47,164,+0.04
63,64,64,David Hearn,95,28.42,54,190,+0.07
64,65,65,Sung Kang,75,28.17,40,142,+0.05
65,66,66,Rocco Mediate,70,28.13,36,128,+0.14
66,67,67,Stewart Cink,71,28.07,32,114,+0.22
67,68,68,Johnson Wagner,88,28.05,46,164,-0.20
68,69,69,Ben Crane,73,28.03,37,132,+0.08
69,T70,T70,Sangmoon Bae,81,27.78,35,126,+0.34
70,T70,T70,Marco Dawson,60,27.78,30,108,E
71,T70,T70,J.J. Henry,93,27.78,45,162,-0.02
72,T70,T70,William McGirt,96,27.78,50,180,-0.08
73,74,74,Ryo Ishikawa,54,27.63,21,76,+0.29
74,75,75,Roland Thatcher,55,27.55,27,98,E
75,76,76,Jeff Overton,101,27.37,52,190,+0.06
76,77,77,Tim Herron,88,27.33,47,172,+0.11
77,78,78,Daniel Summerhays,81,27.27,42,154,E
78,79,79,Brandt Snedeker,81,27.21,37,136,-0.08
79,80,80,Jonas Blixt,72,27.14,38,140,+0.13
80,81,81,Michael Bradley,63,27.12,32,118,E
81,82,82,Henrik Stenson,51,26.74,23,86,-0.13
82,83,83,Bill Lunde,83,26.71,39,146,+0.05
83,84,84,Ian Poulter,57,26.25,21,80,+0.05
84,85,85,Mathew Goggin,65,26.23,32,122,+0.25
85,86,86,Brendan Steele,77,26.06,37,142,-0.03
86,87,87,Webb Simpson,77,25.76,34,132,-0.06
87,88,88,Chad Campbell,84,25.63,41,160,-0.05
88,89,89,Scott Brown,65,25.42,30,118,+0.40
89,T90,T90,Roberto Castro,92,25.0,42,168,E
90,T90,T90,Freddie Jacobson,61,25.0,22,88,+0.14
91,T90,T90,Derek Lamely,64,25.0,31,124,+0.26
92,T90,T90,D.A. Points,88,25.0,42,168,-0.07
93,94,94,John Huh,99,24.19,45,186,+0.04
94,95,95,Chris Kirk,93,24.16,43,178,+0.05
95,96,96,Geoff Ogilvy,73,24.14,28,116,E
96,97,97,Justin Rose,69,24.07,26,108,-0.08
97,98,98,Blake Adams,107,23.68,45,190,+0.13
98,99,99,Hunter Mahan,88,23.53,32,136,+0.09
99,T100,T100,George McNeill,85,23.38,36,154,+0.17
100,T100,T100,Camilo Villegas,79,23.38,36,154,+0.14
101,102,102,Brian Harman,101,23.23,46,198,+0.04
102,103,103,Hunter Haas,69,22.95,28,122,E
103,104,104,Matt Bettencourt,80,22.86,32,140,+0.06
104,105,105,Jason Dufner,83,22.73,30,132,-0.03
105,106,106,John Rollins,81,22.67,34,150,+0.15
106,107,107,Rory Sabbatini,84,22.5,36,160,+0.03
107,108,108,D.J. Trahan,73,22.46,31,138,+0.03
108,109,109,Miguel Angel Carballo,73,22.31,29,130,+0.21
109,110,110,Kyle Thompson,51,22.22,20,90,-0.05
110,111,111,Trevor Immelman,76,21.88,28,128,+0.18
111,112,112,Billy Horschel,63,21.82,24,110,-0.13
112,113,113,Marc Leishman,84,21.79,34,156,+0.32
113,114,114,Bud Cauley,99,21.65,42,194,+0.12
114,115,115,J.J. Killeen,101,21.51,40,186,+0.20
115,116,116,Steve Stricker,73,21.3,23,108,-0.30
116,117,117,Will Claxton,99,21.05,40,190,+0.05
117,118,118,Stephen Gangluff,57,20.59,21,102,-0.05
118,119,119,Matt Jones,53,20.41,20,98,+0.05
119,120,120,Greg Owen,90,20.35,35,172,+0.11
120,121,121,Robert Karlsson,54,20.24,17,84,+0.06
121,122,122,James Driscoll,83,20.13,31,154,-0.03
122,123,123,Ryan Moore,89,20.11,35,174,+0.06
123,124,124,Aaron Baddeley,73,19.83,23,116,+0.17
124,125,125,Charley Hoffman,88,19.77,34,172,+0.32
125,126,126,Danny Lee,74,19.7,26,132,+0.04
126,127,127,Mark Anderson,75,19.57,27,138,-0.15
127,128,128,Kevin Stadler,85,19.48,30,154,-0.03
128,129,129,Cameron Tringale,88,19.05,32,168,+0.16
129,130,130,Boo Weekley,74,18.94,25,132,+0.04
130,131,131,Garth Mulroy,59,18.87,20,106,-0.15
131,132,132,Pat Perez,81,18.67,28,150,+0.14
132,133,133,Rickie Fowler,84,18.12,25,138,-0.04
133,134,134,Padraig Harrington,67,18.09,17,94,+0.12
134,135,135,Andres Romero,68,17.86,20,112,+0.20
135,T136,T136,Chris Couch,61,17.8,21,118,+0.10
136,T136,T136,Martin Laird,77,17.8,21,118,+0.19
137,138,138,Kevin Chappell,91,17.72,28,158,+0.25
138,139,139,Edward Loar,59,17.65,18,102,+0.17
139,T140,T140,Troy Kelly,68,17.5,21,120,+0.48
140,T140,T140,Charl Schwartzel,56,17.5,14,80,+0.36
141,142,142,Kevin Streelman,89,17.47,29,166,+0.17
142,143,143,Josh Teater,97,17.2,32,186,+0.41
143,144,144,Bill Haas,79,17.19,22,128,E
144,145,145,Martin Flores,95,17.03,31,182,E
145,146,146,Brandt Jobe,57,16.98,18,106,-0.17
146,147,147,John Merrick,83,16.46,26,158,+0.15
147,148,148,John Senden,81,16.41,21,128,E
148,149,149,Charles Howell III,98,16.28,28,172,E
149,150,150,Davis Love III,64,16.07,18,112,-0.11
150,151,151,Ricky Barnes,92,15.91,28,176,+0.18
151,152,152,Vijay Singh,99,15.88,27,170,+0.11
152,153,153,Tommy Gainey,98,15.63,30,192,+0.23
153,154,154,Daniel Chopra,55,15.31,15,98,+0.47
154,155,155,Carl Pettersson,92,15.24,25,164,+0.20
155,156,156,Ernie Els,80,14.39,19,132,-0.05
156,157,157,Nick Watney,97,14.38,23,160,-0.09
157,158,158,Jonathan Byrd,69,14.29,16,112,E
158,159,159,Bo Van Pelt,84,13.77,19,138,+0.05
159,160,160,Erik Compton,81,13.01,19,146,+0.05
160,T161,T161,Harrison Frazar,56,12.5,13,104,+0.23
161,T161,T161,Sergio Garcia,57,12.5,11,88,-0.18
162,163,163,Ryan Palmer,81,12.34,19,154,+0.26
163,164,164,Bobby Gates,87,12.05,20,166,+0.10
164,165,165,Tiger Woods,69,11.76,12,102,+0.17
165,166,166,Phil Mickelson,79,11.54,15,130,+0.07
166,167,167,Jimmy Walker,101,11.34,22,194,E
167,168,168,Seung-Yul Noh,105,11.29,21,186,E
168,169,169,Louis Oosthuizen,65,11.22,11,98,-0.09
169,170,170,Harris English,98,11.17,21,188,+0.19
170,T171,T171,Adam Scott,59,10.71,9,84,+0.11
171,T171,T171,Gary Woodland,70,10.71,12,112,+0.08
172,173,173,Troy Matteson,100,10.56,19,180,E
173,174,174,Ángel Cabrera,54,10.53,8,76,+0.25
174,175,175,Keegan Bradley,90,10.42,15,144,+0.40
175,T176,T176,Jason Kokrak,79,10.0,15,150,+0.20
176,T176,T176,Sean O'Hair,84,10.0,16,160,-0.13
177,178,178,Kyle Stanley,86,9.46,14,148,+0.14
178,179,179,Scott Stallings,78,9.03,13,144,E
179,180,180,Dustin Johnson,70,8.77,10,114,-0.10
180,181,181,Lee Westwood,60,8.75,7,80,+0.29
181,182,182,Jhonattan Vegas,77,8.67,13,150,+0.23
182,183,183,Scott Piercy,95,8.43,15,178,+0.13
183,184,184,John Daly,50,7.89,6,76,+0.33
184,185,185,Charlie Beljan,61,7.55,8,106,+0.25
185,186,186,Rory McIlroy,60,6.25,5,80,-0.40
186,187,187,Bubba Watson,68,5.77,6,104,+0.17
187,188,188,Robert Garrigus,89,5.56,9,162,-0.11
188,189,189,Graham DeLaet,79,5.33,8,150,+0.50
189,190,190,J.B. Holmes,90,4.88,8,164,+0.13
190,191,191,Jason Day,57,4.17,4,96,+0.50
