,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Kyle Stanley,86,46.62,69,148,3.91
1,2,2,Jason Day,57,40.63,39,96,3.9
2,3,3,Troy Matteson,100,40.0,72,180,3.68
3,4,4,Bobby Gates,87,39.16,65,166,3.66
4,5,5,Rory McIlroy,60,38.75,31,80,3.61
5,6,6,Graham DeLaet,79,38.67,58,150,3.45
6,7,7,Scott Stallings,78,38.19,55,144,3.91
7,8,8,Jason Kokrak,79,37.33,56,150,3.77
8,9,9,Tiger Woods,69,37.25,38,102,3.84
9,10,10,Adam Scott,59,36.9,31,84,3.84
10,11,11,Robert Garrigus,89,36.42,59,162,3.66
11,12,12,Sean O'Hair,84,36.25,58,160,3.71
12,13,13,Bo Van Pelt,84,36.23,50,138,3.9
13,14,14,Louis Oosthuizen,65,35.71,35,98,3.89
14,15,15,Harris English,98,35.64,67,188,3.78
15,16,16,Bubba Watson,68,35.58,37,104,3.89
16,17,17,Ryan Palmer,81,34.42,53,154,3.85
17,18,18,Charles Howell III,98,34.3,59,172,3.61
18,19,19,Vijay Singh,99,34.12,58,170,3.79
19,20,20,Jimmy Walker,101,34.02,66,194,3.94
20,21,21,Charlie Beljan,61,33.96,36,106,3.69
21,22,22,Gary Woodland,70,33.93,38,112,3.5
22,23,23,Erik Compton,81,33.56,49,146,3.73
23,T24,T24,Mark Anderson,75,33.33,46,138,3.41
24,T24,T24,Dustin Johnson,70,33.33,38,114,3.95
25,T24,T24,Seung-Yul Noh,105,33.33,62,186,4.0
26,27,27,Scott Piercy,95,33.15,59,178,3.58
27,28,28,Davis Love III,64,33.04,37,112,3.68
28,29,29,Daniel Chopra,55,32.65,32,98,3.94
29,30,30,Keegan Bradley,90,32.64,47,144,3.74
30,31,31,Boo Weekley,74,32.58,43,132,3.74
31,32,32,J.B. Holmes,90,32.32,53,164,3.81
32,33,33,Josh Teater,97,32.26,60,186,3.57
33,34,34,Martin Laird,77,32.2,38,118,3.42
34,35,35,Garth Mulroy,59,32.08,34,106,3.76
35,36,36,Harrison Frazar,56,31.73,33,104,3.45
36,37,37,Carl Pettersson,92,31.71,52,164,3.83
37,38,38,Charley Hoffman,88,31.4,54,172,3.63
38,39,39,Jhonattan Vegas,77,31.33,47,150,3.57
39,40,40,Trevor Immelman,76,31.25,40,128,3.48
40,41,41,Kevin Chappell,91,31.01,49,158,3.65
41,42,42,Ernie Els,80,30.3,40,132,3.78
42,43,43,Ángel Cabrera,54,30.26,23,76,3.96
43,44,44,Martin Flores,95,30.22,55,182,4.0
