,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,Nick O'Hern,78,25.0,237,948,+0.068
1,2,2,Gavin Coles,72,24.59,196,797,+0.097
2,3,3,Chris DiMarco,83,23.45,235,1002,+0.217
3,4,4,Tom Pernice Jr.,62,23.31,169,725,+0.172
4,5,5,Colt Knost,79,22.44,210,936,+0.190
5,6,6,Ryuji Imada,78,21.7,209,963,+0.091
6,7,7,Billy Hurley III,70,21.68,173,798,+0.098
7,8,8,Mark Wilson,84,20.74,197,950,+0.102
8,9,9,Bryce Molder,83,20.24,201,993,+0.005
9,10,10,Jerry Kelly,84,19.67,200,1017,+0.140
10,11,11,John Mallinger,74,18.38,161,876,+0.075
11,12,12,Brian Gay,91,18.23,198,1086,+0.045
12,13,13,David Toms,60,17.92,110,614,+0.064
13,14,14,Greg Chalmers,88,17.89,187,1045,+0.091
14,15,15,George McNeill,85,17.61,174,988,+0.098
15,16,16,Michael Bradley,63,17.56,135,769,+0.141
16,17,17,Tim Clark,60,17.34,121,698,+0.058
17,18,18,Brian Davis,91,17.08,188,1101,+0.059
18,T19,T19,Rocco Mediate,70,17.06,138,809,+0.080
19,T19,T19,Dicky Pride,62,17.06,117,686,E
20,21,21,Patrick Sheehan,58,17.05,105,616,+0.181
21,22,22,David Mathis,83,16.93,163,963,+0.117
22,T23,T23,Bob Estes,78,16.78,152,906,+0.086
23,T23,T23,Jim Furyk,85,16.78,152,906,-0.013
24,25,25,Justin Leonard,79,16.7,158,946,+0.209
25,26,26,Brendon Todd,78,16.63,146,878,+0.055
26,27,27,Ken Duke,104,16.51,207,1254,+0.034
27,28,28,Stephen Ames,54,16.42,89,542,+0.067
28,29,29,Gary Christian,91,16.35,171,1046,-0.006
29,30,30,Michael Thompson,80,16.26,147,904,+0.068
30,31,31,K.J. Choi,71,16.07,126,784,+0.071
31,32,32,Russell Knox,72,15.84,124,783,+0.105
32,33,33,Nathan Green,73,15.79,126,798,+0.135
33,34,34,Marc Leishman,84,15.75,167,1060,+0.108
34,35,35,Heath Slocum,93,15.55,163,1048,+0.123
35,36,36,Ben Curtis,62,15.48,104,672,+0.067
36,37,37,Luke Donald,63,15.42,103,668,+0.029
37,38,38,Sung Kang,75,15.41,133,863,+0.150
38,39,39,Scott Dunlap,57,15.37,99,644,+0.010
39,40,40,Chris Stroud,86,15.35,161,1049,+0.124
40,41,41,Stuart Appleby,75,15.21,138,907,+0.051
41,42,42,Kevin Na,80,15.2,138,908,+0.043
42,43,43,Ricky Barnes,92,15.01,172,1146,+0.041
43,44,44,William McGirt,96,14.91,164,1100,+0.043
44,45,45,Kris Blanks,65,14.85,124,835,+0.153
45,46,46,Chez Reavie,83,14.81,136,918,+0.037
46,47,47,Hunter Haas,69,14.72,107,727,+0.103
47,T48,T48,Brandt Jobe,57,14.47,91,629,+0.066
48,T48,T48,Charlie Wi,86,14.47,147,1016,+0.075
49,50,50,Tiger Woods,69,14.43,97,672,-0.052
50,51,51,James Driscoll,83,14.29,139,973,+0.151
51,52,52,Ryan Moore,89,14.25,161,1130,-0.050
52,53,53,Brendon de Jonge,115,14.19,202,1424,-0.040
53,54,54,Zach Johnson,95,14.08,145,1030,-0.152
54,55,55,John Huh,99,14.06,167,1188,+0.048
55,56,56,David Hearn,95,14.0,172,1229,+0.116
56,57,57,Jason Bohn,81,13.94,128,918,+0.133
57,58,58,"Ted Potter, Jr.",77,13.85,118,852,+0.119
58,59,59,Blake Adams,107,13.84,170,1228,+0.165
59,60,60,Trevor Immelman,76,13.68,109,797,+0.064
60,61,61,Stephen Gangluff,57,13.64,82,601,+0.415
61,62,62,Kyle Thompson,51,13.54,70,517,+0.143
62,63,63,John Merrick,83,13.53,136,1005,+0.096
63,64,64,Johnson Wagner,88,13.51,144,1066,+0.090
64,65,65,D.A. Points,88,13.48,151,1120,+0.073
65,T66,T66,Richard Lee,71,13.43,107,797,+0.131
66,T66,T66,Alexandre Rocha,62,13.43,94,700,+0.138
67,68,68,Brandt Snedeker,81,13.16,119,904,+0.134
68,69,69,Brendan Steele,77,13.14,118,898,+0.085
69,70,70,Cameron Beckman,81,13.08,126,963,+0.294
70,71,71,Arjun Atwal,79,13.06,120,919,+0.158
71,72,72,Derek Lamely,64,12.8,100,781,+0.140
72,73,73,Jimmy Walker,101,12.78,162,1268,+0.043
73,74,74,Matt Jones,53,12.7,78,614,+0.167
74,75,75,Spencer Levin,81,12.69,117,922,+0.120
75,76,76,Chris Couch,61,12.65,95,751,+0.063
76,T77,T77,Ryo Ishikawa,54,12.6,65,516,+0.138
77,T77,T77,Pat Perez,81,12.6,121,960,+0.074
78,79,79,Robert Allenby,76,12.5,115,920,+0.200
79,80,80,Martin Flores,95,12.48,143,1146,+0.091
80,T81,T81,Sergio Garcia,57,12.42,76,612,+0.118
81,T81,T81,Matt Kuchar,86,12.42,114,918,+0.026
82,83,83,Tom Gillis,75,12.38,119,961,+0.076
83,84,84,J.J. Henry,93,12.34,122,989,-0.025
84,85,85,Matt Every,80,12.3,110,894,+0.155
85,86,86,Chad Campbell,84,12.27,125,1019,+0.128
86,87,87,Tim Herron,88,12.25,130,1061,+0.092
87,88,88,Steve Stricker,73,12.24,93,760,+0.032
88,89,89,Vaughn Taylor,81,12.18,109,895,-0.018
89,90,90,Geoff Ogilvy,73,12.14,93,766,-0.032
90,91,91,Ben Crane,73,12.07,105,870,+0.105
91,92,92,Rod Pampling,88,12.05,116,963,+0.155
92,93,93,Charl Schwartzel,56,12.01,67,558,-0.090
93,94,94,Padraig Harrington,67,11.98,75,626,E
94,95,95,Jason Kokrak,79,11.94,115,963,+0.113
95,96,96,Henrik Stenson,51,11.9,70,588,+0.029
96,T97,T97,Stewart Cink,71,11.84,89,752,+0.180
97,T97,T97,Ian Poulter,57,11.84,63,532,-0.032
98,99,99,Rory Sabbatini,84,11.83,119,1006,+0.042
99,T100,T100,Jeff Maggert,83,11.76,128,1088,+0.102
100,T100,T100,Y.E. Yang,64,11.76,79,672,+0.139
101,102,102,Billy Mayfair,90,11.75,128,1089,+0.117
102,103,103,Greg Owen,90,11.73,126,1074,+0.063
103,104,104,Roland Thatcher,55,11.69,72,616,+0.139
104,105,105,Charlie Beljan,61,11.67,70,600,-0.029
105,106,106,Kevin Streelman,89,11.65,125,1073,+0.016
106,107,107,Kevin Kisner,69,11.62,86,740,+0.151
107,108,108,Matt Bettencourt,80,11.59,97,837,+0.237
108,109,109,Miguel Angel Carballo,73,11.56,92,796,+0.033
109,T110,T110,Sangmoon Bae,81,11.49,91,792,+0.341
110,T110,T110,Chris Kirk,93,11.49,137,1192,+0.036
111,112,112,Jason Day,57,11.47,75,654,+0.040
112,113,113,Danny Lee,74,11.41,94,824,+0.096
113,114,114,Scott Stallings,78,11.22,107,954,+0.131
114,115,115,Marco Dawson,60,11.21,72,642,+0.042
115,116,116,Camilo Villegas,79,11.2,114,1018,+0.202
116,117,117,Cameron Tringale,88,11.19,120,1072,-0.025
117,118,118,Kevin Chappell,91,11.18,112,1002,+0.205
118,119,119,Billy Horschel,63,11.16,75,672,+0.040
119,120,120,Troy Kelly,68,10.96,78,712,+0.154
120,T121,T121,Mathew Goggin,65,10.92,84,769,+0.060
121,T121,T121,Kevin Stadler,85,10.92,107,980,+0.178
122,T123,T123,Jonathan Byrd,69,10.84,85,784,+0.129
123,T123,T123,Justin Rose,69,10.84,80,738,+0.088
124,125,125,Kyle Reifers,86,10.78,111,1030,+0.063
125,T126,T126,Graeme McDowell,55,10.71,57,532,+0.228
126,T126,T126,Nick Watney,97,10.71,114,1064,+0.096
127,128,128,Will Claxton,99,10.67,128,1200,+0.047
128,129,129,Ángel Cabrera,54,10.66,55,516,+0.055
129,130,130,Jhonattan Vegas,77,10.65,103,967,+0.165
130,131,131,D.J. Trahan,73,10.64,92,865,+0.130
131,132,132,Kyle Stanley,86,10.62,104,979,+0.087
132,133,133,Scott Piercy,95,10.56,127,1203,+0.079
133,134,134,Erik Compton,81,10.51,94,894,+0.106
134,135,135,Jonas Blixt,72,10.5,94,895,E
135,136,136,Graham DeLaet,79,10.48,104,992,+0.087
136,137,137,Aaron Baddeley,73,10.47,81,774,+0.136
137,138,138,Freddie Jacobson,61,10.39,64,616,+0.203
138,139,139,Hunter Mahan,88,10.38,93,896,+0.065
139,140,140,John Rollins,81,10.3,102,990,+0.069
140,141,141,Scott Brown,65,10.27,73,711,+0.027
141,142,142,J.J. Killeen,101,10.23,120,1173,+0.067
142,143,143,Charles Howell III,98,10.13,109,1076,+0.138
143,T144,T144,Garth Mulroy,59,10.09,65,644,+0.062
144,T144,T144,Vijay Singh,99,10.09,114,1130,+0.026
145,146,146,Mark Anderson,75,10.07,86,854,+0.256
146,T147,T147,Davis Love III,64,10.03,73,728,+0.027
147,T147,T147,Seung-Yul Noh,105,10.03,119,1187,+0.109
148,149,149,Jason Dufner,83,10.0,89,890,+0.022
149,150,150,Gary Woodland,70,9.97,74,742,+0.270
150,151,151,Webb Simpson,77,9.96,92,924,+0.033
151,152,152,Charley Hoffman,88,9.92,105,1059,E
152,153,153,Rickie Fowler,84,9.85,91,924,+0.110
153,154,154,Harrison Frazar,56,9.78,66,675,+0.424
154,155,155,Ryan Palmer,81,9.77,97,993,+0.010
155,156,156,Tommy Biershenk,74,9.75,79,810,+0.253
156,157,157,Keegan Bradley,90,9.72,97,998,+0.103
157,158,158,Louis Oosthuizen,65,9.68,66,682,+0.091
158,159,159,Phil Mickelson,79,9.67,81,838,+0.123
159,160,160,Daniel Chopra,55,9.47,57,602,+0.175
160,161,161,Andres Romero,68,9.44,71,752,+0.183
161,162,162,Bobby Gates,87,9.43,100,1060,+0.090
162,163,163,Robert Karlsson,54,9.41,54,574,+0.111
163,164,164,Daniel Summerhays,81,9.24,88,952,+0.102
164,165,165,Bill Haas,79,9.23,79,856,+0.063
165,166,166,Sean O'Hair,84,9.19,98,1066,+0.051
166,T167,T167,Bo Van Pelt,84,9.18,83,904,+0.108
167,T167,T167,Steve Wheatcroft,56,9.18,54,588,+0.093
168,169,169,Edward Loar,59,9.14,55,602,+0.218
169,170,170,Bill Lunde,83,9.11,85,933,+0.153
170,171,171,John Daly,50,9.09,48,528,+0.354
171,172,172,John Senden,81,9.05,78,862,-0.038
172,173,173,Brian Harman,101,9.04,111,1228,+0.153
173,174,174,Roberto Castro,92,8.97,94,1048,+0.032
174,175,175,Harris English,98,8.9,108,1214,+0.148
175,T176,T176,Bud Cauley,99,8.83,112,1268,+0.036
176,T176,T176,Ernie Els,80,8.83,80,906,+0.188
177,178,178,Robert Garrigus,89,8.74,90,1030,+0.067
178,179,179,Carl Pettersson,92,8.6,96,1116,+0.083
179,180,180,Jeff Overton,101,8.58,110,1282,+0.091
180,181,181,Martin Laird,77,8.2,62,756,+0.081
181,182,182,Tommy Gainey,98,8.11,102,1257,+0.118
182,183,183,Rory McIlroy,60,7.86,44,560,-0.045
183,184,184,Adam Scott,59,7.32,42,574,+0.190
184,185,185,Dustin Johnson,70,7.02,52,741,+0.077
185,186,186,Troy Matteson,100,6.57,76,1157,+0.118
186,187,187,Boo Weekley,74,6.42,52,810,+0.212
187,188,188,J.B. Holmes,90,6.41,70,1092,+0.114
188,189,189,Josh Teater,97,6.39,74,1158,+0.203
189,190,190,Bubba Watson,68,5.99,43,718,+0.116
190,191,191,Lee Westwood,60,5.89,33,560,+0.091
