,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
29,30,30,Jimmy Walker,101,15.46,30.0,194,-0.50
30,31,31,Josh Teater,97,15.05,28.0,186,-0.50
31,32,32,Mark Anderson,75,14.49,20.0,138,-0.30
32,33,33,Bobby Gates,87,14.46,24.0,166,-0.46
33,34,34,Padraig Harrington,67,13.83,13.0,94,-0.31
34,35,35,Stephen Gangluff,57,13.73,14.0,102,-0.43
35,36,36,Charles Howell III,98,13.37,23.0,172,-0.48
36,37,37,Tommy Gainey,98,13.02,25.0,192,-0.20
37,38,38,Greg Owen,90,12.79,22.0,172,-0.18
38,39,39,Harris English,98,12.77,24.0,188,-0.50
39,T40,T40,Scott Brown,65,11.86,14.0,118,-0.29
40,T40,T40,Chris Couch,61,11.86,14.0,118,-0.36
41,42,42,Troy Matteson,100,11.67,21.0,180,+0.05
42,43,43,Carl Pettersson,92,11.59,19.0,164,-0.37
43,T44,T44,Martin Flores,95,11.54,21.0,182,-0.29
44,T44,T44,Phil Mickelson,79,11.54,15.0,130,-0.27
45,46,46,Sergio Garcia,57,11.36,10.0,88,-0.40
46,47,47,John Rollins,81,11.33,17.0,150,-0.41
47,48,48,Charl Schwartzel,56,11.25,9.0,80,-0.44
48,49,49,Aaron Baddeley,73,11.21,13.0,116,-0.46
49,50,50,Erik Compton,81,10.96,16.0,146,-0.44
50,51,51,John Merrick,83,10.76,17.0,158,-0.59
51,52,52,Boo Weekley,74,10.61,14.0,132,-0.29
52,53,53,Ryo Ishikawa,54,10.53,8.0,76,-0.63
53,54,54,Marc Leishman,84,10.26,16.0,156,-0.25
54,55,55,Ricky Barnes,92,10.23,18.0,176,-0.56
55,T56,T56,Matt Jones,53,10.2,10.0,98,-0.50
56,T56,T56,Louis Oosthuizen,65,10.2,10.0,98,-0.30
57,58,58,Rickie Fowler,84,10.14,14.0,138,-0.36
58,59,59,Kevin Chappell,91,10.13,16.0,158,-0.44
59,60,60,Jeff Overton,101,10.0,19.0,190,-0.74
60,61,61,Danny Lee,74,9.85,13.0,132,-0.54
61,62,62,Mathew Goggin,65,9.84,12.0,122,-0.67
62,63,63,Davis Love III,64,9.82,11.0,112,-0.18
63,64,64,Bill Lunde,83,9.59,14.0,146,-0.43
64,65,65,Vijay Singh,99,9.41,16.0,170,-0.38
65,T66,T66,Chad Campbell,84,9.38,15.0,160,-0.33
66,T66,T66,Bill Haas,79,9.38,12.0,128,-0.17
67,68,68,J.J. Killeen,101,9.14,17.0,186,-0.24
68,69,69,Hunter Haas,69,9.02,11.0,122,-0.36
69,70,70,Lee Westwood,60,8.75,7.0,80,-0.29
70,71,71,Sangmoon Bae,81,8.73,11.0,126,-0.45
71,72,72,Charley Hoffman,88,8.72,15.0,172,-0.60
72,73,73,D.J. Trahan,73,8.7,12.0,138,-0.25
73,74,74,Matt Bettencourt,80,8.57,12.0,140,-0.08
74,75,75,Garth Mulroy,59,8.49,9.0,106,-0.44
75,T76,T76,Ernie Els,80,8.33,11.0,132,-0.36
76,T76,T76,Robert Karlsson,54,8.33,7.0,84,-0.71
77,T78,T78,Tim Herron,88,8.14,14.0,172,-0.21
78,T78,T78,Henrik Stenson,51,8.14,7.0,86,-0.57
79,80,80,Jonathan Byrd,69,8.04,9.0,112,-0.56
80,81,81,J.J. Henry,93,8.02,13.0,162,-0.08
81,82,82,Pat Perez,81,8.0,12.0,150,-0.83
82,83,83,Stewart Cink,71,7.89,9.0,114,-0.22
83,84,84,Bob Estes,78,7.86,11.0,140,-0.27
84,85,85,Trevor Immelman,76,7.81,10.0,128,-0.50
85,86,86,Kyle Reifers,86,7.32,12.0,164,-0.42
86,87,87,Chris Kirk,93,7.3,13.0,178,-0.46
87,88,88,Bo Van Pelt,84,7.25,10.0,138,-0.10
88,89,89,Kevin Streelman,89,7.23,12.0,166,-0.50
89,T90,T90,Roberto Castro,92,7.14,12.0,168,-0.33
90,T90,T90,K.J. Choi,71,7.14,8.0,112,-0.38
91,T90,T90,James Driscoll,83,7.14,11.0,154,-0.27
92,T90,T90,Andres Romero,68,7.14,8.0,112,-0.25
93,T90,T90,Kevin Stadler,85,7.14,11.0,154,+0.09
94,T90,T90,Roland Thatcher,55,7.14,7.0,98,-0.71
95,96,96,Y.E. Yang,64,7.0,7.0,100,+0.29
96,97,97,Nathan Green,73,6.92,9.0,130,-0.67
97,98,98,Blake Adams,107,6.84,13.0,190,-0.54
98,99,99,Jason Dufner,83,6.82,9.0,132,-0.33
99,100,100,Hunter Mahan,88,6.62,9.0,136,E
100,101,101,Rod Pampling,88,6.58,10.0,152,-0.40
101,102,102,Chris Stroud,86,6.55,11.0,168,-0.36
102,T103,T103,Cameron Beckman,81,6.49,10.0,154,E
103,T103,T103,George McNeill,85,6.49,10.0,154,-0.60
104,T103,T103,Camilo Villegas,79,6.49,10.0,154,-0.40
105,T106,T106,Dicky Pride,62,6.48,7.0,108,-0.43
106,T106,T106,Justin Rose,69,6.48,7.0,108,-0.14
107,T108,T108,Sung Kang,75,6.34,9.0,142,-0.44
108,T108,T108,Brendan Steele,77,6.34,9.0,142,-0.67
109,110,110,Greg Chalmers,88,6.33,10.0,158,-0.60
110,T111,T111,Kris Blanks,65,6.25,8.0,128,-0.50
111,T111,T111,Rory Sabbatini,84,6.25,10.0,160,-0.40
112,T111,T111,John Senden,81,6.25,8.0,128,-0.25
113,114,114,Brendon de Jonge,115,6.07,13.0,214,-0.38
114,115,115,Tom Gillis,75,6.0,9.0,150,+0.11
115,116,116,"Ted Potter, Jr.",77,5.97,8.0,134,-0.50
116,117,117,Daniel Summerhays,81,5.84,9.0,154,-0.44
117,118,118,Kevin Na,80,5.8,8.0,138,-0.13
118,119,119,Will Claxton,99,5.79,11.0,190,-0.45
119,T120,T120,Robert Allenby,76,5.56,8.0,144,-0.25
120,T120,T120,Brian Harman,101,5.56,11.0,198,-0.82
121,T120,T120,Steve Stricker,73,5.56,6.0,108,-0.33
122,123,123,Arjun Atwal,79,5.48,8.0,146,-0.63
123,124,124,Stephen Ames,54,5.43,5.0,92,-0.40
124,T125,T125,Miguel Angel Carballo,73,5.38,7.0,130,-0.43
125,T125,T125,John Huh,99,5.38,10.0,186,-0.60
126,127,127,Cameron Tringale,88,5.36,9.0,168,-0.78
127,T128,T128,Ben Crane,73,5.3,7.0,132,-0.71
128,T128,T128,Russell Knox,72,5.3,7.0,132,-1.00
129,T130,T130,David Hearn,95,5.26,10.0,190,-0.50
130,T130,T130,Graeme McDowell,55,5.26,4.0,76,-0.75
131,132,132,Ryan Moore,89,5.17,9.0,174,+0.22
132,133,133,Matt Kuchar,86,5.15,7.0,136,-0.14
133,T134,T134,Jonas Blixt,72,5.0,7.0,140,-0.57
134,T134,T134,Ian Poulter,57,5.0,4.0,80,-0.25
135,136,136,Chez Reavie,83,4.79,7.0,146,-0.29
136,137,137,D.A. Points,88,4.76,8.0,168,-0.38
137,138,138,Ken Duke,104,4.69,9.0,192,-0.56
138,T139,T139,Spencer Levin,81,4.67,7.0,150,+0.14
139,T139,T139,Vaughn Taylor,81,4.67,7.0,150,-0.29
140,141,141,Billy Mayfair,90,4.65,8.0,172,-0.38
141,142,142,Bud Cauley,99,4.64,9.0,194,-0.44
142,T143,T143,Tommy Biershenk,74,4.55,6.0,132,-0.33
143,T143,T143,Freddie Jacobson,61,4.55,4.0,88,E
144,145,145,Zach Johnson,95,4.49,7.0,156,-0.43
145,146,146,David Toms,60,4.35,4.0,92,-0.25
146,147,147,Michael Bradley,63,4.24,5.0,118,-0.20
147,148,148,Kevin Kisner,69,4.1,5.0,122,-0.20
148,149,149,Derek Lamely,64,4.03,5.0,124,-0.60
149,150,150,Richard Lee,71,3.85,5.0,130,-0.40
150,151,151,Billy Hurley III,70,3.79,5.0,132,-0.20
151,152,152,Charlie Wi,86,3.75,6.0,160,-0.83
152,T153,T153,Jim Furyk,85,3.68,5.0,136,+0.20
153,T153,T153,Brandt Snedeker,81,3.68,5.0,136,E
154,155,155,Johnson Wagner,88,3.66,6.0,164,+0.33
155,156,156,Jeff Maggert,83,3.61,6.0,166,-0.50
156,157,157,Alexandre Rocha,62,3.57,4.0,112,-0.50
157,158,158,Michael Thompson,80,3.47,5.0,144,-0.60
158,159,159,Geoff Ogilvy,73,3.45,4.0,116,E
159,160,160,Kyle Thompson,51,3.33,3.0,90,-1.00
160,T161,T161,Luke Donald,63,3.13,3.0,96,-0.33
161,T161,T161,Rocco Mediate,70,3.13,4.0,128,-0.50
162,163,163,Webb Simpson,77,3.03,4.0,132,E
163,T164,T164,Tim Clark,60,3.0,3.0,100,-0.33
164,T164,T164,Steve Wheatcroft,56,3.0,3.0,100,E
165,T166,T166,Gary Christian,91,2.94,5.0,170,-0.40
166,T166,T166,Scott Dunlap,57,2.94,3.0,102,-1.00
167,T168,T168,Brendon Todd,78,2.86,4.0,140,-0.25
168,T168,T168,Mark Wilson,84,2.86,4.0,140,-0.25
169,170,170,Stuart Appleby,75,2.82,4.0,142,-0.25
170,171,171,Billy Horschel,63,2.73,3.0,110,E
171,172,172,Tom Pernice Jr.,62,2.59,3.0,116,+0.33
172,173,173,William McGirt,96,2.22,4.0,180,-0.50
173,174,174,Jason Bohn,81,2.11,3.0,142,E
174,175,175,Matt Every,80,2.08,3.0,144,-0.67
175,176,176,Marco Dawson,60,1.85,2.0,108,-0.50
176,177,177,Brian Gay,91,1.72,3.0,174,+0.67
177,178,178,Justin Leonard,79,1.37,2.0,146,+0.50
178,179,179,David Mathis,83,1.33,2.0,150,-1.00
179,180,180,Ryuji Imada,78,1.32,2.0,152,-1.00
180,181,181,Bryce Molder,83,1.3,2.0,154,-0.50
181,182,182,Ben Curtis,62,0.96,1.0,104,E
182,183,183,Gavin Coles,72,0.76,1.0,132,E
183,184,184,John Mallinger,74,0.71,1.0,140,E
184,T185,T185,Chris DiMarco,83,0.63,1.0,158,E
185,T185,T185,Jerry Kelly,84,0.63,1.0,160,-1.00
186,187,187,Brian Davis,91,0.59,1.0,170,E
187,T188,T188,Colt Knost,79,0.0,,150,E
188,T188,T188,Nick O'Hern,78,0.0,,148,E
189,T188,T188,Patrick Sheehan,58,0.0,,104,E
190,T188,T188,Heath Slocum,93,0.0,,170,E
