,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
93,94,94,Michael Bradley,63,5.85,45,769,-0.178
94,95,95,Hunter Mahan,88,5.8,52,896,-0.212
95,96,96,Henrik Stenson,51,5.78,34,588,-0.324
96,97,97,J.J. Henry,93,5.76,57,989,-0.123
97,98,98,Kyle Reifers,86,5.73,59,1030,-0.220
98,T99,T99,J.J. Killeen,101,5.63,66,1173,-0.136
99,T99,T99,D.A. Points,88,5.63,63,1120,-0.159
100,101,101,Robert Karlsson,54,5.57,32,574,-0.438
101,102,102,Sangmoon Bae,81,5.56,44,792,-0.159
102,103,103,Mathew Goggin,65,5.46,42,769,-0.238
103,104,104,Johnson Wagner,88,5.44,58,1066,-0.293
104,T105,T105,Trevor Immelman,76,5.4,43,797,-0.209
105,T105,T105,Camilo Villegas,79,5.4,55,1018,-0.164
106,107,107,Freddie Jacobson,61,5.36,33,616,-0.061
107,108,108,Will Claxton,99,5.33,64,1200,-0.219
108,109,109,Kevin Streelman,89,5.31,57,1073,-0.316
109,110,110,Matt Bettencourt,80,5.26,44,837,-0.273
110,111,111,James Driscoll,83,5.24,51,973,-0.235
111,112,112,Stewart Cink,71,5.05,38,752,-0.263
112,113,113,Geoff Ogilvy,73,4.96,38,766,-0.132
113,114,114,Kevin Kisner,69,4.86,36,740,-0.167
114,115,115,Kevin Na,80,4.85,44,908,-0.364
115,116,116,Ryan Moore,89,4.69,53,1130,-0.132
116,117,117,Roberto Castro,92,4.68,49,1048,-0.245
117,118,118,Miguel Angel Carballo,73,4.65,37,796,-0.027
118,119,119,John Huh,99,4.63,55,1188,-0.345
119,120,120,Tom Gillis,75,4.58,44,961,-0.068
120,121,121,Chad Campbell,84,4.51,46,1019,-0.174
121,122,122,Billy Horschel,63,4.46,30,672,-0.167
122,123,123,David Toms,60,4.4,27,614,-0.074
123,124,124,Rod Pampling,88,4.36,42,963,-0.310
124,125,125,"Ted Potter, Jr.",77,4.34,37,852,-0.108
125,T126,T126,Tommy Biershenk,74,4.32,35,810,-0.200
126,T126,T126,Y.E. Yang,64,4.32,29,672,-0.103
127,128,128,Blake Adams,107,4.23,52,1228,-0.231
128,129,129,Brandt Snedeker,81,4.2,38,904,-0.211
129,130,130,Robert Allenby,76,4.13,38,920,-0.105
130,131,131,Matt Kuchar,86,4.03,37,918,-0.108
131,132,132,Billy Mayfair,90,3.95,43,1089,-0.256
132,133,133,Ian Poulter,57,3.76,20,532,-0.150
133,134,134,Brendon de Jonge,115,3.72,53,1424,-0.264
134,135,135,Nathan Green,73,3.63,29,798,-0.483
135,136,136,Arjun Atwal,79,3.59,33,919,-0.242
136,T137,T137,Jonas Blixt,72,3.58,32,895,-0.313
137,T137,T137,Matt Every,80,3.58,32,894,-0.406
138,T137,T137,Jeff Maggert,83,3.58,39,1088,-0.154
139,140,140,Charlie Wi,86,3.54,36,1016,-0.333
140,141,141,William McGirt,96,3.45,38,1100,-0.263
141,142,142,George McNeill,85,3.44,34,988,-0.441
142,143,143,Bob Estes,78,3.42,31,906,-0.065
143,144,144,Graeme McDowell,55,3.38,18,532,-0.333
144,145,145,Jim Furyk,85,3.31,30,906,-0.233
145,146,146,Chris Stroud,86,3.24,34,1049,-0.265
146,147,147,Bryce Molder,83,3.22,32,993,-0.313
147,148,148,Dicky Pride,62,3.21,22,686,-0.182
148,149,149,Russell Knox,72,3.19,25,783,-0.560
149,150,150,David Hearn,95,3.17,39,1229,-0.410
150,151,151,Cameron Beckman,81,3.12,30,963,-0.167
151,152,152,Richard Lee,71,3.01,24,797,-0.125
152,153,153,Mark Wilson,84,2.95,28,950,-0.036
153,154,154,Chez Reavie,83,2.94,27,918,-0.148
154,155,155,Steve Wheatcroft,56,2.89,17,588,-0.059
155,T156,T156,Kris Blanks,65,2.87,24,835,-0.292
156,T156,T156,Greg Chalmers,88,2.87,30,1045,-0.367
157,158,158,Spencer Levin,81,2.82,26,922,-0.154
158,159,159,Scott Dunlap,57,2.8,18,644,E
159,160,160,Vaughn Taylor,81,2.79,25,895,-0.240
160,161,161,Sung Kang,75,2.78,24,863,-0.458
161,162,162,Michael Thompson,80,2.77,25,904,-0.280
162,163,163,Stuart Appleby,75,2.65,24,907,-0.125
163,164,164,Brendon Todd,78,2.51,22,878,E
164,165,165,Stephen Ames,54,2.4,13,542,-0.308
165,166,166,Rocco Mediate,70,2.35,19,809,-0.211
166,T167,T167,Gary Christian,91,2.29,24,1046,-0.208
167,T167,T167,Tim Clark,60,2.29,16,698,-0.375
168,169,169,Zach Johnson,95,2.23,23,1030,-0.217
169,T170,T170,Jason Bohn,81,2.07,19,918,-0.316
170,T170,T170,Ken Duke,104,2.07,26,1254,-0.269
171,172,172,Marco Dawson,60,2.02,13,642,-0.308
172,173,173,Luke Donald,63,1.95,13,668,E
173,174,174,Kyle Thompson,51,1.93,10,517,-0.300
174,175,175,Alexandre Rocha,62,1.86,13,700,-0.154
175,176,176,Patrick Sheehan,58,1.79,11,616,+0.091
176,177,177,Ryuji Imada,78,1.56,15,963,-0.533
177,178,178,Tom Pernice Jr.,62,1.52,11,725,+0.091
178,179,179,Brian Davis,91,1.45,16,1101,-0.125
179,180,180,John Mallinger,74,1.37,12,876,-0.333
180,181,181,Brian Gay,91,1.29,14,1086,+0.143
181,182,182,Heath Slocum,93,1.15,12,1048,+0.167
182,183,183,Justin Leonard,79,1.06,10,946,E
183,184,184,Ben Curtis,62,1.04,7,672,+0.143
184,185,185,David Mathis,83,0.93,9,963,-0.333
185,186,186,Chris DiMarco,83,0.9,9,1002,-0.222
186,187,187,Jerry Kelly,84,0.79,8,1017,E
187,188,188,Billy Hurley III,70,0.75,6,798,-0.333
188,189,189,Nick O'Hern,78,0.63,6,948,+0.333
189,190,190,Colt Knost,79,0.43,4,936,+0.250
190,191,191,Gavin Coles,72,0.38,3,797,E
