,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
93,T78,T78,John Rollins,81,1.482,103.772,70,1.5019999999999998,1.449
94,T78,T78,Adam Scott,59,1.482,59.277,40,1.485,1.4480000000000002
95,T78,T78,Kevin Stadler,85,1.482,87.45100000000001,59,1.485,1.4409999999999998
96,T78,T78,Steve Stricker,73,1.482,72.61399999999999,49,1.485,1.4169999999999998
97,T78,T78,Roland Thatcher,55,1.482,56.316,38,1.5,1.4340000000000002
98,T78,T78,Jimmy Walker,101,1.482,109.661,74,1.485,1.44
99,T100,T100,Chad Campbell,84,1.4809999999999999,108.11,73,1.485,1.4569999999999999
100,T100,T100,Bud Cauley,99,1.4809999999999999,133.27200000000002,90,1.485,1.4169999999999998
101,T100,T100,Luke Donald,63,1.4809999999999999,74.043,50,1.485,1.4380000000000002
102,T100,T100,Ryo Ishikawa,54,1.4809999999999999,51.818000000000005,35,1.485,1.44
103,T100,T100,Matt Jones,53,1.4809999999999999,59.233999999999995,40,1.485,1.44
104,T100,T100,Rory McIlroy,60,1.4809999999999999,56.286,38,1.485,1.46
105,T100,T100,Bryce Molder,83,1.4809999999999999,105.13600000000001,71,1.495,1.35
106,T100,T100,John Senden,81,1.4809999999999999,94.78299999999999,64,1.485,1.443
107,T100,T100,Brandt Snedeker,81,1.4809999999999999,91.82799999999999,62,1.485,1.45
108,T100,T100,Kyle Stanley,86,1.4809999999999999,78.494,53,1.485,1.422
109,T100,T100,Brendan Steele,77,1.4809999999999999,91.83200000000001,62,1.4909999999999999,1.443
110,T100,T100,Nick Watney,97,1.4809999999999999,109.605,74,1.4969999999999999,1.4509999999999998
111,T112,T112,Greg Chalmers,88,1.48,113.926,77,1.485,1.4509999999999998
112,T112,T112,Zach Johnson,95,1.48,109.512,74,1.485,1.413
113,T112,T112,David Mathis,83,1.48,96.194,65,1.5,1.3980000000000001
114,T112,T112,Troy Matteson,100,1.48,103.565,70,1.485,1.4380000000000002
115,T112,T112,Ryan Moore,89,1.48,119.87899999999999,81,1.485,1.425
116,T112,T112,Tom Pernice Jr.,62,1.48,75.46600000000001,51,1.495,1.4509999999999998
117,T112,T112,Vijay Singh,99,1.48,109.48700000000001,74,1.521,1.4480000000000002
118,T112,T112,Lee Westwood,60,1.48,62.138999999999996,42,1.4969999999999999,1.449
119,T120,T120,Blake Adams,107,1.479,93.19,63,1.485,1.446
120,T120,T120,Cameron Beckman,81,1.479,99.10600000000001,67,1.485,1.411
121,T120,T120,Ángel Cabrera,54,1.479,47.324,32,1.485,1.453
122,T120,T120,Ben Curtis,62,1.479,76.915,52,1.485,1.426
123,T120,T120,Ken Duke,104,1.479,130.17700000000002,88,1.4869999999999999,1.423
124,T120,T120,Jim Furyk,85,1.479,99.088,67,1.493,1.4469999999999998
125,T120,T120,Charley Hoffman,88,1.479,110.89200000000001,75,1.485,1.433
126,T120,T120,Ryuji Imada,78,1.479,88.765,60,1.485,1.4469999999999998
127,T120,T120,Kevin Kisner,69,1.479,75.408,51,1.485,1.442
128,T120,T120,Garth Mulroy,59,1.479,59.148,40,1.485,1.358
129,T120,T120,Seung-Yul Noh,105,1.479,118.331,80,1.485,1.435
130,T120,T120,Rod Pampling,88,1.479,97.596,66,1.485,1.4369999999999998
131,T120,T120,Brendon Todd,78,1.479,81.366,55,1.485,1.415
132,T120,T120,Charlie Wi,86,1.479,99.09700000000001,67,1.485,1.423
133,T120,T120,Mark Wilson,84,1.479,99.126,67,1.485,1.4469999999999998
134,T135,T135,Sangmoon Bae,81,1.4780000000000002,84.264,57,1.489,1.4269999999999998
135,T135,T135,K.J. Choi,71,1.4780000000000002,81.293,55,1.485,1.389
136,T135,T135,Nathan Green,73,1.4780000000000002,67.969,46,1.485,1.4180000000000001
137,T135,T135,J.J. Henry,93,1.4780000000000002,76.875,52,1.485,1.403
138,T135,T135,Billy Horschel,63,1.4780000000000002,68.005,46,1.485,1.443
139,T135,T135,Daniel Summerhays,81,1.4780000000000002,97.53399999999999,66,1.4909999999999999,1.4469999999999998
140,T135,T135,Cameron Tringale,88,1.4780000000000002,107.867,73,1.485,1.4369999999999998
141,T142,T142,Roberto Castro,92,1.4769999999999999,103.406,70,1.485,1.423
142,T142,T142,Matt Every,80,1.4769999999999999,85.65899999999999,58,1.485,1.439
143,T142,T142,Colt Knost,79,1.4769999999999999,94.54,64,1.4869999999999999,1.4340000000000002
144,T142,T142,Charl Schwartzel,56,1.4769999999999999,54.656000000000006,37,1.485,1.449
145,T146,T146,Stewart Cink,71,1.476,62.0,42,1.485,1.4140000000000001
146,T146,T146,Hunter Haas,69,1.476,67.91199999999999,46,1.485,1.445
147,T146,T146,Scott Stallings,78,1.476,97.416,66,1.485,1.4069999999999998
148,T149,T149,Keegan Bradley,90,1.475,87.027,59,1.485,1.3969999999999998
149,T149,T149,Scott Brown,65,1.475,66.35600000000001,45,1.485,1.411
150,T149,T149,Jerry Kelly,84,1.475,107.678,73,1.485,1.4509999999999998
151,T149,T149,Danny Lee,74,1.475,78.189,53,1.485,1.3869999999999998
152,T153,T153,Gavin Coles,72,1.474,75.15899999999999,51,1.485,1.3530000000000002
153,T153,T153,James Driscoll,83,1.474,88.41799999999999,60,1.485,1.396
154,T153,T153,Martin Flores,95,1.474,97.302,66,1.485,1.421
155,T153,T153,"Ted Potter, Jr.",77,1.474,88.431,60,1.485,1.433
156,T153,T153,D.J. Trahan,73,1.474,73.675,50,1.485,1.4269999999999998
157,T158,T158,Stephen Ames,54,1.473,45.673,31,1.485,1.429
158,T158,T158,Daniel Chopra,55,1.473,60.386,41,1.485,1.416
159,T158,T158,Brendon de Jonge,115,1.473,144.334,98,1.485,1.419
160,T158,T158,Jhonattan Vegas,77,1.473,95.721,65,1.485,1.403
161,T158,T158,Y.E. Yang,64,1.473,63.32899999999999,43,1.485,1.3880000000000001
162,T163,T163,Ricky Barnes,92,1.472,107.443,73,1.485,1.401
163,T163,T163,Charlie Beljan,61,1.472,55.928999999999995,38,1.485,1.411
164,T163,T163,Graham DeLaet,79,1.472,92.726,63,1.485,1.416
165,T163,T163,Sergio Garcia,57,1.472,64.763,44,1.485,1.425
166,T163,T163,Henrik Stenson,51,1.472,22.08,15,1.485,1.4469999999999998
167,T168,T168,Charles Howell III,98,1.4709999999999999,94.12,64,1.485,1.3969999999999998
168,T168,T168,J.J. Killeen,101,1.4709999999999999,101.53,69,1.485,1.413
169,T168,T168,Webb Simpson,77,1.4709999999999999,88.24799999999999,60,1.485,1.413
170,T171,T171,Stuart Appleby,75,1.47,91.16799999999999,62,1.485,1.405
171,T171,T171,Graeme McDowell,55,1.47,60.261,41,1.485,1.443
172,173,173,Tiger Woods,69,1.469,55.823,38,1.485,1.4180000000000001
173,T174,T174,Kevin Chappell,91,1.4680000000000002,104.21700000000001,71,1.4869999999999999,1.4040000000000001
174,T174,T174,Chris DiMarco,83,1.4680000000000002,96.90700000000001,66,1.485,1.396
175,T176,T176,Kris Blanks,65,1.4669999999999999,74.83,51,1.485,1.4069999999999998
176,T176,T176,Jonas Blixt,72,1.4669999999999999,90.97200000000001,62,1.485,1.35
177,T176,T176,Bobby Gates,87,1.4669999999999999,89.47200000000001,61,1.485,1.395
178,T176,T176,Pat Perez,81,1.4669999999999999,83.62100000000001,57,1.485,1.411
179,T176,T176,Kevin Streelman,89,1.4669999999999999,107.124,73,1.485,1.421
180,T181,T181,Tom Gillis,75,1.466,98.20100000000001,67,1.485,1.435
181,T181,T181,Greg Owen,90,1.466,92.384,63,1.485,1.35
182,T183,T183,Scott Dunlap,57,1.465,64.47399999999999,44,1.485,1.415
183,T183,T183,Edward Loar,59,1.465,55.673,38,1.485,1.35
184,T185,T185,Freddie Jacobson,61,1.464,62.965,43,1.485,1.426
185,T185,T185,Gary Woodland,70,1.464,64.405,44,1.485,1.4
186,187,187,Kevin Na,80,1.463,86.29,59,1.485,1.368
187,188,188,Justin Rose,69,1.4609999999999999,73.043,50,1.485,1.403
188,189,189,Chris Couch,61,1.459,56.888999999999996,39,1.489,1.35
189,190,190,Trevor Immelman,76,1.4580000000000002,77.28,53,1.485,1.402
190,191,191,Billy Hurley III,70,1.455,75.679,52,1.485,1.4080000000000001
