,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,J.J. Henry,112,11.24,1214,108
1,2,2,Brad Lardon,59,11.15,658,59
2,3,3,Tom Lehman,78,11.01,771,70
3,4,4,Scott Dunlap,74,10.99,791,72
4,5,5,Brandt Jobe,94,10.96,1030,94
5,6,6,Dicky Pride,51,10.94,558,51
6,7,7,Jason Hill,59,10.88,642,59
7,8,8,Bo Van Pelt,78,10.86,847,78
8,9,9,Blaine McCallister,75,10.85,814,75
9,10,10,Joey Sindelar,104,10.8,1102,102
10,T11,T11,"David Berganio, Jr.",80,10.78,852,79
11,T11,T11,Spike McRoy,69,10.78,722,67
12,13,13,Jeff Gove,89,10.76,958,89
13,14,14,Bart Bryant,69,10.71,707,66
14,T15,T15,Steve Pate,64,10.7,642,60
15,T15,T15,Matt Peterson,80,10.7,856,80
16,17,17,Michael Long,71,10.69,759,71
17,18,18,Brenden Pappas,62,10.66,661,62
18,T19,T19,Paul Claxton,83,10.64,883,83
19,T19,T19,Shaun Micheel,100,10.64,1032,97
20,21,21,Bradley Hughes,60,10.63,638,60
21,22,22,Kenneth Staton,104,10.61,1082,102
22,23,23,Glen Hnatiuk,95,10.6,986,93
23,24,24,Carlos Franco,107,10.58,1111,105
24,25,25,Kevin Sutherland,96,10.56,950,90
25,26,26,Bob May,91,10.55,939,89
26,T27,T27,Jim Furyk,88,10.54,896,85
27,T27,T27,Paul Gow,99,10.54,1012,96
28,29,29,Charles Howell III,118,10.52,1178,112
29,T30,T30,Robin Freeman,79,10.51,788,75
30,T30,T30,Tom Scherrer,98,10.51,998,95
31,32,32,Gary Nicklaus,66,10.5,693,66
32,T33,T33,Chad Campbell,111,10.49,1143,109
33,T33,T33,Boo Weekley,57,10.49,598,57
34,35,35,Peter Jacobsen,67,10.45,700,67
35,T36,T36,Craig Parry,69,10.39,717,69
36,T36,T36,David Peoples,105,10.39,1091,105
37,T36,T36,Chris Smith,103,10.39,1039,100
38,T39,T39,Fred Funk,106,10.38,1100,106
39,T39,T39,Donnie Hammond,60,10.38,623,60
40,T39,T39,Heath Slocum,96,10.38,955,92
41,42,42,Billy Mayfair,99,10.37,975,94
42,T43,T43,Jeff Brehaut,87,10.36,901,87
43,T43,T43,Frank Nobilo,94,10.36,974,94
44,T45,T45,Brent Geiberger,95,10.35,952,92
45,T45,T45,Richard Zokol,53,10.35,528,51
46,T47,T47,Michael Allen,76,10.34,765,74
47,T47,T47,Joe Durant,87,10.34,889,86
48,T47,T47,John Rollins,124,10.34,1241,120
49,T47,T47,Jay Williamson,91,10.34,941,91
50,T51,T51,Brian Bateman,94,10.33,940,91
51,T51,T51,Jess Daley,76,10.33,785,76
52,T51,T51,Jeff Sluman,118,10.33,1209,117
53,54,54,Mike Hulbert,55,10.32,547,53
54,T55,T55,Tommy Armour III,82,10.31,835,81
55,T55,T55,Eduardo Herrera,59,10.31,608,59
56,T55,T55,Pete Jordan,78,10.31,804,78
57,T55,T55,Dennis Paulson,89,10.31,897,87
58,59,59,Hidemichi Tanaka,104,10.3,1051,102
59,60,60,Robert Allenby,96,10.29,978,95
60,61,61,Jerry Smith,91,10.28,894,87
61,T62,T62,Craig Barlow,62,10.26,595,58
62,T62,T62,Luke Donald,106,10.26,1067,104
63,T62,T62,John Senden,96,10.26,954,93
64,T65,T65,Fulton Allem,64,10.25,656,64
65,T65,T65,Mark Brooks,97,10.25,953,93
66,T65,T65,Ian Leggatt,97,10.25,953,93
67,68,68,Bob Tway,103,10.24,1014,99
68,T69,T69,Briny Baird,110,10.23,1105,108
69,T69,T69,Tom Pernice Jr.,101,10.23,1013,99
70,T71,T71,Kent Jones,105,10.22,1053,103
71,T71,T71,Brett Wetterich,89,10.22,889,87
72,T73,T73,Michael Clark II,97,10.21,970,95
73,T73,T73,Russ Cochran,68,10.21,684,67
74,T75,T75,Brian Henninger,66,10.2,673,66
75,T75,T75,Phil Tataurangi,88,10.2,857,84
76,T77,T77,Pat Bates,94,10.19,927,91
77,T77,T77,Kenny Perry,98,10.19,968,95
78,T77,T77,Tim Petrovic,92,10.19,907,89
79,T77,T77,Craig Stadler,72,10.19,693,68
80,T81,T81,Steve Allan,93,10.18,926,91
81,T81,T81,Rich Beem,99,10.18,967,95
82,T83,T83,Franklin Langham,72,10.17,702,69
83,T83,T83,Steve Lowery,98,10.17,936,92
84,T83,T83,Deane Pappas,90,10.17,895,88
85,86,86,Vijay Singh,102,10.15,974,96
86,T87,T87,Notah Begay III,76,10.14,750,74
87,T87,T87,Bob Estes,93,10.14,882,87
88,T87,T87,Paul Goydos,66,10.14,669,66
89,T87,T87,Mike Sposa,111,10.14,1105,109
90,T87,T87,Grant Waite,98,10.14,973,96
91,92,92,Carl Paulson,84,10.13,831,82
92,93,93,Edward Fryatt,94,10.12,931,92
93,T94,T94,Cameron Beckman,87,10.11,859,85
94,T94,T94,Dan Forsman,83,10.11,819,81
95,T94,T94,David Frost,90,10.11,910,90
96,T94,T94,Matt Gogel,79,10.11,768,76
97,T94,T94,Frank Lickliter II,94,10.11,900,89
98,T94,T94,Michael Muehr,73,10.11,718,71
99,100,100,Per-Ulrik Johansson,87,10.1,879,87
100,101,101,Glen Day,107,10.09,1039,103
101,T102,T102,Brad Elder,76,10.08,746,74
102,T102,T102,David Gossett,95,10.08,937,93
103,104,104,Brandel Chamblee,85,10.06,845,84
104,T105,T105,John Huston,99,10.05,965,96
105,T105,T105,Hal Sutton,74,10.05,734,73
106,107,107,Rory Sabbatini,69,10.02,641,64
107,108,108,Mathew Goggin,64,10.0,640,64
108,T109,T109,Jay Don Blake,107,9.99,1049,105
109,T109,T109,Steve Flesch,110,9.99,1049,105
110,T111,T111,Bob Burns,99,9.98,958,96
111,T111,T111,Harrison Frazar,88,9.98,878,88
112,T111,T111,John Riegger,88,9.98,858,86
113,T111,T111,Tommy Tolles,64,9.98,639,64
114,115,115,Paul Azinger,69,9.97,628,63
115,116,116,Tom Byrum,77,9.96,767,77
116,T117,T117,John Cook,85,9.95,816,82
117,T117,T117,Jay Haas,83,9.95,786,79
118,T117,T117,Paul Stankowski,100,9.95,975,98
119,120,120,Joel Edwards,101,9.94,1004,101
120,121,121,J.L. Lewis,98,9.93,973,98
121,T122,T122,Greg Kraft,86,9.92,833,84
122,T122,T122,Garrett Willis,80,9.92,774,78
123,T124,T124,Greg Chalmers,94,9.91,902,91
124,T124,T124,Tiger Woods,69,9.91,674,68
125,126,126,Lee Janzen,101,9.9,950,96
126,127,127,Scott Simpson,61,9.89,603,61
127,T128,T128,Joe Ogilvie,50,9.88,494,50
128,T128,T128,Loren Roberts,93,9.88,919,93
129,T128,T128,Mike Weir,94,9.88,909,92
130,T131,T131,Geoff Ogilvy,90,9.87,849,86
131,T131,T131,Kirk Triplett,84,9.87,780,79
132,133,133,David Morland IV,58,9.86,572,58
133,134,134,Steve Jones,71,9.85,670,68
134,T135,T135,Woody Austin,102,9.84,974,99
135,T135,T135,Tim Herron,102,9.84,974,99
136,137,137,Andrew Magee,91,9.83,865,88
137,T138,T138,Robert Gamez,69,9.81,677,69
138,T138,T138,Lee Porter,91,9.81,863,88
