,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,John Rollins,124,48,282,17.0
1,2,2,Brian Gay,117,43,272,15.8
2,3,3,Fred Funk,106,40,240,16.7
3,4,4,Billy Andrade,100,39,229,17.0
4,5,5,Glen Day,107,38,259,14.7
5,T6,T6,Bob Estes,93,37,199,18.6
6,T6,T6,Jeff Sluman,118,37,270,13.7
7,T8,T8,Jeff Brehaut,87,36,206,17.5
8,T8,T8,Olin Browne,107,36,252,14.3
9,T8,T8,Skip Kendall,103,36,255,14.1
10,T11,T11,Pat Bates,94,35,229,15.3
11,T11,T11,Paul Gow,99,35,238,14.7
12,T11,T11,David Toms,106,35,245,14.3
13,T14,T14,Steve Allan,93,34,239,14.2
14,T14,T14,Chad Campbell,111,34,252,13.5
15,T14,T14,Joel Edwards,101,34,245,13.9
16,T14,T14,Kenny Perry,98,34,219,15.5
17,T18,T18,Harrison Frazar,88,33,190,17.4
18,T18,T18,Bob May,91,33,202,16.3
19,T18,T18,Chris Riley,104,33,243,13.6
20,T18,T18,Duffy Waldorf,90,33,212,15.6
21,T22,T22,Jay Don Blake,107,32,238,13.4
22,T22,T22,Tim Clark,76,32,186,17.2
23,T24,T24,Paul Stankowski,100,31,204,15.2
24,T24,T24,Mike Weir,94,31,162,19.1
25,T26,T26,Jonathan Byrd,96,30,229,13.1
26,T26,T26,David Gossett,95,30,216,13.9
27,T26,T26,David Peoples,105,30,238,12.6
28,T26,T26,Pat Perez,89,30,191,15.7
29,T26,T26,Tom Pernice Jr.,101,30,209,14.4
30,T26,T26,Loren Roberts,93,30,226,13.3
31,T26,T26,Jerry Smith,91,30,202,14.9
32,T33,T33,Jim Carter,98,29,201,14.4
33,T33,T33,Greg Chalmers,94,29,211,13.7
34,T33,T33,Tim Herron,102,29,236,12.3
35,T33,T33,Glen Hnatiuk,95,29,224,12.9
36,T33,T33,Jerry Kelly,99,29,207,14.0
37,T33,T33,J.L. Lewis,98,29,230,12.6
38,T33,T33,Davis Love III,92,29,211,13.7
39,T33,T33,Phil Tataurangi,88,29,198,14.6
40,T33,T33,Grant Waite,98,29,234,12.4
41,T42,T42,Briny Baird,110,28,238,11.8
42,T42,T42,K.J. Choi,93,28,199,14.1
43,T42,T42,Carlos Franco,107,28,236,11.9
44,T42,T42,J.J. Henry,112,28,204,13.7
45,T42,T42,Lee Janzen,101,28,184,15.2
46,T42,T42,Kent Jones,105,28,242,11.6
47,T42,T42,Neal Lancaster,101,28,194,14.4
48,T42,T42,Tim Petrovic,92,28,181,15.5
49,T42,T42,Chris Smith,103,28,202,13.9
50,T51,T51,Stephen Ames,89,27,182,14.8
51,T51,T51,Robert Damron,85,27,216,12.5
52,T51,T51,Chris DiMarco,111,27,213,12.7
53,T51,T51,Stephen Gangluff,75,27,188,14.4
54,T51,T51,John Huston,99,27,195,13.8
55,T51,T51,David Morland IV,58,27,160,16.9
56,T51,T51,Carl Paulson,84,27,211,12.8
57,T51,T51,Lee Porter,91,27,219,12.3
58,T51,T51,Joey Sindelar,104,27,227,11.9
59,T51,T51,Hidemichi Tanaka,104,27,222,12.2
60,T61,T61,Woody Austin,102,26,236,11.0
61,T61,T61,Mark Calcavecchia,84,26,146,17.8
62,T61,T61,Stewart Cink,92,26,187,13.9
63,T61,T61,Luke Donald,106,26,218,11.9
64,T61,T61,David Frost,90,26,225,11.6
65,T61,T61,Greg Kraft,86,26,205,12.7
66,T61,T61,Phil Mickelson,97,26,242,10.7
67,T61,T61,Vijay Singh,102,26,216,12.0
68,T61,T61,Garrett Willis,80,26,188,13.8
69,T70,T70,Mark Brooks,97,25,211,11.8
70,T70,T70,Brandel Chamblee,85,25,207,12.1
71,T70,T70,Brad Faxon,93,25,188,13.3
72,T70,T70,Steve Flesch,110,25,192,13.0
73,T70,T70,Edward Fryatt,94,25,197,12.7
74,T70,T70,Frank Nobilo,94,25,208,12.0
75,T76,T76,Bob Burns,99,24,206,11.7
76,T76,T76,Jeff Gove,89,24,206,11.7
77,T76,T76,Donnie Hammond,60,24,135,17.8
78,T76,T76,Pete Jordan,78,24,174,13.8
79,T76,T76,Steve Lowery,98,24,209,11.5
80,T76,T76,Bryce Molder,65,24,191,12.6
81,T76,T76,Deane Pappas,90,24,184,13.0
82,T76,T76,Brett Wetterich,89,24,197,12.2
83,T76,T76,Jay Williamson,91,24,221,10.9
84,T85,T85,Robert Allenby,96,23,214,10.7
85,T85,T85,Paul Claxton,83,23,187,12.3
86,T85,T85,Brad Elder,76,23,163,14.1
87,T85,T85,Steve Elkington,82,23,166,13.9
88,T85,T85,José María Olazábal,71,23,154,14.9
89,T85,T85,Brett Quigley,93,23,239,9.6
90,T85,T85,Mike Sposa,111,23,267,8.6
91,T85,T85,Bo Van Pelt,78,23,178,12.9
92,T93,T93,Stuart Appleby,97,22,203,10.8
93,T93,T93,Notah Begay III,76,22,194,11.3
94,T93,T93,Bart Bryant,69,22,149,14.8
95,T93,T93,Michael Clark II,97,22,217,10.1
96,T93,T93,Ben Crane,91,22,209,10.5
97,T93,T93,Jess Daley,76,22,189,11.6
98,T93,T93,David Duval,78,22,160,13.8
99,T93,T93,Robert Gamez,69,22,186,11.8
100,T93,T93,Brent Geiberger,95,22,200,11.0
101,T93,T93,Charles Howell III,118,22,228,9.6
102,T93,T93,Brandt Jobe,94,22,215,10.2
103,T93,T93,Ian Leggatt,97,22,211,10.4
104,T93,T93,Justin Leonard,97,22,193,11.4
105,T93,T93,Frank Lickliter II,94,22,177,12.4
106,T93,T93,Michael Long,71,22,168,13.1
107,T93,T93,Gary Nicklaus,66,22,133,16.5
108,T93,T93,Craig Parry,69,22,184,12.0
109,T93,T93,Corey Pavin,78,22,150,14.7
110,T93,T93,Tom Scherrer,98,22,204,10.8
111,T93,T93,Tommy Tolles,64,22,166,13.3
112,T113,T113,Tommy Armour III,82,21,160,13.1
113,T113,T113,Rich Beem,99,21,214,9.8
114,T113,T113,Joe Durant,87,21,145,14.5
115,T113,T113,Ernie Els,68,21,141,14.9
116,T113,T113,Robin Freeman,79,21,171,12.3
117,T113,T113,Peter Lonard,93,21,185,11.4
118,T113,T113,Blaine McCallister,75,21,153,13.7
119,T113,T113,Geoff Ogilvy,90,21,209,10.0
120,T113,T113,Matt Peterson,80,21,189,11.1
121,T113,T113,Dicky Pride,51,21,121,17.4
122,T113,T113,John Riegger,88,21,215,9.8
123,T113,T113,Heath Slocum,96,21,188,11.2
124,T113,T113,Bob Tway,103,21,193,10.9
125,T126,T126,Tom Byrum,77,20,177,11.3
126,T126,T126,Matt Gogel,79,20,166,12.0
127,T126,T126,Peter Jacobsen,67,20,138,14.5
128,T126,T126,Matt Kuchar,82,20,167,12.0
129,T126,T126,Shigeki Maruyama,87,20,173,11.6
130,T126,T126,Billy Mayfair,99,20,190,10.5
131,T126,T126,Steve Pate,64,20,114,17.5
132,T126,T126,Scott Verplank,93,20,174,11.5
133,T134,T134,John Cook,85,19,145,13.1
134,T134,T134,Per-Ulrik Johansson,87,19,173,11.0
135,T134,T134,Scott McCarron,106,19,202,9.4
136,T134,T134,Shaun Micheel,100,19,224,8.5
137,T134,T134,Joe Ogilvie,50,19,126,15.1
138,T134,T134,Dennis Paulson,89,19,200,9.5
139,T134,T134,Scott Simpson,61,19,144,13.2
140,T134,T134,Kirk Triplett,84,19,148,12.8
141,T134,T134,Richard Zokol,53,19,106,17.9
142,T143,T143,Michael Allen,76,18,152,11.8
143,T143,T143,Cameron Beckman,87,18,181,9.9
144,T143,T143,Jim Furyk,88,18,147,12.2
145,T143,T143,Jay Haas,83,18,167,10.8
146,T143,T143,Franklin Langham,72,18,188,9.6
147,T143,T143,Andrew Magee,91,18,164,11.0
148,T143,T143,Len Mattiace,106,18,247,7.3
149,T143,T143,John Senden,96,18,176,10.2
150,T151,T151,Craig Barlow,62,17,167,10.2
151,T151,T151,José Coceres,51,17,113,15.0
152,T151,T151,Dan Forsman,83,17,191,8.9
153,T151,T151,Mathew Goggin,64,17,156,10.9
154,T151,T151,Paul Goydos,66,17,153,11.1
155,T151,T151,Steve Jones,71,17,125,13.6
156,T151,T151,Jonathan Kaye,83,17,219,7.8
157,T151,T151,Jeff Maggert,83,17,146,11.6
158,T151,T151,Brenden Pappas,62,17,136,12.5
159,T151,T151,Nick Price,69,17,142,12.0
160,T151,T151,Kenneth Staton,104,17,221,7.7
161,T151,T151,Hal Sutton,74,17,132,12.9
162,T163,T163,Scott Dunlap,74,16,142,11.3
163,T163,T163,Retief Goosen,56,16,132,12.1
164,T163,T163,Jason Hill,59,16,118,13.6
165,T163,T163,Tripp Isenhour,68,16,152,10.5
166,T163,T163,Brad Lardon,59,16,104,15.4
167,T163,T163,Rocco Mediate,79,16,150,10.7
168,T163,T163,Steve Stricker,68,16,125,12.8
169,T163,T163,Kevin Sutherland,96,16,133,12.0
170,T163,T163,Esteban Toledo,106,16,203,7.9
171,T163,T163,Kaname Yokoo,74,16,152,10.5
172,T173,T173,Fulton Allem,64,15,135,11.1
173,T173,T173,Fred Couples,64,15,98,15.3
174,T173,T173,Bob Heintz,68,15,170,8.8
175,T173,T173,Eduardo Herrera,59,15,133,11.3
176,T177,T177,Paul Azinger,69,14,124,11.3
177,T177,T177,Russ Cochran,68,14,139,10.1
178,T177,T177,Dudley Hart,88,14,158,8.9
179,T177,T177,J.P. Hayes,78,14,174,8.0
180,T177,T177,Scott Hoch,71,14,155,9.0
181,T177,T177,Tom Lehman,78,14,93,15.1
182,T177,T177,Michael Muehr,73,14,139,10.1
183,T177,T177,Craig Stadler,72,14,118,11.9
184,T177,T177,Boo Weekley,57,14,122,11.5
185,T186,T186,Bradley Hughes,60,13,103,12.6
186,T186,T186,Spike McRoy,69,13,127,10.2
187,T186,T186,Rod Pampling,98,13,191,6.8
188,T186,T186,Brian Watts,58,13,117,11.1
189,T190,T190,Brian Bateman,94,12,216,5.6
190,T190,T190,"David Berganio, Jr.",80,12,174,6.9
191,T190,T190,Miguel Angel Jiménez,60,12,96,12.5
192,T190,T190,Jesper Parnevik,85,12,102,11.8
193,T190,T190,Craig Perks,91,12,180,6.7
194,T190,T190,Rory Sabbatini,69,12,123,9.8
195,T196,T196,Bernhard Langer,55,11,98,11.2
196,T196,T196,Mark O'Meara,68,11,102,10.8
197,198,198,John Daly,62,10,88,11.4
198,T199,T199,Brian Henninger,66,9,153,5.9
199,T199,T199,Mike Hulbert,55,9,96,9.4
200,T199,T199,Tiger Woods,69,9,114,7.9
201,202,202,Sergio Garcia,79,8,124,6.5
