,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
137,T138,T138,Robert Allenby,37.3,141,378
138,T138,T138,Jonathan Kaye,37.3,94,252
139,T138,T138,Tom Scherrer,37.3,94,252
140,T141,T141,Paul Gow,37.18,87,234
141,T141,T141,Heath Slocum,37.18,87,234
142,143,143,Jim Carter,37.13,127,342
143,144,144,Vijay Singh,37.12,147,396
144,T145,T145,Pete Jordan,37.04,60,162
145,T145,T145,Mike Sposa,37.04,140,378
146,147,147,Lee Janzen,36.94,133,360
147,T148,T148,Craig Barlow,36.81,53,144
148,T148,T148,John Senden,36.81,106,288
149,150,150,Bart Bryant,36.75,86,234
150,151,151,Bob Burns,36.73,119,324
151,152,152,Scott Simpson,36.67,33,90
152,153,153,Jesper Parnevik,36.6,112,306
153,154,154,Rocco Mediate,36.46,105,288
154,155,155,Craig Parry,36.32,85,234
155,156,156,Kenneth Staton,36.3,98,270
156,T157,T157,Kevin Sutherland,36.27,111,306
157,T157,T157,Grant Waite,36.27,111,306
158,T159,T159,Loren Roberts,36.24,137,378
159,T159,T159,Mike Weir,36.24,137,378
160,T161,T161,Jeff Brehaut,36.11,91,252
161,T161,T161,Luke Donald,36.11,143,396
162,T161,T161,Bradley Hughes,36.11,52,144
163,T161,T161,Scott McCarron,36.11,143,396
164,165,165,Blaine McCallister,35.8,58,162
165,166,166,Brad Lardon,35.71,45,126
166,167,167,Rory Sabbatini,35.56,64,180
167,168,168,Jim Furyk,35.49,115,324
168,169,169,Retief Goosen,35.47,83,234
169,170,170,David Toms,35.42,153,432
170,T171,T171,Russ Cochran,35.35,70,198
171,T171,T171,Peter Jacobsen,35.35,70,198
172,T173,T173,Ian Leggatt,35.19,114,324
173,T173,T173,Brenden Pappas,35.19,38,108
174,175,175,Neal Lancaster,35.09,120,342
175,176,176,Charles Howell III,34.89,157,450
176,177,177,Ernie Els,34.81,94,270
177,178,178,Carlos Franco,34.66,131,378
178,179,179,Dicky Pride,34.57,56,162
179,180,180,Brian Bateman,34.52,87,252
180,181,181,Chris Smith,34.44,124,360
181,182,182,Tiger Woods,34.31,105,306
182,183,183,Miguel Angel Jiménez,33.89,61,180
183,184,184,Matt Peterson,33.76,79,234
184,185,185,Steve Allan,33.7,91,270
185,T186,T186,Joe Durant,33.33,90,270
186,T186,T186,Tom Lehman,33.33,90,270
187,T186,T186,Michael Long,33.33,54,162
188,T186,T186,Jeff Maggert,33.33,84,252
189,T186,T186,Mark O'Meara,33.33,54,162
190,T186,T186,Tom Pernice Jr.,33.33,108,324
191,192,192,Shaun Micheel,33.04,113,342
192,193,193,Jeff Gove,32.91,77,234
193,194,194,Steve Pate,32.72,53,162
194,195,195,Bob Tway,32.58,129,396
195,196,196,Gary Nicklaus,32.41,35,108
196,197,197,J.J. Henry,32.22,116,360
197,T198,T198,Scott Dunlap,31.75,40,126
198,T198,T198,David Morland IV,31.75,40,126
199,200,200,Brandt Jobe,31.58,108,342
200,201,201,Steve Jones,30.0,54,180
201,202,202,Brett Wetterich,25.76,51,198
