,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
0,1,1,Jim Furyk,88,92.4,421,389
1,2,2,Mark O'Meara,68,91.42,268,245
2,3,3,Retief Goosen,56,91.36,301,275
3,4,4,Scott Hoch,71,91.28,344,314
4,5,5,Brad Faxon,93,91.0,411,374
5,6,6,Shigeki Maruyama,87,90.63,395,358
6,7,7,Bob Heintz,68,90.59,372,337
7,8,8,Bryce Molder,65,90.4,427,386
8,9,9,Phil Tataurangi,88,90.39,437,395
9,10,10,Donnie Hammond,60,90.36,332,300
10,11,11,John Rollins,124,90.24,717,647
11,12,12,Loren Roberts,93,90.22,552,498
12,T13,T13,Steve Allan,93,90.2,541,488
13,T13,T13,Bernhard Langer,55,90.2,204,184
14,15,15,Tim Herron,102,90.16,508,458
15,16,16,Lee Janzen,101,90.08,484,436
16,17,17,Blaine McCallister,75,90.05,412,371
17,18,18,Pat Bates,94,90.0,550,495
18,19,19,Spike McRoy,69,89.89,356,320
19,20,20,Deane Pappas,90,89.86,483,434
20,21,21,Brandel Chamblee,85,89.78,499,448
21,22,22,Geoff Ogilvy,90,89.75,488,438
22,23,23,Mathew Goggin,64,89.69,388,348
23,T24,T24,Kevin Sutherland,96,89.66,406,364
24,T24,T24,Tiger Woods,69,89.66,319,286
25,26,26,Rocco Mediate,79,89.65,396,355
26,27,27,David Frost,90,89.62,520,466
27,28,28,Chris Smith,103,89.59,538,482
28,29,29,Corey Pavin,78,89.58,384,344
29,30,30,Jay Don Blake,107,89.44,587,525
30,31,31,Olin Browne,107,89.43,596,533
31,32,32,"David Berganio, Jr.",80,89.35,507,453
32,33,33,Gary Nicklaus,66,89.34,347,310
33,T34,T34,Jim Carter,98,89.21,482,430
34,T34,T34,Jeff Sluman,118,89.21,667,595
35,36,36,Matt Kuchar,82,89.19,407,363
36,37,37,Chris DiMarco,111,89.16,535,477
37,38,38,Davis Love III,92,89.13,469,418
38,39,39,Chris Riley,104,89.09,550,490
39,40,40,Robert Damron,85,89.08,522,465
40,T41,T41,David Duval,78,89.06,393,350
41,T41,T41,José María Olazábal,71,89.06,320,285
42,43,43,Jonathan Byrd,96,89.05,539,480
43,T44,T44,Tom Byrum,77,89.04,447,398
44,T44,T44,Brandt Jobe,94,89.04,575,512
45,T44,T44,Justin Leonard,97,89.04,502,447
46,T44,T44,Mike Sposa,111,89.04,648,577
47,48,48,Grant Waite,98,89.02,574,511
48,49,49,Jess Daley,76,89.01,464,413
49,50,50,Charles Howell III,118,89.0,600,534
50,51,51,Billy Andrade,100,88.99,527,469
51,52,52,Carl Paulson,84,88.97,535,476
52,T53,T53,John Riegger,88,88.91,532,473
53,T53,T53,Bob Tway,103,88.91,532,473
54,55,55,Len Mattiace,106,88.84,636,565
55,56,56,Dicky Pride,51,88.79,348,309
56,57,57,Dan Forsman,83,88.78,508,451
57,58,58,Greg Chalmers,94,88.77,472,419
58,59,59,Michael Muehr,73,88.76,338,300
59,60,60,Vijay Singh,102,88.65,564,500
60,61,61,Tim Petrovic,92,88.59,482,427
61,62,62,Tommy Tolles,64,88.57,385,341
62,63,63,Craig Parry,69,88.56,437,387
63,64,64,Jeff Brehaut,87,88.51,557,493
64,65,65,Chad Campbell,111,88.49,617,546
65,66,66,Paul Stankowski,100,88.48,512,453
66,67,67,Greg Kraft,86,88.47,503,445
67,68,68,Jeff Gove,89,88.45,580,513
68,69,69,Joey Sindelar,104,88.44,623,551
69,70,70,Nick Price,69,88.42,380,336
70,71,71,Steve Elkington,82,88.4,388,343
71,T72,T72,Brent Geiberger,95,88.35,498,440
72,T72,T72,Ian Leggatt,97,88.35,541,478
73,74,74,Stephen Ames,89,88.34,403,356
74,75,75,Tommy Armour III,82,88.31,445,393
75,76,76,Pete Jordan,78,88.26,460,406
76,T77,T77,David Peoples,105,88.24,612,540
77,T77,T77,Craig Perks,91,88.24,408,360
78,79,79,Billy Mayfair,99,88.2,483,426
79,80,80,Matt Gogel,79,88.19,432,381
80,81,81,Duffy Waldorf,90,88.17,482,425
81,82,82,Brad Elder,76,88.15,405,357
82,83,83,Joel Edwards,101,88.1,605,533
83,84,84,Matt Peterson,80,88.08,537,473
84,T85,T85,Bob Estes,93,88.06,494,435
85,T85,T85,Brian Henninger,66,88.06,402,354
86,87,87,Scott Verplank,93,88.05,452,398
87,88,88,Fred Funk,106,88.02,651,573
88,89,89,Heath Slocum,96,88.0,500,440
89,90,90,Michael Allen,76,87.99,408,359
90,91,91,Ernie Els,68,87.94,340,299
91,92,92,Jerry Kelly,99,87.9,537,472
92,93,93,Esteban Toledo,106,87.89,512,450
93,94,94,Scott McCarron,106,87.86,527,463
94,95,95,Carlos Franco,107,87.85,675,593
95,96,96,K.J. Choi,93,87.82,509,447
96,97,97,Stewart Cink,92,87.81,443,389
97,98,98,Brian Bateman,94,87.78,581,510
98,99,99,Russ Cochran,68,87.76,392,344
99,100,100,Andrew Magee,91,87.75,457,401
100,101,101,Rod Pampling,98,87.71,480,421
101,102,102,Jay Williamson,91,87.7,569,499
102,103,103,John Daly,62,87.67,219,192
103,104,104,Skip Kendall,103,87.66,559,490
104,105,105,David Toms,106,87.65,583,511
105,T106,T106,Craig Barlow,62,87.62,412,361
106,T106,T106,Neal Lancaster,101,87.62,517,453
107,108,108,Richard Zokol,53,87.59,274,240
108,T109,T109,Ben Crane,91,87.58,475,416
109,T109,T109,Kent Jones,105,87.58,636,557
110,111,111,Scott Simpson,61,87.57,354,310
111,112,112,Cameron Beckman,87,87.56,434,380
112,T113,T113,Rich Beem,99,87.5,544,476
113,T113,T113,Kenny Perry,98,87.5,536,469
114,115,115,Paul Claxton,83,87.48,543,475
115,116,116,Stephen Gangluff,75,87.47,471,412
116,117,117,Tom Lehman,78,87.46,303,265
117,118,118,Bart Bryant,69,87.44,430,376
118,119,119,Bob Burns,99,87.4,524,458
119,120,120,Bob May,91,87.36,538,470
120,121,121,Shaun Micheel,100,87.33,600,524
121,122,122,Eduardo Herrera,59,87.31,394,344
122,123,123,Peter Jacobsen,67,87.3,370,323
123,T124,T124,Notah Begay III,76,87.27,542,473
124,T124,T124,José Coceres,51,87.27,267,233
125,126,126,Frank Lickliter II,94,87.25,494,431
126,127,127,Briny Baird,110,87.24,619,540
127,128,128,Tom Pernice Jr.,101,87.22,540,471
128,129,129,Brenden Pappas,62,87.21,383,334
129,130,130,Dudley Hart,88,87.2,422,368
130,131,131,Rory Sabbatini,69,87.19,320,279
131,132,132,Steve Pate,64,87.17,304,265
132,133,133,Franklin Langham,72,87.16,475,414
133,T134,T134,Harrison Frazar,88,87.14,451,393
134,T134,T134,Paul Goydos,66,87.14,412,359
135,T134,T134,J.P. Hayes,78,87.14,412,359
136,137,137,Phil Mickelson,97,87.13,536,467
137,T138,T138,Glen Day,107,87.1,682,594
138,T138,T138,Craig Stadler,72,87.1,310,270
139,140,140,Per-Ulrik Johansson,87,87.04,463,403
140,141,141,Jonathan Kaye,83,87.01,539,469
