,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
141,T142,T142,Brian Gay,117,86.99,615,535
142,T142,T142,Miguel Angel Jiménez,60,86.99,292,254
143,144,144,J.L. Lewis,98,86.93,589,512
144,145,145,Michael Long,71,86.92,474,412
145,146,146,Michael Clark II,97,86.9,565,491
146,147,147,Kenneth Staton,104,86.86,662,575
147,148,148,Brad Lardon,59,86.8,341,296
148,149,149,Bo Van Pelt,78,86.79,530,460
149,150,150,Sergio Garcia,79,86.78,363,315
150,T151,T151,Luke Donald,106,86.76,612,531
151,T151,T151,Jeff Maggert,83,86.76,423,367
152,153,153,Joe Ogilvie,50,86.73,324,281
153,154,154,Jerry Smith,91,86.72,527,457
154,155,155,Steve Stricker,68,86.71,286,248
155,156,156,Kirk Triplett,84,86.7,391,339
156,157,157,Steve Flesch,110,86.69,526,456
157,158,158,Robert Gamez,69,86.58,462,400
158,159,159,Lee Porter,91,86.52,534,462
159,160,160,Brett Quigley,93,86.48,577,499
160,T161,T161,Mark Calcavecchia,84,86.42,324,280
161,T161,T161,Jay Haas,83,86.42,427,369
162,T161,T161,Frank Nobilo,94,86.42,567,490
163,T164,T164,Tripp Isenhour,68,86.41,449,388
164,T164,T164,Dennis Paulson,89,86.41,515,445
165,166,166,Hidemichi Tanaka,104,86.39,588,508
166,167,167,Mark Brooks,97,86.36,528,456
167,168,168,Brian Watts,58,86.32,307,265
168,169,169,Kaname Yokoo,74,86.27,386,333
169,170,170,Bradley Hughes,60,86.25,371,320
170,171,171,Paul Azinger,69,86.23,276,238
171,172,172,Jesper Parnevik,85,86.21,290,250
172,173,173,John Senden,96,86.19,507,437
173,174,174,J.J. Henry,112,86.18,651,561
174,175,175,David Morland IV,58,86.17,376,324
175,176,176,Tom Scherrer,98,86.12,569,490
176,177,177,Mike Weir,94,85.91,447,384
177,178,178,Mike Hulbert,55,85.87,283,243
178,T179,T179,Stuart Appleby,97,85.85,523,449
179,T179,T179,Steve Lowery,98,85.85,544,467
180,181,181,Glen Hnatiuk,95,85.76,618,530
181,182,182,Hal Sutton,74,85.75,365,313
182,183,183,Edward Fryatt,94,85.69,524,449
183,T184,T184,Woody Austin,102,85.65,627,537
184,T184,T184,Pat Perez,89,85.65,453,388
185,186,186,John Cook,85,85.64,376,322
186,187,187,Peter Lonard,93,85.5,469,401
187,188,188,Paul Gow,99,85.38,650,555
188,189,189,Robin Freeman,79,85.31,490,418
189,190,190,Garrett Willis,80,85.04,488,415
190,191,191,Joe Durant,87,84.94,425,361
191,192,192,Robert Allenby,96,84.92,597,507
192,193,193,David Gossett,95,84.71,569,482
193,194,194,John Huston,99,84.7,523,443
194,195,195,Fred Couples,64,84.53,265,224
195,196,196,Brett Wetterich,89,84.48,580,490
196,197,197,Boo Weekley,57,84.47,367,310
197,198,198,Fulton Allem,64,84.45,373,315
198,199,199,Steve Jones,71,83.91,373,313
199,200,200,Jason Hill,59,83.85,353,296
200,201,201,Scott Dunlap,74,83.55,468,391
201,202,202,Tim Clark,76,83.33,474,395
