,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Mike Sposa,111,89,267,33.3
1,2,2,John Rollins,124,85,282,30.1
2,3,3,Skip Kendall,103,82,255,32.2
3,4,4,Brett Quigley,93,79,239,33.1
4,T5,T5,Steve Allan,93,75,239,31.4
5,T5,T5,Brian Bateman,94,75,216,34.7
6,T5,T5,Fred Funk,106,75,240,31.3
7,8,8,David Frost,90,74,225,32.9
8,9,9,Olin Browne,107,73,252,29.0
9,T10,T10,Paul Gow,99,71,238,29.8
10,T10,T10,Jeff Sluman,118,71,270,26.3
11,12,12,Briny Baird,110,70,238,29.4
12,T13,T13,Woody Austin,102,69,236,29.2
13,T13,T13,Jonathan Byrd,96,69,229,30.1
14,T13,T13,Joel Edwards,101,69,245,28.2
15,T13,T13,Brian Gay,117,69,272,25.4
16,T13,T13,David Peoples,105,69,238,29.0
17,T18,T18,Glen Day,107,68,259,26.3
18,T18,T18,Kent Jones,105,68,242,28.1
19,T18,T18,Len Mattiace,106,68,247,27.5
20,T18,T18,Chris Riley,104,68,243,28.0
21,T18,T18,Vijay Singh,102,68,216,31.5
22,T18,T18,Jay Williamson,91,68,221,30.8
23,T24,T24,Michael Clark II,97,67,217,30.9
24,T24,T24,Edward Fryatt,94,67,197,34.0
25,T24,T24,Loren Roberts,93,67,226,29.6
26,T24,T24,Kenneth Staton,104,67,221,30.3
27,28,28,Jerry Kelly,99,66,207,31.9
28,T29,T29,Geoff Ogilvy,90,64,209,30.6
29,T29,T29,John Riegger,88,64,215,29.8
30,T29,T29,Scott Verplank,93,64,174,36.8
31,T32,T32,Peter Lonard,93,63,185,34.1
32,T32,T32,Scott McCarron,106,63,202,31.2
33,T34,T34,Frank Lickliter II,94,62,177,35.0
34,T34,T34,Duffy Waldorf,90,62,212,29.2
35,T36,T36,Stuart Appleby,97,61,203,30.0
36,T36,T36,Jim Carter,98,61,201,30.3
37,T36,T36,K.J. Choi,93,61,199,30.7
38,T36,T36,Robert Damron,85,61,216,28.2
39,T36,T36,Luke Donald,106,61,218,28.0
40,T36,T36,Tim Herron,102,61,236,25.8
41,T36,T36,David Toms,106,61,245,24.9
42,T43,T43,Rich Beem,99,60,214,28.0
43,T43,T43,Steve Flesch,110,60,192,31.3
44,T43,T43,David Gossett,95,60,216,27.8
45,T43,T43,Phil Mickelson,97,60,242,24.8
46,T47,T47,Billy Andrade,100,59,229,25.8
47,T47,T47,Jay Don Blake,107,59,238,24.8
48,T47,T47,Jeff Gove,89,59,206,28.6
49,T47,T47,Justin Leonard,97,59,193,30.6
50,T47,T47,Bob May,91,59,202,29.2
51,T52,T52,Bob Burns,99,58,206,28.2
52,T52,T52,Glen Hnatiuk,95,58,224,25.9
53,T52,T52,Shaun Micheel,100,58,224,25.9
54,T52,T52,Pat Perez,89,58,191,30.4
55,T52,T52,Esteban Toledo,106,58,203,28.6
56,T57,T57,Jeff Brehaut,87,57,206,27.7
57,T57,T57,Carlos Franco,107,57,236,24.2
58,T57,T57,J.P. Hayes,78,57,174,32.8
59,T57,T57,Matt Peterson,80,57,189,30.2
60,T57,T57,Joey Sindelar,104,57,227,25.1
61,T57,T57,Chris Smith,103,57,202,28.2
62,T63,T63,Robert Allenby,96,56,214,26.2
63,T63,T63,Chad Campbell,111,56,252,22.2
64,T63,T63,Brandel Chamblee,85,56,207,27.1
65,T63,T63,Tim Clark,76,56,186,30.1
66,T63,T63,Ben Crane,91,56,209,26.8
67,T63,T63,Chris DiMarco,111,56,213,26.3
68,T63,T63,Brent Geiberger,95,56,200,28.0
69,T63,T63,J.J. Henry,112,56,204,27.5
70,T63,T63,Charles Howell III,118,56,228,24.6
71,T63,T63,Jonathan Kaye,83,56,219,25.6
72,T63,T63,Greg Kraft,86,56,205,27.3
73,T63,T63,J.L. Lewis,98,56,230,24.3
74,T63,T63,Lee Porter,91,56,219,25.6
75,T63,T63,Hidemichi Tanaka,104,56,222,25.2
76,T77,T77,Bob Estes,93,55,199,27.6
77,T77,T77,Bob Heintz,68,55,170,32.4
78,T77,T77,Ian Leggatt,97,55,211,26.1
79,T77,T77,Steve Lowery,98,55,209,26.3
80,T77,T77,Kenny Perry,98,55,219,25.1
81,T77,T77,Bo Van Pelt,78,55,178,30.9
82,T77,T77,Grant Waite,98,55,234,23.5
83,T84,T84,Craig Barlow,62,54,167,32.3
