,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Bob Heintz,25.86,181,7
1,2,2,Ben Crane,27.13,434,16
2,3,3,Jonathan Kaye,27.33,410,15
3,4,4,Bryce Molder,27.55,303,11
4,5,5,Mark O'Meara,27.6,276,10
5,6,6,Skip Kendall,27.71,582,21
6,T7,T7,Fred Couples,27.77,361,13
7,T7,T7,Craig Parry,27.77,361,13
8,9,9,Greg Chalmers,27.81,445,16
9,10,10,Miguel Angel Jiménez,27.82,306,11
10,11,11,Rod Pampling,27.84,529,19
11,12,12,Chris Riley,27.86,613,22
12,13,13,Kaname Yokoo,27.9,279,10
13,14,14,Ernie Els,27.93,391,14
14,T15,T15,Bob Burns,28.0,532,19
15,T15,T15,Tripp Isenhour,28.0,392,14
16,T15,T15,Duffy Waldorf,28.0,476,17
17,18,18,J.L. Lewis,28.06,505,18
18,19,19,Matt Gogel,28.07,393,14
19,20,20,Jerry Kelly,28.1,562,20
20,T21,T21,Mark Calcavecchia,28.13,450,16
21,T21,T21,Sergio Garcia,28.13,450,16
22,T21,T21,Pat Perez,28.13,450,16
23,24,24,Bob Tway,28.14,591,21
24,25,25,Justin Leonard,28.19,592,21
25,26,26,Nick Price,28.2,423,15
26,27,27,Pete Jordan,28.22,254,9
27,T28,T28,Dan Forsman,28.29,481,17
28,T28,T28,Scott Hoch,28.29,396,14
29,T28,T28,Garrett Willis,28.29,396,14
30,T31,T31,Brad Faxon,28.3,566,20
31,T31,T31,Steve Jones,28.3,283,10
32,T31,T31,Steve Stricker,28.3,283,10
33,34,34,Jonathan Byrd,28.31,453,16
34,T35,T35,K.J. Choi,28.32,538,19
35,T35,T35,Brandt Jobe,28.32,538,19
36,T37,T37,Jim Carter,28.35,567,20
37,T37,T37,Andrew Magee,28.35,482,17
38,39,39,Bernhard Langer,28.36,312,11
39,40,40,Neal Lancaster,28.37,539,19
40,41,41,Brett Quigley,28.38,454,16
41,42,42,Joel Edwards,28.39,653,23
42,43,43,Stuart Appleby,28.42,540,19
43,T44,T44,Eduardo Herrera,28.43,199,7
44,T44,T44,José María Olazábal,28.43,398,14
45,T46,T46,Olin Browne,28.47,541,19
46,T46,T46,Geoff Ogilvy,28.47,484,17
47,48,48,Tim Herron,28.48,598,21
48,49,49,David Morland IV,28.5,285,10
49,T50,T50,Matt Kuchar,28.53,428,15
50,T50,T50,Esteban Toledo,28.53,542,19
51,52,52,Paul Goydos,28.54,371,13
52,T53,T53,Kent Jones,28.55,571,20
53,T53,T53,Michael Muehr,28.55,314,11
54,55,55,David Toms,28.58,686,24
55,56,56,Steve Flesch,28.61,658,23
56,57,57,John Rollins,28.62,744,26
57,T58,T58,Jay Don Blake,28.63,544,19
58,T58,T58,Davis Love III,28.63,544,19
59,T58,T58,Len Mattiace,28.63,687,24
60,T61,T61,Briny Baird,28.64,630,22
61,T61,T61,Brian Gay,28.64,716,25
62,T61,T61,Greg Kraft,28.64,401,14
63,T61,T61,Corey Pavin,28.64,401,14
64,T61,T61,David Peoples,28.64,630,22
65,66,66,Craig Barlow,28.67,258,9
66,67,67,Charles Howell III,28.68,717,25
67,68,68,Pat Bates,28.72,517,18
68,69,69,Jeff Gove,28.73,431,15
69,T70,T70,David Frost,28.75,460,16
70,T70,T70,Dennis Paulson,28.75,460,16
