,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Jay Haas,26.82,456,17
1,2,2,Michael Allen,27.0,243,9
2,3,3,Steve Stricker,27.1,271,10
3,4,4,Kaname Yokoo,27.11,244,9
4,5,5,Bernhard Langer,27.27,300,11
5,6,6,Chris Riley,27.43,576,21
6,7,7,Davis Love III,27.5,495,18
7,8,8,Bob Heintz,27.6,138,5
8,9,9,Matt Kuchar,27.71,388,14
9,10,10,Billy Andrade,27.78,500,18
10,11,11,Jerry Kelly,27.79,528,19
11,12,12,Ben Crane,27.81,445,16
12,13,13,Brian Henninger,27.83,334,12
13,T14,T14,Greg Chalmers,27.87,418,15
14,T14,T14,Pat Perez,27.87,418,15
15,16,16,Stuart Appleby,27.89,530,19
16,T17,T17,Paul Claxton,27.92,335,12
17,T17,T17,David Duval,27.92,363,13
18,T17,T17,Paul Goydos,27.92,363,13
19,T20,T20,Stephen Ames,27.93,419,15
20,T20,T20,Mark Brooks,27.93,419,15
21,T20,T20,Jonathan Byrd,27.93,391,14
22,T20,T20,J.P. Hayes,27.93,391,14
23,24,24,Phil Mickelson,27.95,587,21
24,T25,T25,Edward Fryatt,28.0,336,12
25,T25,T25,Stephen Gangluff,28.0,252,9
26,T25,T25,Nick Price,28.0,420,15
27,T28,T28,K.J. Choi,28.06,505,18
28,T28,T28,Rod Pampling,28.06,505,18
29,30,30,John Rollins,28.08,730,26
30,31,31,Geoff Ogilvy,28.13,450,16
31,T32,T32,Woody Austin,28.14,394,14
32,T32,T32,Matt Gogel,28.14,394,14
33,T32,T32,José María Olazábal,28.14,394,14
34,35,35,Donnie Hammond,28.15,366,13
35,36,36,Skip Kendall,28.16,535,19
36,37,37,Peter Jacobsen,28.18,310,11
37,38,38,Shigeki Maruyama,28.21,536,19
38,39,39,Pat Bates,28.24,480,17
39,40,40,Scott Verplank,28.26,537,19
40,41,41,Craig Perks,28.27,424,15
41,T42,T42,Stewart Cink,28.29,481,17
42,T42,T42,Corey Pavin,28.29,396,14
43,T44,T44,Mark Calcavecchia,28.33,425,15
44,T44,T44,Justin Leonard,28.33,595,21
45,46,46,Robin Freeman,28.36,312,11
46,47,47,Brad Faxon,28.37,539,19
47,T48,T48,Glen Day,28.4,568,20
48,T48,T48,Bryce Molder,28.4,284,10
49,50,50,David Gossett,28.41,483,17
50,T51,T51,Joel Edwards,28.43,597,21
51,T51,T51,Carl Paulson,28.43,398,14
52,53,53,Steve Elkington,28.44,455,16
53,T54,T54,Tim Herron,28.45,569,20
54,T54,T54,Tommy Tolles,28.45,313,11
55,T56,T56,Olin Browne,28.47,541,19
56,T56,T56,Robert Damron,28.47,427,15
57,T56,T56,Dan Forsman,28.47,427,15
58,T59,T59,Fulton Allem,28.5,171,6
59,T59,T59,Retief Goosen,28.5,342,12
60,61,61,Harrison Frazar,28.53,428,15
61,T62,T62,Fred Funk,28.54,685,24
62,T62,T62,Dennis Paulson,28.54,371,13
63,T62,T62,Tim Petrovic,28.54,371,13
64,65,65,Bob Estes,28.56,514,18
65,66,66,David Peoples,28.57,600,21
66,67,67,Paul Azinger,28.58,343,12
67,T68,T68,Jess Daley,28.6,286,10
68,T68,T68,Kirk Triplett,28.6,429,15
69,T68,T68,Boo Weekley,28.6,143,5
70,T68,T68,Jay Williamson,28.6,429,15
71,T72,T72,Paul Stankowski,28.61,515,18
72,T72,T72,Phil Tataurangi,28.61,515,18
73,T74,T74,Tom Byrum,28.67,430,15
74,T74,T74,Fred Couples,28.67,344,12
75,T74,T74,Brent Geiberger,28.67,516,18
76,T74,T74,Eduardo Herrera,28.67,172,6
77,T74,T74,Per-Ulrik Johansson,28.67,430,15
78,T74,T74,Billy Mayfair,28.67,516,18
79,T80,T80,Briny Baird,28.68,631,22
80,T80,T80,Kent Jones,28.68,545,19
81,82,82,Sergio Garcia,28.69,459,16
82,83,83,Loren Roberts,28.7,574,20
83,T84,T84,Bob May,28.71,402,14
84,T84,T84,Tom Scherrer,28.71,402,14
85,T84,T84,Duffy Waldorf,28.71,488,17
86,87,87,Bob Burns,28.72,517,18
87,T88,T88,Lee Porter,28.73,316,11
88,T88,T88,Jerry Smith,28.73,316,11
89,90,90,Esteban Toledo,28.74,546,19
90,T91,T91,Chris DiMarco,28.75,690,24
91,T91,T91,Spike McRoy,28.75,230,8
92,93,93,Robert Gamez,28.77,374,13
93,T94,T94,Brad Elder,28.8,288,10
94,T94,T94,John Riegger,28.8,432,15
95,96,96,Peter Lonard,28.81,605,21
96,T97,T97,Cameron Beckman,28.82,490,17
97,T97,T97,John Huston,28.82,634,22
98,T97,T97,Greg Kraft,28.82,317,11
99,100,100,Richard Zokol,28.83,173,6
100,T101,T101,Tim Clark,28.86,404,14
101,T101,T101,Scott Hoch,28.86,404,14
102,T103,T103,Mark O'Meara,28.88,231,8
103,T103,T103,John Senden,28.88,462,16
104,105,105,Glen Hnatiuk,28.89,549,19
105,T106,T106,Chad Campbell,28.9,578,20
106,T106,T106,Franklin Langham,28.9,289,10
107,T108,T108,Len Mattiace,28.92,694,24
108,T108,T108,Craig Stadler,28.92,347,12
109,T110,T110,J.L. Lewis,28.94,492,17
110,T110,T110,Andrew Magee,28.94,463,16
111,112,112,David Toms,28.96,666,23
112,T113,T113,Brandel Chamblee,29.0,348,12
113,T113,T113,Mathew Goggin,29.0,348,12
114,T113,T113,Dudley Hart,29.0,493,17
115,T113,T113,Frank Nobilo,29.0,493,17
116,T113,T113,Joe Ogilvie,29.0,145,5
117,T118,T118,Tommy Armour III,29.08,378,13
118,T118,T118,Garrett Willis,29.08,378,13
119,120,120,Notah Begay III,29.09,320,11
120,121,121,Pete Jordan,29.11,262,9
121,T122,T122,David Frost,29.13,466,16
122,T122,T122,Frank Lickliter II,29.13,466,16
123,T124,T124,Ernie Els,29.14,408,14
124,T124,T124,Mike Hulbert,29.14,204,7
125,T124,T124,Jonathan Kaye,29.14,408,14
126,127,127,Lee Janzen,29.16,554,19
127,128,128,Jay Don Blake,29.17,525,18
128,T129,T129,Michael Muehr,29.2,292,10
129,T129,T129,Deane Pappas,29.2,292,10
130,T129,T129,Bo Van Pelt,29.2,292,10
131,T132,T132,Jim Carter,29.22,526,18
132,T132,T132,Brian Gay,29.22,672,23
133,134,134,Mike Sposa,29.24,614,21
134,135,135,Tiger Woods,29.25,468,16
135,136,136,Brian Watts,29.29,205,7
136,137,137,Heath Slocum,29.31,381,13
137,T138,T138,"David Berganio, Jr.",29.33,352,12
138,T138,T138,José Coceres,29.33,264,9
139,T138,T138,Steve Jones,29.33,264,9
140,T138,T138,Brenden Pappas,29.33,176,6
141,T138,T138,Kenneth Staton,29.33,440,15
142,143,143,Kevin Sutherland,29.35,499,17
143,T144,T144,John Daly,29.36,323,11
144,T144,T144,Tripp Isenhour,29.36,411,14
145,T144,T144,Brett Quigley,29.36,411,14
146,147,147,Rich Beem,29.37,558,19
147,T148,T148,Paul Gow,29.38,382,13
148,T148,T148,Jesper Parnevik,29.38,470,16
149,T150,T150,Michael Clark II,29.4,441,15
150,T150,T150,Rocco Mediate,29.4,441,15
151,152,152,Joey Sindelar,29.44,530,18
152,153,153,Vijay Singh,29.45,648,22
153,154,154,Scott McCarron,29.48,619,21
154,T155,T155,Craig Barlow,29.5,236,8
155,T155,T155,Jeff Brehaut,29.5,413,14
156,157,157,Robert Allenby,29.52,620,21
157,158,158,Bart Bryant,29.54,384,13
158,159,159,Hal Sutton,29.55,325,11
159,160,160,Dicky Pride,29.56,266,9
160,T161,T161,Miguel Angel Jiménez,29.6,296,10
161,T161,T161,Rory Sabbatini,29.6,296,10
162,163,163,Jim Furyk,29.61,533,18
163,T164,T164,Jeff Sluman,29.62,770,26
164,T164,T164,Bob Tway,29.62,622,21
165,T166,T166,John Cook,29.63,474,16
166,T166,T166,Steve Lowery,29.63,563,19
167,T168,T168,Hidemichi Tanaka,29.65,593,20
168,T168,T168,Mike Weir,29.65,593,20
169,170,170,Neal Lancaster,29.72,535,18
170,T171,T171,Carlos Franco,29.76,625,21
171,T171,T171,Grant Waite,29.76,506,17
172,173,173,Blaine McCallister,29.78,268,9
173,T174,T174,Brian Bateman,29.79,417,14
174,T174,T174,Joe Durant,29.79,417,14
175,176,176,Charles Howell III,29.88,747,25
176,177,177,Ian Leggatt,29.89,538,18
177,178,178,Luke Donald,29.91,658,22
178,179,179,Kenny Perry,29.95,659,22
179,T180,T180,Steve Flesch,30.0,660,22
180,T180,T180,Jeff Gove,30.0,390,13
181,T180,T180,Craig Parry,30.0,390,13
182,T180,T180,Scott Simpson,30.0,150,5
183,T180,T180,Chris Smith,30.0,570,19
184,185,185,Matt Peterson,30.08,391,13
185,186,186,Tom Pernice Jr.,30.11,542,18
186,T187,T187,Steve Allan,30.13,452,15
187,T187,T187,Tom Lehman,30.13,452,15
188,189,189,Brad Lardon,30.14,211,7
189,T190,T190,J.J. Henry,30.2,604,20
190,T190,T190,Jason Hill,30.2,151,5
191,192,192,Jeff Maggert,30.23,393,13
192,T193,T193,Michael Long,30.33,273,9
193,T193,T193,Gary Nicklaus,30.33,182,6
194,T193,T193,Steve Pate,30.33,273,9
195,196,196,Brandt Jobe,30.42,578,19
196,T197,T197,Scott Dunlap,30.43,213,7
197,T197,T197,David Morland IV,30.43,213,7
198,199,199,Russ Cochran,30.45,335,11
199,200,200,Bradley Hughes,30.5,244,8
200,201,201,Shaun Micheel,30.68,583,19
201,202,202,Brett Wetterich,31.0,341,11
