,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Ernie Els,68,42.11,19,8.0
1,2,2,Paul Azinger,69,35.71,14,5.0
2,3,3,David Frost,90,26.67,45,12.0
3,4,4,Brett Quigley,93,25.64,39,10.0
4,5,5,José Coceres,51,25.0,16,4.0
5,6,6,Stephen Gangluff,75,24.32,37,9.0
6,7,7,Steve Allan,93,22.86,35,8.0
7,8,8,Fulton Allem,64,22.22,18,4.0
8,9,9,Scott Hoch,71,21.62,37,8.0
9,10,10,Hal Sutton,74,21.43,28,6.0
10,11,11,Rocco Mediate,79,21.21,33,7.0
11,12,12,Shaun Micheel,100,21.15,52,11.0
12,T13,T13,Bernhard Langer,55,21.05,19,4.0
13,T13,T13,Frank Lickliter II,94,21.05,38,8.0
14,T15,T15,Joel Edwards,101,20.83,48,10.0
15,T15,T15,José María Olazábal,71,20.83,24,5.0
16,T17,T17,Cameron Beckman,87,20.69,29,6.0
17,T17,T17,Billy Mayfair,99,20.69,29,6.0
18,19,19,Scott McCarron,106,20.59,34,7.0
19,20,20,John Huston,99,19.64,56,11.0
20,21,21,David Gossett,95,19.44,36,7.0
21,T22,T22,Jeff Gove,89,19.23,52,10.0
22,T22,T22,Corey Pavin,78,19.23,26,5.0
23,24,24,Chad Campbell,111,19.05,63,12.0
24,25,25,Stephen Ames,89,18.92,37,7.0
25,26,26,Ben Crane,91,18.75,32,6.0
26,T27,T27,Peter Jacobsen,67,18.52,27,5.0
27,T27,T27,J.L. Lewis,98,18.52,54,10.0
28,T27,T27,David Morland IV,58,18.52,27,5.0
29,30,30,Steve Elkington,82,18.42,38,7.0
30,T31,T31,Steve Lowery,98,18.18,33,6.0
31,T31,T31,John Riegger,88,18.18,44,8.0
32,T31,T31,Brian Watts,58,18.18,22,4.0
33,34,34,Geoff Ogilvy,90,17.95,39,7.0
34,35,35,Craig Perks,91,17.86,28,5.0
35,36,36,Brian Gay,117,17.78,45,8.0
36,T37,T37,Harrison Frazar,88,17.65,34,6.0
37,T37,T37,Len Mattiace,106,17.65,34,6.0
38,T37,T37,Jeff Sluman,118,17.65,51,9.0
39,40,40,Lee Porter,91,17.14,35,6.0
40,41,41,Tommy Armour III,82,17.07,41,7.0
41,T42,T42,Joe Durant,87,16.67,30,5.0
42,T42,T42,Joe Ogilvie,50,16.67,12,2.0
43,T42,T42,Deane Pappas,90,16.67,30,5.0
44,T42,T42,David Toms,106,16.67,54,9.0
45,46,46,Bart Bryant,69,16.28,43,7.0
46,T47,T47,Matt Gogel,79,16.13,31,5.0
47,T47,T47,Tommy Tolles,64,16.13,31,5.0
48,T49,T49,Steve Flesch,110,15.91,44,7.0
49,T49,T49,Chris Riley,104,15.91,44,7.0
50,T51,T51,Tim Herron,102,15.79,38,6.0
51,T51,T51,Steve Pate,64,15.79,19,3.0
52,T53,T53,Jess Daley,76,15.63,32,5.0
53,T53,T53,Richard Zokol,53,15.63,32,5.0
54,55,55,Loren Roberts,93,15.56,45,7.0
55,T56,T56,Stewart Cink,92,15.38,26,4.0
56,T56,T56,Tripp Isenhour,68,15.38,26,4.0
57,T56,T56,Lee Janzen,101,15.38,39,6.0
58,T56,T56,Michael Muehr,73,15.38,26,4.0
59,T56,T56,Dennis Paulson,89,15.38,39,6.0
60,61,61,Jim Carter,98,15.15,33,5.0
61,62,62,Greg Chalmers,94,15.0,40,6.0
62,63,63,Greg Kraft,86,14.71,34,5.0
63,64,64,Grant Waite,98,14.63,41,6.0
64,T65,T65,Bob Heintz,68,14.29,21,3.0
65,T65,T65,Per-Ulrik Johansson,87,14.29,42,6.0
66,T65,T65,Bob May,91,14.29,42,6.0
67,T65,T65,Esteban Toledo,106,14.29,35,5.0
68,T65,T65,Duffy Waldorf,90,14.29,35,5.0
69,T70,T70,Billy Andrade,100,14.0,50,7.0
70,T70,T70,Brandt Jobe,94,14.0,50,7.0
71,T72,T72,K.J. Choi,93,13.89,36,5.0
72,T72,T72,Bob Estes,93,13.89,36,5.0
73,T72,T72,Dan Forsman,83,13.89,36,5.0
74,T72,T72,Craig Parry,69,13.89,36,5.0
75,T76,T76,John Cook,85,13.79,29,4.0
76,T76,T76,Robert Damron,85,13.79,29,4.0
77,T76,T76,Shigeki Maruyama,87,13.79,29,4.0
78,T79,T79,Stuart Appleby,97,13.64,44,6.0
79,T79,T79,Robert Gamez,69,13.64,44,6.0
80,81,81,Fred Funk,106,13.56,59,8.0
81,T82,T82,Brad Faxon,93,13.51,37,5.0
82,T82,T82,Tom Pernice Jr.,101,13.51,37,5.0
83,T82,T82,Matt Peterson,80,13.51,37,5.0
84,T85,T85,Notah Begay III,76,13.46,52,7.0
85,T85,T85,Brent Geiberger,95,13.46,52,7.0
86,T87,T87,Edward Fryatt,94,13.33,30,4.0
87,T87,T87,Scott Verplank,93,13.33,30,4.0
88,T89,T89,Brian Bateman,94,13.16,38,5.0
