,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
71,T71,T71,John Rollins,124,0.49,82,4.0
72,T73,T73,Paul Claxton,83,0.48,63,3.0
73,T73,T73,John Cook,85,0.48,42,2.0
74,T73,T73,John Daly,62,0.48,21,1.0
75,T73,T73,Brian Gay,117,0.48,63,3.0
76,T73,T73,Jeff Sluman,118,0.48,62,3.0
77,T78,T78,Joel Edwards,101,0.47,64,3.0
78,T78,T78,Brenden Pappas,62,0.47,43,2.0
79,T78,T78,Nick Price,69,0.47,43,2.0
80,T78,T78,Scott Simpson,61,0.47,43,2.0
81,82,82,Kenny Perry,98,0.46,65,3.0
82,T83,T83,Lee Porter,91,0.45,67,3.0
83,T83,T83,Bob Tway,103,0.45,67,3.0
84,T83,T83,Mike Weir,94,0.45,44,2.0
85,T86,T86,Paul Gow,99,0.44,68,3.0
86,T86,T86,Davis Love III,92,0.44,45,2.0
87,T88,T88,Edward Fryatt,94,0.43,70,3.0
88,T88,T88,Matt Gogel,79,0.43,46,2.0
89,T88,T88,Tim Herron,102,0.43,69,3.0
90,T91,T91,Steve Allan,93,0.42,71,3.0
91,T91,T91,Briny Baird,110,0.42,71,3.0
92,T91,T91,Scott Dunlap,74,0.42,48,2.0
93,T91,T91,Kent Jones,105,0.42,72,3.0
94,T91,T91,Neal Lancaster,101,0.42,71,3.0
95,T91,T91,Joe Ogilvie,50,0.42,24,1.0
96,T91,T91,José María Olazábal,71,0.42,24,1.0
97,T91,T91,Pat Perez,89,0.42,48,2.0
98,T99,T99,Stuart Appleby,97,0.41,49,2.0
99,T99,T99,Brent Geiberger,95,0.41,73,3.0
100,T99,T99,Jeff Gove,89,0.41,73,3.0
101,T99,T99,Eduardo Herrera,59,0.41,49,2.0
102,T99,T99,Scott McCarron,106,0.41,73,3.0
103,T99,T99,Shaun Micheel,100,0.41,73,3.0
104,T99,T99,Garrett Willis,80,0.41,49,2.0
105,T106,T106,Michael Allen,76,0.39,51,2.0
106,T106,T106,Luke Donald,106,0.39,76,3.0
107,T106,T106,Brad Faxon,93,0.39,51,2.0
108,T106,T106,Greg Kraft,86,0.39,51,2.0
109,T106,T106,David Toms,106,0.39,51,2.0
110,T111,T111,Bob Burns,99,0.38,52,2.0
111,T111,T111,David Gossett,95,0.38,52,2.0
112,T111,T111,Dudley Hart,88,0.38,53,2.0
113,114,114,Peter Jacobsen,67,0.37,54,2.0
114,T115,T115,Tom Byrum,77,0.36,55,2.0
115,T115,T115,Ben Crane,91,0.36,56,2.0
116,T115,T115,Bradley Hughes,60,0.36,55,2.0
117,T115,T115,Esteban Toledo,106,0.36,55,2.0
118,T119,T119,Matt Peterson,80,0.35,57,2.0
119,T119,T119,Paul Stankowski,100,0.35,57,2.0
120,T119,T119,Hidemichi Tanaka,104,0.35,57,2.0
121,T122,T122,Brian Bateman,94,0.34,58,2.0
122,T122,T122,David Frost,90,0.34,58,2.0
123,T122,T122,Pete Jordan,78,0.34,58,2.0
124,T122,T122,Tim Petrovic,92,0.34,59,2.0
125,T126,T126,Jerry Kelly,99,0.33,61,2.0
126,T126,T126,Andrew Magee,91,0.33,60,2.0
127,T126,T126,Deane Pappas,90,0.33,60,2.0
128,T126,T126,Joey Sindelar,104,0.33,61,2.0
129,130,130,Chris Riley,104,0.32,62,2.0
130,T131,T131,Fred Funk,106,0.3,67,2.0
131,T131,T131,Tom Lehman,78,0.3,33,1.0
132,133,133,Mike Sposa,111,0.29,70,2.0
133,134,134,Boo Weekley,57,0.28,36,1.0
134,T135,T135,Bob Estes,93,0.27,75,2.0
135,T135,T135,Glen Hnatiuk,95,0.27,74,2.0
136,T135,T135,Brian Watts,58,0.27,37,1.0
137,T138,T138,Russ Cochran,68,0.26,38,1.0
138,T138,T138,Sergio Garcia,79,0.26,38,1.0
139,T138,T138,Mathew Goggin,64,0.26,39,1.0
140,T138,T138,Donnie Hammond,60,0.26,38,1.0
141,T138,T138,Steve Jones,71,0.26,39,1.0
142,T143,T143,Stephen Ames,89,0.25,40,1.0
143,T143,T143,Tommy Armour III,82,0.25,40,1.0
144,T143,T143,Spike McRoy,69,0.25,40,1.0
145,T143,T143,Scott Verplank,93,0.25,40,1.0
146,T143,T143,Kaname Yokoo,74,0.25,40,1.0
147,T148,T148,Bart Bryant,69,0.23,44,1.0
148,T148,T148,Robert Gamez,69,0.23,44,1.0
149,T150,T150,Fulton Allem,64,0.21,47,1.0
150,T150,T150,Craig Parry,69,0.21,47,1.0
151,T150,T150,Heath Slocum,96,0.21,48,1.0
152,T150,T150,Jerry Smith,91,0.21,48,1.0
153,T154,T154,Ernie Els,68,0.2,49,1.0
154,T154,T154,Peter Lonard,93,0.2,50,1.0
155,T156,T156,Brad Elder,76,0.19,54,1.0
156,T156,T156,Matt Kuchar,82,0.19,53,1.0
157,T156,T156,Rod Pampling,98,0.19,52,1.0
158,T156,T156,Duffy Waldorf,90,0.19,54,1.0
159,T160,T160,Chris DiMarco,111,0.17,60,1.0
160,T160,T160,Steve Flesch,110,0.17,59,1.0
161,T162,T162,Pat Bates,94,0.16,61,1.0
162,T162,T162,J.L. Lewis,98,0.16,62,1.0
163,T162,T162,Frank Nobilo,94,0.16,61,1.0
164,T165,T165,Dan Forsman,83,0.15,67,1.0
165,T165,T165,Loren Roberts,93,0.15,66,1.0
166,T167,T167,Billy Mayfair,99,0.14,69,1.0
167,T167,T167,Vijay Singh,102,0.14,73,1.0
168,169,169,Brandt Jobe,94,0.13,79,1.0
169,170,170,Len Mattiace,106,0.11,91,1.0
170,T171,T171,Jeff Brehaut,87,0.0,59,
171,T171,T171,Mark Brooks,97,0.0,37,
172,T171,T171,Jim Carter,98,0.0,56,
173,T171,T171,Stewart Cink,92,0.0,42,
174,T171,T171,Michael Clark II,97,0.0,51,
175,T171,T171,Tim Clark,76,0.0,45,
176,T171,T171,Fred Couples,64,0.0,16,
177,T171,T171,Robert Damron,85,0.0,50,
178,T171,T171,Steve Elkington,82,0.0,46,
179,T171,T171,Retief Goosen,56,0.0,33,
180,T171,T171,Paul Goydos,66,0.0,38,
181,T171,T171,Bob Heintz,68,0.0,33,
182,T171,T171,Brian Henninger,66,0.0,35,
183,T171,T171,J.J. Henry,112,0.0,85,
184,T171,T171,Jason Hill,59,0.0,47,
185,T171,T171,Mike Hulbert,55,0.0,21,
186,T171,T171,Miguel Angel Jiménez,60,0.0,31,
187,T171,T171,Skip Kendall,103,0.0,42,
188,T171,T171,Bernhard Langer,55,0.0,19,
189,T171,T171,Franklin Langham,72,0.0,46,
190,T171,T171,Frank Lickliter II,94,0.0,53,
191,T171,T171,Jeff Maggert,83,0.0,39,
192,T171,T171,Bob May,91,0.0,65,
193,T171,T171,Bryce Molder,65,0.0,44,
194,T171,T171,Michael Muehr,73,0.0,43,
195,T171,T171,Gary Nicklaus,66,0.0,47,
196,T171,T171,Kenneth Staton,104,0.0,73,
197,T171,T171,Hal Sutton,74,0.0,55,
198,T171,T171,Phil Tataurangi,88,0.0,57,
199,T171,T171,Kirk Triplett,84,0.0,45,
200,T171,T171,Brett Wetterich,89,0.0,62,
201,T171,T171,Tiger Woods,69,0.0,42,
