,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
0,1,1,Bob Heintz,68,1.682,1174,698,37.7,202
1,2,2,David Toms,106,1.704,2110,1238,33.66,10
2,3,3,Chris Riley,104,1.713,1927,1125,32.47,114
3,4,4,Ben Crane,91,1.715,1724,1005,34.07,171
4,5,5,Phil Mickelson,97,1.7169999999999999,1882,1096,35.84,T47
5,6,6,Justin Leonard,97,1.722,1886,1095,32.14,T50
6,7,7,Billy Andrade,100,1.729,1869,1081,33.36,T149
7,T8,T8,Chris DiMarco,111,1.73,2162,1250,32.53,40
8,T8,T8,Bryce Molder,65,1.73,1247,721,33.47,157
9,T8,T8,Scott Verplank,93,1.73,1858,1074,31.21,31
10,11,11,Greg Chalmers,94,1.7309999999999999,1793,1036,32.33,163
11,T12,T12,Jonathan Byrd,96,1.732,1865,1077,34.2,136
12,T12,T12,Robert Gamez,69,1.732,1434,828,32.61,70
13,T12,T12,Skip Kendall,103,1.732,1997,1153,30.35,161
14,T15,T15,Stuart Appleby,97,1.734,1845,1064,33.65,T97
15,T15,T15,Retief Goosen,56,1.734,1075,620,32.74,29
16,17,17,Brad Faxon,93,1.735,1652,952,30.77,154
17,18,18,Nick Price,69,1.736,1248,719,30.68,134
18,19,19,Duffy Waldorf,90,1.7369999999999999,1701,979,33.09,105
19,20,20,K.J. Choi,93,1.7380000000000002,1783,1026,32.23,T106
20,T21,T21,J.P. Hayes,78,1.739,1523,876,32.15,144
21,T21,T21,Steve Stricker,68,1.739,1146,659,33.84,183
22,23,23,David Duval,78,1.74,1460,839,34.77,100
23,24,24,Mark Calcavecchia,84,1.7409999999999999,1553,892,32.77,88
24,25,25,Fred Funk,106,1.742,2362,1356,31.29,5
25,T26,T26,Brian Gay,117,1.743,2331,1337,31.03,129
26,T26,T26,Davis Love III,92,1.743,1724,989,31.98,85
27,28,28,Rod Pampling,98,1.744,1911,1096,32.3,T121
28,29,29,Jay Haas,83,1.745,1579,905,29.52,156
29,30,30,Loren Roberts,93,1.746,1908,1093,28.64,35
30,31,31,John Daly,62,1.7469999999999999,1120,641,35.0,195
31,T32,T32,Geoff Ogilvy,90,1.7480000000000002,1731,990,33.23,147
32,T32,T32,Kirk Triplett,84,1.7480000000000002,1643,940,31.95,86
33,34,34,John Rollins,124,1.749,2569,1469,31.02,42
34,T35,T35,Fred Couples,64,1.751,1222,698,33.76,127
35,T35,T35,Ernie Els,68,1.751,1177,672,30.19,135
36,T35,T35,Sergio Garcia,79,1.751,1383,790,32.06,130
37,T35,T35,Vijay Singh,102,1.751,2092,1195,31.68,7
38,39,39,Pat Perez,89,1.7519999999999998,1696,968,33.92,187
39,T40,T40,Olin Browne,107,1.7530000000000001,2137,1219,30.21,113
40,T40,T40,Joel Edwards,101,1.7530000000000001,2172,1239,29.59,37
41,T40,T40,Shigeki Maruyama,87,1.7530000000000001,1674,955,30.57,148
42,T43,T43,Dan Forsman,83,1.754,1770,1009,30.16,19
43,T43,T43,Dudley Hart,88,1.754,1728,985,30.86,68
44,T43,T43,Scott McCarron,106,1.754,1982,1130,32.06,67
45,T46,T46,Steve Allan,93,1.755,1904,1085,31.91,84
46,T46,T46,Pat Bates,94,1.755,1944,1108,29.99,49
47,T46,T46,Tim Clark,76,1.755,1490,849,31.52,78
48,T46,T46,Glen Day,107,1.755,2189,1247,29.05,58
49,T46,T46,Tim Herron,102,1.755,2045,1165,30.33,109
50,T51,T51,Paul Goydos,66,1.756,1331,758,28.8,152
51,T51,T51,John Huston,99,1.756,2091,1191,31.06,28
52,T53,T53,Bob Burns,99,1.757,2001,1139,29.11,91
53,T53,T53,Scott Hoch,71,1.757,1358,773,30.18,T115
54,T53,T53,Phil Tataurangi,88,1.757,1762,1003,31.31,81
55,T56,T56,John Cook,85,1.758,1719,978,29.82,44
56,T56,T56,Stephen Gangluff,75,1.758,1512,860,30.7,155
57,T56,T56,Ian Leggatt,97,1.758,1958,1114,31.08,74
58,T59,T59,Paul Azinger,69,1.7590000000000001,1235,702,29.91,185
59,T59,T59,Jay Don Blake,107,1.7590000000000001,2137,1215,29.37,140
60,T59,T59,Peter Lonard,93,1.7590000000000001,1919,1091,29.68,39
61,T59,T59,Corey Pavin,78,1.7590000000000001,1372,780,28.75,196
62,T63,T63,Cameron Beckman,87,1.76,1818,1033,30.64,52
63,T63,T63,Rocco Mediate,79,1.76,1558,885,30.77,18
64,T63,T63,José María Olazábal,71,1.76,1197,680,30.74,191
65,T63,T63,David Peoples,105,1.76,2298,1306,29.98,23
66,T67,T67,Robert Damron,85,1.761,1622,921,30.47,179
67,T67,T67,Kent Jones,105,1.761,2115,1201,30.11,T121
68,T67,T67,Craig Stadler,72,1.761,1423,808,30.73,89
69,T67,T67,Hidemichi Tanaka,104,1.761,2157,1225,29.52,69
70,T71,T71,David Frost,90,1.7619999999999998,1788,1015,28.08,174
71,T71,T71,Frank Lickliter II,94,1.7619999999999998,1852,1051,30.44,60
72,T73,T73,Jeff Sluman,118,1.7630000000000001,2567,1456,28.4,22
73,T73,T73,Esteban Toledo,106,1.7630000000000001,2012,1141,28.33,125
74,T75,T75,Brandel Chamblee,85,1.764,1748,991,28.46,T103
75,T75,T75,Lee Janzen,101,1.764,1993,1130,31.85,34
76,T75,T75,Andrew Magee,91,1.764,1773,1005,29.47,160
77,T75,T75,Kenny Perry,98,1.764,2135,1210,32.2,6
78,T75,T75,Paul Stankowski,100,1.764,1962,1112,31.8,T165
79,T75,T75,Kaname Yokoo,74,1.764,1367,775,29.92,199
80,81,81,Tommy Tolles,64,1.765,1285,728,31.08,164
81,T82,T82,Deane Pappas,90,1.766,1695,960,29.61,188
82,T82,T82,Brett Quigley,93,1.766,1842,1043,31.06,168
83,T82,T82,Tiger Woods,69,1.766,1505,852,33.49,1
84,T85,T85,Rich Beem,99,1.767,2020,1143,31.49,65
85,T85,T85,Tripp Isenhour,68,1.767,1417,802,31.38,T106
86,T85,T85,John Riegger,88,1.767,1854,1049,28.84,17
87,T88,T88,Bob Estes,93,1.768,1853,1048,28.46,11
88,T88,T88,Steve Flesch,110,1.768,2236,1265,31.27,63
89,T88,T88,Jerry Kelly,99,1.768,2008,1136,29.33,59
90,T88,T88,Greg Kraft,86,1.768,1681,951,28.84,169
91,T88,T88,Craig Parry,69,1.768,1443,816,28.83,46
92,T93,T93,Brad Elder,76,1.7690000000000001,1502,849,28.42,153
93,T93,T93,Harrison Frazar,88,1.7690000000000001,1808,1022,31.15,132
94,T95,T95,Stephen Ames,89,1.77,1754,991,29.76,T82
95,T95,T95,Brian Henninger,66,1.77,1379,779,28.99,102
96,T97,T97,Robert Allenby,96,1.771,2060,1163,30.66,T15
97,T97,T97,Donnie Hammond,60,1.771,1291,729,30.22,53
98,T99,T99,Jonathan Kaye,83,1.7719999999999998,1644,928,28.65,111
99,T99,T99,Frank Nobilo,94,1.7719999999999998,1951,1101,28.53,T115
100,T99,T99,Mark O'Meara,68,1.7719999999999998,1269,716,27.13,142
101,T99,T99,Jay Williamson,91,1.7719999999999998,1905,1075,27.61,101
102,T103,T103,Briny Baird,110,1.7730000000000001,2326,1312,29.62,54
103,T103,T103,Craig Barlow,62,1.7730000000000001,1229,693,29.0,80
104,T103,T103,Chad Campbell,111,1.7730000000000001,2406,1357,29.37,21
105,T103,T103,Steve Elkington,82,1.7730000000000001,1500,846,27.76,173
106,T103,T103,Matt Gogel,79,1.7730000000000001,1535,866,28.64,162
107,T103,T103,Joey Sindelar,104,1.7730000000000001,2248,1268,29.44,24
108,T103,T103,Bob Tway,103,1.7730000000000001,2065,1165,27.39,38
109,T110,T110,J.L. Lewis,98,1.774,2111,1190,31.17,55
110,T110,T110,Steve Lowery,98,1.774,1957,1103,30.36,71
111,112,112,Stewart Cink,92,1.775,1793,1010,30.62,66
112,113,113,Matt Kuchar,82,1.776,1645,926,28.6,138
113,T114,T114,José Coceres,51,1.777,938,528,26.72,198
114,T114,T114,Jim Furyk,88,1.777,1903,1071,27.03,2
115,T114,T114,Per-Ulrik Johansson,87,1.777,1834,1032,29.45,92
116,T114,T114,Neal Lancaster,101,1.777,1996,1123,28.04,137
117,T118,T118,Notah Begay III,76,1.778,1577,887,30.06,73
118,T118,T118,Charles Howell III,118,1.778,2475,1392,31.41,25
119,T118,T118,Bob May,91,1.778,1952,1098,28.02,33
120,T121,T121,Bart Bryant,69,1.7790000000000001,1473,828,28.69,12
121,T121,T121,Mike Weir,94,1.7790000000000001,1959,1101,31.15,14
122,T123,T123,Mark Brooks,97,1.78,1871,1051,27.36,170
123,T123,T123,Mathew Goggin,64,1.78,1344,755,30.33,T103
124,T123,T123,Carl Paulson,84,1.78,1700,955,29.91,T123
125,T123,T123,Tom Pernice Jr.,101,1.78,2052,1153,29.34,T123
126,T127,T127,Jim Carter,98,1.781,1915,1075,28.24,T158
