,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
127,T127,T127,Bernhard Langer,55,1.781,1026,576,27.43,146
128,T127,T127,Lee Porter,91,1.781,1767,992,27.42,T175
129,T130,T130,Mike Hulbert,55,1.7819999999999998,1032,579,26.17,193
130,T130,T130,Peter Jacobsen,67,1.7819999999999998,1429,802,26.57,75
131,T132,T132,Edward Fryatt,94,1.7830000000000001,1861,1044,28.38,T165
132,T132,T132,Miguel Angel Jiménez,60,1.7830000000000001,1123,630,28.34,178
133,T132,T132,David Morland IV,58,1.7830000000000001,1173,658,29.53,167
134,T132,T132,Dennis Paulson,89,1.7830000000000001,1815,1018,29.56,118
135,T136,T136,Brent Geiberger,95,1.784,1975,1107,29.66,64
136,T136,T136,Dicky Pride,51,1.784,1108,621,26.73,T47
137,T138,T138,Michael Clark II,97,1.785,2004,1123,28.07,99
138,T138,T138,Luke Donald,106,1.785,2261,1267,27.63,27
139,T138,T138,Carlos Franco,107,1.785,2296,1286,28.71,41
140,T138,T138,Franklin Langham,72,1.785,1387,777,26.8,177
141,T138,T138,Heath Slocum,96,1.785,1922,1077,27.44,117
142,T143,T143,"David Berganio, Jr.",80,1.786,1741,975,27.52,32
143,T143,T143,Len Mattiace,106,1.786,2156,1207,29.02,94
144,T145,T145,Woody Austin,102,1.787,1984,1110,28.36,180
145,T145,T145,Paul Claxton,83,1.787,1712,958,27.06,143
146,T145,T145,Billy Mayfair,99,1.787,1968,1101,27.0,76
147,T145,T145,Tim Petrovic,92,1.787,1875,1049,28.49,61
148,T145,T145,Bo Van Pelt,78,1.787,1621,907,29.65,128
149,T150,T150,Tom Byrum,77,1.788,1638,916,26.62,87
150,T150,T150,Jeff Gove,89,1.788,1908,1067,26.34,72
151,T150,T150,Brandt Jobe,94,1.788,2088,1168,28.01,26
152,T150,T150,Jesper Parnevik,85,1.788,1665,931,28.59,126
153,T154,T154,Steve Jones,71,1.7890000000000001,1317,736,27.21,T149
154,T154,T154,Michael Long,71,1.7890000000000001,1531,856,27.49,62
155,T154,T154,Joe Ogilvie,50,1.7890000000000001,959,536,27.53,200
156,T154,T154,Garrett Willis,80,1.7890000000000001,1574,880,30.07,172
157,T158,T158,David Gossett,95,1.79,2042,1141,30.03,36
158,T158,T158,Steve Pate,64,1.79,1337,747,27.98,20
159,T158,T158,Craig Perks,91,1.79,1654,924,30.51,186
160,T158,T158,Brian Watts,58,1.79,1065,595,26.35,189
161,T162,T162,Shaun Micheel,100,1.7919999999999998,2229,1244,27.63,4
162,T162,T162,Michael Muehr,73,1.7919999999999998,1419,792,27.05,184
163,T162,T162,Tom Scherrer,98,1.7919999999999998,1987,1109,27.08,120
164,T165,T165,Robin Freeman,79,1.7930000000000001,1590,887,28.51,96
165,T165,T165,Glen Hnatiuk,95,1.7930000000000001,2085,1163,27.28,T15
166,T165,T165,Matt Peterson,80,1.7930000000000001,1739,970,24.97,57
167,T165,T165,Mike Sposa,111,1.7930000000000001,2270,1266,26.74,131
168,T169,T169,Jeff Brehaut,87,1.794,1893,1055,27.66,56
169,T169,T169,Blaine McCallister,75,1.794,1609,897,26.2,77
170,T171,T171,Jeff Maggert,83,1.795,1641,914,27.08,141
171,T171,T171,John Senden,96,1.795,2026,1129,29.26,13
172,173,173,Russ Cochran,68,1.796,1417,789,26.72,108
173,T174,T174,Tommy Armour III,82,1.797,1689,940,27.26,133
174,T174,T174,Grant Waite,98,1.797,2040,1135,27.89,T97
175,T174,T174,Brett Wetterich,89,1.797,1810,1007,30.58,139
176,177,177,Scott Simpson,61,1.7990000000000002,1184,658,26.03,197
177,T178,T178,Jess Daley,76,1.8,1573,874,26.89,T149
178,T178,T178,Rory Sabbatini,69,1.8,1377,765,30.41,79
179,180,180,Spike McRoy,69,1.801,1441,800,25.5,T82
180,181,181,Paul Gow,99,1.8019999999999998,2031,1127,26.76,112
181,182,182,Jerry Smith,91,1.8030000000000002,1725,957,26.33,190
182,T183,T183,Brian Bateman,94,1.804,1943,1077,28.68,93
183,T183,T183,J.J. Henry,112,1.804,2409,1335,25.17,30
184,185,185,Kevin Sutherland,96,1.805,1944,1077,25.65,43
185,186,186,Michael Allen,76,1.806,1463,810,27.1,192
186,187,187,Chris Smith,103,1.8090000000000002,2238,1237,29.23,3
187,188,188,Pete Jordan,78,1.81,1578,872,25.11,182
188,189,189,Tom Lehman,78,1.8159999999999998,1564,861,24.42,8
189,190,190,Brenden Pappas,62,1.817,1288,709,26.45,T158
190,191,191,Joe Durant,87,1.819,1886,1037,25.7,9
191,192,192,Kenneth Staton,104,1.8219999999999998,2261,1241,26.92,T50
192,193,193,Eduardo Herrera,59,1.8230000000000002,1150,631,25.87,201
193,194,194,Jason Hill,59,1.8259999999999998,1258,689,25.91,119
194,195,195,Richard Zokol,53,1.827,1014,555,24.37,194
195,196,196,Brad Lardon,59,1.829,1244,680,23.82,145
196,197,197,Scott Dunlap,74,1.8330000000000002,1551,846,24.38,110
197,198,198,Boo Weekley,57,1.8359999999999999,1243,677,28.7,90
198,199,199,Fulton Allem,64,1.844,1300,705,24.65,181
199,200,200,Gary Nicklaus,66,1.848,1375,744,24.5,T175
200,201,201,Hal Sutton,74,1.849,1553,840,24.4,95
201,202,202,Bradley Hughes,60,1.85,1356,733,25.14,45
