,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Mark Calcavecchia,84,25.25,202,51
1,2,2,Paul Azinger,69,24.68,154,38
2,3,3,Brian Gay,117,23.76,383,91
3,4,4,David Morland IV,58,22.57,226,51
4,5,5,Ben Crane,91,22.5,280,63
5,6,6,Billy Andrade,100,22.45,343,77
6,7,7,Skip Kendall,103,22.36,331,74
7,8,8,Stephen Ames,89,22.27,256,57
8,9,9,Greg Chalmers,94,22.22,306,68
9,10,10,Phil Tataurangi,88,22.03,295,65
10,11,11,David Toms,106,21.98,364,80
11,12,12,Kenny Perry,98,21.88,352,77
12,13,13,José María Olazábal,71,21.86,183,40
13,14,14,Chris Riley,104,21.84,348,76
14,15,15,Duffy Waldorf,90,21.57,306,66
15,16,16,Harrison Frazar,88,20.91,287,60
16,17,17,John Huston,99,20.89,316,66
17,18,18,Tim Clark,76,20.87,254,53
18,19,19,Bryce Molder,65,20.85,283,59
19,20,20,Bernhard Langer,55,20.83,120,25
20,21,21,Stewart Cink,92,20.58,277,57
21,22,22,John Cook,85,20.52,229,47
22,23,23,Steve Elkington,82,20.51,234,48
23,24,24,Ernie Els,68,20.48,210,43
24,25,25,Cameron Beckman,87,20.44,274,56
25,26,26,Davis Love III,92,20.36,280,57
26,27,27,Pat Perez,89,20.32,251,51
27,28,28,John Daly,62,20.3,133,27
28,29,29,Steve Allan,93,20.22,356,72
29,30,30,Brent Geiberger,95,20.18,332,67
30,T31,T31,José Coceres,51,20.13,159,32
31,T31,T31,Tim Herron,102,20.13,313,63
32,33,33,Brad Elder,76,20.08,259,52
33,T34,T34,Stephen Gangluff,75,20.0,305,61
34,T34,T34,Richard Zokol,53,20.0,185,37
35,36,36,Olin Browne,107,19.95,391,78
36,37,37,Phil Mickelson,97,19.79,288,57
37,T38,T38,Chad Campbell,111,19.75,395,78
38,T38,T38,Tommy Tolles,64,19.75,238,47
39,T40,T40,Craig Parry,69,19.7,269,53
40,T40,T40,Steve Pate,64,19.7,198,39
41,42,42,Bob Estes,93,19.69,325,64
42,43,43,Scott Hoch,71,19.47,226,44
43,44,44,Michael Muehr,73,19.44,216,42
44,45,45,Scott Simpson,61,19.35,217,42
45,46,46,Grant Waite,98,19.33,388,75
46,T47,T47,Brad Faxon,93,19.22,255,49
47,T47,T47,Shigeki Maruyama,87,19.22,255,49
48,49,49,Lee Porter,91,19.16,308,59
49,50,50,Brett Quigley,93,19.15,329,63
50,51,51,Jerry Smith,91,19.0,321,61
51,T52,T52,Jay Haas,83,18.95,248,47
52,T52,T52,Craig Stadler,72,18.95,190,36
53,54,54,K.J. Choi,93,18.87,318,60
54,55,55,Mike Weir,94,18.84,276,52
55,56,56,J.P. Hayes,78,18.83,223,42
56,57,57,Fulton Allem,64,18.75,224,42
57,58,58,Steve Jones,71,18.7,230,43
58,59,59,Robert Allenby,96,18.68,348,65
59,60,60,Lee Janzen,101,18.64,338,63
60,61,61,Billy Mayfair,99,18.63,306,57
61,62,62,Craig Barlow,62,18.62,247,46
62,63,63,Jeff Sluman,118,18.59,425,79
63,64,64,Bob May,91,18.56,334,62
64,65,65,Mark Brooks,97,18.53,286,53
65,66,66,Matt Kuchar,82,18.5,254,47
66,T67,T67,David Gossett,95,18.46,325,60
67,T67,T67,Neal Lancaster,101,18.46,325,60
68,T67,T67,Peter Lonard,93,18.46,260,48
69,70,70,Paul Stankowski,100,18.43,331,61
70,71,71,Joel Edwards,101,18.38,370,68
71,72,72,Fred Couples,64,18.37,147,27
72,73,73,Jonathan Byrd,96,18.35,316,58
73,74,74,Garrett Willis,80,18.32,273,50
74,75,75,Jason Hill,59,18.31,213,39
75,T76,T76,David Frost,90,18.3,306,56
76,T76,T76,Kaname Yokoo,74,18.3,224,41
77,78,78,Joe Ogilvie,50,18.23,192,35
78,79,79,Steve Lowery,98,18.21,313,57
79,T80,T80,Jesper Parnevik,85,18.18,187,34
80,T80,T80,Dennis Paulson,89,18.18,297,54
81,T80,T80,Corey Pavin,78,18.18,253,46
82,83,83,Rich Beem,99,18.13,331,60
83,84,84,Steve Stricker,68,18.12,149,27
84,85,85,Paul Gow,99,18.09,376,68
85,T86,T86,Edward Fryatt,94,18.03,305,55
86,T86,T86,Glen Hnatiuk,95,18.03,366,66
87,88,88,Tim Petrovic,92,18.01,322,58
88,T89,T89,Bob Burns,99,17.97,306,55
89,T89,T89,Per-Ulrik Johansson,87,17.97,295,53
90,91,91,Robert Gamez,69,17.93,251,45
91,92,92,Jay Williamson,91,17.89,341,61
92,93,93,Bart Bryant,69,17.87,291,52
93,94,94,Jim Carter,98,17.83,286,51
94,95,95,Tom Pernice Jr.,101,17.81,320,57
95,T96,T96,Jay Don Blake,107,17.76,366,65
96,T96,T96,Steve Flesch,110,17.76,321,57
97,98,98,Peter Jacobsen,67,17.75,231,41
98,99,99,Greg Kraft,86,17.73,299,53
99,100,100,Hidemichi Tanaka,104,17.71,350,62
100,101,101,Scott McCarron,106,17.68,328,58
101,T102,T102,Jess Daley,76,17.54,285,50
102,T102,T102,Donnie Hammond,60,17.54,211,37
103,T104,T104,Pat Bates,94,17.51,337,59
104,T104,T104,Loren Roberts,93,17.51,354,62
105,106,106,John Riegger,88,17.48,326,57
106,107,107,J.L. Lewis,98,17.46,355,62
107,108,108,Jeff Brehaut,87,17.44,367,64
108,109,109,Michael Long,71,17.43,304,53
109,110,110,Carl Paulson,84,17.42,333,58
110,111,111,David Peoples,105,17.39,368,64
111,112,112,Craig Perks,91,17.37,236,41
112,113,113,Hal Sutton,74,17.35,219,38
113,114,114,Justin Leonard,97,17.3,318,55
114,T115,T115,Glen Day,107,17.29,399,69
115,T115,T115,Matt Gogel,79,17.29,266,46
116,117,117,Brandel Chamblee,85,17.28,301,52
117,118,118,Joe Durant,87,17.25,255,44
118,119,119,Stuart Appleby,97,17.24,290,50
119,120,120,Dicky Pride,51,17.23,238,41
120,121,121,Esteban Toledo,106,17.22,302,52
121,122,122,Tom Scherrer,98,17.21,337,58
122,T123,T123,Woody Austin,102,17.19,349,60
123,T123,T123,Kent Jones,105,17.19,384,66
124,125,125,Rod Pampling,98,17.15,274,47
125,T126,T126,Michael Clark II,97,17.13,327,56
126,T126,T126,Joey Sindelar,104,17.13,397,68
127,128,128,Fred Funk,106,16.99,412,70
128,129,129,Mathew Goggin,64,16.94,248,42
129,130,130,Robert Damron,85,16.88,308,52
130,131,131,Geoff Ogilvy,90,16.78,286,48
131,132,132,Briny Baird,110,16.76,364,61
132,133,133,David Duval,78,16.74,233,39
133,T134,T134,Retief Goosen,56,16.67,186,31
134,T134,T134,John Rollins,124,16.67,468,78
135,136,136,Brandt Jobe,94,16.62,367,61
136,137,137,Tom Byrum,77,16.61,283,47
137,138,138,Kirk Triplett,84,16.59,223,37
138,139,139,Brian Watts,58,16.57,175,29
139,T140,T140,Jerry Kelly,99,16.56,320,53
140,T140,T140,Heath Slocum,96,16.56,302,50
141,142,142,Chris Smith,103,16.39,360,59
142,143,143,Bob Heintz,68,16.36,214,35
143,144,144,Notah Begay III,76,16.23,345,56
144,145,145,Luke Donald,106,16.22,370,60
145,146,146,Rocco Mediate,79,16.21,253,41
146,T147,T147,Chris DiMarco,111,16.1,323,52
147,T147,T147,Brenden Pappas,62,16.1,236,38
148,T149,T149,Gary Nicklaus,66,16.07,224,36
149,T149,T149,Frank Nobilo,94,16.07,336,54
150,151,151,Franklin Langham,72,15.91,264,42
151,152,152,Shaun Micheel,100,15.69,357,56
152,153,153,Carlos Franco,107,15.62,429,67
153,154,154,Bob Tway,103,15.57,334,52
154,T155,T155,Dan Forsman,83,15.48,310,48
155,T155,T155,Vijay Singh,102,15.48,336,52
156,T157,T157,Ian Leggatt,97,15.41,305,47
157,T157,T157,Mike Sposa,111,15.41,370,57
158,T159,T159,Tripp Isenhour,68,15.36,280,43
159,T159,T159,Blaine McCallister,75,15.36,267,41
160,161,161,Tom Lehman,78,15.35,202,31
161,162,162,J.J. Henry,112,15.33,411,63
162,T163,T163,Russ Cochran,68,15.29,242,37
163,T163,T163,Dudley Hart,88,15.29,255,39
164,165,165,Deane Pappas,90,15.26,308,47
165,166,166,Mark O'Meara,68,15.25,177,27
166,167,167,Jeff Gove,89,15.18,369,56
167,T168,T168,Robin Freeman,79,15.07,272,41
168,T168,T168,Frank Lickliter II,94,15.07,292,44
169,170,170,Brad Lardon,59,14.98,227,34
170,171,171,John Senden,96,14.95,301,45
171,172,172,Brett Wetterich,89,14.93,335,50
172,T173,T173,Len Mattiace,106,14.92,382,57
173,T173,T173,Scott Verplank,93,14.92,248,37
174,175,175,Jonathan Kaye,83,14.86,276,41
175,176,176,Paul Claxton,83,14.85,330,49
176,177,177,Paul Goydos,66,14.77,237,35
177,178,178,Tiger Woods,69,14.76,210,31
178,179,179,Rory Sabbatini,69,14.67,184,27
179,180,180,Spike McRoy,69,14.47,228,33
