,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
127,T127,T127,Garrett Willis,80,19.23,52,10
128,129,129,David Morland IV,58,19.15,47,9
129,T130,T130,Stuart Appleby,97,19.05,63,12
130,T130,T130,Donnie Hammond,60,19.05,42,8
131,T132,T132,Glen Day,107,18.92,74,14
132,T132,T132,Boo Weekley,57,18.92,37,7
133,T134,T134,Craig Perks,91,18.75,48,9
134,T134,T134,Richard Zokol,53,18.75,32,6
135,136,136,Brian Bateman,94,18.64,59,11
136,137,137,J.J. Henry,112,18.6,86,16
137,138,138,Harrison Frazar,88,18.52,54,10
138,139,139,Fred Couples,64,18.42,38,7
139,140,140,Ian Leggatt,97,18.18,55,10
140,T141,T141,Jim Furyk,88,18.03,61,11
141,T141,T141,Jerry Smith,91,18.03,61,11
142,143,143,Paul Gow,99,17.81,73,13
143,144,144,Brad Lardon,59,17.78,45,8
144,145,145,Paul Claxton,83,17.74,62,11
145,T146,T146,Paul Goydos,66,17.65,51,9
146,T146,T146,Corey Pavin,78,17.65,51,9
147,148,148,Mark Brooks,97,17.46,63,11
148,149,149,Steve Elkington,82,17.39,46,8
149,T150,T150,Notah Begay III,76,17.24,58,10
150,T150,T150,Blaine McCallister,75,17.24,58,10
151,152,152,Matt Peterson,80,17.19,64,11
152,T153,T153,Bradley Hughes,60,17.14,35,6
153,T153,T153,Jeff Maggert,83,17.14,35,6
154,T153,T153,Gary Nicklaus,66,17.14,35,6
155,T156,T156,"David Berganio, Jr.",80,16.92,65,11
156,T156,T156,K.J. Choi,93,16.92,65,11
157,T156,T156,Charles Howell III,118,16.92,65,11
158,T159,T159,Brandel Chamblee,85,16.67,54,9
159,T159,T159,Eduardo Herrera,59,16.67,42,7
160,T159,T159,Mike Hulbert,55,16.67,36,6
161,T159,T159,Pete Jordan,78,16.67,42,7
162,T159,T159,Steve Pate,64,16.67,30,5
163,T159,T159,Vijay Singh,102,16.67,60,10
164,T159,T159,Heath Slocum,96,16.67,66,11
165,166,166,Kevin Sutherland,96,16.39,61,10
166,167,167,David Gossett,95,16.36,55,9
167,168,168,Mike Weir,94,16.33,49,8
168,169,169,Tom Pernice Jr.,101,16.07,56,9
169,170,170,Rich Beem,99,15.85,82,13
170,T171,T171,Michael Allen,76,15.79,38,6
171,T171,T171,Robin Freeman,79,15.79,57,9
172,T173,T173,David Frost,90,15.69,51,8
173,T173,T173,Jerry Kelly,99,15.69,51,8
174,175,175,Jay Williamson,91,15.63,64,10
175,176,176,Spike McRoy,69,15.56,45,7
176,177,177,Peter Jacobsen,67,15.38,39,6
177,T178,T178,Pat Bates,94,15.15,66,10
178,T178,T178,Lee Janzen,101,15.15,66,10
179,180,180,Chris DiMarco,111,15.0,60,9
180,181,181,Chris Smith,103,14.93,67,10
181,182,182,Retief Goosen,56,14.63,41,6
182,T183,T183,Jeff Gove,89,14.29,77,11
183,T183,T183,Joe Ogilvie,50,14.29,42,6
184,T183,T183,Tom Scherrer,98,14.29,70,10
185,T186,T186,Greg Kraft,86,13.73,51,7
186,T186,T186,Scott Verplank,93,13.73,51,7
187,188,188,John Rollins,124,13.25,83,11
188,189,189,Geoff Ogilvy,90,13.21,53,7
189,190,190,Joel Edwards,101,13.11,61,8
190,191,191,Brenden Pappas,62,13.04,46,6
191,192,192,Woody Austin,102,12.33,73,9
192,T193,T193,Tripp Isenhour,68,12.28,57,7
193,T193,T193,Bo Van Pelt,78,12.28,57,7
194,195,195,Andrew Magee,91,12.24,49,6
195,196,196,Rory Sabbatini,69,12.12,33,4
196,197,197,Nick Price,69,11.76,34,4
197,198,198,Joe Durant,87,11.67,60,7
198,199,199,Bart Bryant,69,11.11,54,6
199,200,200,Frank Lickliter II,94,9.43,53,5
200,201,201,Fred Funk,106,7.89,76,6
201,202,202,Tommy Armour III,82,6.38,47,3
