,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,John Daly,62,44.0,25,11
1,2,2,Ben Crane,91,42.11,38,16
2,3,3,Bernhard Langer,55,41.18,17,7
3,4,4,Brian Watts,58,38.1,21,8
4,5,5,Bryce Molder,65,37.04,54,20
5,6,6,Russ Cochran,68,36.36,44,16
6,7,7,Michael Long,71,35.42,48,17
7,8,8,Phil Tataurangi,88,34.55,55,19
8,T9,T9,Cameron Beckman,87,33.33,51,17
9,T9,T9,Stewart Cink,92,33.33,63,21
10,11,11,Dan Forsman,83,32.61,46,15
11,12,12,Greg Chalmers,94,31.25,48,15
12,13,13,Kenny Perry,98,31.03,58,18
13,14,14,Craig Barlow,62,30.95,42,13
14,15,15,Mathew Goggin,64,30.61,49,15
15,16,16,Craig Stadler,72,30.0,30,9
16,17,17,Franklin Langham,72,29.82,57,17
17,18,18,Shigeki Maruyama,87,29.79,47,14
18,19,19,Steve Jones,71,29.73,37,11
19,20,20,Grant Waite,98,29.51,61,18
20,T21,T21,Billy Mayfair,99,29.41,51,15
21,T21,T21,Chris Riley,104,29.41,68,20
22,23,23,Scott Hoch,71,29.17,48,14
23,24,24,Craig Parry,69,29.03,62,18
24,25,25,Mark Calcavecchia,84,28.95,38,11
25,T26,T26,Bob Burns,99,28.57,56,16
26,T26,T26,Jason Hill,59,28.57,35,10
27,T26,T26,Skip Kendall,103,28.57,63,18
28,29,29,Kent Jones,105,28.38,74,21
29,30,30,Brad Elder,76,28.21,39,11
30,T31,T31,Billy Andrade,100,28.0,50,14
31,T31,T31,Edward Fryatt,94,28.0,50,14
32,33,33,Rod Pampling,98,27.87,61,17
33,34,34,Paul Azinger,69,27.78,36,10
34,35,35,Carlos Franco,107,27.69,65,18
35,36,36,Glen Hnatiuk,95,27.66,47,13
36,37,37,Scott Simpson,61,27.5,40,11
37,T38,T38,Matt Kuchar,82,27.27,44,12
38,T38,T38,Bob May,91,27.27,55,15
39,40,40,Lee Porter,91,27.12,59,16
40,41,41,David Toms,106,26.87,67,18
41,42,42,Michael Muehr,73,26.53,49,13
42,43,43,Kirk Triplett,84,26.32,38,10
43,T44,T44,Per-Ulrik Johansson,87,26.19,42,11
44,T44,T44,Kaname Yokoo,74,26.19,42,11
45,T46,T46,Fulton Allem,64,26.09,46,12
46,T46,T46,Robert Allenby,96,26.09,69,18
47,T46,T46,John Cook,85,26.09,46,12
48,49,49,Hidemichi Tanaka,104,26.03,73,19
49,50,50,Davis Love III,92,26.0,50,13
50,T51,T51,Steve Stricker,68,25.93,27,7
51,T51,T51,Hal Sutton,74,25.93,27,7
52,T53,T53,Jay Haas,83,25.58,43,11
53,T53,T53,Tom Lehman,78,25.58,43,11
54,T55,T55,Brent Geiberger,95,25.49,51,13
55,T55,T55,J.P. Hayes,78,25.49,51,13
56,T55,T55,Carl Paulson,84,25.49,51,13
57,T55,T55,Tommy Tolles,64,25.49,51,13
58,59,59,Stephen Gangluff,75,25.45,55,14
59,60,60,Ernie Els,68,25.0,40,10
60,61,61,Steve Allan,93,24.64,69,17
61,62,62,Brett Quigley,93,24.62,65,16
62,T63,T63,Tim Herron,102,24.59,61,15
63,T63,T63,John Riegger,88,24.59,61,15
64,T63,T63,Duffy Waldorf,90,24.59,61,15
65,66,66,Dudley Hart,88,24.44,45,11
66,67,67,Brian Gay,117,24.05,79,19
67,T68,T68,Stephen Ames,89,24.0,50,12
68,T68,T68,Neal Lancaster,101,24.0,50,12
69,70,70,Tiger Woods,69,23.91,46,11
70,T71,T71,Luke Donald,106,23.81,63,15
71,T71,T71,Pat Perez,89,23.81,42,10
72,73,73,Justin Leonard,97,23.73,59,14
73,74,74,Brandt Jobe,94,23.68,76,18
74,T75,T75,José María Olazábal,71,23.33,30,7
75,T75,T75,Bob Tway,103,23.33,60,14
76,77,77,Robert Gamez,69,23.26,43,10
77,78,78,Esteban Toledo,106,23.21,56,13
78,T79,T79,Sergio Garcia,79,23.08,39,9
79,T79,T79,Matt Gogel,79,23.08,52,12
80,81,81,Michael Clark II,97,22.95,61,14
81,82,82,David Duval,78,22.86,35,8
82,T83,T83,Briny Baird,110,22.81,57,13
83,T83,T83,Tim Petrovic,92,22.81,57,13
84,85,85,Scott McCarron,106,22.73,66,15
85,T86,T86,Steve Lowery,98,22.64,53,12
86,T86,T86,Phil Mickelson,97,22.64,53,12
87,T86,T86,Dennis Paulson,89,22.64,53,12
88,89,89,Olin Browne,107,22.54,71,16
89,90,90,Bob Heintz,68,22.5,40,9
90,91,91,Dicky Pride,51,22.45,49,11
91,92,92,Len Mattiace,106,22.35,85,19
92,93,93,Jonathan Byrd,96,22.22,63,14
93,94,94,John Huston,99,22.03,59,13
94,95,95,Joey Sindelar,104,21.69,83,18
95,96,96,Jay Don Blake,107,21.67,60,13
96,97,97,Mike Sposa,111,21.62,74,16
97,98,98,Jim Carter,98,21.57,51,11
98,99,99,Brett Wetterich,89,21.54,65,14
99,T100,T100,Chad Campbell,111,21.43,70,15
100,T100,T100,Peter Lonard,93,21.43,56,12
101,102,102,J.L. Lewis,98,21.31,61,13
102,103,103,Loren Roberts,93,21.13,71,15
103,104,104,Brad Faxon,93,21.05,38,8
104,T105,T105,Tim Clark,76,20.93,43,9
105,T105,T105,Rocco Mediate,79,20.93,43,9
106,107,107,José Coceres,51,20.83,24,5
107,108,108,Jeff Brehaut,87,20.78,77,16
108,T109,T109,Steve Flesch,110,20.63,63,13
109,T109,T109,Frank Nobilo,94,20.63,63,13
110,111,111,Mark O'Meara,68,20.51,39,8
111,T112,T112,Robert Damron,85,20.34,59,12
112,T112,T112,Shaun Micheel,100,20.34,59,12
113,T112,T112,Deane Pappas,90,20.34,59,12
114,115,115,Tom Byrum,77,20.31,64,13
115,116,116,David Peoples,105,20.27,74,15
116,T117,T117,Jess Daley,76,20.0,65,13
117,T117,T117,Scott Dunlap,74,20.0,45,9
118,T117,T117,Bob Estes,93,20.0,65,13
119,T117,T117,Brian Henninger,66,20.0,40,8
120,T117,T117,Miguel Angel Jiménez,60,20.0,20,4
121,T117,T117,Jonathan Kaye,83,20.0,55,11
122,123,123,Kenneth Staton,104,19.74,76,15
123,124,124,Paul Stankowski,100,19.64,56,11
124,125,125,Jeff Sluman,118,19.57,92,18
125,126,126,Jesper Parnevik,85,19.44,36,7
126,T127,T127,John Senden,96,19.23,52,10
