,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Bob Heintz,51.59,65,126
1,2,2,Ben Crane,46.88,135,288
2,3,3,Bryce Molder,46.46,92,198
3,4,4,Pete Jordan,45.68,74,162
4,5,5,Rod Pampling,45.03,154,342
5,T6,T6,Matt Gogel,44.44,112,252
6,T6,T6,Eduardo Herrera,44.44,56,126
7,8,8,Bob Burns,44.15,151,342
8,9,9,Brett Quigley,43.75,126,288
9,10,10,Fred Couples,43.59,102,234
10,11,11,J.L. Lewis,43.52,141,324
11,12,12,Dan Forsman,43.46,133,306
12,13,13,David Morland IV,43.33,78,180
13,14,14,Greg Kraft,43.25,109,252
14,15,15,Skip Kendall,43.12,163,378
15,16,16,Jonathan Kaye,42.96,116,270
16,17,17,Miguel Angel Jiménez,42.93,85,198
17,18,18,Tripp Isenhour,42.86,108,252
18,19,19,Kaname Yokoo,42.78,77,180
19,20,20,David Peoples,42.68,169,396
20,T21,T21,Joel Edwards,42.51,176,414
21,T21,T21,Steve Flesch,42.51,176,414
22,23,23,Garrett Willis,42.46,107,252
23,24,24,K.J. Choi,42.4,145,342
24,T25,T25,Jonathan Byrd,42.36,122,288
25,T25,T25,Pat Perez,42.36,122,288
26,27,27,Craig Parry,42.31,99,234
27,28,28,Chris Riley,42.27,175,414
28,29,29,Brian Gay,42.22,190,450
29,30,30,Briny Baird,42.17,167,396
30,31,31,Sergio Garcia,42.16,129,306
31,T32,T32,Woody Austin,42.01,121,288
32,T32,T32,Greg Chalmers,42.01,121,288
33,T32,T32,Nick Price,42.01,121,288
34,35,35,Tim Clark,41.85,113,270
35,36,36,Olin Browne,41.81,143,342
36,T37,T37,Brad Faxon,41.67,150,360
37,T37,T37,José María Olazábal,41.67,105,252
38,T39,T39,Mark Calcavecchia,41.5,127,306
39,T39,T39,Andrew Magee,41.5,127,306
40,T41,T41,Paul Goydos,41.45,97,234
41,T41,T41,John Rollins,41.45,194,468
42,43,43,Duffy Waldorf,41.36,134,324
43,44,44,Dennis Paulson,41.32,119,288
44,45,45,Brian Bateman,41.18,126,306
45,T46,T46,Kent Jones,41.11,148,360
46,T46,T46,Neal Lancaster,41.11,148,360
47,T48,T48,Justin Leonard,40.91,162,396
48,T48,T48,Michael Muehr,40.91,81,198
49,T48,T48,Mark O'Meara,40.91,81,198
50,T51,T51,Tim Herron,40.74,154,378
51,T51,T51,Bo Van Pelt,40.74,88,216
52,53,53,Steve Lowery,40.64,139,342
53,T54,T54,Russ Cochran,40.6,95,234
54,T54,T54,Deane Pappas,40.6,95,234
55,56,56,Carlos Franco,40.58,168,414
56,57,57,Kirk Triplett,40.52,124,306
57,T58,T58,Robert Allenby,40.48,153,378
58,T58,T58,Scott Simpson,40.48,51,126
59,T58,T58,Brian Watts,40.48,51,126
60,T61,T61,Pat Bates,40.43,131,324
61,T61,T61,Grant Waite,40.43,131,324
62,63,63,Steve Stricker,40.4,80,198
63,64,64,Scott Hoch,40.37,109,270
