,Total_1_Putts_-_15-20_RANK THIS WEEK,Total_1_Putts_-_15-20_RANK LAST WEEK,Total_1_Putts_-_15-20_PLAYER NAME,Total_1_Putts_-_15-20_ROUNDS,Total_1_Putts_-_15-20_TOTAL,Total_1_Putts_-_15-20_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_15-20_PCT OF ALL 1-PUTTS
0,T1,T1,Stewart Cink,92,20,187,10.7
1,T1,T1,Kent Jones,105,20,242,8.3
2,T1,T1,Bryce Molder,65,20,191,10.5
3,T4,T4,Chris Riley,104,19,243,7.8
4,T4,T4,Hidemichi Tanaka,104,19,222,8.6
5,T4,T4,Phil Tataurangi,88,19,198,9.6
6,T7,T7,Brian Gay,117,18,272,6.6
7,T7,T7,Len Mattiace,106,18,247,7.3
8,T7,T7,David Toms,106,18,245,7.3
9,T10,T10,Robert Allenby,96,17,214,7.9
10,T10,T10,Brandt Jobe,94,17,215,7.9
11,T10,T10,Michael Long,71,17,168,10.1
12,T10,T10,Craig Parry,69,17,184,9.2
13,T10,T10,Kenny Perry,98,17,219,7.8
14,T10,T10,Joey Sindelar,104,17,227,7.5
15,T10,T10,Grant Waite,98,17,234,7.3
16,T17,T17,Steve Allan,93,16,239,6.7
17,T17,T17,Cameron Beckman,87,16,181,8.8
18,T17,T17,Jeff Brehaut,87,16,206,7.8
19,T17,T17,Olin Browne,107,16,252,6.3
20,T17,T17,Bob Burns,99,16,206,7.8
21,T17,T17,Russ Cochran,68,16,139,11.5
22,T17,T17,Skip Kendall,103,16,255,6.3
23,T17,T17,Franklin Langham,72,16,188,8.5
24,T17,T17,Jeff Sluman,118,16,270,5.9
25,T26,T26,Ben Crane,91,15,209,7.2
26,T26,T26,Carlos Franco,107,15,236,6.4
27,T26,T26,J.J. Henry,112,15,204,7.4
28,T26,T26,Tim Herron,102,15,236,6.4
29,T26,T26,Billy Mayfair,99,15,190,7.9
30,T26,T26,Lee Porter,91,15,219,6.8
31,T26,T26,John Riegger,88,15,215,7.0
32,T26,T26,Loren Roberts,93,15,226,6.6
33,T34,T34,Billy Andrade,100,14,229,6.1
34,T34,T34,Jonathan Byrd,96,14,229,6.1
35,T34,T34,Chad Campbell,111,14,252,5.6
36,T34,T34,Greg Chalmers,94,14,211,6.6
37,T34,T34,Luke Donald,106,14,218,6.4
38,T34,T34,Edward Fryatt,94,14,197,7.1
39,T34,T34,Mathew Goggin,64,14,156,9.0
40,T34,T34,Scott Hoch,71,14,155,9.0
41,T34,T34,Justin Leonard,97,14,193,7.3
42,T34,T34,Rod Pampling,98,14,191,7.3
43,T34,T34,Kenneth Staton,104,14,221,6.3
44,T34,T34,Duffy Waldorf,90,14,212,6.6
45,T46,T46,Craig Barlow,62,13,167,7.8
46,T46,T46,Rich Beem,99,13,214,6.1
47,T46,T46,Jay Don Blake,107,13,238,5.5
48,T46,T46,Stephen Gangluff,75,13,188,6.9
49,T46,T46,Paul Gow,99,13,238,5.5
50,T46,T46,John Huston,99,13,195,6.7
51,T46,T46,Shigeki Maruyama,87,13,173,7.5
52,T46,T46,Scott McCarron,106,13,202,6.4
53,T46,T46,Mike Sposa,111,13,267,4.9
54,T46,T46,Esteban Toledo,106,13,203,6.4
55,T46,T46,Brett Wetterich,89,13,197,6.6
56,T57,T57,Stephen Ames,89,12,182,6.6
57,T57,T57,Stuart Appleby,97,12,203,5.9
58,T57,T57,Tom Byrum,77,12,177,6.8
59,T57,T57,Michael Clark II,97,12,217,5.5
60,T57,T57,John Cook,85,12,145,8.3
61,T57,T57,Jess Daley,76,12,189,6.3
62,T57,T57,Robert Damron,85,12,216,5.6
63,T57,T57,Bob Estes,93,12,199,6.0
64,T57,T57,Steve Flesch,110,12,192,6.3
65,T57,T57,Dan Forsman,83,12,191,6.3
66,T57,T57,Brent Geiberger,95,12,200,6.0
67,T57,T57,Matt Gogel,79,12,166,7.2
68,T57,T57,J.P. Hayes,78,12,174,6.9
69,T57,T57,Glen Hnatiuk,95,12,224,5.4
70,T57,T57,J.L. Lewis,98,12,230,5.2
71,T57,T57,Davis Love III,92,12,211,5.7
72,T57,T57,Phil Mickelson,97,12,242,5.0
73,T57,T57,Deane Pappas,90,12,184,6.5
74,T57,T57,Tim Petrovic,92,12,181,6.6
75,T57,T57,Tommy Tolles,64,12,166,7.2
76,T57,T57,Bob Tway,103,12,193,6.2
77,T78,T78,Mark Calcavecchia,84,11,146,7.5
78,T78,T78,K.J. Choi,93,11,199,5.5
79,T78,T78,Paul Claxton,83,11,187,5.9
80,T78,T78,Glen Day,107,11,259,4.2
81,T78,T78,Brad Elder,76,11,163,6.7
82,T78,T78,Jim Furyk,88,11,147,7.5
83,T78,T78,Jeff Gove,89,11,206,5.3
84,T78,T78,Charles Howell III,118,11,228,4.8
85,T78,T78,Steve Jones,71,11,125,8.8
86,T78,T78,Matt Kuchar,82,11,167,6.6
87,T78,T78,Neal Lancaster,101,11,194,5.7
88,T78,T78,Tom Lehman,78,11,93,11.8
89,T78,T78,Peter Lonard,93,11,185,5.9
90,T78,T78,Steve Lowery,98,11,209,5.3
91,T78,T78,Bob May,91,11,202,5.4
92,T78,T78,Frank Nobilo,94,11,208,5.3
93,T78,T78,Dennis Paulson,89,11,200,5.5
94,T78,T78,Carl Paulson,84,11,211,5.2
95,T78,T78,David Peoples,105,11,238,4.6
96,T78,T78,Matt Peterson,80,11,189,5.8
97,T78,T78,Brett Quigley,93,11,239,4.6
98,T78,T78,John Rollins,124,11,282,3.9
99,T78,T78,Scott Simpson,61,11,144,7.6
100,T78,T78,Heath Slocum,96,11,188,5.9
101,T78,T78,Paul Stankowski,100,11,204,5.4
102,T78,T78,Tiger Woods,69,11,114,9.6
103,T78,T78,Kaname Yokoo,74,11,152,7.2
104,T105,T105,Fulton Allem,64,10,135,7.4
105,T105,T105,Paul Azinger,69,10,124,8.1
106,T105,T105,Pat Bates,94,10,229,4.4
