,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,T1,T1,Rocco Mediate,79,"2' 3""",246,562.9169999999999
1,T1,T1,Nick Price,69,"2' 3""",224,511.833
2,T3,T3,Paul Azinger,69,"2' 4""",151,356.167
3,T3,T3,Mark Brooks,97,"2' 4""",297,703.75
4,T3,T3,Fred Couples,64,"2' 4""",152,352.167
5,T3,T3,Blaine McCallister,75,"2' 4""",259,606.6669999999999
6,T3,T3,David Toms,106,"2' 4""",346,799.75
7,T8,T8,Glen Day,107,"2' 5""",404,977.1669999999999
8,T8,T8,Jim Furyk,88,"2' 5""",282,675.5
9,T8,T8,Robert Gamez,69,"2' 5""",259,635.5
10,T8,T8,Jeff Gove,89,"2' 5""",363,881.75
11,T8,T8,Paul Goydos,66,"2' 5""",241,590.5
12,T8,T8,Donnie Hammond,60,"2' 5""",201,478.917
13,T8,T8,Brian Henninger,66,"2' 5""",229,561.8330000000001
14,T8,T8,Ian Leggatt,97,"2' 5""",313,768.3330000000001
15,T8,T8,Tom Lehman,78,"2' 5""",203,489.5
16,T8,T8,Bryce Molder,65,"2' 5""",254,606.4169999999999
17,T8,T8,Loren Roberts,93,"2' 5""",334,804.75
18,T8,T8,Joey Sindelar,104,"2' 5""",392,945.6669999999999
19,T20,T20,"David Berganio, Jr.",80,"2' 6""",316,779.9169999999999
20,T20,T20,Bart Bryant,69,"2' 6""",279,699.5830000000001
21,T20,T20,Paul Claxton,83,"2' 6""",337,844.5
22,T20,T20,Russ Cochran,68,"2' 6""",242,607.75
23,T20,T20,John Cook,85,"2' 6""",224,567.0830000000001
24,T20,T20,John Daly,62,"2' 6""",129,323.41700000000003
25,T20,T20,Robert Damron,85,"2' 6""",301,744.75
26,T20,T20,David Frost,90,"2' 6""",296,750.0830000000001
27,T20,T20,Matt Gogel,79,"2' 6""",260,655.9169999999999
28,T20,T20,J.J. Henry,112,"2' 6""",419,1038.583
29,T20,T20,Lee Janzen,101,"2' 6""",315,793.0830000000001
30,T20,T20,Spike McRoy,69,"2' 6""",226,572.4169999999999
31,T20,T20,José María Olazábal,71,"2' 6""",171,428.5
32,T20,T20,Steve Pate,64,"2' 6""",190,476.75
33,T20,T20,Dennis Paulson,89,"2' 6""",298,748.5
