,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Bob Heintz,47.42,239,504
1,2,2,Ben Crane,45.68,222,486
2,3,3,Pat Perez,44.86,218,486
3,4,4,Robert Gamez,44.71,169,378
4,5,5,Kaname Yokoo,44.66,209,468
5,6,6,Tripp Isenhour,44.17,159,360
6,7,7,Geoff Ogilvy,44.02,206,468
7,8,8,Duffy Waldorf,43.98,190,432
8,9,9,J.P. Hayes,43.96,182,414
9,10,10,Brandel Chamblee,43.85,221,504
10,11,11,Tim Herron,43.3,226,522
11,12,12,Scott Simpson,43.29,187,432
12,13,13,Jonathan Byrd,43.01,240,558
13,14,14,Joe Ogilvie,42.69,146,342
14,15,15,Jay Don Blake,42.59,253,594
15,16,16,Tommy Tolles,42.5,153,360
16,T17,T17,Jay Haas,42.42,168,396
17,T17,T17,Kirk Triplett,42.42,168,396
18,19,19,Skip Kendall,42.41,229,540
19,20,20,John Cook,42.36,183,432
20,21,21,Brad Elder,42.22,190,450
21,22,22,Brian Gay,42.09,250,594
22,23,23,Chris Riley,41.98,204,486
23,24,24,Steve Allan,41.95,219,522
24,25,25,Greg Chalmers,41.85,226,540
25,26,26,Robert Damron,41.56,187,450
26,27,27,Craig Stadler,41.53,157,378
27,T28,T28,Jerry Smith,41.32,238,576
28,T28,T28,Mike Sposa,41.32,238,576
29,30,30,Briny Baird,41.22,230,558
30,T31,T31,Peter Lonard,41.2,178,432
31,T31,T31,Davis Love III,41.2,178,432
32,33,33,Esteban Toledo,41.19,215,522
33,34,34,Stephen Gangluff,41.15,200,486
34,35,35,Mathew Goggin,41.11,148,360
35,36,36,Phil Tataurangi,41.06,170,414
36,37,37,Lee Porter,41.04,229,558
37,38,38,Vijay Singh,41.03,192,468
38,39,39,Glen Day,41.0,214,522
39,40,40,Paul Stankowski,40.93,221,540
40,41,41,Rod Pampling,40.87,206,504
41,42,42,Fred Couples,40.85,125,306
42,43,43,Craig Barlow,40.83,147,360
43,44,44,Tom Byrum,40.82,169,414
44,45,45,David Toms,40.81,191,468
45,46,46,Bob Burns,40.8,213,522
46,T47,T47,Joel Edwards,40.67,205,504
47,T47,T47,Loren Roberts,40.67,183,450
48,49,49,Steve Elkington,40.66,161,396
49,T50,T50,David Morland IV,40.56,146,360
50,T50,T50,Steve Stricker,40.56,146,360
51,T50,T50,Grant Waite,40.56,219,540
52,T53,T53,Woody Austin,40.52,248,612
53,T53,T53,Nick Price,40.52,124,306
54,T55,T55,Dudley Hart,40.51,175,432
55,T55,T55,Phil Mickelson,40.51,175,432
56,T57,T57,Olin Browne,40.45,233,576
57,T57,T57,Kent Jones,40.45,233,576
58,59,59,Scott McCarron,40.38,189,468
59,T60,T60,Tom Pernice Jr.,40.37,218,540
60,T60,T60,Hidemichi Tanaka,40.37,218,540
61,T62,T62,Harrison Frazar,40.28,203,504
62,T62,T62,Jesper Parnevik,40.28,174,432
63,64,64,Jeff Maggert,40.17,188,468
64,65,65,Andrew Magee,40.12,195,486
65,T66,T66,Corey Pavin,40.1,166,414
66,T66,T66,Tom Scherrer,40.1,231,576
67,68,68,Scott Verplank,40.05,173,432
68,69,69,Brian Watts,40.0,144,360
69,T70,T70,Brett Quigley,39.96,223,558
