,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Ben Crane,27.19,734,27
1,2,2,Bob Heintz,27.5,770,28
2,3,3,Duffy Waldorf,27.57,634,23
3,4,4,John Cook,27.65,636,23
4,5,5,Ernie Els,27.87,418,15
5,6,6,Chris Riley,27.88,725,26
6,7,7,Robert Gamez,27.9,586,21
7,8,8,Scott Simpson,27.96,671,24
8,T9,T9,Brian Gay,28.0,924,33
9,T9,T9,Kaname Yokoo,28.0,728,26
10,T11,T11,Peter Lonard,28.04,645,23
11,T11,T11,Geoff Ogilvy,28.04,729,26
12,13,13,Skip Kendall,28.07,842,30
13,14,14,Tripp Isenhour,28.1,562,20
14,T15,T15,Dudley Hart,28.13,647,23
15,T15,T15,J.P. Hayes,28.13,647,23
16,T15,T15,Nick Price,28.13,450,16
17,T15,T15,Scott Verplank,28.13,647,23
18,T19,T19,Jay Haas,28.18,620,22
19,T19,T19,Rod Pampling,28.18,789,28
20,T21,T21,Jeff Maggert,28.2,705,25
21,T21,T21,Tommy Tolles,28.2,564,20
22,T23,T23,Jay Don Blake,28.21,931,33
23,T23,T23,Tim Herron,28.21,818,29
24,T23,T23,Joe Ogilvie,28.21,536,19
25,26,26,Pat Perez,28.22,762,27
26,27,27,Kirk Triplett,28.23,621,22
27,T28,T28,Brad Elder,28.24,706,25
28,T28,T28,Steve Elkington,28.24,593,21
29,T28,T28,José María Olazábal,28.24,480,17
30,31,31,Mike Sposa,28.25,904,32
31,T32,T32,Tom Byrum,28.26,650,23
32,T32,T32,Justin Leonard,28.26,650,23
33,T34,T34,Corey Pavin,28.27,622,22
34,T34,T34,Paul Stankowski,28.27,848,30
35,36,36,Scott McCarron,28.28,707,25
36,T37,T37,Jonathan Byrd,28.29,877,31
37,T37,T37,Brandel Chamblee,28.29,792,28
38,T37,T37,John Daly,28.29,481,17
39,40,40,Greg Chalmers,28.3,849,30
40,41,41,Loren Roberts,28.33,680,24
41,T42,T42,Billy Andrade,28.36,794,28
42,T42,T42,Vijay Singh,28.36,709,25
43,44,44,Glen Day,28.38,823,29
44,45,45,Jesper Parnevik,28.43,654,23
45,T46,T46,Andrew Magee,28.44,768,27
46,T46,T46,Jerry Smith,28.44,910,32
47,T48,T48,Phil Mickelson,28.48,655,23
48,T48,T48,Craig Stadler,28.48,598,21
49,T50,T50,Robert Damron,28.52,713,25
50,T50,T50,Neal Lancaster,28.52,827,29
51,T50,T50,Davis Love III,28.52,656,23
52,T50,T50,David Toms,28.52,713,25
53,54,54,Steve Stricker,28.53,542,19
54,T55,T55,Retief Goosen,28.54,371,13
55,T55,T55,Ian Leggatt,28.54,742,26
56,T55,T55,Matt Peterson,28.54,742,26
57,T55,T55,Esteban Toledo,28.54,799,28
58,T59,T59,Steve Allan,28.55,828,29
59,T59,T59,Shigeki Maruyama,28.55,628,22
