,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Bryce Molder,65,3.33,24,8.0
1,2,2,John Cook,85,2.5,28,7.0
2,3,3,Retief Goosen,56,2.38,21,5.0
3,4,4,Phil Tataurangi,88,2.19,32,7.0
4,5,5,Stephen Ames,89,2.08,24,5.0
5,6,6,David Toms,106,2.05,44,9.0
6,7,7,Tiger Woods,69,2.0,20,4.0
7,8,8,Glen Hnatiuk,95,1.9,42,8.0
8,9,9,Craig Perks,91,1.82,22,4.0
9,10,10,Billy Mayfair,99,1.79,28,5.0
10,T11,T11,Michael Muehr,73,1.76,17,3.0
11,T11,T11,Jerry Smith,91,1.76,34,6.0
12,13,13,Jay Williamson,91,1.72,29,5.0
13,T14,T14,Brad Elder,76,1.67,36,6.0
14,T14,T14,Tom Scherrer,98,1.67,36,6.0
15,16,16,Esteban Toledo,106,1.63,43,7.0
16,17,17,Rich Beem,99,1.61,31,5.0
17,18,18,Duffy Waldorf,90,1.56,32,5.0
18,T19,T19,John Huston,99,1.54,26,4.0
19,T19,T19,Scott McCarron,106,1.54,26,4.0
20,T19,T19,Phil Mickelson,97,1.54,26,4.0
21,22,22,Kenny Perry,98,1.52,33,5.0
22,23,23,Brian Gay,117,1.5,40,6.0
23,24,24,Jess Daley,76,1.48,27,4.0
24,25,25,J.L. Lewis,98,1.47,34,5.0
25,T26,T26,Jeff Gove,89,1.43,35,5.0
26,T26,T26,Per-Ulrik Johansson,87,1.43,28,4.0
27,T28,T28,Matt Kuchar,82,1.38,29,4.0
28,T28,T28,Davis Love III,92,1.38,29,4.0
29,T30,T30,Robert Allenby,96,1.35,37,5.0
30,T30,T30,Greg Kraft,86,1.35,37,5.0
31,T30,T30,Chris Riley,104,1.35,37,5.0
32,33,33,Cameron Beckman,87,1.33,30,4.0
33,34,34,Fred Funk,106,1.32,38,5.0
34,T35,T35,Brian Henninger,66,1.3,23,3.0
35,T35,T35,Peter Jacobsen,67,1.3,23,3.0
36,T35,T35,Craig Stadler,72,1.3,23,3.0
37,38,38,Mike Weir,94,1.29,31,4.0
38,39,39,Jay Don Blake,107,1.28,39,5.0
39,T40,T40,David Duval,78,1.25,16,2.0
40,T40,T40,David Morland IV,58,1.25,16,2.0
41,T40,T40,Brenden Pappas,62,1.25,16,2.0
42,T40,T40,Steve Pate,64,1.25,24,3.0
43,T40,T40,Corey Pavin,78,1.25,24,3.0
44,T45,T45,Stuart Appleby,97,1.2,25,3.0
45,T45,T45,Bob Estes,93,1.2,25,3.0
46,T45,T45,Kaname Yokoo,74,1.2,25,3.0
47,T48,T48,Mark Calcavecchia,84,1.18,17,2.0
48,T48,T48,Jay Haas,83,1.18,34,4.0
49,T48,T48,Tom Lehman,78,1.18,17,2.0
50,T48,T48,Shigeki Maruyama,87,1.18,17,2.0
