,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,1,1,Phil Mickelson,97,6,15
1,T2,T2,Steve Jones,71,4,17
2,T2,T2,Jonathan Kaye,83,4,14
3,T4,T4,Stuart Appleby,97,3,18
4,T4,T4,Jim Carter,98,3,8
5,T4,T4,Jess Daley,76,3,12
6,T4,T4,Harrison Frazar,88,3,23
7,T4,T4,Jay Haas,83,3,11
8,T4,T4,Eduardo Herrera,59,3,16
9,T4,T4,John Huston,99,3,15
10,T4,T4,Tripp Isenhour,68,3,19
11,T4,T4,Jerry Smith,91,3,15
12,T4,T4,Kenneth Staton,104,3,21
13,T4,T4,Mike Weir,94,3,14
14,T4,T4,Garrett Willis,80,3,19
15,T16,T16,Michael Allen,76,2,12
16,T16,T16,Tommy Armour III,82,2,17
17,T16,T16,Woody Austin,102,2,18
18,T16,T16,Rich Beem,99,2,19
19,T16,T16,Notah Begay III,76,2,22
20,T16,T16,"David Berganio, Jr.",80,2,10
21,T16,T16,Olin Browne,107,2,17
22,T16,T16,Scott Dunlap,74,2,21
23,T16,T16,Brad Elder,76,2,9
24,T16,T16,Robin Freeman,79,2,15
25,T16,T16,Fred Funk,106,2,18
26,T16,T16,Per-Ulrik Johansson,87,2,20
27,T16,T16,Greg Kraft,86,2,13
28,T16,T16,Brad Lardon,59,2,13
29,T16,T16,Frank Lickliter II,94,2,14
30,T16,T16,Bob May,91,2,13
31,T16,T16,Scott McCarron,106,2,15
32,T16,T16,Frank Nobilo,94,2,23
33,T16,T16,Geoff Ogilvy,90,2,12
34,T16,T16,Vijay Singh,102,2,13
35,T16,T16,Jeff Sluman,118,2,14
36,T16,T16,Kirk Triplett,84,2,9
37,T38,T38,Fulton Allem,64,1,16
38,T38,T38,Robert Allenby,96,1,15
39,T38,T38,Stephen Ames,89,1,16
40,T38,T38,Billy Andrade,100,1,7
41,T38,T38,Bart Bryant,69,1,14
42,T38,T38,Bob Burns,99,1,12
43,T38,T38,Tom Byrum,77,1,17
44,T38,T38,Mark Calcavecchia,84,1,11
45,T38,T38,Chad Campbell,111,1,16
46,T38,T38,Brandel Chamblee,85,1,10
47,T38,T38,Stewart Cink,92,1,15
48,T38,T38,Michael Clark II,97,1,15
49,T38,T38,Paul Claxton,83,1,12
50,T38,T38,John Daly,62,1,4
51,T38,T38,Joe Durant,87,1,14
52,T38,T38,Joel Edwards,101,1,19
53,T38,T38,Steve Elkington,82,1,6
54,T38,T38,Brad Faxon,93,1,8
55,T38,T38,Steve Flesch,110,1,13
56,T38,T38,Jim Furyk,88,1,7
57,T38,T38,Stephen Gangluff,75,1,18
58,T38,T38,Brian Gay,117,1,17
59,T38,T38,Matt Gogel,79,1,11
60,T38,T38,Mathew Goggin,64,1,11
61,T38,T38,David Gossett,95,1,26
62,T38,T38,Paul Gow,99,1,20
63,T38,T38,Paul Goydos,66,1,14
64,T38,T38,Dudley Hart,88,1,20
65,T38,T38,J.P. Hayes,78,1,10
66,T38,T38,Jason Hill,59,1,14
67,T38,T38,Bradley Hughes,60,1,20
68,T38,T38,Mike Hulbert,55,1,6
69,T38,T38,Lee Janzen,101,1,8
70,T38,T38,Skip Kendall,103,1,17
71,T38,T38,Bernhard Langer,55,1,4
72,T38,T38,Tom Lehman,78,1,6
73,T38,T38,J.L. Lewis,98,1,27
74,T38,T38,Steve Lowery,98,1,19
75,T38,T38,Andrew Magee,91,1,14
76,T38,T38,Len Mattiace,106,1,21
77,T38,T38,Shaun Micheel,100,1,21
78,T38,T38,Joe Ogilvie,50,1,9
79,T38,T38,José María Olazábal,71,1,7
80,T38,T38,Jesper Parnevik,85,1,10
81,T38,T38,Steve Pate,64,1,8
82,T38,T38,Corey Pavin,78,1,7
83,T38,T38,Kenny Perry,98,1,15
84,T38,T38,Matt Peterson,80,1,19
85,T38,T38,Brett Quigley,93,1,21
86,T38,T38,John Riegger,88,1,12
87,T38,T38,Chris Riley,104,1,11
88,T38,T38,Rory Sabbatini,69,1,14
89,T38,T38,Scott Simpson,61,1,11
90,T38,T38,Joey Sindelar,104,1,9
91,T38,T38,Heath Slocum,96,1,12
92,T38,T38,Chris Smith,103,1,18
93,T38,T38,Paul Stankowski,100,1,19
94,T38,T38,Steve Stricker,68,1,11
95,T38,T38,Hidemichi Tanaka,104,1,20
96,T38,T38,Bob Tway,103,1,10
97,T38,T38,Scott Verplank,93,1,4
98,T38,T38,Duffy Waldorf,90,1,18
99,T38,T38,Brian Watts,58,1,13
100,T38,T38,Boo Weekley,57,1,17
101,T38,T38,Brett Wetterich,89,1,32
102,T38,T38,Jay Williamson,91,1,11
103,T38,T38,Kaname Yokoo,74,1,14
104,T38,T38,Richard Zokol,53,1,11
