,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Chris DiMarco,27.73,721,26
1,T2,T2,Andrew Magee,28.04,757,27
2,T2,T2,Chris Riley,28.04,729,26
3,4,4,Brad Faxon,28.05,617,22
4,5,5,Bob Heintz,28.07,786,28
5,6,6,Stephen Gangluff,28.11,759,27
6,7,7,David Toms,28.12,703,25
7,8,8,Paul Azinger,28.16,535,19
8,9,9,Skip Kendall,28.17,845,30
9,T10,T10,Billy Andrade,28.18,789,28
10,T10,T10,Brian Gay,28.18,930,33
11,12,12,Bryce Molder,28.19,592,21
12,13,13,David Frost,28.21,818,29
13,14,14,Deane Pappas,28.27,933,33
14,T15,T15,Tim Clark,28.29,594,21
15,T15,T15,Miguel Angel Jiménez,28.29,481,17
16,T17,T17,John Daly,28.33,510,18
17,T17,T17,David Duval,28.33,595,21
18,T17,T17,Franklin Langham,28.33,680,24
19,T20,T20,Shigeki Maruyama,28.35,652,23
20,T20,T20,Phil Mickelson,28.35,652,23
21,22,22,Esteban Toledo,28.37,851,30
22,23,23,Olin Browne,28.38,908,32
23,24,24,Retief Goosen,28.46,370,13
24,25,25,Tom Pernice Jr.,28.47,854,30
25,T26,T26,Matt Kuchar,28.5,741,26
26,T26,T26,Rod Pampling,28.5,798,28
27,T26,T26,Brian Watts,28.5,570,20
28,29,29,José María Olazábal,28.53,485,17
29,30,30,Harrison Frazar,28.54,799,28
30,T31,T31,Rich Beem,28.55,828,29
31,T31,T31,Corey Pavin,28.55,628,22
32,33,33,David Morland IV,28.57,600,21
33,34,34,Lee Porter,28.61,887,31
34,T35,T35,Steve Elkington,28.62,601,21
35,T35,T35,Pat Perez,28.62,830,29
36,37,37,Tiger Woods,28.63,458,16
37,38,38,K.J. Choi,28.64,716,25
38,39,39,José Coceres,28.67,430,15
39,40,40,Mike Hulbert,28.68,545,19
40,41,41,Craig Perks,28.69,746,26
41,T42,T42,Greg Kraft,28.7,861,30
42,T42,T42,Neal Lancaster,28.7,861,30
43,T44,T44,Jay Don Blake,28.73,948,33
44,T44,T44,Steve Lowery,28.73,747,26
45,T46,T46,John Riegger,28.74,776,27
46,T46,T46,Steve Stricker,28.74,546,19
47,T48,T48,Ben Crane,28.75,805,28
48,T48,T48,Scott Verplank,28.75,690,24
49,T50,T50,Steve Allan,28.76,834,29
50,T50,T50,Brandel Chamblee,28.76,834,29
51,T50,T50,John Huston,28.76,719,25
52,T50,T50,Peter Jacobsen,28.76,604,21
53,54,54,Jonathan Byrd,28.77,892,31
54,55,55,Scott Hoch,28.79,547,19
55,56,56,Nick Price,28.81,461,16
56,57,57,Russ Cochran,28.82,634,22
57,58,58,J.P. Hayes,28.83,663,23
58,T59,T59,Stuart Appleby,28.84,721,25
59,T59,T59,Notah Begay III,28.84,721,25
60,61,61,Rocco Mediate,28.85,577,20
61,62,62,Jay Haas,28.86,635,22
62,63,63,Brett Quigley,28.87,895,31
63,T64,T64,Jim Carter,28.89,809,28
64,T64,T64,Ian Leggatt,28.89,809,28
65,T66,T66,Bob Burns,28.9,838,29
66,T66,T66,Steve Flesch,28.9,867,30
67,T68,T68,Davis Love III,28.91,665,23
68,T68,T68,Mike Weir,28.91,665,23
69,70,70,Loren Roberts,28.92,694,24
70,71,71,Ernie Els,28.93,434,15
71,T72,T72,Robert Gamez,28.95,608,21
72,T72,T72,Rory Sabbatini,28.95,608,21
73,74,74,Jonathan Kaye,28.96,724,25
74,T75,T75,Tim Petrovic,28.97,840,29
75,T75,T75,Heath Slocum,28.97,898,31
76,T77,T77,Joel Edwards,29.0,812,28
77,T77,T77,Brad Elder,29.0,725,25
78,T77,T77,Scott McCarron,29.0,725,25
79,T77,T77,Shaun Micheel,29.0,841,29
80,T77,T77,Dicky Pride,29.0,464,16
81,T77,T77,Jeff Sluman,29.0,899,31
82,T77,T77,Tommy Tolles,29.0,580,20
83,T77,T77,Grant Waite,29.0,870,30
84,85,85,Jay Williamson,29.03,871,30
85,86,86,Robert Damron,29.04,784,27
86,T87,T87,Paul Goydos,29.05,581,20
87,T87,T87,Mark O'Meara,29.05,639,22
88,89,89,Phil Tataurangi,29.08,698,24
89,T90,T90,Mark Brooks,29.1,902,31
90,T90,T90,Fred Funk,29.1,844,29
91,T90,T90,Hidemichi Tanaka,29.1,873,30
92,93,93,Vijay Singh,29.12,728,25
93,T94,T94,Stewart Cink,29.13,699,24
94,T94,T94,Kirk Triplett,29.13,670,23
95,96,96,Bernhard Langer,29.14,408,14
96,97,97,Carl Paulson,29.15,787,27
97,T98,T98,Dudley Hart,29.17,700,24
98,T98,T98,Justin Leonard,29.17,671,23
99,T98,T98,Paul Stankowski,29.17,875,30
100,101,101,David Gossett,29.18,817,28
101,T102,T102,Mathew Goggin,29.2,584,20
102,T102,T102,Brenden Pappas,29.2,730,25
103,T104,T104,Cameron Beckman,29.21,701,24
104,T104,T104,Matt Gogel,29.21,701,24
105,T106,T106,Per-Ulrik Johansson,29.22,789,27
106,T106,T106,Jerry Smith,29.22,935,32
107,T108,T108,Stephen Ames,29.23,760,26
108,T108,T108,Lee Janzen,29.23,760,26
109,110,110,Pat Bates,29.25,819,28
110,111,111,Bart Bryant,29.26,556,19
111,T112,T112,Greg Chalmers,29.27,878,30
112,T112,T112,John Rollins,29.27,966,33
113,114,114,Sergio Garcia,29.28,527,18
