,Putting_from_6_RANK THIS WEEK,Putting_from_6_RANK LAST WEEK,Putting_from_6_PLAYER NAME,Putting_from_6_ROUNDS,Putting_from_6_% MADE,Putting_from_6_ATTEMPTS,Putting_from_6_PUTTS MADE
0,1,1,David Duval,78,95.65,23,22
1,2,2,Heath Slocum,96,95.45,22,21
2,3,3,Shigeki Maruyama,87,92.59,27,25
3,T4,T4,John Daly,62,92.31,13,12
4,T4,T4,Justin Leonard,97,92.31,39,36
5,6,6,Rocco Mediate,79,91.3,23,21
6,7,7,Harrison Frazar,88,90.91,22,20
7,8,8,Jim Furyk,88,90.48,21,19
8,9,9,John Rollins,124,90.0,50,45
9,10,10,Corey Pavin,78,89.66,29,26
10,T11,T11,Paul Azinger,69,88.24,17,15
11,T11,T11,Jay Don Blake,107,88.24,34,30
12,T11,T11,Ben Crane,91,88.24,34,30
13,14,14,Matt Gogel,79,87.88,33,29
14,T15,T15,Stewart Cink,92,87.5,24,21
15,T15,T15,Geoff Ogilvy,90,87.5,32,28
16,17,17,Bob May,91,87.18,39,34
17,18,18,Ernie Els,68,86.67,30,26
18,19,19,Steve Allan,93,86.36,22,19
19,20,20,K.J. Choi,93,85.71,35,30
20,21,21,Pete Jordan,78,85.19,27,23
21,22,22,Olin Browne,107,84.62,39,33
22,T23,T23,Bart Bryant,69,84.21,19,16
23,T23,T23,Carlos Franco,107,84.21,38,32
24,T23,T23,Retief Goosen,56,84.21,19,16
25,T23,T23,Jay Williamson,91,84.21,38,32
26,27,27,Sergio Garcia,79,83.87,31,26
27,28,28,J.P. Hayes,78,83.33,18,15
28,29,29,Skip Kendall,103,82.93,41,34
29,30,30,"David Berganio, Jr.",80,82.76,29,24
30,31,31,Dicky Pride,51,82.61,23,19
31,32,32,Neal Lancaster,101,82.35,34,28
32,33,33,David Peoples,105,81.82,44,36
33,34,34,Brad Faxon,93,81.48,27,22
34,35,35,Jesper Parnevik,85,81.25,16,13
35,36,36,Brandel Chamblee,85,81.08,37,30
36,37,37,Matt Kuchar,82,80.95,21,17
37,T38,T38,Joel Edwards,101,80.77,26,21
38,T38,T38,Tommy Tolles,64,80.77,26,21
39,T40,T40,Loren Roberts,93,80.65,31,25
40,T40,T40,Paul Stankowski,100,80.65,31,25
41,42,42,David Frost,90,80.56,36,29
42,T43,T43,Bob Heintz,68,80.0,25,20
43,T43,T43,Scott Hoch,71,80.0,30,24
44,T43,T43,Duffy Waldorf,90,80.0,35,28
45,46,46,Shaun Micheel,100,79.49,39,31
46,47,47,Scott McCarron,106,79.31,29,23
47,T48,T48,Paul Gow,99,79.17,48,38
48,T48,T48,Kevin Sutherland,96,79.17,24,19
49,50,50,Charles Howell III,118,78.95,38,30
50,51,51,Rich Beem,99,78.85,52,41
51,52,52,Billy Andrade,100,78.79,33,26
52,T53,T53,Gary Nicklaus,66,78.57,28,22
53,T53,T53,Mark O'Meara,68,78.57,14,11
54,T55,T55,Brent Geiberger,95,78.38,37,29
55,T55,T55,Mike Weir,94,78.38,37,29
56,T57,T57,Steve Elkington,82,78.26,23,18
57,T57,T57,Miguel Angel Jiménez,60,78.26,23,18
58,T57,T57,Brian Watts,58,78.26,23,18
59,60,60,Tim Herron,102,78.13,32,25
60,T61,T61,Bob Burns,99,77.78,36,28
61,T61,T61,Jonathan Byrd,96,77.78,36,28
62,T61,T61,Kent Jones,105,77.78,45,35
63,T61,T61,Tiger Woods,69,77.78,18,14
64,T65,T65,Cameron Beckman,87,77.42,31,24
65,T65,T65,Jess Daley,76,77.42,31,24
66,T65,T65,Robert Damron,85,77.42,31,24
67,T65,T65,Dudley Hart,88,77.42,31,24
68,T65,T65,Rod Pampling,98,77.42,31,24
69,T70,T70,Bradley Hughes,60,76.92,26,20
70,T70,T70,Mike Sposa,111,76.92,52,40
71,72,72,Tom Pernice Jr.,101,76.47,34,26
72,T73,T73,Glen Hnatiuk,95,76.32,38,29
73,T73,T73,Craig Perks,91,76.32,38,29
74,T75,T75,Pat Bates,94,76.19,42,32
75,T75,T75,José Coceres,51,76.19,21,16
76,T75,T75,Peter Jacobsen,67,76.19,21,16
77,T75,T75,Dennis Paulson,89,76.19,21,16
78,T75,T75,Grant Waite,98,76.19,21,16
79,80,80,Edward Fryatt,94,76.09,46,35
80,81,81,José María Olazábal,71,76.0,25,19
81,82,82,John Cook,85,75.86,29,22
82,T83,T83,David Gossett,95,75.76,33,25
83,T83,T83,Jerry Smith,91,75.76,33,25
84,85,85,Steve Flesch,110,75.68,37,28
85,86,86,Len Mattiace,106,75.56,45,34
86,T87,T87,Michael Clark II,97,75.0,44,33
87,T87,T87,Fred Couples,64,75.0,20,15
88,T87,T87,Robert Gamez,69,75.0,28,21
89,T87,T87,Brian Gay,117,75.0,36,27
90,T87,T87,Jeff Maggert,83,75.0,32,24
91,T87,T87,Blaine McCallister,75,75.0,24,18
92,T87,T87,Rory Sabbatini,69,75.0,24,18
93,T94,T94,Ian Leggatt,97,74.36,39,29
94,T94,T94,Carl Paulson,84,74.36,39,29
95,T96,T96,Stuart Appleby,97,74.29,35,26
96,T96,T96,David Toms,106,74.29,35,26
97,T98,T98,Donnie Hammond,60,73.91,23,17
98,T98,T98,J.J. Henry,112,73.91,46,34
99,T100,T100,Paul Claxton,83,73.68,38,28
100,T100,T100,J.L. Lewis,98,73.68,38,28
101,T100,T100,Pat Perez,89,73.68,38,28
102,T103,T103,Deane Pappas,90,73.53,34,25
103,T103,T103,Scott Verplank,93,73.53,34,25
104,T105,T105,Chad Campbell,111,73.33,30,22
105,T105,T105,Glen Day,107,73.33,30,22
106,T105,T105,Mathew Goggin,64,73.33,30,22
107,T105,T105,Franklin Langham,72,73.33,30,22
108,T105,T105,Frank Lickliter II,94,73.33,30,22
109,T105,T105,Spike McRoy,69,73.33,15,11
110,T105,T105,Nick Price,69,73.33,30,22
111,112,112,Brett Quigley,93,73.21,56,41
112,113,113,Chris Riley,104,72.97,37,27
113,T114,T114,Michael Long,71,72.73,22,16
114,T114,T114,Kirk Triplett,84,72.73,33,24
115,T116,T116,Tommy Armour III,82,72.41,29,21
116,T116,T116,Brian Henninger,66,72.41,29,21
117,T116,T116,John Huston,99,72.41,29,21
118,T116,T116,Lee Janzen,101,72.41,29,21
119,T116,T116,Andrew Magee,91,72.41,29,21
120,T116,T116,Kenny Perry,98,72.41,29,21
121,T116,T116,Matt Peterson,80,72.41,29,21
122,T116,T116,Phil Tataurangi,88,72.41,29,21
123,124,124,Eduardo Herrera,59,72.0,25,18
124,T125,T125,Brandt Jobe,94,71.88,32,23
125,T125,T125,Jonathan Kaye,83,71.88,32,23
126,T125,T125,John Senden,96,71.88,32,23
127,128,128,Briny Baird,110,71.79,39,28
128,T129,T129,Robert Allenby,96,71.43,35,25
129,T129,T129,Per-Ulrik Johansson,87,71.43,28,20
130,T129,T129,Jerry Kelly,99,71.43,42,30
131,T129,T129,John Riegger,88,71.43,35,25
132,T129,T129,Scott Simpson,61,71.43,28,20
