,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
0,1,1,Bob Heintz,68,37.7,262,695
1,2,2,Phil Mickelson,97,35.84,391,1091
2,3,3,John Daly,62,35.0,224,640
3,4,4,David Duval,78,34.77,290,834
4,5,5,Jonathan Byrd,96,34.2,370,1082
5,6,6,Ben Crane,91,34.07,341,1001
6,7,7,Pat Perez,89,33.92,328,967
7,8,8,Steve Stricker,68,33.84,223,659
8,9,9,Fred Couples,64,33.76,235,696
9,10,10,David Toms,106,33.66,415,1233
10,11,11,Stuart Appleby,97,33.65,356,1058
11,12,12,Tiger Woods,69,33.49,285,851
12,13,13,Bryce Molder,65,33.47,241,720
13,14,14,Billy Andrade,100,33.36,360,1079
14,15,15,Geoff Ogilvy,90,33.23,328,987
15,16,16,Duffy Waldorf,90,33.09,324,979
16,17,17,Mark Calcavecchia,84,32.77,291,888
17,18,18,Retief Goosen,56,32.74,202,617
18,19,19,Robert Gamez,69,32.61,269,825
19,20,20,Chris DiMarco,111,32.53,406,1248
20,21,21,Chris Riley,104,32.47,364,1121
21,22,22,Greg Chalmers,94,32.33,333,1030
22,23,23,Rod Pampling,98,32.3,353,1093
23,24,24,K.J. Choi,93,32.23,330,1024
24,25,25,Kenny Perry,98,32.2,389,1208
25,26,26,J.P. Hayes,78,32.15,281,874
26,27,27,Justin Leonard,97,32.14,351,1092
27,T28,T28,Sergio Garcia,79,32.06,252,786
28,T28,T28,Scott McCarron,106,32.06,362,1129
29,30,30,Davis Love III,92,31.98,315,985
30,31,31,Kirk Triplett,84,31.95,300,939
31,32,32,Steve Allan,93,31.91,345,1081
32,33,33,Lee Janzen,101,31.85,359,1127
33,34,34,Paul Stankowski,100,31.8,352,1107
34,35,35,Vijay Singh,102,31.68,378,1193
35,36,36,Tim Clark,76,31.52,267,847
36,37,37,Rich Beem,99,31.49,359,1140
37,38,38,Charles Howell III,118,31.41,436,1388
38,39,39,Tripp Isenhour,68,31.38,251,800
39,40,40,Phil Tataurangi,88,31.31,314,1003
40,41,41,Fred Funk,106,31.29,424,1355
41,42,42,Steve Flesch,110,31.27,394,1260
42,43,43,Scott Verplank,93,31.21,334,1070
43,44,44,J.L. Lewis,98,31.17,370,1187
44,T45,T45,Harrison Frazar,88,31.15,318,1021
45,T45,T45,Mike Weir,94,31.15,343,1101
46,T47,T47,Ian Leggatt,97,31.08,345,1110
47,T47,T47,Tommy Tolles,64,31.08,225,724
