,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Michael Long,71,41.03,39,16
1,2,2,Russ Cochran,68,40.0,35,14
2,3,3,Bernhard Langer,55,38.46,13,5
3,4,4,Cameron Beckman,87,38.1,42,16
4,5,5,Ben Crane,91,37.5,32,12
5,6,6,John Daly,62,35.71,14,5
6,T7,T7,Jason Hill,59,33.33,24,8
7,T7,T7,Brian Watts,58,33.33,18,6
8,9,9,Bryce Molder,65,32.43,37,12
9,10,10,Mark Calcavecchia,84,32.14,28,9
10,11,11,Stewart Cink,92,31.37,51,16
11,12,12,Craig Barlow,62,31.25,32,10
12,13,13,Brent Geiberger,95,30.77,39,12
13,14,14,Shigeki Maruyama,87,30.56,36,11
14,15,15,Phil Tataurangi,88,30.23,43,13
15,16,16,Kent Jones,105,29.69,64,19
16,17,17,Craig Stadler,72,29.63,27,8
17,18,18,Grant Waite,98,29.55,44,13
18,19,19,Tim Herron,102,29.17,48,14
19,20,20,Brad Elder,76,29.03,31,9
20,21,21,Franklin Langham,72,28.89,45,13
21,22,22,Rod Pampling,98,28.85,52,15
22,T23,T23,Paul Azinger,69,28.57,28,8
23,T23,T23,John Cook,85,28.57,35,10
24,T23,T23,J.P. Hayes,78,28.57,42,12
25,T23,T23,Tommy Tolles,64,28.57,35,10
26,27,27,Steve Jones,71,28.13,32,9
27,28,28,Dan Forsman,83,27.78,36,10
28,T29,T29,Kenny Perry,98,27.27,44,12
29,T29,T29,Hal Sutton,74,27.27,22,6
30,31,31,Bob Burns,99,26.83,41,11
31,32,32,Lee Porter,91,26.67,45,12
32,33,33,José María Olazábal,71,26.09,23,6
33,34,34,Tiger Woods,69,25.64,39,10
34,35,35,Billy Mayfair,99,25.58,43,11
35,36,36,David Toms,106,25.42,59,15
36,T37,T37,Olin Browne,107,25.0,56,14
37,T37,T37,Greg Chalmers,94,25.0,36,9
38,T37,T37,Sergio Garcia,79,25.0,36,9
39,T37,T37,Rocco Mediate,79,25.0,36,9
40,T37,T37,Kirk Triplett,84,25.0,28,7
41,T37,T37,Duffy Waldorf,90,25.0,44,11
42,43,43,Chris Riley,104,24.56,57,14
43,44,44,Robert Gamez,69,24.39,41,10
44,45,45,Davis Love III,92,24.32,37,9
45,T46,T46,Edward Fryatt,94,24.24,33,8
46,T46,T46,Kaname Yokoo,74,24.24,33,8
47,48,48,Stephen Gangluff,75,23.91,46,11
48,T49,T49,Scott Hoch,71,23.81,42,10
49,T49,T49,Phil Mickelson,97,23.81,42,10
50,T51,T51,Mathew Goggin,64,23.53,34,8
51,T51,T51,Dudley Hart,88,23.53,34,8
52,T53,T53,Jonathan Byrd,96,23.4,47,11
53,T53,T53,J.L. Lewis,98,23.4,47,11
54,55,55,Glen Hnatiuk,95,23.26,43,10
55,T56,T56,Tom Lehman,78,23.08,39,9
56,T56,T56,Steve Lowery,98,23.08,39,9
57,58,58,Jeff Brehaut,87,22.95,61,14
58,59,59,Tom Byrum,77,22.92,48,11
59,T60,T60,Billy Andrade,100,22.86,35,8
60,T60,T60,Brad Faxon,93,22.86,35,8
61,T60,T60,Matt Kuchar,82,22.86,35,8
62,63,63,Bob Heintz,68,22.58,31,7
63,64,64,Scott Dunlap,74,22.5,40,9
64,T65,T65,Fred Couples,64,22.22,27,6
