,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,T1,T1,Paul Azinger,69,40.0,20,8.0
1,T1,T1,Ernie Els,68,40.0,20,8.0
2,3,3,David Frost,90,30.19,53,16.0
3,4,4,Scott McCarron,106,27.27,44,12.0
4,5,5,Ben Crane,91,25.58,43,11.0
5,6,6,Peter Jacobsen,67,24.14,29,7.0
6,T7,T7,Cameron Beckman,87,23.53,34,8.0
7,T7,T7,Joel Edwards,101,23.53,51,12.0
8,9,9,Steve Allan,93,23.26,43,10.0
9,T10,T10,Stephen Gangluff,75,22.22,45,10.0
10,T10,T10,Brett Quigley,93,22.22,45,10.0
11,12,12,Scott Hoch,71,21.95,41,9.0
12,13,13,Billy Mayfair,99,21.62,37,8.0
13,14,14,Michael Muehr,73,21.21,33,7.0
14,15,15,José Coceres,51,21.05,19,4.0
15,16,16,David Gossett,95,20.93,43,9.0
16,17,17,Lee Janzen,101,20.75,53,11.0
17,18,18,Chad Campbell,111,20.55,73,15.0
18,T19,T19,Steve Elkington,82,20.45,44,9.0
19,T19,T19,Frank Lickliter II,94,20.45,44,9.0
20,T21,T21,Fulton Allem,64,20.0,20,4.0
21,T21,T21,Steve Flesch,110,20.0,45,9.0
22,T21,T21,Rocco Mediate,79,20.0,35,7.0
23,T21,T21,Shaun Micheel,100,20.0,60,12.0
24,25,25,John Huston,99,19.67,61,12.0
25,26,26,Lee Porter,91,19.51,41,8.0
26,27,27,Bob Heintz,68,19.35,31,6.0
27,28,28,José María Olazábal,71,19.23,26,5.0
28,29,29,David Toms,106,18.97,58,11.0
29,T30,T30,Dudley Hart,88,18.92,37,7.0
30,T30,T30,David Morland IV,58,18.92,37,7.0
31,32,32,Joe Ogilvie,50,18.75,16,3.0
32,T33,T33,Len Mattiace,106,18.6,43,8.0
33,T33,T33,Geoff Ogilvy,90,18.6,43,8.0
34,T33,T33,Rod Pampling,98,18.6,43,8.0
35,36,36,Woody Austin,102,18.37,49,9.0
36,37,37,Brent Geiberger,95,18.33,60,11.0
37,T38,T38,Shigeki Maruyama,87,18.18,33,6.0
38,T38,T38,Craig Perks,91,18.18,33,6.0
39,T38,T38,Esteban Toledo,106,18.18,44,8.0
40,41,41,Bart Bryant,69,18.0,50,9.0
41,T42,T42,Stephen Ames,89,17.95,39,7.0
42,T42,T42,K.J. Choi,93,17.95,39,7.0
43,T42,T42,Tim Herron,102,17.95,39,7.0
44,45,45,Brandt Jobe,94,17.86,56,10.0
45,46,46,Robert Allenby,96,17.78,45,8.0
46,T47,T47,Steve Lowery,98,17.65,34,6.0
47,T47,T47,John Riegger,88,17.65,51,9.0
48,T47,T47,Hal Sutton,74,17.65,34,6.0
49,50,50,Harrison Frazar,88,17.5,40,7.0
50,51,51,Rich Beem,99,17.39,46,8.0
51,T52,T52,Craig Parry,69,17.07,41,7.0
52,T52,T52,Vijay Singh,102,17.07,41,7.0
53,T52,T52,Duffy Waldorf,90,17.07,41,7.0
54,55,55,Brian Bateman,94,17.02,47,8.0
55,56,56,Chris Riley,104,16.98,53,9.0
56,57,57,J.L. Lewis,98,16.95,59,10.0
57,T58,T58,Mark Calcavecchia,84,16.67,18,3.0
58,T58,T58,Greg Chalmers,94,16.67,54,9.0
59,T58,T58,Brian Gay,117,16.67,48,8.0
60,T58,T58,Jay Haas,83,16.67,42,7.0
61,T58,T58,Bernhard Langer,55,16.67,24,4.0
62,T58,T58,Tom Pernice Jr.,101,16.67,42,7.0
63,T58,T58,Jeff Sluman,118,16.67,60,10.0
64,T65,T65,Robert Gamez,69,16.33,49,8.0
65,T65,T65,Bob May,91,16.33,49,8.0
66,67,67,Phil Tataurangi,88,16.28,43,7.0
67,T68,T68,Tommy Tolles,64,16.22,37,6.0
68,T68,T68,Richard Zokol,53,16.22,37,6.0
69,70,70,Scott Simpson,61,16.13,31,5.0
70,71,71,Kevin Sutherland,96,15.91,44,7.0
71,T72,T72,Robert Damron,85,15.79,38,6.0
72,T72,T72,Jesper Parnevik,85,15.79,38,6.0
73,T74,T74,Tommy Armour III,82,15.69,51,8.0
74,T74,T74,Briny Baird,110,15.69,51,8.0
75,T74,T74,Loren Roberts,93,15.69,51,8.0
76,77,77,Dennis Paulson,89,15.56,45,7.0
77,78,78,Jeff Gove,89,15.52,58,9.0
78,T79,T79,Grant Waite,98,15.38,52,8.0
79,T79,T79,Brian Watts,58,15.38,26,4.0
80,81,81,Jay Williamson,91,15.22,46,7.0
81,T82,T82,J.P. Hayes,78,15.15,33,5.0
82,T82,T82,Corey Pavin,78,15.15,33,5.0
83,84,84,Skip Kendall,103,15.09,53,8.0
84,85,85,Brenden Pappas,62,15.0,40,6.0
85,86,86,Matt Peterson,80,14.89,47,7.0
86,T87,T87,Joe Durant,87,14.71,34,5.0
