,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Richard Zokol,53,48.72,39,19
1,2,2,Scott Simpson,61,47.73,44,21
2,3,3,Duffy Waldorf,90,46.67,75,35
3,4,4,José María Olazábal,71,46.15,52,24
4,T5,T5,Billy Andrade,100,45.65,92,42
5,T5,T5,Skip Kendall,103,45.65,92,42
6,7,7,Donnie Hammond,60,45.28,53,24
7,8,8,David Morland IV,58,44.44,63,28
8,9,9,Steve Elkington,82,44.07,59,26
9,10,10,Bob Estes,93,43.96,91,40
10,11,11,Pat Perez,89,43.84,73,32
11,12,12,José Coceres,51,43.48,46,20
12,13,13,Bernhard Langer,55,43.33,30,13
13,14,14,Brandel Chamblee,85,43.06,72,31
14,15,15,Tim Clark,76,42.68,82,35
15,16,16,Mark Calcavecchia,84,41.79,67,28
16,17,17,Greg Chalmers,94,41.56,77,32
17,18,18,Tommy Tolles,64,41.38,58,24
18,T19,T19,Brad Faxon,93,41.18,68,28
19,T19,T19,Steve Pate,64,41.18,51,21
20,21,21,Jerry Kelly,99,40.74,81,33
21,22,22,Paul Gow,99,40.63,96,39
22,23,23,Mark Brooks,97,40.54,74,30
23,24,24,David Frost,90,40.3,67,27
24,25,25,Stephen Gangluff,75,40.28,72,29
25,26,26,Jim Carter,98,40.0,80,32
26,27,27,Davis Love III,92,39.74,78,31
27,28,28,Brian Gay,117,39.66,116,46
28,29,29,Ernie Els,68,39.62,53,21
29,30,30,Edward Fryatt,94,39.44,71,28
30,31,31,Chris Riley,104,39.33,89,35
31,32,32,Fulton Allem,64,39.22,51,20
32,33,33,Harrison Frazar,88,39.08,87,34
33,34,34,Olin Browne,107,39.05,105,41
34,35,35,Matt Gogel,79,38.98,59,23
35,36,36,Craig Stadler,72,38.78,49,19
36,37,37,Brad Elder,76,38.57,70,27
37,38,38,Pat Bates,94,38.54,96,37
38,39,39,Kaname Yokoo,74,38.3,47,18
39,T40,T40,Jonathan Byrd,96,38.1,84,32
40,T40,T40,Retief Goosen,56,38.1,42,16
41,T40,T40,Jerry Smith,91,38.1,84,32
42,43,43,John Cook,85,38.0,50,19
43,44,44,Matt Kuchar,82,37.88,66,25
44,45,45,Stephen Ames,89,37.8,82,31
45,46,46,John Rollins,124,37.78,135,51
46,T47,T47,Steve Allan,93,37.76,98,37
