,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Donnie Hammond,60,93.33,15,14
1,2,2,Mike Hulbert,55,84.62,13,11
2,3,3,Tom Byrum,77,75.0,16,12
3,4,4,Brad Faxon,93,73.08,26,19
4,5,5,David Duval,78,72.73,22,16
5,6,6,Greg Chalmers,94,71.43,14,10
6,T7,T7,Skip Kendall,103,70.0,20,14
7,T7,T7,Bernhard Langer,55,70.0,10,7
8,T7,T7,Tim Petrovic,92,70.0,10,7
9,10,10,Robert Damron,85,68.97,29,20
10,11,11,Brenden Pappas,62,68.75,16,11
11,12,12,José María Olazábal,71,68.42,19,13
12,T13,T13,Jay Don Blake,107,68.18,22,15
13,T13,T13,Chris DiMarco,111,68.18,22,15
14,T15,T15,Jim Carter,98,66.67,15,10
15,T15,T15,Dan Forsman,83,66.67,15,10
16,T15,T15,Brian Henninger,66,66.67,15,10
17,T15,T15,Craig Perks,91,66.67,15,10
18,T15,T15,Tommy Tolles,64,66.67,21,14
19,T20,T20,Notah Begay III,76,65.38,26,17
20,T20,T20,Brent Geiberger,95,65.38,26,17
21,T20,T20,Phil Tataurangi,88,65.38,26,17
22,23,23,Brett Quigley,93,65.22,23,15
23,T24,T24,Peter Jacobsen,67,65.0,20,13
24,T24,T24,Andrew Magee,91,65.0,20,13
25,T24,T24,Geoff Ogilvy,90,65.0,20,13
26,T24,T24,Chris Smith,103,65.0,20,13
27,28,28,Duffy Waldorf,90,64.71,17,11
28,29,29,Steve Allan,93,63.33,30,19
29,T30,T30,Dudley Hart,88,63.16,19,12
30,T30,T30,Jeff Maggert,83,63.16,19,12
31,T30,T30,Paul Stankowski,100,63.16,19,12
32,T33,T33,Fred Funk,106,62.5,32,20
33,T33,T33,Kevin Sutherland,96,62.5,16,10
34,35,35,Carl Paulson,84,61.54,13,8
35,36,36,Scott McCarron,106,61.29,31,19
36,T37,T37,"David Berganio, Jr.",80,60.0,15,9
37,T37,T37,Eduardo Herrera,59,60.0,15,9
38,T37,T37,Ian Leggatt,97,60.0,20,12
39,T37,T37,Justin Leonard,97,60.0,20,12
40,T37,T37,Bryce Molder,65,60.0,15,9
41,T37,T37,Steve Pate,64,60.0,15,9
42,T37,T37,Steve Stricker,68,60.0,10,6
43,44,44,Brian Gay,117,59.38,32,19
44,T45,T45,Michael Long,71,59.26,27,16
45,T45,T45,Bo Van Pelt,78,59.26,27,16
46,T47,T47,Jason Hill,59,58.82,17,10
47,T47,T47,Jesper Parnevik,85,58.82,17,10
48,T49,T49,Stuart Appleby,97,58.33,24,14
49,T49,T49,Spike McRoy,69,58.33,12,7
50,T49,T49,Michael Muehr,73,58.33,12,7
51,T49,T49,Joe Ogilvie,50,58.33,12,7
52,T49,T49,Richard Zokol,53,58.33,12,7
53,54,54,Pat Bates,94,57.89,19,11
54,T55,T55,Brian Bateman,94,57.14,21,12
55,T55,T55,Retief Goosen,56,57.14,21,12
56,T55,T55,Jeff Gove,89,57.14,21,12
57,T55,T55,J.P. Hayes,78,57.14,14,8
58,T55,T55,Miguel Angel Jiménez,60,57.14,14,8
59,T55,T55,Matt Kuchar,82,57.14,14,8
60,T55,T55,Loren Roberts,93,57.14,21,12
61,62,62,David Gossett,95,56.67,30,17
62,63,63,David Frost,90,56.52,23,13
63,T64,T64,Billy Mayfair,99,56.25,16,9
64,T64,T64,Corey Pavin,78,56.25,16,9
65,T66,T66,J.L. Lewis,98,56.0,25,14
66,T66,T66,Esteban Toledo,106,56.0,25,14
67,T68,T68,Stephen Ames,89,55.56,18,10
68,T68,T68,Mathew Goggin,64,55.56,18,10
69,T68,T68,Mike Sposa,111,55.56,18,10
70,T68,T68,Kenneth Staton,104,55.56,18,10
71,72,72,Chris Riley,104,55.17,29,16
72,T73,T73,Woody Austin,102,55.0,20,11
73,T73,T73,Brandel Chamblee,85,55.0,20,11
74,T73,T73,Davis Love III,92,55.0,20,11
75,T73,T73,Joey Sindelar,104,55.0,20,11
76,T73,T73,Mike Weir,94,55.0,20,11
77,T78,T78,Joe Durant,87,54.55,22,12
78,T78,T78,Gary Nicklaus,66,54.55,11,6
79,T78,T78,David Peoples,105,54.55,22,12
80,T78,T78,Vijay Singh,102,54.55,22,12
81,T82,T82,Olin Browne,107,53.85,26,14
82,T82,T82,Nick Price,69,53.85,13,7
83,84,84,Fulton Allem,64,53.33,15,8
84,85,85,Deane Pappas,90,52.94,17,9
85,86,86,Steve Flesch,110,52.63,19,10
86,87,87,Brad Elder,76,52.38,21,11
87,T88,T88,Edward Fryatt,94,52.17,23,12
88,T88,T88,Stephen Gangluff,75,52.17,23,12
89,T88,T88,Paul Goydos,66,52.17,23,12
90,T91,T91,Tim Herron,102,52.0,25,13
91,T91,T91,Len Mattiace,106,52.0,25,13
92,93,93,Garrett Willis,80,51.85,27,14
93,T94,T94,Billy Andrade,100,50.0,26,13
94,T94,T94,Paul Azinger,69,50.0,12,6
95,T94,T94,Briny Baird,110,50.0,30,15
96,T94,T94,Jonathan Byrd,96,50.0,24,12
97,T94,T94,Mark Calcavecchia,84,50.0,14,7
98,T94,T94,Chad Campbell,111,50.0,22,11
99,T94,T94,Jess Daley,76,50.0,18,9
100,T94,T94,John Daly,62,50.0,12,6
101,T94,T94,Greg Kraft,86,50.0,20,10
102,T94,T94,Franklin Langham,72,50.0,26,13
103,T94,T94,Peter Lonard,93,50.0,22,11
104,T94,T94,Steve Lowery,98,50.0,28,14
105,T94,T94,Shigeki Maruyama,87,50.0,20,10
106,T94,T94,Bob May,91,50.0,22,11
107,T94,T94,Pat Perez,89,50.0,24,12
108,T94,T94,John Rollins,124,50.0,28,14
109,T94,T94,Jay Williamson,91,50.0,24,12
110,111,111,Frank Lickliter II,94,48.15,27,13
111,112,112,Grant Waite,98,48.0,25,12
112,T113,T113,Jay Haas,83,47.83,23,11
113,T113,T113,Brandt Jobe,94,47.83,23,11
114,115,115,Dennis Paulson,89,47.62,21,10
115,116,116,Tim Clark,76,47.37,19,9
116,117,117,Rory Sabbatini,69,47.06,17,8
117,T118,T118,Rich Beem,99,46.67,15,7
118,T118,T118,Tom Pernice Jr.,101,46.67,15,7
119,120,120,Joel Edwards,101,46.43,28,13
120,121,121,Phil Mickelson,97,46.15,26,12
121,122,122,J.J. Henry,112,45.83,24,11
122,T123,T123,Paul Claxton,83,45.45,22,10
123,T123,T123,Glen Day,107,45.45,33,15
124,T123,T123,Bob Heintz,68,45.45,11,5
125,T123,T123,Pete Jordan,78,45.45,22,10
126,T123,T123,Tom Scherrer,98,45.45,22,10
127,T123,T123,Kirk Triplett,84,45.45,11,5
128,T123,T123,Scott Verplank,93,45.45,22,10
129,T130,T130,Cameron Beckman,87,45.0,20,9
130,T130,T130,Steve Jones,71,45.0,20,9
131,T132,T132,Jeff Brehaut,87,44.44,18,8
132,T132,T132,Glen Hnatiuk,95,44.44,27,12
133,T134,T134,Carlos Franco,107,44.0,25,11
134,T134,T134,Jerry Kelly,99,44.0,25,11
135,T134,T134,Kenny Perry,98,44.0,25,11
136,137,137,Dicky Pride,51,43.75,16,7
137,T138,T138,Harrison Frazar,88,43.48,23,10
138,T138,T138,Shaun Micheel,100,43.48,23,10
139,T140,T140,Michael Clark II,97,42.86,21,9
140,T140,T140,Hidemichi Tanaka,104,42.86,21,9
141,142,142,Luke Donald,106,42.31,26,11
142,T143,T143,Scott Dunlap,74,42.11,19,8
143,T143,T143,Brad Lardon,59,42.11,19,8
144,T143,T143,Craig Parry,69,42.11,19,8
145,T146,T146,Blaine McCallister,75,41.67,12,5
146,T146,T146,Rod Pampling,98,41.67,24,10
147,T146,T146,Brian Watts,58,41.67,12,5
148,T146,T146,Boo Weekley,57,41.67,12,5
149,T150,T150,Robin Freeman,79,41.38,29,12
150,T150,T150,Paul Gow,99,41.38,29,12
151,T152,T152,Stewart Cink,92,41.18,17,7
152,T152,T152,Jeff Sluman,118,41.18,34,14
153,T152,T152,Hal Sutton,74,41.18,17,7
154,T155,T155,Tommy Armour III,82,40.0,20,8
155,T155,T155,Tom Lehman,78,40.0,10,4
156,T155,T155,Bob Tway,103,40.0,15,6
157,158,158,John Huston,99,39.13,23,9
158,T159,T159,Scott Hoch,71,38.46,13,5
159,T159,T159,Scott Simpson,61,38.46,13,5
160,161,161,Charles Howell III,118,38.1,21,8
161,T162,T162,K.J. Choi,93,37.5,24,9
162,T162,T162,Robert Gamez,69,37.5,16,6
163,T164,T164,Craig Barlow,62,36.84,19,7
164,T164,T164,Bart Bryant,69,36.84,19,7
165,T164,T164,Bob Burns,99,36.84,19,7
166,T164,T164,Bob Estes,93,36.84,19,7
167,T164,T164,Frank Nobilo,94,36.84,19,7
168,T164,T164,Lee Porter,91,36.84,19,7
169,T164,T164,Heath Slocum,96,36.84,19,7
170,T171,T171,Michael Allen,76,36.36,11,4
171,T171,T171,Kent Jones,105,36.36,22,8
172,T173,T173,Steve Elkington,82,35.71,14,5
173,T173,T173,Jim Furyk,88,35.71,14,5
174,T175,T175,Robert Allenby,96,35.29,17,6
175,T175,T175,Ben Crane,91,35.29,17,6
176,T177,T177,Per-Ulrik Johansson,87,34.78,23,8
177,T177,T177,Matt Peterson,80,34.78,23,8
178,179,179,Matt Gogel,79,34.62,26,9
179,T180,T180,David Morland IV,58,33.33,15,5
180,T180,T180,Jerry Smith,91,33.33,24,8
181,T180,T180,Craig Stadler,72,33.33,12,4
182,183,183,David Toms,106,32.14,28,9
183,T184,T184,John Riegger,88,31.82,22,7
184,T184,T184,John Senden,96,31.82,22,7
185,186,186,Kaname Yokoo,74,31.25,16,5
186,187,187,Sergio Garcia,79,30.77,13,4
187,T188,T188,Mark Brooks,97,30.0,20,6
188,T188,T188,John Cook,85,30.0,20,6
189,190,190,Rocco Mediate,79,29.41,17,5
190,T191,T191,Tripp Isenhour,68,27.78,18,5
191,T191,T191,Lee Janzen,101,27.78,18,5
192,193,193,Bradley Hughes,60,27.27,11,3
193,194,194,Ernie Els,68,26.67,15,4
194,195,195,Neal Lancaster,101,26.09,23,6
195,196,196,Jonathan Kaye,83,19.23,26,5
196,197,197,Brett Wetterich,89,15.0,20,3
