,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
37,T34,T34,Michael Clark II,97,10,217,4.6
38,T34,T34,Brad Elder,76,10,163,6.1
39,T34,T34,Fred Funk,106,10,240,4.2
40,T34,T34,Jeff Gove,89,10,206,4.9
41,T34,T34,Jay Haas,83,10,167,6.0
42,T34,T34,Tim Herron,102,10,236,4.2
43,T34,T34,John Huston,99,10,195,5.1
44,T34,T34,Tripp Isenhour,68,10,152,6.6
45,T34,T34,Greg Kraft,86,10,205,4.9
46,T34,T34,Shaun Micheel,100,10,224,4.5
47,T34,T34,Bryce Molder,65,10,191,5.2
48,T34,T34,Steve Pate,64,10,114,8.8
49,T34,T34,Jeff Sluman,118,10,270,3.7
50,T51,T51,Woody Austin,102,9,236,3.8
51,T51,T51,Paul Claxton,83,9,187,4.8
52,T51,T51,Jess Daley,76,9,189,4.8
53,T51,T51,Joel Edwards,101,9,245,3.7
54,T51,T51,Harrison Frazar,88,9,190,4.7
55,T51,T51,Edward Fryatt,94,9,197,4.6
56,T51,T51,David Gossett,95,9,216,4.2
57,T51,T51,Paul Gow,99,9,238,3.8
58,T51,T51,J.J. Henry,112,9,204,4.4
59,T51,T51,Charles Howell III,118,9,228,3.9
60,T51,T51,Justin Leonard,97,9,193,4.7
61,T51,T51,Len Mattiace,106,9,247,3.6
62,T51,T51,Scott McCarron,106,9,202,4.5
63,T51,T51,Mike Sposa,111,9,267,3.4
64,T51,T51,Phil Tataurangi,88,9,198,4.5
65,T51,T51,Duffy Waldorf,90,9,212,4.2
66,T67,T67,Steve Allan,93,8,239,3.3
67,T67,T67,Craig Barlow,62,8,167,4.8
68,T67,T67,"David Berganio, Jr.",80,8,174,4.6
69,T67,T67,Tom Byrum,77,8,177,4.5
70,T67,T67,Jim Furyk,88,8,147,5.4
71,T67,T67,Stephen Gangluff,75,8,188,4.3
72,T67,T67,J.P. Hayes,78,8,174,4.6
73,T67,T67,Kent Jones,105,8,242,3.3
74,T67,T67,Jonathan Kaye,83,8,219,3.7
75,T67,T67,J.L. Lewis,98,8,230,3.5
76,T67,T67,Peter Lonard,93,8,185,4.3
77,T67,T67,Davis Love III,92,8,211,3.8
78,T67,T67,Billy Mayfair,99,8,190,4.2
79,T67,T67,Rocco Mediate,79,8,150,5.3
80,T67,T67,Geoff Ogilvy,90,8,209,3.8
81,T67,T67,Carl Paulson,84,8,211,3.8
82,T67,T67,Corey Pavin,78,8,150,5.3
83,T67,T67,David Peoples,105,8,238,3.4
84,T67,T67,John Riegger,88,8,215,3.7
85,T67,T67,Paul Stankowski,100,8,204,3.9
86,T67,T67,Hidemichi Tanaka,104,8,222,3.6
87,T67,T67,Bo Van Pelt,78,8,178,4.5
88,T67,T67,Mike Weir,94,8,162,4.9
89,T90,T90,Stephen Ames,89,7,182,3.8
90,T90,T90,Mark Calcavecchia,84,7,146,4.8
91,T90,T90,Glen Day,107,7,259,2.7
92,T90,T90,Chris DiMarco,111,7,213,3.3
93,T90,T90,Luke Donald,106,7,218,3.2
94,T90,T90,David Duval,78,7,160,4.4
95,T90,T90,Brad Faxon,93,7,188,3.7
96,T90,T90,Steve Flesch,110,7,192,3.6
97,T90,T90,Mathew Goggin,64,7,156,4.5
98,T90,T90,Retief Goosen,56,7,132,5.3
99,T90,T90,Matt Kuchar,82,7,167,4.2
100,T90,T90,Neal Lancaster,101,7,194,3.6
101,T90,T90,Michael Long,71,7,168,4.2
102,T90,T90,Spike McRoy,69,7,127,5.5
103,T90,T90,David Morland IV,58,7,160,4.4
104,T90,T90,Rod Pampling,98,7,191,3.7
105,T90,T90,John Rollins,124,7,282,2.5
106,T90,T90,Heath Slocum,96,7,188,3.7
107,T90,T90,Craig Stadler,72,7,118,5.9
108,T90,T90,Bob Tway,103,7,193,3.6
109,T110,T110,Fulton Allem,64,6,135,4.4
110,T110,T110,Stuart Appleby,97,6,203,3.0
111,T110,T110,Brian Bateman,94,6,216,2.8
112,T110,T110,Bob Burns,99,6,206,2.9
113,T110,T110,Brandel Chamblee,85,6,207,2.9
114,T110,T110,Robert Damron,85,6,216,2.8
115,T110,T110,Joe Durant,87,6,145,4.1
116,T110,T110,Bob Estes,93,6,199,3.0
117,T110,T110,Dan Forsman,83,6,191,3.1
118,T110,T110,Sergio Garcia,79,6,124,4.8
119,T110,T110,Matt Gogel,79,6,166,3.6
120,T110,T110,Dudley Hart,88,6,158,3.8
121,T110,T110,Brian Henninger,66,6,153,3.9
122,T110,T110,Peter Jacobsen,67,6,138,4.3
123,T110,T110,Steve Jones,71,6,125,4.8
124,T110,T110,Jerry Kelly,99,6,207,2.9
125,T110,T110,Ian Leggatt,97,6,211,2.8
126,T110,T110,Shigeki Maruyama,87,6,173,3.5
127,T110,T110,Blaine McCallister,75,6,153,3.9
128,T110,T110,Deane Pappas,90,6,184,3.3
129,T110,T110,Jesper Parnevik,85,6,102,5.9
130,T110,T110,Matt Peterson,80,6,189,3.2
131,T110,T110,Tim Petrovic,92,6,181,3.3
132,T110,T110,Nick Price,69,6,142,4.2
133,T110,T110,Loren Roberts,93,6,226,2.7
134,T110,T110,Rory Sabbatini,69,6,123,4.9
135,T110,T110,John Senden,96,6,176,3.4
136,T110,T110,Garrett Willis,80,6,188,3.2
137,T110,T110,Tiger Woods,69,6,114,5.3
138,T110,T110,Richard Zokol,53,6,106,5.7
139,T140,T140,Jeff Brehaut,87,5,206,2.4
140,T140,T140,Russ Cochran,68,5,139,3.6
141,T140,T140,David Frost,90,5,225,2.2
142,T140,T140,Robert Gamez,69,5,186,2.7
143,T140,T140,Paul Goydos,66,5,153,3.3
144,T140,T140,Scott Hoch,71,5,155,3.2
145,T140,T140,Bradley Hughes,60,5,103,4.9
146,T140,T140,Brandt Jobe,94,5,215,2.3
147,T140,T140,Pete Jordan,78,5,174,2.9
148,T140,T140,Brad Lardon,59,5,104,4.8
149,T140,T140,Michael Muehr,73,5,139,3.6
150,T140,T140,Lee Porter,91,5,219,2.3
151,T140,T140,Vijay Singh,102,5,216,2.3
152,T140,T140,Kenneth Staton,104,5,221,2.3
153,T140,T140,Kevin Sutherland,96,5,133,3.8
154,T140,T140,Scott Verplank,93,5,174,2.9
155,T140,T140,Kaname Yokoo,74,5,152,3.3
156,T157,T157,Paul Azinger,69,4,124,3.2
157,T157,T157,Pat Bates,94,4,229,1.7
158,T157,T157,Mark Brooks,97,4,211,1.9
159,T157,T157,John Daly,62,4,88,4.5
160,T157,T157,Steve Elkington,82,4,166,2.4
161,T157,T157,Ernie Els,68,4,141,2.8
162,T157,T157,Robin Freeman,79,4,171,2.3
163,T157,T157,Bob Heintz,68,4,170,2.4
164,T157,T157,Eduardo Herrera,59,4,133,3.0
165,T157,T157,Jason Hill,59,4,118,3.4
166,T157,T157,Franklin Langham,72,4,188,2.1
167,T157,T157,Tom Lehman,78,4,93,4.3
168,T157,T157,Frank Lickliter II,94,4,177,2.3
169,T157,T157,Andrew Magee,91,4,164,2.4
170,T157,T157,Bob May,91,4,202,2.0
171,T157,T157,Frank Nobilo,94,4,208,1.9
172,T157,T157,Joe Ogilvie,50,4,126,3.2
173,T157,T157,José María Olazábal,71,4,154,2.6
174,T157,T157,Brenden Pappas,62,4,136,2.9
175,T157,T157,Craig Parry,69,4,184,2.2
176,T157,T157,Pat Perez,89,4,191,2.1
177,T157,T157,Dicky Pride,51,4,121,3.3
178,T157,T157,Scott Simpson,61,4,144,2.8
179,T157,T157,Brett Wetterich,89,4,197,2.0
180,T181,T181,Michael Allen,76,3,152,2.0
181,T181,T181,Tommy Armour III,82,3,160,1.9
182,T181,T181,Jim Carter,98,3,201,1.5
183,T181,T181,Stewart Cink,92,3,187,1.6
184,T181,T181,José Coceres,51,3,113,2.7
185,T181,T181,Skip Kendall,103,3,255,1.2
186,T181,T181,Jeff Maggert,83,3,146,2.1
187,T181,T181,Gary Nicklaus,66,3,133,2.3
188,T181,T181,Mark O'Meara,68,3,102,2.9
189,T181,T181,Hal Sutton,74,3,132,2.3
190,T181,T181,Tommy Tolles,64,3,166,1.8
191,T181,T181,Brian Watts,58,3,117,2.6
192,T181,T181,Boo Weekley,57,3,122,2.5
193,T194,T194,Tim Clark,76,2,186,1.1
194,T194,T194,Fred Couples,64,2,98,2.0
195,T194,T194,Scott Dunlap,74,2,142,1.4
196,T194,T194,Donnie Hammond,60,2,135,1.5
197,T194,T194,Steve Stricker,68,2,125,1.6
198,T199,T199,Mike Hulbert,55,1,96,1.0
199,T199,T199,Miguel Angel Jiménez,60,1,96,1.0
200,T199,T199,Bernhard Langer,55,1,98,1.0
201,T199,T199,Kirk Triplett,84,1,148,0.7
