,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
0,1,1,Rich Beem,99,13.33,120,16
1,2,2,Brian Gay,117,12.86,140,18
2,3,3,Per-Ulrik Johansson,87,11.9,126,15
3,4,4,Tom Scherrer,98,11.81,127,15
4,5,5,J.P. Hayes,78,11.69,77,9
5,6,6,John Cook,85,11.54,104,12
6,7,7,Steve Lowery,98,11.45,131,15
7,8,8,Mark Calcavecchia,84,11.39,79,9
8,9,9,David Toms,106,11.36,132,15
9,10,10,Kenny Perry,98,11.33,150,17
10,11,11,John Huston,99,11.32,106,12
11,12,12,Craig Perks,91,10.91,110,12
12,T13,T13,Bart Bryant,69,10.81,111,12
13,T13,T13,Phil Mickelson,97,10.81,111,12
14,15,15,Greg Kraft,86,10.71,112,12
15,16,16,Steve Pate,64,10.64,94,10
16,17,17,Jay Haas,83,10.58,104,11
17,18,18,Jay Williamson,91,10.42,144,15
18,19,19,Jesper Parnevik,85,10.39,77,8
19,20,20,Ben Crane,91,10.08,129,13
20,21,21,Tripp Isenhour,68,9.92,121,12
21,22,22,Grant Waite,98,9.88,172,17
22,23,23,Dennis Paulson,89,9.76,123,12
23,24,24,Billy Andrade,100,9.66,145,14
24,25,25,Olin Browne,107,9.64,166,16
25,26,26,Jay Don Blake,107,9.46,148,14
26,27,27,Greg Chalmers,94,9.45,127,12
27,28,28,Esteban Toledo,106,9.35,139,13
28,29,29,K.J. Choi,93,9.23,130,12
29,T30,T30,Paul Azinger,69,9.09,55,5
30,T30,T30,Craig Barlow,62,9.09,99,9
31,T30,T30,Glen Hnatiuk,95,9.09,154,14
32,T30,T30,Jerry Smith,91,9.09,121,11
33,34,34,Bryce Molder,65,9.01,111,10
34,35,35,David Duval,78,8.89,90,8
35,T36,T36,David Morland IV,58,8.86,79,7
36,T36,T36,Craig Stadler,72,8.86,79,7
37,38,38,Robert Allenby,96,8.84,147,13
38,39,39,Mike Weir,94,8.82,102,9
39,T40,T40,Brad Elder,76,8.7,115,10
40,T40,T40,Brent Geiberger,95,8.7,138,12
41,T40,T40,Chris Riley,104,8.7,138,12
42,43,43,Notah Begay III,76,8.61,151,13
43,44,44,Cameron Beckman,87,8.55,117,10
44,45,45,Harrison Frazar,88,8.49,106,9
45,46,46,Brett Quigley,93,8.44,154,13
46,47,47,Retief Goosen,56,8.43,83,7
47,T48,T48,Jonathan Byrd,96,8.4,131,11
48,T48,T48,Lee Janzen,101,8.4,131,11
49,50,50,Chris Smith,103,8.39,155,13
50,T51,T51,John Daly,62,8.33,48,4
51,T51,T51,Rory Sabbatini,69,8.33,72,6
52,53,53,Stephen Ames,89,8.24,85,7
53,54,54,Peter Lonard,93,8.16,98,8
54,T55,T55,Joe Ogilvie,50,8.11,74,6
55,T55,T55,Jeff Sluman,118,8.11,148,12
56,T57,T57,Woody Austin,102,8.09,136,11
57,T57,T57,David Peoples,105,8.09,136,11
58,59,59,Jess Daley,76,8.04,112,9
59,60,60,Tom Pernice Jr.,101,7.97,138,11
60,61,61,Joey Sindelar,104,7.95,151,12
61,62,62,Phil Tataurangi,88,7.89,114,9
62,63,63,Nick Price,69,7.87,89,7
63,64,64,Davis Love III,92,7.84,102,8
64,T65,T65,Fred Funk,106,7.79,154,12
65,T65,T65,Sergio Garcia,79,7.79,77,6
66,T65,T65,Richard Zokol,53,7.79,77,6
67,T68,T68,Mathew Goggin,64,7.77,103,8
68,T68,T68,Corey Pavin,78,7.77,103,8
69,70,70,Tim Herron,102,7.75,129,10
70,T71,T71,David Gossett,95,7.69,130,10
71,T71,T71,Rod Pampling,98,7.69,104,8
72,73,73,Joe Durant,87,7.53,93,7
73,74,74,Paul Gow,99,7.46,134,10
74,T75,T75,Carlos Franco,107,7.45,188,14
75,T75,T75,Spike McRoy,69,7.45,94,7
76,77,77,Jim Furyk,88,7.44,121,9
77,78,78,Michael Clark II,97,7.35,136,10
78,T79,T79,Peter Jacobsen,67,7.34,109,8
79,T79,T79,Rocco Mediate,79,7.34,109,8
80,81,81,Justin Leonard,97,7.32,123,9
81,82,82,Chad Campbell,111,7.14,154,11
82,83,83,Jonathan Kaye,83,7.08,113,8
83,84,84,Brian Henninger,66,7.06,85,6
84,85,85,Jeff Gove,89,7.04,142,10
85,T86,T86,"David Berganio, Jr.",80,7.03,128,9
86,T86,T86,Neal Lancaster,101,7.03,128,9
87,T88,T88,Stuart Appleby,97,7.0,100,7
88,T88,T88,Steve Jones,71,7.0,100,7
89,90,90,Duffy Waldorf,90,6.98,129,9
90,91,91,Geoff Ogilvy,90,6.96,115,8
91,92,92,Matt Kuchar,82,6.93,101,7
92,93,93,Paul Stankowski,100,6.92,130,9
93,94,94,Brad Faxon,93,6.86,102,7
94,95,95,Scott Hoch,71,6.85,73,5
95,96,96,Brenden Pappas,62,6.82,88,6
96,97,97,Briny Baird,110,6.79,162,11
97,98,98,Andrew Magee,91,6.78,118,8
98,99,99,John Riegger,88,6.77,133,9
99,100,100,Tiger Woods,69,6.74,89,6
100,101,101,Shigeki Maruyama,87,6.73,104,7
101,T102,T102,Tom Byrum,77,6.72,119,8
102,T102,T102,Tim Petrovic,92,6.72,134,9
103,T104,T104,J.L. Lewis,98,6.67,135,9
104,T104,T104,Michael Muehr,73,6.67,90,6
105,106,106,Bo Van Pelt,78,6.62,136,9
106,107,107,Blaine McCallister,75,6.45,93,6
107,T108,T108,Mark Brooks,97,6.38,94,6
108,T108,T108,Paul Claxton,83,6.38,141,9
109,T108,T108,Kaname Yokoo,74,6.38,94,6
110,111,111,Shaun Micheel,100,6.37,157,10
111,112,112,Scott McCarron,106,6.34,142,9
112,T113,T113,Heath Slocum,96,6.31,111,7
113,T113,T113,Kevin Sutherland,96,6.31,111,7
114,115,115,Mike Sposa,111,6.29,159,10
115,116,116,Fred Couples,64,6.25,48,3
116,117,117,J.J. Henry,112,6.17,162,10
117,118,118,Bob Burns,99,6.14,114,7
118,T119,T119,Edward Fryatt,94,6.12,147,9
119,T119,T119,Scott Verplank,93,6.12,98,6
120,121,121,Stephen Gangluff,75,6.02,133,8
121,122,122,Joel Edwards,101,5.96,151,9
122,123,123,Steve Flesch,110,5.93,135,8
123,T124,T124,Chris DiMarco,111,5.88,119,7
124,T124,T124,Steve Elkington,82,5.88,85,5
