,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
135,T134,T134,Tim Petrovic,92,73.33,15,11
136,T137,T137,Stewart Cink,92,72.73,11,8
137,T137,T137,Tim Clark,76,72.73,22,16
138,T137,T137,Chris DiMarco,111,72.73,22,16
139,T137,T137,Robin Freeman,79,72.73,11,8
140,T137,T137,Pat Perez,89,72.73,11,8
141,T137,T137,Nick Price,69,72.73,11,8
142,T137,T137,Tom Scherrer,98,72.73,11,8
143,T144,T144,Michael Clark II,97,72.22,18,13
144,T144,T144,Ben Crane,91,72.22,18,13
145,146,146,Tom Pernice Jr.,101,72.0,25,18
146,T147,T147,Steve Flesch,110,71.43,14,10
147,T147,T147,John Huston,99,71.43,21,15
148,T147,T147,Joey Sindelar,104,71.43,21,15
149,T147,T147,Mike Weir,94,71.43,14,10
150,T151,T151,Mark Brooks,97,70.59,17,12
151,T151,T151,Tom Byrum,77,70.59,17,12
152,T153,T153,Scott Dunlap,74,70.0,20,14
153,T153,T153,Jerry Kelly,99,70.0,20,14
154,T153,T153,Kevin Sutherland,96,70.0,10,7
155,T156,T156,Russ Cochran,68,66.67,15,10
156,T156,T156,Peter Jacobsen,67,66.67,12,8
157,T156,T156,Ian Leggatt,97,66.67,21,14
158,T156,T156,David Morland IV,58,66.67,12,8
159,160,160,Jay Williamson,91,64.71,17,11
160,T161,T161,Jay Haas,83,63.64,11,7
161,T161,T161,Duffy Waldorf,90,63.64,11,7
162,163,163,K.J. Choi,93,63.16,19,12
163,164,164,Greg Chalmers,94,61.11,18,11
164,165,165,Michael Long,71,58.33,12,7
165,166,166,J.J. Henry,112,53.33,15,8
166,167,167,Edward Fryatt,94,46.15,13,6
