,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,1,Nick Price,0.35,1,288
1,2,2,Mark O'Meara,0.62,1,162
2,3,3,Craig Barlow,0.69,1,144
3,4,4,Loren Roberts,0.79,3,378
4,5,5,Scott Verplank,0.83,3,360
5,6,6,Paul Goydos,0.85,2,234
6,7,7,Brent Geiberger,0.93,3,324
7,T8,T8,Peter Jacobsen,1.01,2,198
8,T8,T8,Tommy Tolles,1.01,2,198
9,T10,T10,Bob Heintz,1.11,1,90
10,T10,T10,J.J. Henry,1.11,4,360
11,T10,T10,Steve Jones,1.11,2,180
12,T10,T10,Boo Weekley,1.11,1,90
13,T14,T14,Kent Jones,1.17,4,342
14,T14,T14,Skip Kendall,1.17,4,342
15,16,16,J.P. Hayes,1.19,3,252
16,T17,T17,Bob Burns,1.23,4,324
17,T17,T17,Jim Furyk,1.23,4,324
18,T17,T17,Stephen Gangluff,1.23,2,162
19,T17,T17,Phil Tataurangi,1.23,4,324
20,T21,T21,Stuart Appleby,1.39,5,360
21,T21,T21,Spike McRoy,1.39,2,144
22,23,23,Davis Love III,1.46,5,342
23,24,24,Dan Forsman,1.48,4,270
24,25,25,Chris Riley,1.52,6,396
25,T26,T26,Mike Hulbert,1.59,2,126
26,T26,T26,Bob May,1.59,4,252
27,28,28,David Toms,1.62,7,432
28,T29,T29,Pat Bates,1.63,5,306
29,T29,T29,Cameron Beckman,1.63,5,306
30,T29,T29,Jay Haas,1.63,5,306
31,T32,T32,Brad Elder,1.67,3,180
32,T32,T32,Jerry Kelly,1.67,6,360
33,T32,T32,Michael Muehr,1.67,3,180
34,T32,T32,Deane Pappas,1.67,3,180
35,36,36,John Rollins,1.71,8,468
36,37,37,Ben Crane,1.74,5,288
37,38,38,Glen Hnatiuk,1.75,6,342
38,T39,T39,Michael Long,1.85,3,162
39,T39,T39,Brenden Pappas,1.85,2,108
40,T39,T39,Joey Sindelar,1.85,6,324
41,T39,T39,Craig Stadler,1.85,4,216
42,T39,T39,Jay Williamson,1.85,5,270
43,T39,T39,Kaname Yokoo,1.85,3,162
44,T45,T45,Chad Campbell,1.94,7,360
45,T45,T45,Esteban Toledo,1.94,7,360
46,47,47,Matt Gogel,1.98,5,252
47,T48,T48,Greg Kraft,2.02,4,198
48,T48,T48,Justin Leonard,2.02,8,396
49,T48,T48,Phil Mickelson,2.02,8,396
50,T48,T48,Steve Stricker,2.02,4,198
51,52,52,Bob Estes,2.05,7,342
52,T53,T53,David Frost,2.08,6,288
53,T53,T53,Fred Funk,2.08,9,432
54,T53,T53,John Senden,2.08,6,288
55,56,56,David Peoples,2.12,8,378
56,T57,T57,Jeff Gove,2.14,5,234
57,T57,T57,Donnie Hammond,2.14,5,234
58,T59,T59,Billy Andrade,2.16,7,324
59,T59,T59,Billy Mayfair,2.16,7,324
60,T59,T59,Rod Pampling,2.16,7,324
61,T62,T62,Jess Daley,2.22,4,180
62,T62,T62,Robert Damron,2.22,6,270
63,T62,T62,Glen Day,2.22,8,360
64,T62,T62,Ernie Els,2.22,6,270
65,T62,T62,Charles Howell III,2.22,10,450
66,T62,T62,Joe Ogilvie,2.22,2,90
67,T62,T62,Kenneth Staton,2.22,6,270
68,69,69,Steve Elkington,2.29,7,306
69,T70,T70,Brandel Chamblee,2.31,5,216
70,T70,T70,Paul Claxton,2.31,5,216
71,T70,T70,Brian Henninger,2.31,5,216
72,T70,T70,Bernhard Langer,2.31,5,216
73,T74,T74,Brian Bateman,2.38,6,252
74,T74,T74,Matt Kuchar,2.38,6,252
75,T74,T74,Tom Scherrer,2.38,6,252
76,77,77,Mark Calcavecchia,2.43,7,288
77,78,78,Chris DiMarco,2.44,11,450
78,T79,T79,K.J. Choi,2.47,8,324
79,T79,T79,Steve Pate,2.47,4,162
80,T79,T79,Dicky Pride,2.47,4,162
81,T82,T82,Tim Herron,2.5,9,360
82,T82,T82,Shigeki Maruyama,2.5,9,360
83,T84,T84,Jerry Smith,2.53,5,198
84,T84,T84,Bob Tway,2.53,10,396
85,T86,T86,Bart Bryant,2.56,6,234
86,T86,T86,Robert Gamez,2.56,6,234
87,T86,T86,Tim Petrovic,2.56,6,234
88,T86,T86,Heath Slocum,2.56,6,234
89,T90,T90,Steve Allan,2.59,7,270
90,T90,T90,Mark Brooks,2.59,7,270
91,T90,T90,Greg Chalmers,2.59,7,270
92,T90,T90,Joe Durant,2.59,7,270
93,T90,T90,John Riegger,2.59,7,270
94,T95,T95,Sergio Garcia,2.61,8,306
95,T95,T95,David Gossett,2.61,8,306
96,T97,T97,Olin Browne,2.63,9,342
97,T97,T97,Brad Faxon,2.63,9,342
98,T99,T99,Carlos Franco,2.65,10,378
99,T99,T99,Mike Sposa,2.65,10,378
100,T101,T101,Fulton Allem,2.78,3,108
101,T101,T101,Stephen Ames,2.78,8,288
102,T101,T101,Paul Azinger,2.78,6,216
103,T101,T101,"David Berganio, Jr.",2.78,6,216
104,T101,T101,David Duval,2.78,7,252
105,T101,T101,Bryce Molder,2.78,5,180
106,T101,T101,Geoff Ogilvy,2.78,8,288
107,T101,T101,Paul Stankowski,2.78,9,324
108,T101,T101,Hidemichi Tanaka,2.78,10,360
109,T101,T101,Duffy Waldorf,2.78,9,324
110,T101,T101,Richard Zokol,2.78,3,108
111,112,112,Joel Edwards,2.91,11,378
112,113,113,Brandt Jobe,2.92,10,342
113,T114,T114,Jesper Parnevik,2.94,9,306
114,T114,T114,Tiger Woods,2.94,9,306
115,T116,T116,Tom Byrum,2.96,8,270
116,T116,T116,Harrison Frazar,2.96,8,270
117,T116,T116,Per-Ulrik Johansson,2.96,8,270
118,T116,T116,Corey Pavin,2.96,8,270
119,T116,T116,Pat Perez,2.96,8,270
120,T121,T121,Retief Goosen,2.99,7,234
121,T121,T121,Paul Gow,2.99,7,234
122,T121,T121,Dennis Paulson,2.99,7,234
