,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
76,77,,Kevin Na,26,"$66,475","$1,728,350"
77,78,,James Hahn,28,"$65,761","$1,841,314"
78,79,,Branden Grace,20,"$65,752","$1,315,053"
79,80,,Martin Kaymer,10,"$65,104","$651,045"
80,81,,Chez Reavie,28,"$64,971","$1,819,206"
81,82,,David Drysdale,1,"$64,500","$64,500"
82,83,,Graham DeLaet,25,"$64,146","$1,603,666"
83,84,,Emiliano Grillo,25,"$62,680","$1,567,014"
84,85,,Sung Kang,32,"$60,728","$1,943,308"
85,86,,Kelly Kraft,27,"$60,668","$1,638,045"
86,87,,Scott Brown,29,"$60,287","$1,748,323"
87,88,,Scott Piercy,22,"$59,884","$1,317,452"
88,89,,Chris Stroud,22,"$59,474","$1,308,445"
89,90,,Alex Noren,11,"$59,086","$649,953"
90,91,,J.B. Holmes,23,"$58,851","$1,353,584"
91,92,,Bryson DeChambeau,31,"$58,614","$1,817,053"
92,93,,Luke List,31,"$58,490","$1,813,219"
93,94,,Jonas Blixt,25,"$56,331","$1,408,287"
94,95,,Stewart Cink,26,"$56,304","$1,463,922"
95,96,,Byeong Hun An,22,"$56,185","$1,236,089"
96,97,,Rob Oppenheim,4,"$56,047","$224,190"
97,98,,Bubba Watson,22,"$55,596","$1,223,128"
98,99,,Bud Cauley,28,"$55,488","$1,553,684"
99,100,,Kevin Tway,27,"$54,541","$1,472,612"
100,101,,Tyrrell Hatton,13,"$53,519","$695,750"
101,102,,Luke Donald,18,"$53,269","$958,850"
102,103,,Robert Streb,30,"$52,942","$1,588,286"
103,104,,Jimmy Walker,21,"$52,436","$1,101,161"
104,105,,Shane Lowry,16,"$51,963","$831,410"
105,106,,Kevin Streelman,26,"$50,512","$1,313,326"
106,107,,Danny Lee,32,"$50,354","$1,611,331"
107,108,,Patrick Rodgers,27,"$49,863","$1,346,322"
108,109,,Grayson Murray,30,"$48,957","$1,468,728"
109,110,,Bernd Wiesberger,10,"$48,700","$487,006"
110,111,,Jim Herman,25,"$48,225","$1,205,632"
111,112,,Cody Gribble,28,"$46,626","$1,305,554"
112,113,,David Lingmerth,23,"$46,554","$1,070,754"
113,114,,Chad Campbell,29,"$45,860","$1,329,941"
114,115,,Laurie Canter,1,"$45,286","$45,286"
115,116,,Jack Maguire,1,"$44,975","$44,975"
116,117,,Morgan Hoffmann,29,"$44,088","$1,278,567"
117,T118,,Richard Bland,2,"$44,000","$88,000"
118,T118,,Richie Ramsay,2,"$44,000","$88,000"
119,120,,William McGirt,28,"$43,750","$1,225,005"
120,121,,C.T. Pan,29,"$43,712","$1,267,649"
121,122,,Greg Owen,17,"$43,453","$738,711"
122,123,,Chris Kirk,28,"$43,430","$1,216,046"
123,124,,Nick Taylor,29,"$43,284","$1,255,259"
124,125,,Søren Kjeldsen,17,"$42,524","$722,913"
125,126,,Scott Hend,6,"$41,932","$251,593"
126,127,,Jason Kokrak,28,"$41,918","$1,173,708"
127,128,,Whee Kim,27,"$41,680","$1,125,368"
128,129,,D.A. Points,22,"$40,622","$893,699"
129,130,,Patton Kizzire,28,"$39,656","$1,110,395"
130,131,,Peter Uihlein,7,"$38,932","$272,529"
131,132,,Camilo Villegas,25,"$38,856","$971,420"
132,133,,J.J. Spaun,29,"$38,710","$1,122,610"
133,134,,Ryan Palmer,20,"$38,628","$772,560"
134,135,,Aaron Baddeley,20,"$37,767","$755,356"
135,136,,Brian Gay,25,"$37,694","$942,371"
136,137,,Kramer Hickok,2,"$37,650","$75,300"
137,138,,Graeme McDowell,17,"$37,633","$639,770"
138,139,,Jonathan Byrd,9,"$36,481","$328,337"
139,140,,Michael Kim,28,"$36,364","$1,018,204"
140,141,,Dominic Bozzelli,24,"$36,188","$868,519"
141,142,,Nick Watney,23,"$35,833","$824,161"
142,143,,Scott Stallings,27,"$35,382","$955,336"
143,144,,Aaron Wise,6,"$34,914","$209,487"
144,145,,Seung-Yul Noh,31,"$34,861","$1,080,706"
145,146,,Geoff Ogilvy,25,"$34,689","$867,248"
146,147,,Richy Werenski,26,"$34,240","$890,262"
147,148,,Robert Garrigus,26,"$33,880","$880,905"
148,149,,Derek Fathauer,27,"$33,277","$898,491"
149,150,,Ryan Blaum,29,"$33,198","$962,768"
150,151,,Sebastián Muñoz,17,"$33,170","$563,900"
151,152,,Brandon Hagy,26,"$33,124","$861,226"
152,153,,Blayne Barber,25,"$32,923","$823,082"
153,154,,Rory Sabbatini,23,"$32,244","$741,616"
154,155,,Harris English,27,"$32,035","$864,959"
155,156,,Ben Martin,27,"$31,493","$850,318"
156,T157,,Yi Keun Chang,1,"$31,070","$31,070"
157,T157,,Andrew Dodt,1,"$31,070","$31,070"
158,159,,Jim Furyk,18,"$31,005","$558,097"
159,160,,Martin Flores,27,"$30,742","$830,057"
160,161,,Vaughn Taylor,26,"$30,668","$797,384"
161,162,,Curtis Luck,12,"$30,185","$362,229"
162,163,,Smylie Kaufman,26,"$30,182","$784,757"
163,164,,Harold Varner III,31,"$29,638","$918,779"
164,165,,Jordan Niebrugge,2,"$29,318","$58,637"
165,166,,Bill Lunde,8,"$29,248","$233,984"
166,167,,Billy Hurley III,25,"$28,783","$719,579"
167,168,,Daniel Summerhays,29,"$28,487","$826,124"
168,169,,Cameron Tringale,28,"$28,314","$792,814"
169,170,,Sam Saunders,24,"$28,254","$678,117"
170,171,,Lee Westwood,10,"$28,026","$280,266"
171,172,,Matthew Fitzpatrick,12,"$27,840","$334,088"
172,173,,Larry Mize,1,"$27,720","$27,720"
173,174,,David Hearn,29,"$27,610","$800,710"
174,175,,Rick Lamb,19,"$27,598","$524,372"
175,176,,John Huh,28,"$27,413","$767,575"
176,177,,Michael Johnson,2,"$27,384","$54,768"
177,178,,Cameron Percy,23,"$27,117","$623,693"
178,179,,Michael Thompson,21,"$27,094","$568,991"
179,180,,Trey Mullinax,28,"$27,076","$758,140"
180,181,,Chad Collins,26,"$26,682","$693,743"
181,182,,Jason Gore,5,"$26,625","$133,125"
182,183,,Johnson Wagner,26,"$26,357","$685,305"
183,184,,Seamus Power,25,"$25,847","$646,180"
184,185,,Toby Tree,1,"$25,843","$25,843"
185,186,,Matt Jones,20,"$25,531","$510,622"
186,187,,J.J. Henry,29,"$25,340","$734,874"
187,188,,Tyrone Van Aswegen,32,"$25,200","$806,410"
188,189,,Thomas Aiken,1,"$25,026","$25,026"
189,190,,Zac Blair,32,"$24,636","$788,352"
190,191,,Michael Lorenzo-Vera,1,"$24,500","$24,500"
191,192,,Tag Ridings,20,"$24,496","$489,926"
192,193,,Young-han Song,4,"$24,325","$97,300"
193,194,,Andy Sullivan,7,"$24,079","$168,556"
194,195,,Ben Crane,26,"$23,787","$618,483"
195,196,,J.T. Poston,28,"$23,663","$662,565"
196,197,,Dicky Pride,7,"$23,574","$165,021"
197,198,,Joseph Dean,1,"$23,556","$23,556"
198,199,,Joseph Bramlett,1,"$23,516","$23,516"
199,200,,Jonathan Randolph,22,"$23,228","$511,032"
200,201,,Talor Gooch,1,"$23,213","$23,213"
201,202,,Tyler Light,1,"$22,971","$22,971"
202,203,,Kent Bulle,1,"$22,850","$22,850"
203,204,,Andrew Johnston,13,"$22,556","$293,233"
204,205,,Ricky Barnes,31,"$22,503","$697,623"
205,206,,Ryan Armour,20,"$22,150","$443,005"
206,207,,Brett Coletta,3,"$22,136","$66,410"
207,208,,Alex Cejka,28,"$22,077","$618,170"
208,209,,John Peterson,15,"$21,980","$329,705"
209,210,,Tom Hoge,17,"$21,946","$373,092"
210,211,,Michael Putnam,6,"$21,830","$130,984"
211,212,,Retief Goosen,19,"$21,808","$414,362"
212,213,,Joel Dahmen,16,"$21,551","$344,823"
213,214,,Chris Wood,9,"$21,446","$193,020"
214,215,,Richard Sterne,3,"$21,400","$64,200"
215,216,,Julián Etulain,22,"$20,373","$448,213"
216,217,,Troy Merritt,28,"$20,345","$569,682"
217,218,,Danny Willett,11,"$19,815","$217,975"
218,219,,Davis Love III,13,"$19,790","$257,270"
219,220,,Robby Shelton,8,"$19,689","$157,512"
220,221,,Andres Romero,10,"$19,651","$196,518"
221,222,,Kurt Kitayama,2,"$19,628","$39,257"
222,223,,Brian Stuard,31,"$18,993","$588,805"
223,224,,Satoshi Kodaira,4,"$18,953","$75,814"
224,225,,Lee McCoy,3,"$18,889","$56,667"
225,226,,Vijay Singh,18,"$18,739","$337,305"
226,227,,Tim Wilkinson,22,"$18,702","$411,459"
227,228,,Steve Wheatcroft,17,"$18,206","$309,517"
228,229,,Hiroshi Iwata,10,"$17,913","$179,133"
229,230,,Craig Barlow,3,"$17,808","$53,426"
230,231,,Andres Gonzales,24,"$17,586","$422,078"
231,232,,Will MacKenzie,16,"$17,017","$272,287"
232,233,,Ross Fisher,10,"$16,775","$167,750"
233,234,,Scott Langley,3,"$16,436","$49,308"
234,235,,Justin Lower,1,"$16,425","$16,425"
235,236,,Ryo Ishikawa,20,"$15,987","$319,748"
236,237,,Ryan Brehm,25,"$15,850","$396,258"
237,238,,Fabián Gómez,21,"$15,826","$332,351"
238,T239,,Abraham Ancer,1,"$15,820","$15,820"
239,T239,,Carlos Ortiz,1,"$15,820","$15,820"
240,241,,Gaganjeet Bhullar,1,"$15,750","$15,750"
241,242,,"Ted Potter, Jr.",2,"$15,642","$31,284"
242,243,,Padraig Harrington,11,"$15,582","$171,406"
243,244,,Shawn Stefani,26,"$15,552","$404,376"
244,245,,Boo Weekley,27,"$15,441","$416,928"
245,246,,Alex Moon,1,"$15,375","$15,375"
246,247,,Spencer Levin,31,"$15,152","$469,729"
247,248,,Daniel Obremski,1,"$14,981","$14,981"
248,249,,Roberto Castro,25,"$14,694","$367,361"
249,250,,Jonathan Garrick,2,"$14,245","$28,490"
250,251,,Kyle Reifers,32,"$14,205","$454,569"
251,252,,SSP Chawrasia,1,"$13,860","$13,860"
252,253,,Justin Leonard,1,"$13,702","$13,702"
253,254,,Brandon Stone,6,"$13,698","$82,193"
254,255,,Ángel Cabrera,16,"$13,154","$210,479"
255,256,,Andrew Loupe,21,"$13,003","$273,070"
256,257,,Stuart Appleby,16,"$12,912","$206,607"
257,258,,Thongchai Jaidee,5,"$12,900","$64,500"
258,259,,Danny Chia,1,"$12,880","$12,880"
259,260,,Wesley McClain,2,"$12,872","$25,744"
260,261,,Chase Seiffert,3,"$12,682","$38,046"
261,262,,Jeunghun Wang,10,"$12,398","$123,980"
262,263,,Peter Malnati,29,"$12,363","$358,540"
263,264,,Greg Chalmers,28,"$12,308","$344,631"
264,265,,Shaun Norris,2,"$12,250","$24,500"
265,266,,Stephan Jaeger,2,"$12,150","$24,301"
266,267,,Yuta Ikeda,10,"$12,124","$121,241"
267,268,,Jared Sawada,1,"$12,000","$12,000"
268,269,,Chris Evans,1,"$11,890","$11,890"
269,270,,Brian Campbell,20,"$11,876","$237,536"
270,271,,Kevin Dougherty,2,"$11,848","$23,696"
271,272,,Gonzalo Fernandez-Castaño,22,"$11,734","$258,161"
272,273,,Matt Every,30,"$11,713","$351,411"
273,274,,K.J. Choi,25,"$11,708","$292,715"
274,275,,Jon Curran,11,"$11,644","$128,091"
275,276,,Ryan Fox,2,"$11,437","$22,875"
276,T277,,Matt Gilchrest,1,"$11,326","$11,326"
277,T277,,Grant Leaver,1,"$11,326","$11,326"
278,T279,,Anders Albertson,1,"$11,280","$11,280"
279,T279,,Fred Funk,1,"$11,280","$11,280"
280,T279,,Hyung-Sung Kim,1,"$11,280","$11,280"
281,282,,Miguel Tabuena,3,"$11,012","$33,036"
282,283,,Charlie Wi,6,"$10,935","$65,612"
283,284,,Hunter Mahan,26,"$10,662","$277,234"
284,285,,Charlie Danielson,3,"$10,434","$31,302"
285,286,,Dylan Frittelli,2,"$10,400","$20,800"
286,287,,Chesson Hadley,8,"$10,276","$82,208"
287,288,,Brett Stegmaier,27,"$10,038","$271,031"
288,289,,Mark Hubbard,27,"$9,924","$267,968"
289,290,,Willy Wilcox,14,"$9,826","$137,567"
290,291,,Brett Drewitt,19,"$9,704","$184,388"
291,292,,Beau Hossler,8,"$9,628","$77,027"
292,293,,Omar Uresti,2,"$9,625","$19,250"
293,294,,Steven Alker,23,"$9,507","$218,681"
294,295,,Mark Anderson,20,"$9,440","$188,805"
295,296,,Thorbjørn Olesen,6,"$9,437","$56,625"
296,297,,Ryan Ruffels,7,"$9,367","$65,572"
297,298,,Brad Fritsch,18,"$9,246","$166,440"
298,299,,Hideto Tanihara,11,"$9,122","$100,347"
299,300,,K.T. Kim,5,"$8,880","$44,400"
300,301,,Ken Duke,26,"$8,688","$225,907"
301,302,,Jerry Kelly,7,"$8,550","$59,856"
302,303,,Miguel Angel Carballo,22,"$8,482","$186,622"
303,304,,Bryce Molder,26,"$8,342","$216,892"
304,305,,Nicholas Lindheim,21,"$8,338","$175,106"
305,306,,John Merrick,9,"$8,294","$74,647"
306,307,,Robert Allenby,4,"$8,212","$32,851"
307,308,,Matt Atkins,1,"$8,190","$8,190"
308,309,,Josh Teater,2,"$8,126","$16,253"
309,310,,Yusaku Miyazato,3,"$8,100","$24,301"
310,311,,Ernie Els,20,"$7,796","$155,926"
311,312,,Peter Lonard,1,"$7,524","$7,524"
312,313,,Y.E. Yang,9,"$7,454","$67,091"
313,314,,John Senden,14,"$7,431","$104,044"
314,315,,Cody Blick,1,"$7,128","$7,128"
315,316,,Chan Shih-chang,2,"$7,035","$14,070"
316,317,,Arjun Atwal,6,"$6,799","$40,799"
317,318,,Freddie Jacobson,9,"$6,792","$61,129"
318,319,,Mark Wilson,15,"$6,685","$100,286"
319,320,,Steve Marino,15,"$6,571","$98,573"
320,321,,Soomin Lee,2,"$6,510","$13,020"
321,322,,Kenny Pigman,2,"$6,293","$12,586"
322,323,,Joost Luiten,5,"$6,214","$31,070"
323,324,,Chip Deason,2,"$6,176","$12,352"
324,325,,Carl Pettersson,27,"$6,097","$164,621"
325,326,,Jason Bohn,28,"$5,925","$165,910"
326,327,,Cyril Bouniol,1,"$5,790","$5,790"
327,328,,Matthew Griffin,3,"$5,452","$16,356"
328,329,,Bob Estes,15,"$5,128","$76,930"
329,330,,Marcus Fraser,3,"$5,040","$15,120"
330,331,,Tim Petrovic,2,"$4,992","$9,984"
331,332,,Tyler Aldridge,14,"$4,837","$67,721"
332,333,,Gavin Kyle Green,3,"$4,690","$14,070"
333,334,,Sam Horsfield,6,"$4,650","$27,904"
334,335,,Michael Bradley,3,"$4,504","$13,513"
335,336,,Brendon de Jonge,14,"$3,876","$54,273"
336,337,,"Rich Berberian, Jr.",7,"$3,754","$26,284"
337,338,,Tim Herron,8,"$3,732","$29,857"
338,339,,Wyndham Clark,5,"$3,386","$16,933"
339,340,,Chris Smith,2,"$3,377","$6,755"
340,341,,David Toms,3,"$3,328","$9,984"
341,342,,Troy Matteson,4,"$3,094","$12,376"
342,343,,D.J. Trahan,5,"$3,031","$15,155"
343,344,,Tommy Gainey,8,"$2,964","$23,717"
344,345,,Colt Knost,5,"$2,716","$13,580"
345,346,,Zack Sucher,14,"$2,509","$35,135"
346,347,,Bobby Gates,5,"$2,470","$12,352"
347,348,,Eric Axley,4,"$2,299","$9,198"
348,349,,Dru Love,5,"$2,157","$10,788"
349,350,,Shaun Micheel,3,"$2,100","$6,300"
350,351,,Charlie Beljan,8,"$1,733","$13,869"
351,352,,Shane Bertsch,9,"$1,703","$15,328"
352,353,,Brendon Todd,9,"$1,658","$14,925"
353,354,,Bobby Wyatt,20,"$1,656","$33,139"
354,355,,John Rollins,6,"$1,456","$8,736"
355,356,,George McNeill,7,"$1,426","$9,984"
356,357,,Max Homa,17,"$1,059","$18,008"
357,358,,Steven Bowditch,27,$912,"$24,650"
358,359,,Fabrizio Zanotti,6,$895,"$5,370"
