,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,T1,T1,Jordan Spieth,23,12,3.0,3.0,2.0
1,T1,T1,Justin Thomas,25,12,5.0,1.0,
2,3,3,Jon Rahm,23,11,1.0,2.0,2.0
3,4,4,Rickie Fowler,21,10,1.0,2.0,2.0
4,T5,T5,Paul Casey,24,9,,,1.0
5,T5,T5,Matt Kuchar,26,9,,1.0,
6,T7,T7,Tony Finau,29,8,,,1.0
7,T7,T7,Dustin Johnson,20,8,4.0,1.0,1.0
8,T7,T7,Kevin Kisner,28,8,1.0,2.0,1.0
9,T7,T7,Justin Rose,18,8,,3.0,
10,T11,T11,Brian Harman,30,7,1.0,1.0,1.0
11,T11,T11,Charley Hoffman,31,7,,2.0,2.0
12,T11,T11,Brooks Koepka,24,7,1.0,2.0,
13,T11,T11,Marc Leishman,25,7,2.0,,1.0
14,T11,T11,Hideki Matsuyama,22,7,3.0,3.0,
15,T16,T16,Daniel Berger,26,6,1.0,2.0,
16,T16,T16,Graham DeLaet,25,6,,,
17,T16,T16,Rory McIlroy,14,6,,,
18,T16,T16,Pat Perez,26,6,1.0,1.0,1.0
19,T16,T16,Webb Simpson,28,6,,1.0,1.0
20,T21,T21,Keegan Bradley,29,5,,,
21,T21,T21,Wesley Bryan,28,5,1.0,,1.0
22,T21,T21,Bud Cauley,28,5,,,1.0
23,T21,T21,Kevin Chappell,27,5,1.0,,
24,T21,T21,Jason Day,20,5,,1.0,
25,T21,T21,Adam Hadwin,28,5,1.0,1.0,
26,T21,T21,Russell Henley,27,5,1.0,,1.0
27,T21,T21,Charles Howell III,23,5,,2.0,
28,T21,T21,Martin Laird,25,5,,,1.0
29,T21,T21,Phil Mickelson,22,5,,,
30,T21,T21,Francesco Molinari,21,5,,1.0,
31,T21,T21,Kevin Na,26,5,,,
32,T21,T21,Sean O'Hair,25,5,,1.0,
33,T21,T21,Ollie Schniederjans,28,5,,1.0,1.0
34,T21,T21,Kyle Stanley,29,5,1.0,,
35,T21,T21,Gary Woodland,26,5,,2.0,
36,T37,T37,Rafa Cabrera Bello,19,4,,,
37,T37,T37,Patrick Cantlay,13,4,,1.0,1.0
38,T37,T37,Lucas Glover,26,4,,,1.0
39,T37,T37,Bill Haas,25,4,,,1.0
40,T37,T37,James Hahn,28,4,,,1.0
41,T37,T37,Billy Horschel,28,4,1.0,1.0,
42,T37,T37,Zach Johnson,23,4,,1.0,
43,T37,T37,Russell Knox,24,4,,,1.0
44,T37,T37,Danny Lee,32,4,,,1.0
45,T37,T37,Jamie Lovemark,28,4,,,1.0
46,T37,T37,Louis Oosthuizen,18,4,,2.0,1.0
47,T37,T37,Scott Piercy,22,4,,,1.0
48,T37,T37,Thomas Pieters,12,4,,1.0,
49,T37,T37,Chez Reavie,28,4,,,
50,T37,T37,Patrick Reed,29,4,,1.0,
51,T37,T37,Xander Schauffele,28,4,2.0,,
52,T37,T37,Adam Scott,16,4,,,
53,T37,T37,Cameron Smith,26,4,1.0,,
54,T37,T37,Brandt Snedeker,15,4,,,
55,T37,T37,Brendan Steele,25,4,1.0,,
56,T37,T37,Hudson Swafford,28,4,1.0,,
57,T37,T37,Nick Taylor,29,4,,,
58,T37,T37,Jhonattan Vegas,29,4,1.0,,1.0
59,T37,T37,Bubba Watson,22,4,,,
60,T61,T61,Byeong Hun An,22,3,,,
61,T61,T61,Dominic Bozzelli,24,3,,,1.0
62,T61,T61,Chad Campbell,29,3,,,
63,T61,T61,Stewart Cink,26,3,,,
64,T61,T61,Ross Fisher,10,3,,,1.0
65,T61,T61,Tommy Fleetwood,10,3,,1.0,
66,T61,T61,Sergio Garcia,17,3,1.0,,
67,T61,T61,Robert Garrigus,26,3,,,
68,T61,T61,Brian Gay,25,3,,,1.0
69,T61,T61,Tyrrell Hatton,13,3,,,
70,T61,T61,Sung Kang,32,3,,1.0,
71,T61,T61,Chris Kirk,28,3,,1.0,
72,T61,T61,Patton Kizzire,28,3,,1.0,
73,T61,T61,Kelly Kraft,27,3,,1.0,1.0
74,T61,T61,Anirban Lahiri,22,3,,1.0,1.0
75,T61,T61,Luke List,31,3,,1.0,1.0
76,T61,T61,William McGirt,28,3,,,1.0
77,T61,T61,Seung-Yul Noh,31,3,,,
78,T61,T61,Alex Noren,11,3,,,
79,T61,T61,Ryan Palmer,20,3,,,
80,T61,T61,C.T. Pan,29,3,,1.0,
81,T61,T61,Patrick Rodgers,27,3,,1.0,
82,T61,T61,Charl Schwartzel,18,3,,1.0,1.0
83,T61,T61,J.J. Spaun,29,3,,,
84,T61,T61,Scott Stallings,27,3,,,1.0
85,T61,T61,Henrik Stenson,15,3,1.0,1.0,
86,T61,T61,Robert Streb,30,3,,1.0,
87,T61,T61,Chris Stroud,22,3,1.0,,
88,T61,T61,Cameron Tringale,28,3,,,
89,T61,T61,Kevin Tway,27,3,,,2.0
90,T61,T61,Richy Werenski,26,3,,1.0,
91,T92,T92,Aaron Baddeley,20,2,,,
92,T92,T92,Ryan Blaum,29,2,,,
93,T92,T92,Scott Brown,29,2,,2.0,
94,T92,T92,Rafael Campos,4,2,,,
95,T92,T92,Chad Collins,26,2,,1.0,
96,T92,T92,Bryson DeChambeau,31,2,1.0,1.0,
97,T92,T92,Jason Dufner,24,2,1.0,,
98,T92,T92,Harris English,27,2,,,
99,T92,T92,Derek Fathauer,27,2,,,1.0
100,T92,T92,Martin Flores,27,2,,,
101,T92,T92,Branden Grace,20,2,,,
102,T92,T92,Cody Gribble,28,2,1.0,,
103,T92,T92,Emiliano Grillo,25,2,,,
104,T92,T92,David Hearn,29,2,,,
105,T92,T92,Scott Hend,6,2,,,
106,T92,T92,J.J. Henry,29,2,,,
107,T92,T92,Jim Herman,25,2,,,1.0
108,T92,T92,Tom Hoge,17,2,,,
109,T92,T92,J.B. Holmes,23,2,,,
110,T92,T92,Mackenzie Hughes,31,2,1.0,,
111,T92,T92,John Huh,28,2,,,
112,T92,T92,Whee Kim,27,2,,1.0,
113,T92,T92,Si Woo Kim,30,2,1.0,,
114,T92,T92,Ben Martin,27,2,,,
115,T92,T92,Ryan Moore,24,2,,,1.0
116,T92,T92,Grayson Murray,30,2,1.0,,
117,T92,T92,Greg Owen,17,2,,2.0,
118,T92,T92,Ian Poulter,20,2,,1.0,1.0
119,T92,T92,Sam Saunders,24,2,,,
120,T92,T92,Kevin Streelman,26,2,,,
121,T92,T92,Steve Stricker,13,2,,,
122,T92,T92,Camilo Villegas,25,2,,1.0,
123,T92,T92,Johnson Wagner,26,2,,,1.0
124,T125,T125,Mark Anderson,20,1,,,
125,T125,T125,Stuart Appleby,16,1,,,
126,T125,T125,Ryan Armour,20,1,,,
127,T125,T125,Blayne Barber,25,1,,1.0,
128,T125,T125,Zac Blair,32,1,,,
129,T125,T125,Jonas Blixt,25,1,1.0,,
130,T125,T125,Sam Burns,1,1,,,
131,T125,T125,Jonathan Byrd,9,1,,,
132,T125,T125,Ángel Cabrera,16,1,,,
133,T125,T125,Alex Cejka,28,1,,,
134,T125,T125,Ben Crane,26,1,,,
135,T125,T125,Joel Dahmen,16,1,,,
136,T125,T125,Luke Donald,18,1,,1.0,
137,T125,T125,Julián Etulain,22,1,,,
138,T125,T125,Jim Furyk,18,1,,,
139,T125,T125,Andres Gonzales,24,1,,,
140,T125,T125,Retief Goosen,19,1,,1.0,
141,T125,T125,Brandon Hagy,26,1,,,
142,T125,T125,Morgan Hoffmann,29,1,,1.0,
143,T125,T125,Billy Hurley III,25,1,,,
144,T125,T125,Ryo Ishikawa,20,1,,,
145,T125,T125,Hiroshi Iwata,10,1,,,
146,T125,T125,Andrew Johnston,13,1,,,
147,T125,T125,Smylie Kaufman,26,1,,,
148,T125,T125,Martin Kaymer,10,1,,,
149,T125,T125,Michael Kim,28,1,,,1.0
150,T125,T125,Søren Kjeldsen,17,1,,,
151,T125,T125,Chase Koepka,2,1,,,
152,T125,T125,Jason Kokrak,28,1,,,
153,T125,T125,Rick Lamb,19,1,,,1.0
154,T125,T125,Spencer Levin,31,1,,,
155,T125,T125,HaoTong Li,5,1,,,1.0
156,T125,T125,David Lingmerth,23,1,,,
157,T125,T125,Andrew Loupe,21,1,,,
158,T125,T125,Davis Love III,13,1,,,
159,T125,T125,Shane Lowry,16,1,,,
160,T125,T125,Curtis Luck,12,1,,,
161,T125,T125,Bill Lunde,8,1,,1.0,
162,T125,T125,Troy Merritt,28,1,,,
163,T125,T125,Sebastián Muñoz,17,1,,,1.0
164,T125,T125,Trey Mullinax,28,1,,,
165,T125,T125,Henrik Norlander,5,1,,1.0,
166,T125,T125,Geoff Ogilvy,25,1,,,
167,T125,T125,Thorbjørn Olesen,6,1,,,
168,T125,T125,Rob Oppenheim,4,1,,,
169,T125,T125,Rod Pampling,22,1,1.0,,
170,T125,T125,Cameron Percy,23,1,,,
171,T125,T125,D.A. Points,22,1,1.0,,
172,T125,T125,J.T. Poston,28,1,,,
173,T125,T125,Seamus Power,25,1,,,
174,T125,T125,Jonathan Randolph,22,1,,,
175,T125,T125,Tag Ridings,20,1,,,1.0
176,T125,T125,Rory Sabbatini,23,1,,,
177,T125,T125,Jordan L Smith,1,1,,,
178,T125,T125,Matthew Southgate,1,1,,,
179,T125,T125,Shawn Stefani,26,1,,,
180,T125,T125,Daniel Summerhays,29,1,,,
181,T125,T125,Hideto Tanihara,11,1,,,
182,T125,T125,Michael Thompson,21,1,,,
183,T125,T125,Braden Thornberry,2,1,,,
184,T125,T125,Peter Uihlein,7,1,,,
185,T125,T125,Tyrone Van Aswegen,32,1,,,
186,T125,T125,Harold Varner III,31,1,,,
187,T125,T125,Jimmy Walker,21,1,,,
188,T125,T125,Nick Watney,23,1,,,
189,T125,T125,Boo Weekley,27,1,,,
190,T125,T125,Steve Wheatcroft,17,1,,,
191,T125,T125,Aaron Wise,6,1,,,
