,Career_Earnings_RANK THIS WEEK,Career_Earnings_RANK LAST WEEK,Career_Earnings_PLAYER NAME,Career_Earnings_MONEY
628,629,,Jim Nelford,"$485,111"
629,630,,Marc Warren,"$479,442"
630,631,,Rafael Campos,"$476,135"
631,632,,Tom Jenkins,"$470,019"
632,633,,K.T. Kim,"$467,993"
633,634,,Julián Etulain,"$459,475"
634,635,,Bob Lunn,"$459,182"
635,636,,Mike Nicolette,"$448,037"
636,637,,WC Liang,"$445,366"
637,638,,Ben Kohles,"$444,496"
638,639,,Tom Shaw,"$434,756"
639,640,,Mike Grob,"$434,498"
640,641,,Scott Gardiner,"$428,915"
641,642,,Allen Miller,"$426,883"
642,643,,Phillip Hancock,"$425,154"
643,644,,Bobby Mitchell,"$421,938"
644,645,,Doug Ford,"$419,292"
645,646,,Oscar Fraustro,"$417,136"
646,647,,Larry Hinson,"$413,284"
647,648,,Bobby Wyatt,"$412,892"
648,649,,Wally Armstrong,"$406,269"
649,650,,Fred Marti,"$404,674"
650,651,,Terry Diehl,"$404,611"
651,652,,Matthew Southgate,"$403,154"
652,653,,Dow Finsterwald,"$402,102"
653,654,,Robert Rock,"$399,034"
654,655,,Grégory Bourdy,"$398,975"
655,656,,Ryan Brehm,"$396,258"
656,657,,Jim Benepe,"$395,214"
657,658,,John Fought,"$387,036"
658,659,,Greg Powers,"$386,086"
659,660,,Bob Smith,"$385,283"
660,661,,Jin Park,"$381,977"
661,662,,Bob Shearer,"$378,336"
662,663,,Billy Maxwell,"$375,648"
663,664,,Andrew Landry,"$373,980"
664,665,,Johnny Pott,"$371,396"
665,666,,Deane Beman,"$370,003"
666,667,,Steve LeBrun,"$369,136"
667,668,,Curtis Luck,"$362,230"
668,669,,Anthony Wall,"$358,951"
669,670,,Joel Dahmen,"$357,858"
670,671,,Yuta Ikeda,"$355,961"
671,672,,Mike Small,"$350,024"
672,673,,R.H. Sikes,"$344,387"
673,674,,Stephen Gangluff,"$342,187"
674,675,,Tony Jacklin,"$336,530"
675,676,,Jim Wiechers,"$329,169"
676,677,,Lyn Lott,"$325,966"
677,678,,Kevin Johnson,"$323,478"
678,679,,Jeff Mitchell,"$322,320"
679,680,,Jerry Haas,"$321,059"
680,681,,Pat Lindsey,"$318,777"
681,682,,Woody Blackburn,"$310,231"
682,683,,Jim Jamieson,"$306,618"
683,684,,Dawie van der Walt,"$301,697"
684,685,,Bob Dickson,"$296,640"
685,686,,Labron Harris,"$295,917"
686,687,,Michael Johnson,"$292,768"
687,688,,Howie Johnson,"$280,816"
688,689,,Aaron Wise,"$279,088"
689,690,,Ernie Gonzalez,"$275,820"
690,691,,DeWitt Weaver,"$273,435"
691,692,,Marcus Fraser,"$269,009"
692,693,,Paul Broadhurst,"$261,542"
693,694,,Terry Dill,"$255,050"
694,695,,Jordan L Smith,"$250,000"
695,696,,Kyle Thompson,"$242,807"
696,697,,Lee Williams,"$240,441"
697,698,,Brian Campbell,"$237,537"
698,699,,Fred Wadsworth,"$235,449"
699,700,,Tommy Jacobs,"$232,720"
700,701,,Ron Cerrudo,"$228,199"
701,702,,Joseph Bramlett,"$224,093"
702,703,,Fran Quinn,"$219,867"
703,704,,Shiv Kapur,"$209,832"
704,705,,Babe Hiskey,"$202,754"
705,706,,Brad Lardon,"$202,731"
706,707,,Ryan Ruffels,"$200,374"
707,708,,Dwight Nevil,"$199,935"
708,709,,Robby Shelton,"$199,142"
709,710,,Don Iverson,"$198,477"
710,711,,Nicholas Lindheim,"$197,756"
711,712,,Jack Newton,"$191,898"
712,713,,Yusaku Miyazato,"$189,820"
713,714,,Angelo Que,"$189,000"
714,715,,Eddie Pepperell,"$186,036"
715,716,,Rodolfo Cazaubón,"$185,904"
716,717,,Brett Drewitt,"$184,388"
717,718,,Abraham Ancer,"$178,631"
718,719,,Rhein Gibson,"$176,421"
719,720,,Chan Kim,"$175,333"
720,721,,James Morrison,"$173,282"
721,722,,Dave Ragan,"$172,256"
722,723,,Roy Pace,"$165,699"
723,724,,Joe Affrunti,"$164,841"
724,725,,Marty Fleckman,"$162,141"
725,726,,Bob Byman,"$161,884"
726,727,,Bert Weaver,"$161,210"
727,728,,Hunter Stewart,"$156,537"
728,729,,Pat Fitzsimons,"$153,542"
729,730,,Bunky Henry,"$153,499"
730,731,,Gary Groh,"$148,753"
731,732,,Rocky Thompson,"$146,391"
732,733,,Prayad Marksaeng,"$145,700"
733,734,,Keith Mitchell,"$144,900"
734,735,,Austin Connelly,"$143,967"
735,736,,Steve Spray,"$142,045"
736,737,,Chase Koepka,"$140,225"
737,738,,Alexander Levy,"$139,658"
738,739,,Richie Ramsay,"$131,408"
739,740,,Tadd Fujikawa,"$130,917"
740,741,,Paul Dunne,"$125,667"
741,742,,Bradley Dredge,"$125,358"
742,743,,Jeunghun Wang,"$123,980"
743,744,,Randy Glover,"$123,531"
744,745,,Geoffrey Sisk,"$121,932"
745,746,,Zack Sucher,"$120,749"
746,747,,Young-han Song,"$119,550"
747,748,,Al Besselink,"$119,183"
748,749,,Franklin Corpening,"$112,000"
749,750,,Pablo Larrazabal,"$110,500"
750,751,,Steve Reid,"$110,441"
751,752,,Lucas Lee,"$109,216"
752,753,,Jim Ferree,"$106,895"
753,754,,Bob Toski,"$105,484"
754,755,,Bob McCallister,"$101,079"
755,756,,Mark Foster,"$100,753"
756,757,,Garrett Osborn,"$100,000"
757,758,,Cameron Davis,"$98,467"
758,759,,Lee Slattery,"$97,817"
759,760,,Tom Nieporte,"$94,555"
760,761,,Dana Quigley,"$92,298"
761,762,,Jay McLuen,"$90,155"
762,763,,Richard Bland,"$88,000"
763,764,,Kevin Foley,"$87,738"
764,765,,Charlie Danielson,"$86,456"
765,766,,Satoshi Kodaira,"$86,022"
766,767,,Sam Adams,"$82,787"
767,768,,Brandon Stone,"$82,193"
768,769,,David Drysdale,"$81,513"
769,770,,Matthew Baldwin,"$79,999"
770,771,,Beau Hossler,"$77,028"
771,772,,Paul Waring,"$75,485"
772,773,,Fabrizio Zanotti,"$75,381"
773,774,,Kramer Hickok,"$75,300"
774,775,,Joey Garber,"$69,408"
775,776,,Hyung-Sung Kim,"$69,042"
776,777,,David Horsey,"$66,485"
777,778,,Brett Coletta,"$66,410"
778,779,,Richie Karl,"$61,566"
779,780,,Danny Chia,"$60,486"
780,781,,Kelly Mitchum,"$59,553"
781,782,,Jordan Niebrugge,"$58,637"
782,783,,Boyd Summerhays,"$57,921"
783,784,,Lee McCoy,"$56,667"
784,785,,Gaganjeet Bhullar,"$56,175"
785,786,,Jaco Van Zyl,"$53,763"
786,787,,Kristoffer Broberg,"$52,964"
787,788,,Greg Yates,"$52,959"
788,789,,Ryan Fox,"$52,102"
789,790,,Haydn Porteous,"$51,489"
790,791,,Bill Johnston,"$50,707"
791,792,,Andrew Dodt,"$46,610"
792,793,,Laurie Canter,"$45,286"
793,794,,Wes Homan,"$45,057"
794,795,,Jack Maguire,"$44,975"
795,796,,Paul Peterson,"$44,508"
796,797,,Derek Gillespie,"$43,504"
797,798,,Kurt Kitayama,"$39,257"
798,799,,David Lipsky,"$38,264"
799,800,,Chase Seiffert,"$38,047"
800,801,,Michael Block,"$38,038"
801,802,,Josh Broadaway,"$37,223"
802,803,,Adam Svensson,"$36,374"
803,804,,Brian Rowell,"$36,250"
804,805,,Todd Baek,"$35,960"
805,806,,Robert Dinwiddie,"$35,709"
806,807,,Matt Dobyns,"$35,471"
807,808,,Andy Pope,"$34,524"
808,809,,Matthew Borchert,"$34,324"
809,810,,Miguel Tabuena,"$33,036"
810,811,,Alan Morin,"$31,655"
811,812,,Rod Perry,"$31,608"
812,813,,Yi Keun Chang,"$31,070"
813,814,,Steven Ihm,"$30,628"
814,815,,Nicholas Fung,"$29,400"
815,816,,Daisuke Kataoka,"$28,742"
816,817,,Jonathan Garrick,"$28,490"
817,818,,Stuart Deane,"$28,354"
818,819,,Toshinori Muto,"$28,035"
819,820,,Sam Horsfield,"$27,904"
820,821,,SSP Chawrasia,"$27,440"
821,822,,Rikard Karlberg,"$27,300"
822,823,,Mark Silvers,"$27,272"
823,824,,"Rich Berberian, Jr.","$26,284"
824,825,,Laurie Hammer,"$25,992"
825,826,,Toby Tree,"$25,843"
826,827,,Wesley McClain,"$25,744"
827,828,,Brandon Harkins,"$24,525"
828,T829,,Michael Lorenzo-Vera,"$24,500"
829,T829,,Shaun Norris,"$24,500"
830,831,,Stephan Jaeger,"$24,301"
831,832,,Al Johnston,"$24,099"
832,833,,Matt Marshall,"$23,938"
833,834,,Kevin Dougherty,"$23,696"
834,835,,Joseph Dean,"$23,556"
835,836,,Romain Wattel,"$23,497"
836,837,,Talor Gooch,"$23,213"
837,838,,Chase Parker,"$23,203"
838,839,,Tyler Light,"$22,971"
839,840,,Kent Bulle,"$22,850"
840,841,,Ethan Tracy,"$22,762"
841,842,,Chip Deason,"$22,702"
842,843,,Ryan Evans,"$21,365"
843,844,,David Skinns,"$21,306"
844,845,,Dylan Frittelli,"$20,800"
845,846,,Clayton Rask,"$20,775"
846,847,,Zander Lombard,"$20,244"
847,848,,Matt Atkins,"$20,160"
848,849,,Matthew Millar,"$19,845"
849,T850,,Jose-Filipe Lima,"$18,686"
850,T850,,Martin Wiegele,"$18,686"
851,852,,Nick Mason,"$18,662"
852,853,,Kodai Ichihara,"$18,529"
853,854,,Phil Schmitt,"$18,004"
854,855,,Brian Gaffney,"$17,900"
855,856,,Matt Hill,"$17,237"
856,857,,Ben Taylor,"$16,968"
857,858,,Wyndham Clark,"$16,934"
858,859,,Justin Lower,"$16,425"
859,860,,Matthew Griffin,"$16,356"
860,861,,Alex Moon,"$15,375"
861,862,,Daniel Obremski,"$14,981"
862,863,,Ben Leong,"$14,630"
863,864,,Rick Schuller,"$14,250"
864,865,,Rob Labritz,"$14,150"
865,T866,,Gavin Kyle Green,"$14,070"
866,T866,,Wade Ormsby,"$14,070"
867,T866,,Chan Shih-chang,"$14,070"
868,869,,Curtis Reed,"$14,012"
869,870,,Conrad Shindler,"$13,797"
870,871,,Cory Renfrew,"$13,734"
871,872,,Mardan Mamat,"$13,440"
872,T873,,Arie Ahmad Irawan,"$13,230"
873,T873,,Richard Lee,"$13,230"
874,875,,Lance Lopez,"$13,213"
875,876,,Soomin Lee,"$13,020"
876,877,,Kenny Pigman,"$12,586"
877,878,,Daniel Miernicki,"$12,348"
878,879,,Jared Sawada,"$12,000"
879,880,,Chris Evans,"$11,890"
880,881,,Adam Hart,"$11,760"
881,882,,Scott Parel,"$11,660"
882,T883,,Matt Gilchrest,"$11,326"
883,T883,,Grant Leaver,"$11,326"
884,885,,Anders Albertson,"$11,280"
885,886,,Corey Conners,"$10,856"
886,887,,Dru Love,"$10,788"
887,888,,Michio Matsumura,"$10,395"
888,889,,Darren Fichardt,"$10,133"
889,890,,Kevin Hayashi,"$9,900"
890,891,,Marcelo Rozo,"$9,628"
891,892,,Chase Wright,"$8,360"
892,893,,Jorge Fernández-Valdés,"$7,706"
893,894,,Sebastián Vázquez,"$7,700"
894,895,,Ryan Helminen,"$7,360"
895,896,,Miguel Suarez,"$7,350"
896,897,,Cody Blick,"$7,128"
897,898,,John Chin,"$6,262"
898,899,,Jake Sarnoff,"$6,180"
899,900,,Cyril Bouniol,"$5,790"
900,901,,Scott Hebert,"$3,960"
901,902,,Greg Gregory,"$3,400"
