,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
55,56,,Zach Johnson,23,6.93,"$2,362,968","$34,104,000"
56,57,,Adam Scott,16,6.71,"$1,695,143","$25,280,000"
57,58,,Wesley Bryan,28,6.7,"$2,495,750","$37,260,401"
58,59,,Phil Mickelson,22,6.52,"$2,102,599","$32,250,000"
59,60,,Anirban Lahiri,22,6.51,"$1,944,288","$29,844,001"
60,61,,Rafa Cabrera Bello,19,6.45,"$1,934,674","$30,000,000"
61,62,,Cameron Smith,26,6.26,"$2,123,216","$33,926,401"
62,63,,Alex Noren,11,6.25,"$1,205,516","$19,281,000"
63,64,,Si Woo Kim,30,6.16,"$2,681,176","$43,492,401"
64,65,,Hudson Swafford,28,5.94,"$2,246,090","$37,827,401"
65,66,,Chase Koepka,2,5.91,"$140,225","$2,372,400"
66,67,,Rikard Karlberg,1,5.74,"$93,000","$1,620,000"
67,68,,Lucas Glover,26,5.71,"$1,955,822","$34,241,400"
68,69,,Ollie Schniederjans,28,5.69,"$1,935,668","$33,989,401"
69,70,,Mackenzie Hughes,31,5.67,"$2,355,553","$41,571,401"
70,71,,Xinjun Zhang,1,5.43,"$88,000","$1,620,000"
71,72,,Martin Kaymer,10,5.34,"$892,353","$16,703,000"
72,73,,Graham DeLaet,25,5.2,"$1,603,666","$30,866,400"
73,74,,Tyrrell Hatton,13,5.19,"$1,103,224","$21,275,400"
74,75,,Sean O'Hair,25,5.17,"$1,873,856","$36,220,000"
75,76,,Chris Stroud,22,5.16,"$1,308,445","$25,376,401"
76,77,,Rod Pampling,22,5.11,"$1,539,421","$30,132,000"
77,78,,Martin Laird,25,5.07,"$1,759,706","$34,740,001"
78,79,,Steve Stricker,13,5.06,"$1,002,036","$19,814,400"
79,80,,Scott Hend,6,5.05,"$501,634","$9,935,000"
80,81,,Keegan Bradley,29,5.04,"$1,940,477","$38,489,401"
81,T82,,Jamie Lovemark,28,4.99,"$1,886,971","$37,850,401"
82,T82,,Ryan Moore,24,4.99,"$1,751,851","$35,090,000"
83,84,,Ashun Wu,1,4.95,"$80,166","$1,620,000"
84,85,,Chez Reavie,28,4.92,"$1,819,206","$36,941,401"
85,86,,Kelly Kraft,27,4.89,"$1,638,045","$33,476,400"
86,87,,James Hahn,28,4.79,"$1,841,314","$38,444,000"
87,T88,,Sung Kang,32,4.75,"$1,943,308","$40,874,401"
88,T88,,Luke List,31,4.75,"$1,813,219","$38,151,001"
89,90,,Scott Brown,29,4.73,"$1,748,323","$36,959,401"
90,91,,Russell Knox,24,4.7,"$1,643,924","$35,005,401"
91,92,,Kevin Tway,27,4.67,"$1,472,612","$31,541,401"
92,93,,Kevin Na,26,4.63,"$1,728,350","$37,322,000"
93,94,,Richard Bland,2,4.62,"$160,000","$3,465,000"
94,T95,,Rob Oppenheim,4,4.6,"$224,190","$4,878,000"
95,T95,,Hideto Tanihara,11,4.6,"$816,347","$17,747,400"
96,97,,Bryson DeChambeau,31,4.54,"$1,817,053","$40,050,401"
97,98,,Jonas Blixt,25,4.5,"$1,408,287","$31,280,401"
98,99,,Chan Kim,2,4.38,"$175,333","$4,005,000"
99,100,,Bernd Wiesberger,10,4.36,"$769,313","$17,625,000"
100,T101,,Branden Grace,20,4.33,"$1,315,053","$30,361,400"
101,T101,,Scott Piercy,22,4.33,"$1,317,452","$30,428,001"
102,103,,Bud Cauley,28,4.28,"$1,553,684","$36,311,401"
103,104,,Stewart Cink,26,4.27,"$1,463,922","$34,290,001"
104,105,,Emiliano Grillo,25,4.2,"$1,567,014","$37,290,001"
105,106,,Dean Burmester,1,4.14,"$67,000","$1,620,000"
106,T107,,Luke Donald,18,4.09,"$958,850","$23,423,401"
107,T107,,Robert Streb,30,4.09,"$1,588,286","$38,786,400"
108,T109,,Jonathan Byrd,9,4.04,"$328,337","$8,118,000"
109,T109,,Kevin Streelman,26,4.04,"$1,313,326","$32,504,401"
110,111,,Danny Lee,32,3.98,"$1,611,331","$40,487,401"
111,112,,Greg Owen,17,3.96,"$738,711","$18,662,400"
112,113,,J.B. Holmes,23,3.95,"$1,353,584","$34,244,400"
113,114,,Grayson Murray,30,3.88,"$1,468,728","$37,805,400"
114,115,,Byeong Hun An,22,3.87,"$1,236,089","$31,972,400"
115,116,,Patrick Rodgers,27,3.85,"$1,346,322","$34,952,401"
116,117,,Zecheng Dou,1,3.83,"$62,000","$1,620,000"
117,118,,Chad Campbell,29,3.75,"$1,329,941","$35,460,001"
118,119,,Cody Gribble,28,3.73,"$1,305,554","$34,984,401"
119,T120,,Jim Herman,25,3.7,"$1,205,632","$32,626,401"
120,T120,,Bubba Watson,22,3.7,"$1,223,128","$33,079,400"
121,122,,Nick Taylor,29,3.66,"$1,255,259","$34,268,401"
122,T123,,Morgan Hoffmann,29,3.61,"$1,278,567","$35,402,401"
123,T123,,Renato Paratore,1,3.61,"$60,000","$1,660,000"
124,125,,Chris Kirk,28,3.57,"$1,216,046","$34,016,401"
125,126,,Jimmy Walker,21,3.52,"$1,101,161","$31,274,000"
126,127,,David Drysdale,1,3.5,"$64,500","$1,845,000"
127,128,,C.T. Pan,29,3.49,"$1,267,649","$36,338,401"
128,129,,Whee Kim,27,3.46,"$1,125,368","$32,504,400"
129,130,,David Lingmerth,23,3.45,"$1,070,754","$31,064,400"
130,131,,Shane Lowry,16,3.43,"$831,410","$24,223,000"
131,132,,WC Liang,1,3.4,"$55,000","$1,620,000"
132,133,,Matthew Fitzpatrick,12,3.39,"$687,437","$20,253,000"
133,134,,J.J. Spaun,29,3.33,"$1,122,610","$33,746,401"
134,T135,,Patton Kizzire,28,3.31,"$1,110,395","$33,530,400"
135,T135,,D.A. Points,22,3.31,"$893,699","$27,009,000"
136,137,,Lee Westwood,10,3.3,"$581,198","$17,625,000"
137,138,,Camilo Villegas,25,3.28,"$971,420","$29,606,401"
138,139,,Dominic Bozzelli,24,3.26,"$868,519","$26,636,401"
139,140,,Bill Lunde,8,3.24,"$233,984","$7,218,000"
140,T141,,Sam Brazel,2,3.22,"$107,000","$3,320,000"
141,T141,,Joost Luiten,5,3.22,"$279,236","$8,675,000"
142,143,,Aaron Wise,6,3.21,"$209,487","$6,534,001"
143,144,,Brian Gay,25,3.2,"$942,371","$29,421,001"
144,145,,Scott Stallings,27,3.19,"$955,336","$29,939,401"
145,146,,Ryan Palmer,20,3.17,"$772,560","$24,350,400"
146,147,,William McGirt,28,3.15,"$1,225,005","$38,925,400"
147,148,,Richy Werenski,26,3.12,"$890,262","$28,499,401"
148,149,,Kramer Hickok,2,3.1,"$75,300","$2,430,000"
149,150,,Jason Kokrak,28,3.09,"$1,173,708","$37,944,001"
150,T151,,Søren Kjeldsen,17,3.06,"$722,913","$23,629,400"
151,T151,,Nick Watney,23,3.06,"$824,161","$26,933,400"
152,153,,Andy Sullivan,7,3.02,"$360,639","$11,955,000"
153,154,,Seung-Yul Noh,31,3.01,"$1,080,706","$35,933,401"
154,T155,,Aaron Baddeley,20,3.0,"$755,356","$25,169,000"
155,T155,,Richard Sterne,3,3.0,"$154,950","$5,170,000"
156,157,,Michael Johnson,2,2.98,"$54,768","$1,836,000"
157,T158,,Brandon Hagy,26,2.97,"$861,226","$28,949,400"
158,T158,,Sebastián Muñoz,17,2.97,"$563,900","$18,963,000"
159,T160,,Geoff Ogilvy,25,2.96,"$867,248","$29,327,400"
160,T160,,Rory Sabbatini,23,2.96,"$741,616","$25,079,401"
161,T162,,Robert Garrigus,26,2.95,"$880,905","$29,813,401"
162,T162,,Jordan Zunic,1,2.95,"$47,750","$1,620,000"
163,164,,Ryan Blaum,29,2.93,"$962,768","$32,855,401"
164,165,,Michael Kim,28,2.91,"$1,018,204","$34,934,401"
165,166,,Chris Wood,9,2.9,"$456,562","$15,735,000"
166,T167,,Graeme McDowell,17,2.88,"$639,770","$22,194,001"
167,T167,,Dicky Pride,7,2.88,"$165,021","$5,724,000"
168,T169,,Blayne Barber,25,2.84,"$823,082","$29,003,400"
169,T169,,Thongchai Jaidee,5,2.84,"$246,500","$8,675,000"
170,171,,Thorbjørn Olesen,6,2.82,"$257,916","$9,161,000"
171,172,,Derek Fathauer,27,2.79,"$898,491","$32,243,401"
172,173,,Martin Flores,27,2.77,"$830,057","$29,939,401"
173,174,,Matthew Millar,1,2.74,"$44,375","$1,620,000"
174,175,,K.T. Kim,5,2.72,"$236,207","$8,675,000"
175,176,,Craig Barlow,3,2.7,"$53,426","$1,980,000"
176,177,,Ben Martin,27,2.66,"$850,318","$32,009,401"
177,178,,Jacques Blaauw,1,2.65,"$43,000","$1,620,000"
178,T179,,Peter Uihlein,7,2.62,"$272,529","$10,413,000"
179,T179,,Huilin Zhang,1,2.62,"$42,500","$1,620,000"
180,181,,Rick Lamb,19,2.61,"$524,372","$20,088,001"
181,182,,Nathan Holman,1,2.6,"$42,125","$1,620,000"
182,183,,Harris English,27,2.55,"$864,959","$33,881,401"
183,184,,Smylie Kaufman,26,2.54,"$784,757","$30,848,400"
184,185,,Sam Saunders,24,2.53,"$678,117","$26,816,400"
185,186,,Cameron Percy,23,2.52,"$623,693","$24,782,400"
186,187,,Vaughn Taylor,26,2.5,"$797,384","$31,933,401"
187,188,,Cameron Tringale,28,2.48,"$792,814","$32,000,401"
188,189,,Chad Collins,26,2.47,"$693,743","$28,112,400"
189,190,,Laurie Canter,1,2.45,"$45,286","$1,845,000"
190,191,,Jason Gore,5,2.44,"$133,125","$5,454,000"
191,T192,,Trey Mullinax,28,2.4,"$758,140","$31,532,401"
192,T192,,Seamus Power,25,2.4,"$646,180","$26,942,401"
193,194,,Harold Varner III,31,2.39,"$918,779","$38,466,401"
194,T195,,David Hearn,29,2.38,"$800,710","$33,710,401"
195,T195,,Matt Jones,20,2.38,"$510,622","$21,470,400"
196,T195,,Curtis Luck,12,2.38,"$362,229","$15,210,000"
197,198,,Marcus Fraser,3,2.36,"$107,245","$4,540,000"
198,199,,Michael Thompson,21,2.35,"$568,991","$24,224,401"
199,200,,Tag Ridings,20,2.34,"$489,926","$20,930,400"
200,T201,,John Huh,28,2.27,"$767,575","$33,777,001"
201,T201,,Kurt Kitayama,2,2.27,"$39,257","$1,728,000"
202,T203,,Young-han Song,4,2.25,"$148,800","$6,615,000"
203,T203,,Daniel Summerhays,29,2.25,"$826,124","$36,662,400"
204,T205,,J.J. Henry,29,2.23,"$734,874","$32,945,401"
205,T205,,Billy Hurley III,25,2.23,"$719,579","$32,198,001"
206,T205,,Johnson Wagner,26,2.23,"$685,305","$30,758,401"
207,208,,Richie Ramsay,2,2.2,"$88,000","$4,005,000"
208,209,,Jim Furyk,18,2.19,"$558,097","$25,442,001"
209,T210,,Joseph Bramlett,1,2.18,"$23,516","$1,080,000"
210,T210,,Tyrone Van Aswegen,32,2.18,"$806,410","$37,049,401"
211,212,,Zac Blair,32,2.13,"$788,352","$37,040,401"
212,213,,Ben Crane,26,2.11,"$618,483","$29,372,401"
213,T214,,Tom Hoge,17,2.1,"$373,092","$17,780,400"
214,T214,,J.T. Poston,28,2.1,"$662,565","$31,586,401"
215,T214,,Chan Shih-chang,2,2.1,"$60,570","$2,880,000"
216,T214,,Fabrizio Zanotti,6,2.1,"$187,870","$8,945,000"
217,T218,,Joel Dahmen,16,2.08,"$344,823","$16,542,000"
218,T218,,Jack Maguire,1,2.08,"$44,975","$2,160,000"
219,T218,,Jonathan Randolph,22,2.08,"$511,032","$24,548,401"
220,221,,Ryan Armour,20,2.06,"$443,005","$21,546,000"
221,222,,Retief Goosen,19,2.0,"$414,362","$20,678,400"
222,223,,Shaun Norris,2,1.98,"$69,250","$3,505,000"
223,224,,Soomin Lee,2,1.97,"$56,645","$2,880,000"
224,225,,Satoshi Kodaira,4,1.96,"$132,814","$6,790,000"
225,T226,,Ricky Barnes,31,1.95,"$697,623","$35,834,401"
226,T226,,Miguel Tabuena,3,1.95,"$77,411","$3,960,000"
227,228,,John Peterson,15,1.94,"$329,705","$16,952,401"
228,T229,,Alex Cejka,28,1.9,"$618,170","$32,558,401"
229,T229,,Julián Etulain,22,1.9,"$448,213","$23,576,401"
230,231,,Robby Shelton,8,1.88,"$157,512","$8,388,000"
231,232,,Hiroshi Iwata,10,1.83,"$179,133","$9,774,000"
232,T233,,Matt Gilchrest,1,1.8,"$11,326","$630,000"
233,T233,,Grant Leaver,1,1.8,"$11,326","$630,000"
234,235,,Jordan Niebrugge,2,1.79,"$58,637","$3,276,000"
235,236,,Jeunghun Wang,10,1.78,"$307,605","$17,301,000"
236,237,,Andres Romero,10,1.77,"$196,518","$11,110,000"
237,238,,Davis Love III,13,1.73,"$257,270","$14,886,000"
238,239,,Troy Merritt,28,1.72,"$569,682","$33,152,400"
239,240,,Tim Wilkinson,22,1.71,"$411,459","$24,044,401"
240,241,,Steve Wheatcroft,17,1.69,"$309,517","$18,360,000"
241,T242,,Yi Keun Chang,1,1.68,"$31,070","$1,845,000"
242,T242,,Andrew Dodt,1,1.68,"$31,070","$1,845,000"
243,244,,Lee McCoy,3,1.67,"$56,667","$3,402,000"
244,245,,Andrew Johnston,13,1.66,"$293,233","$17,681,400"
245,T246,,George Coetzee,2,1.64,"$62,000","$3,780,000"
246,T246,,Andres Gonzales,24,1.64,"$422,078","$25,790,401"
247,T246,,Michael Putnam,6,1.64,"$130,984","$7,992,000"
248,249,,Brett Coletta,3,1.63,"$66,410","$4,086,000"
249,250,,Scott Langley,3,1.57,"$49,308","$3,132,000"
250,251,,Brian Stuard,31,1.54,"$588,805","$38,260,401"
251,252,,Will MacKenzie,16,1.5,"$272,287","$18,140,401"
252,253,,Mike Hendry,2,1.48,"$52,000","$3,505,000"
253,254,,Bradley Dredge,2,1.46,"$55,000","$3,780,000"
254,255,,Ryan Brehm,25,1.42,"$396,258","$27,968,401"
255,T256,,Ryo Ishikawa,20,1.4,"$319,748","$22,824,001"
256,T256,,Larry Mize,1,1.4,"$27,720","$1,980,000"
257,T256,,Toby Tree,1,1.4,"$25,843","$1,845,000"
258,259,,Shawn Stefani,26,1.39,"$404,376","$29,066,401"
259,260,,Vijay Singh,18,1.38,"$337,305","$24,444,000"
260,T261,,Grégory Bourdy,2,1.36,"$51,500","$3,780,000"
261,T261,,Paul Lawrie,2,1.36,"$47,500","$3,505,000"
262,T263,,Spencer Levin,31,1.34,"$469,729","$34,988,401"
263,T263,,Boo Weekley,27,1.34,"$416,928","$31,226,401"
264,T265,,David Lipsky,2,1.33,"$46,625","$3,505,000"
265,T265,,Michael Lorenzo-Vera,1,1.33,"$24,500","$1,845,000"
266,267,,Chase Seiffert,3,1.31,"$38,046","$2,898,000"
267,T268,,Yuta Ikeda,10,1.3,"$222,562","$17,063,000"
268,T268,,Brandon Stone,6,1.3,"$127,818","$9,805,000"
269,270,,Fabián Gómez,21,1.29,"$332,351","$25,750,401"
270,271,,Joseph Dean,1,1.28,"$23,556","$1,845,000"
271,T272,,Peter Lonard,1,1.27,"$7,524","$594,000"
272,T272,,Charlie Wi,6,1.27,"$65,612","$5,162,400"
273,T274,,Abraham Ancer,1,1.26,"$15,820","$1,260,001"
274,T274,,Charlie Danielson,3,1.26,"$31,302","$2,484,000"
275,T274,,Carlos Ortiz,1,1.26,"$15,820","$1,260,001"
276,277,,Gaganjeet Bhullar,1,1.25,"$15,750","$1,260,000"
277,278,,Kent Bulle,1,1.24,"$22,850","$1,845,000"
278,279,,Justin Leonard,1,1.23,"$13,702","$1,116,000"
279,T280,,Stuart Appleby,16,1.22,"$206,607","$16,956,000"
280,T280,,Justin Lower,1,1.22,"$16,425","$1,350,000"
281,T280,,Kyle Reifers,32,1.22,"$454,569","$37,310,401"
282,T283,,Cody Blick,1,1.2,"$7,128","$594,000"
283,T283,,Padraig Harrington,11,1.2,"$171,406","$14,283,000"
284,285,,Matthew Griffin,3,1.19,"$60,106","$5,071,000"
285,T286,,Chesson Hadley,8,1.17,"$82,208","$7,002,000"
286,T286,,Daniel Obremski,1,1.17,"$14,981","$1,278,000"
287,T286,,Danny Willett,11,1.17,"$217,975","$18,687,000"
288,289,,Thomas Aiken,1,1.16,"$25,026","$2,160,000"
289,T290,,Chris Evans,1,1.14,"$11,890","$1,044,000"
290,T290,,Alex Moon,1,1.14,"$15,375","$1,350,000"
291,T292,,Ángel Cabrera,16,1.13,"$210,479","$18,590,401"
292,T292,,Brian Campbell,20,1.13,"$237,536","$21,038,400"
293,T292,,Jonathan Garrick,2,1.13,"$28,490","$2,520,001"
294,295,,Jared Sawada,1,1.11,"$12,000","$1,080,000"
295,T296,,SSP Chawrasia,1,1.1,"$13,860","$1,260,000"
296,T296,,Gonzalo Fernandez-Castaño,22,1.1,"$258,161","$23,378,401"
297,T296,,Andrew Loupe,21,1.1,"$273,070","$24,800,400"
298,T299,,Matt Atkins,1,1.08,"$8,190","$756,000"
299,T299,,Roberto Castro,25,1.08,"$367,361","$33,957,400"
300,T299,,Peter Malnati,29,1.08,"$358,540","$33,242,401"
301,T299,,Wesley McClain,2,1.08,"$25,744","$2,376,000"
302,T303,,Cyril Bouniol,1,1.07,"$5,790","$540,000"
303,T303,,Talor Gooch,1,1.07,"$23,213","$2,160,000"
304,305,,Tyler Light,1,1.06,"$22,971","$2,160,000"
305,T306,,Anders Albertson,1,1.04,"$11,280","$1,080,000"
306,T306,,Fred Funk,1,1.04,"$11,280","$1,080,000"
307,T306,,Hyung-Sung Kim,1,1.04,"$11,280","$1,080,000"
308,T309,,Greg Chalmers,28,1.02,"$344,631","$33,854,001"
309,T309,,Danny Chia,1,1.02,"$12,880","$1,260,000"
310,T309,,K.J. Choi,25,1.02,"$292,715","$28,634,401"
311,T312,,Robert Allenby,4,1.01,"$32,851","$3,240,000"
312,T312,,Matt Every,30,1.01,"$351,411","$34,790,401"
313,314,,Jon Curran,11,1.0,"$128,091","$12,816,001"
314,T315,,Hunter Mahan,26,0.94,"$277,234","$29,358,001"
315,T315,,Willy Wilcox,14,0.94,"$137,567","$14,576,400"
316,317,,Brett Drewitt,19,0.92,"$184,388","$19,980,000"
317,318,,"Ted Potter, Jr.",2,0.91,"$31,284","$3,438,000"
318,319,,Roberto Díaz,3,0.9,"$45,625","$5,080,001"
319,T320,,Steven Alker,23,0.89,"$218,681","$24,530,401"
320,T320,,Mark Anderson,20,0.89,"$188,805","$21,258,000"
321,T320,,John Merrick,9,0.89,"$74,647","$8,370,000"
322,323,,Brad Fritsch,18,0.88,"$166,440","$18,828,000"
323,324,,Mark Hubbard,27,0.87,"$267,968","$30,632,401"
324,325,,Brett Stegmaier,27,0.86,"$271,031","$31,500,001"
325,326,,Stephan Jaeger,2,0.83,"$24,301","$2,916,000"
326,327,,Pablo Larrazabal,3,0.82,"$44,250","$5,395,000"
327,328,,Miguel Angel Carballo,22,0.8,"$186,622","$23,378,401"
328,329,,Ken Duke,26,0.79,"$225,907","$28,598,401"
329,T330,,Beau Hossler,8,0.78,"$77,027","$9,828,000"
330,T330,,Nicholas Lindheim,21,0.78,"$175,106","$22,356,001"
331,332,,Omar Uresti,2,0.76,"$19,250","$2,520,000"
332,T333,,Arjun Atwal,6,0.75,"$40,799","$5,454,000"
333,T333,,Ryan Ruffels,7,0.75,"$65,572","$8,780,400"
334,335,,Tim Petrovic,2,0.74,"$9,984","$1,350,000"
335,T336,,Jerry Kelly,7,0.72,"$59,856","$8,348,401"
336,T336,,Bryce Molder,26,0.72,"$216,892","$30,312,000"
337,T336,,Josh Teater,2,0.72,"$16,253","$2,268,000"
338,339,,Y.E. Yang,9,0.71,"$67,091","$9,414,000"
339,340,,Michael Bradley,3,0.7,"$13,513","$1,926,000"
340,T341,,Chip Deason,2,0.69,"$12,352","$1,782,000"
341,T341,,Kevin Dougherty,2,0.69,"$23,696","$3,420,000"
342,343,,Mark Wilson,15,0.67,"$100,286","$15,062,401"
343,344,,John Senden,14,0.66,"$104,044","$15,786,000"
344,345,,Alexander Levy,4,0.64,"$47,750","$7,515,000"
345,346,,Ryan Fox,2,0.61,"$22,875","$3,735,000"
346,347,,Steve Marino,15,0.58,"$98,573","$16,862,401"
347,348,,Freddie Jacobson,9,0.57,"$61,129","$10,634,400"
348,T349,,Ernie Els,20,0.56,"$155,926","$28,071,001"
349,T349,,Dylan Frittelli,2,0.56,"$20,800","$3,735,000"
350,T349,,Carl Pettersson,27,0.56,"$164,621","$29,624,401"
351,352,,Chris Smith,2,0.55,"$6,755","$1,224,000"
352,353,,Jason Bohn,28,0.52,"$165,910","$31,964,401"
353,354,,Yusaku Miyazato,3,0.48,"$24,301","$5,085,000"
354,355,,Tyler Aldridge,14,0.47,"$67,721","$14,400,000"
355,356,,Sam Horsfield,6,0.45,"$27,904","$6,156,000"
356,T357,,Bob Estes,15,0.43,"$76,930","$17,712,001"
357,T357,,Kenny Pigman,2,0.43,"$12,586","$2,934,000"
358,359,,Troy Matteson,4,0.41,"$12,376","$2,988,000"
359,360,,Gavin Kyle Green,3,0.39,"$14,070","$3,618,000"
360,361,,Tim Herron,8,0.38,"$29,857","$7,920,000"
361,T362,,Brendon de Jonge,14,0.37,"$54,273","$14,634,000"
362,T362,,D.J. Trahan,5,0.37,"$15,155","$4,104,000"
363,364,,"Rich Berberian, Jr.",7,0.35,"$26,284","$7,470,000"
364,365,,David Toms,3,0.34,"$9,984","$2,916,000"
365,366,,Wyndham Clark,5,0.33,"$16,933","$5,184,000"
366,367,,Tommy Gainey,8,0.31,"$23,717","$7,740,000"
367,368,,Eric Axley,4,0.27,"$9,198","$3,438,000"
368,369,,Colt Knost,5,0.24,"$13,580","$5,652,000"
369,370,,Zack Sucher,14,0.22,"$35,135","$15,642,001"
370,371,,Bobby Gates,5,0.21,"$12,352","$6,012,000"
371,T372,,Dru Love,5,0.19,"$10,788","$5,706,000"
372,T372,,Shaun Micheel,3,0.19,"$6,300","$3,276,000"
373,374,,John Rollins,6,0.17,"$8,736","$5,162,400"
374,T375,,Shane Bertsch,9,0.16,"$15,328","$9,486,000"
375,T375,,George McNeill,7,0.16,"$9,984","$6,300,000"
376,T375,,Brendon Todd,9,0.16,"$14,925","$9,140,400"
377,T375,,Bobby Wyatt,20,0.16,"$33,139","$21,038,400"
378,379,,Charlie Beljan,8,0.14,"$13,869","$9,972,000"
379,380,,Max Homa,17,0.1,"$18,008","$17,604,000"
380,381,,Steven Bowditch,27,0.08,"$24,650","$30,794,401"
